osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,bridge
250151340,True,13 - 25 de Mayo,residential,40,False,107.356,,"LINESTRING (-59.4444456 -34.4380295, -59.4447609 -34.4389593)",
250151333,True,2 - Avenida Lucas Scully,secondary,40,False,102.86800000000001,094-02,"LINESTRING (-59.4444456 -34.4380295, -59.4442258 -34.4380914, -59.4437535 -34.4382531, -59.4435556 -34.4383565, -59.44345 -34.438437)",
685532167,False,6 - Domingo Hidalgo,residential,40,False,91.793,,"LINESTRING (-59.4497569 -34.4382646, -59.4488152 -34.4385444)",
"[250151315, 685532167]",False,"['1 - Vicente Piñero', '6 - Domingo Hidalgo']",residential,40,"[False, True]",126.184,,"LINESTRING (-59.4497569 -34.4382646, -59.4500117 -34.4382031, -59.4500757 -34.4381918, -59.4500988 -34.4381877, -59.450192 -34.4382003, -59.4502443 -34.4382289, -59.450309 -34.4383574, -59.4504229 -34.4385607, -59.4505293 -34.4387312, -59.4506166 -34.4388717)",
250151271,True,4 - Francisco Suero,residential,40,False,95.4,,"LINESTRING (-59.4465651 -34.4383333, -59.4475341 -34.4380212)",
250151301,True,9 - San Martín,residential,40,False,94.115,,"LINESTRING (-59.4465651 -34.4383333, -59.4468526 -34.4391458)",
250151333,True,2 - Avenida Lucas Scully,secondary,40,False,109.769,094-02,"LINESTRING (-59.44345 -34.438437, -59.4430596 -34.4387406, -59.4425792 -34.4391143)",
685532155,True,15 - Maipú,residential,40,False,13.487,,"LINESTRING (-59.44345 -34.438437, -59.4433993 -34.4383907, -59.4433514 -34.438347)",
685532167,False,6 - Domingo Hidalgo,residential,40,True,91.793,,"LINESTRING (-59.4488152 -34.4385444, -59.4497569 -34.4382646)",
685532179,False,5 - Bernardo de Irigoyen,residential,40,False,93.711,,"LINESTRING (-59.4488152 -34.4385444, -59.4491153 -34.43935)",
250151267,True,6 - Domingo Hidalgo,residential,40,False,96.744,,"LINESTRING (-59.4488152 -34.4385444, -59.4484151 -34.438667, -59.4478263 -34.4388474)",
250151271,True,4 - Francisco Suero,residential,40,False,91.896,,"LINESTRING (-59.4456432 -34.4386572, -59.4465651 -34.4383333)",
250151267,True,6 - Domingo Hidalgo,residential,40,False,95.259,,"LINESTRING (-59.4478263 -34.4388474, -59.4468526 -34.4391458)",
1197470477,True,7 - 9 de Julio,residential,40,False,95.698,,"LINESTRING (-59.4478263 -34.4388474, -59.4475341 -34.4380212)",
1198112666,False,508 - Saavedra oeste,residential,40,False,53.704,,"LINESTRING (-59.4506166 -34.4388717, -59.4500623 -34.4390275)",
250151315,False,1 - Vicente Piñero,residential,40,False,94.973,,"LINESTRING (-59.4506166 -34.4388717, -59.450954 -34.4394396, -59.4510773 -34.4396366)",
