osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry,bridge
973284061,True,2,RN22,Ruta Nacional 22 Ceferino Namuncurá,trunk,40,False,28.192,,"LINESTRING (-67.0866793 -39.095469, -67.0868862 -39.0952728)",
175456419,True,2,RN22,Ruta Nacional 22,trunk,30,False,46.806000000000004,roundabout,"LINESTRING (-67.0866793 -39.095469, -67.0867339 -39.0954484, -67.0867904 -39.0954353, -67.0868472 -39.0954333, -67.0869085 -39.0954423, -67.0869651 -39.0954626, -67.087014 -39.0954888, -67.087054 -39.0955245, -67.0870837 -39.0955671, -67.0871006 -39.0956104)",
176005675,False,2,,25 de Mayo,secondary,40,True,64.202,,"LINESTRING (-67.0865604 -39.0956559, -67.0863595 -39.0955923, -67.0861585 -39.0955288, -67.0858714 -39.0954381)",
336599987,True,2,RN22,Ruta Nacional 22,trunk,40,False,18.386,roundabout,"LINESTRING (-67.0865604 -39.0956559, -67.0866066 -39.0955704, -67.0866499 -39.095506)",
242429557,False,,,Paraguay,residential,,False,25.02,,"LINESTRING (-67.0884787 -39.0942659, -67.0881945 -39.0943104)",
175456440,False,,,Chile,residential,,True,110.913,,"LINESTRING (-67.0908048 -39.0943236, -67.0895432 -39.0945139)",
175456440,False,,,Chile,residential,,False,110.913,,"LINESTRING (-67.0895432 -39.0945139, -67.0908048 -39.0943236)",
175456452,True,,,Chacabuco,residential,,False,31.426,,"LINESTRING (-67.0895432 -39.0945139, -67.0896135 -39.0947912)",
175456452,True,,,Chacabuco,residential,,False,76.546,,"LINESTRING (-67.0896135 -39.0947912, -67.0897721 -39.0954685)",
175456433,True,,,Brasil,residential,,False,75.413,,"LINESTRING (-67.088649 -39.0949311, -67.0884787 -39.0942659)",
175456438,True,,,Uruguay,residential,,False,84.84400000000001,,"LINESTRING (-67.088649 -39.0949311, -67.088734 -39.0949324, -67.0896135 -39.0947912)",
175456438,True,,,Uruguay,residential,,False,59.857,,"LINESTRING (-67.087966 -39.0950189, -67.0885234 -39.0949344, -67.088649 -39.0949311)",
918036872,True,,,Florencio Sánchez,tertiary,40,False,84.843,,"LINESTRING (-67.087966 -39.0950189, -67.0877353 -39.0956226, -67.0877131 -39.0957548)",
229481650,True,,,Maipú Norte,residential,40,False,108.685,,"LINESTRING (-67.0910429 -39.0952834, -67.0908048 -39.0943236)",
733781167,False,2,,Avenida Cipolletti,secondary,40,False,111.582,,"LINESTRING (-67.0910429 -39.0952834, -67.0897721 -39.0954685)",
733781167,False,2,,Avenida Cipolletti,secondary,40,False,84.333,,"LINESTRING (-67.0897721 -39.0954685, -67.0888114 -39.0956074)",
733781167,False,2,,Avenida Cipolletti,secondary,40,True,111.582,,"LINESTRING (-67.0897721 -39.0954685, -67.0910429 -39.0952834)",
175456433,True,,,Brasil,residential,,False,76.496,,"LINESTRING (-67.0888114 -39.0956074, -67.088649 -39.0949311)",
733781167,False,2,,Avenida Cipolletti,secondary,40,True,84.333,,"LINESTRING (-67.0888114 -39.0956074, -67.0897721 -39.0954685)",
733781167,False,2,,Avenida Cipolletti,secondary,40,False,59.946,,"LINESTRING (-67.0888114 -39.0956074, -67.0887357 -39.0956183, -67.0881284 -39.0957057)",
336599988,True,2,RN22,Ruta Nacional 22,trunk,40,False,4.894,roundabout,"LINESTRING (-67.0871006 -39.0956104, -67.0870912 -39.0956538)",
175456443,True,1,,Avenida Cipolletti,secondary,30,False,32.93,,"LINESTRING (-67.0881284 -39.0957057, -67.0879783 -39.0957502, -67.0879197 -39.0957777, -67.0878545 -39.0958282, -67.0878202 -39.0958667)",
733781167,False,2,,Avenida Cipolletti,secondary,40,True,59.946,,"LINESTRING (-67.0881284 -39.0957057, -67.0887357 -39.0956183, -67.0888114 -39.0956074)",
336599988,True,2,RN22,Ruta Nacional 22,trunk,40,False,8.244,roundabout,"LINESTRING (-67.0869854 -39.0958695, -67.0869374 -39.0959336)",
974769987,True,,,,secondary,,False,4.688000000000001,roundabout,"LINESTRING (-67.0878202 -39.0958667, -67.0878195 -39.0958932, -67.0878129 -39.095908)",
972303431,True,2,,San Lorenzo,residential,40,False,211.53300000000002,,"LINESTRING (-67.0878129 -39.095908, -67.0878676 -39.0959616, -67.087881 -39.0959837, -67.0878902 -39.0960091, -67.0883213 -39.0977606)",
974769987,True,,,,secondary,,False,3.744,roundabout,"LINESTRING (-67.0878129 -39.095908, -67.087803 -39.0959303, -67.0877951 -39.0959383)",
201589389,True,2,RN22,Ruta Nacional 22 Ceferino Namuncurá,trunk,40,False,301.74500000000006,,"LINESTRING (-67.0869374 -39.0959336, -67.0865362 -39.0964607, -67.0855626 -39.0975144, -67.085474 -39.0976053, -67.0853782 -39.097693, -67.0852786 -39.0977806, -67.0851804 -39.0978571, -67.0850734 -39.0979327, -67.0849596 -39.0980077, -67.0848304 -39.0980788)",
336599989,True,2,RN22,Ruta Nacional 22,trunk,30,False,51.558,roundabout,"LINESTRING (-67.0869374 -39.0959336, -67.0868836 -39.0959673, -67.0868328 -39.0959857, -67.0867723 -39.0959955, -67.0867119 -39.0959941, -67.0866566 -39.0959821, -67.0866029 -39.09596, -67.0865589 -39.0959262, -67.0865314 -39.0958901, -67.0865113 -39.0958469, -67.0865006 -39.0958037)",
176025773,True,1,,Las Heras,secondary,40,False,206.31799999999998,,"LINESTRING (-67.0877951 -39.0959383, -67.0877245 -39.0960395, -67.0876815 -39.0961112, -67.0872434 -39.0968591, -67.0869429 -39.0973423, -67.0869112 -39.0973858, -67.0868784 -39.0974308, -67.0867907 -39.0975539, -67.0867475 -39.0976047)",
974769987,True,,,,secondary,,False,24.054000000000002,roundabout,"LINESTRING (-67.0877951 -39.0959383, -67.0877725 -39.0959615, -67.087731 -39.0959839, -67.0876826 -39.0959951, -67.0876321 -39.0959941, -67.0875845 -39.095981, -67.0875534 -39.0959625)",
