osmid,name,highway,oneway,reversed,length,maxspeed,lanes,geometry,bridge,ref
85132271,Hurlingham,residential,False,False,165.016,,,"LINESTRING (-58.6065984 -34.4466259, -58.6057449 -34.4479324)",,
85132483,Coronel Pringles,residential,False,False,87.576,40,,"LINESTRING (-58.6065984 -34.4466259, -58.6057579 -34.4462519)",,
85132483,Coronel Pringles,residential,False,True,84.699,40,,"LINESTRING (-58.6065984 -34.4466259, -58.6074113 -34.4469876)",,
54291746,Alfredo Palacios,residential,False,False,105.098,40,,"LINESTRING (-58.6105353 -34.4506092, -58.6095252 -34.4501625)",,
258139909,Chivilcoy,residential,False,True,21.055,,,"LINESTRING (-58.6105353 -34.4506092, -58.6106486 -34.4504445)",,
265889965,General Urquiza,residential,False,False,81.678,,,"LINESTRING (-58.6105353 -34.4506092, -58.6101122 -34.4512556)",,
54291743,General Mosconi,residential,False,True,103.727,,,"LINESTRING (-58.6101122 -34.4512556, -58.6090636 -34.4509056)",,
265889965,General Urquiza,residential,False,False,84.473,,,"LINESTRING (-58.6101122 -34.4512556, -58.6096823 -34.4519275)",,
265889965,General Urquiza,residential,False,True,81.678,,,"LINESTRING (-58.6101122 -34.4512556, -58.6105353 -34.4506092)",,
22983642,Independencia,tertiary,False,False,85.272,,2,"LINESTRING (-58.6096823 -34.4519275, -58.6087832 -34.4517315)",,
22983642,Independencia,tertiary,False,True,83.76,,2,"LINESTRING (-58.6096823 -34.4519275, -58.6105655 -34.4521199)",,
265889965,General Urquiza,residential,False,True,84.473,,,"LINESTRING (-58.6096823 -34.4519275, -58.6101122 -34.4512556)",,
265889965,General Urquiza,residential,False,False,127.677,,,"LINESTRING (-58.6096823 -34.4519275, -58.609654 -34.4519813, -58.6093285 -34.4530373)",,
57889456,Lisandro de la Torre,residential,False,True,106.072,40,,"LINESTRING (-58.61082 -34.4501956, -58.6098026 -34.4497416)",,
258139909,Chivilcoy,residential,False,False,23.428,,,"LINESTRING (-58.61082 -34.4501956, -58.6106938 -34.4503788)",,
54291746,Alfredo Palacios,residential,False,False,84.794,40,,"LINESTRING (-58.6079061 -34.4494296, -58.6070894 -34.4490719)",,
54291746,Alfredo Palacios,residential,False,True,83.956,40,,"LINESTRING (-58.6079061 -34.4494296, -58.6087106 -34.4497901)",,
54292553,Dardo Rocha,residential,False,False,115.26,,,"LINESTRING (-58.6079061 -34.4494296, -58.6073495 -34.4502626, -58.607315 -34.4503432)",,
22983642,Independencia,tertiary,False,False,109.579,,2,"LINESTRING (-58.6025183 -34.450339, -58.6013868 -34.4500219)",,
22983642,Independencia,tertiary,False,True,84.314,,2,"LINESTRING (-58.6025183 -34.450339, -58.6034029 -34.450546)",,
54291748,Hipólito Vieytes,residential,False,False,94.172,,,"LINESTRING (-58.6025183 -34.450339, -58.6025457 -34.4502705, -58.6027919 -34.4495228)",,
54291748,Hipólito Vieytes,residential,False,True,43.665000000000006,,,"LINESTRING (-58.6025183 -34.450339, -58.6024826 -34.4503955, -58.6022689 -34.4506733)",,
54291743,General Mosconi,residential,False,False,86.891,,,"LINESTRING (-58.6030554 -34.4487336, -58.6038871 -34.4491081)",,
54291743,General Mosconi,residential,False,True,88.45,,,"LINESTRING (-58.6030554 -34.4487336, -58.6022091 -34.4483519)",,
54291748,Hipólito Vieytes,residential,False,False,143.58,,,"LINESTRING (-58.6030554 -34.4487336, -58.6037946 -34.4475953)",,
54291748,Hipólito Vieytes,residential,False,True,91.065,,,"LINESTRING (-58.6030554 -34.4487336, -58.6030279 -34.4487906, -58.6027919 -34.4495228)",,
54291743,General Mosconi,residential,False,False,86.153,,,"LINESTRING (-58.6013834 -34.4479822, -58.6022091 -34.4483519)",,
54291743,General Mosconi,residential,False,True,88.789,,,"LINESTRING (-58.6013834 -34.4479822, -58.6005308 -34.4476037)",,
265866214,Fernando Fader,residential,False,False,108.593,,,"LINESTRING (-58.6013834 -34.4479822, -58.6008076 -34.4488356)",,
265866214,Fernando Fader,residential,False,True,144.017,,,"LINESTRING (-58.6013834 -34.4479822, -58.6021177 -34.4468373)",,
54291744,San Lorenzo,residential,False,False,84.855,,,"LINESTRING (-58.6027919 -34.4495228, -58.6036504 -34.4498077)",,
54291744,San Lorenzo,residential,False,True,98.589,,,"LINESTRING (-58.6027919 -34.4495228, -58.6017982 -34.4491842)",,
54291748,Hipólito Vieytes,residential,False,False,91.065,,,"LINESTRING (-58.6027919 -34.4495228, -58.6030279 -34.4487906, -58.6030554 -34.4487336)",,
54291748,Hipólito Vieytes,residential,False,True,94.172,,,"LINESTRING (-58.6027919 -34.4495228, -58.6025457 -34.4502705, -58.6025183 -34.450339)",,
54291743,General Mosconi,residential,False,False,88.45,,,"LINESTRING (-58.6022091 -34.4483519, -58.6030554 -34.4487336)",,
54291743,General Mosconi,residential,False,True,86.153,,,"LINESTRING (-58.6022091 -34.4483519, -58.6013834 -34.4479822)",,
54291745,Curupaytí,residential,False,True,143.356,,,"LINESTRING (-58.6022091 -34.4483519, -58.6029515 -34.4472173)",,
54291745,Curupaytí,residential,False,False,99.966,,,"LINESTRING (-58.6022091 -34.4483519, -58.6021204 -34.4485043, -58.6017982 -34.4491842)",,
54291744,San Lorenzo,residential,False,False,98.589,,,"LINESTRING (-58.6017982 -34.4491842, -58.6027919 -34.4495228)",,
54291744,San Lorenzo,residential,False,True,98.758,,,"LINESTRING (-58.6017982 -34.4491842, -58.6008076 -34.4488356)",,
54291745,Curupaytí,residential,False,False,100.497,,,"LINESTRING (-58.6017982 -34.4491842, -58.6013868 -34.4500219)",,
54291745,Curupaytí,residential,False,True,99.966,,,"LINESTRING (-58.6017982 -34.4491842, -58.6021204 -34.4485043, -58.6022091 -34.4483519)",,
22983642,Independencia,tertiary,False,True,109.579,,2,"LINESTRING (-58.6013868 -34.4500219, -58.6025183 -34.450339)",,
54291745,Curupaytí,residential,False,True,100.497,,,"LINESTRING (-58.6013868 -34.4500219, -58.6017982 -34.4491842)",,
54291745,Curupaytí,residential,False,False,160.863,,,"LINESTRING (-58.6013868 -34.4500219, -58.6013496 -34.4500867, -58.6004483 -34.4512435)",,
54291746,Alfredo Palacios,residential,False,False,87.268,40,,"LINESTRING (-58.605466 -34.448343, -58.6046276 -34.4479716)",,
54291746,Alfredo Palacios,residential,False,True,84.848,40,,"LINESTRING (-58.605466 -34.448343, -58.6062778 -34.4487092)",,
54291749,Alejandro Volta,residential,False,False,144.008,,,"LINESTRING (-58.605466 -34.448343, -58.6047246 -34.4494847)",,
473844016,,residential,False,True,21.592,,,"LINESTRING (-58.605466 -34.448343, -58.6055811 -34.4481736)",,
54291746,Alfredo Palacios,residential,False,False,87.997,40,,"LINESTRING (-58.6037946 -34.4475953, -58.6029515 -34.4472173)",,
54291746,Alfredo Palacios,residential,False,True,87.093,40,,"LINESTRING (-58.6037946 -34.4475953, -58.6046276 -34.4479716)",,
54291748,Hipólito Vieytes,residential,False,True,143.58,,,"LINESTRING (-58.6037946 -34.4475953, -58.6030554 -34.4487336)",,
258139910,,residential,False,False,21.51,,,"LINESTRING (-58.6037946 -34.4475953, -58.6039063 -34.4474252)",,
54291741,Miguel de Cervantes Saavedra,residential,False,False,143.66,,,"LINESTRING (-58.6012632 -34.4464616, -58.6005308 -34.4476037)",,
54291746,Alfredo Palacios,residential,False,False,86.028,40,,"LINESTRING (-58.6012632 -34.4464616, -58.6004396 -34.4460911)",,
54291746,Alfredo Palacios,residential,False,True,88.796,40,,"LINESTRING (-58.6012632 -34.4464616, -58.6021177 -34.4468373)",,
54291746,Alfredo Palacios,residential,False,False,88.796,40,,"LINESTRING (-58.6021177 -34.4468373, -58.6012632 -34.4464616)",,
54291746,Alfredo Palacios,residential,False,True,87.356,40,,"LINESTRING (-58.6021177 -34.4468373, -58.6029515 -34.4472173)",,
258139908,,residential,False,True,20.364,,,"LINESTRING (-58.6021177 -34.4468373, -58.6022242 -34.4466766)",,
265866214,Fernando Fader,residential,False,False,144.017,,,"LINESTRING (-58.6021177 -34.4468373, -58.6013834 -34.4479822)",,
54291745,Curupaytí,residential,False,False,143.356,,,"LINESTRING (-58.6029515 -34.4472173, -58.6022091 -34.4483519)",,
54291746,Alfredo Palacios,residential,False,False,87.356,40,,"LINESTRING (-58.6029515 -34.4472173, -58.6021177 -34.4468373)",,
54291746,Alfredo Palacios,residential,False,True,87.997,40,,"LINESTRING (-58.6029515 -34.4472173, -58.6037946 -34.4475953)",,
54291744,San Lorenzo,residential,False,False,98.758,,,"LINESTRING (-58.6008076 -34.4488356, -58.6017982 -34.4491842)",,
265866214,Fernando Fader,residential,False,True,108.593,,,"LINESTRING (-58.6008076 -34.4488356, -58.6013834 -34.4479822)",,
54291746,Alfredo Palacios,residential,False,True,86.028,40,,"LINESTRING (-58.6004396 -34.4460911, -58.6012632 -34.4464616)",,
473846828,,residential,False,True,21.661,,,"LINESTRING (-58.6004396 -34.4460911, -58.6005573 -34.4459222)",,
54291741,Miguel de Cervantes Saavedra,residential,False,True,143.66,,,"LINESTRING (-58.6005308 -34.4476037, -58.6012632 -34.4464616)",,
54291743,General Mosconi,residential,False,False,88.789,,,"LINESTRING (-58.6005308 -34.4476037, -58.6013834 -34.4479822)",,
54291740,Almirante Brown,residential,False,False,90.091,,,"LINESTRING (-58.6072887 -34.4548998, -58.6064631 -34.4544605)",,
54292556,Santiago Derqui,residential,False,True,144.63,,,"LINESTRING (-58.6072887 -34.4548998, -58.6081151 -34.4537919)",,
54291740,Almirante Brown,residential,False,False,89.78,,,"LINESTRING (-58.6040163 -34.4531469, -58.6031942 -34.4527083)",,
54291740,Almirante Brown,residential,False,True,88.621,,,"LINESTRING (-58.6040163 -34.4531469, -58.6048268 -34.4535811)",,
54292551,Juan Bautista Azopardo,residential,False,True,144.447,,,"LINESTRING (-58.6040163 -34.4531469, -58.6048066 -34.4521004, -58.6048416 -34.4520408)",,
"[57889129, 170297874, 258153132]",Juan Bautista Azopardo,residential,False,"[False, True]",51.06,,,"LINESTRING (-58.6040163 -34.4531469, -58.6039214 -34.453224, -58.6038249 -34.4533456, -58.6037131 -34.4535276)",yes,
22983642,Independencia,tertiary,False,False,83.76,,2,"LINESTRING (-58.6105655 -34.4521199, -58.6096823 -34.4519275)",,
54292558,Suipacha,residential,False,False,140.315,,,"LINESTRING (-58.6105655 -34.4521199, -58.6105469 -34.4521671, -58.6101872 -34.4533425)",,
54291743,General Mosconi,residential,False,False,103.727,,,"LINESTRING (-58.6090636 -34.4509056, -58.6101122 -34.4512556)",,
54291743,General Mosconi,residential,False,True,86.306,,,"LINESTRING (-58.6090636 -34.4509056, -58.6081894 -34.4506179)",,
54292556,Santiago Derqui,residential,False,False,95.367,,,"LINESTRING (-58.6090636 -34.4509056, -58.6087832 -34.4517315)",,
54292556,Santiago Derqui,residential,False,True,92.856,,,"LINESTRING (-58.6090636 -34.4509056, -58.6091052 -34.450828, -58.6095252 -34.4501625)",,
54291743,General Mosconi,residential,False,False,86.306,,,"LINESTRING (-58.6081894 -34.4506179, -58.6090636 -34.4509056)",,
54291743,General Mosconi,residential,False,True,85.798,,,"LINESTRING (-58.6081894 -34.4506179, -58.607315 -34.4503432)",,
265866213,Federico Ozanam,residential,False,False,105.281,,,"LINESTRING (-58.6081894 -34.4506179, -58.6078938 -34.4515328)",,
265866213,Federico Ozanam,residential,False,True,103.766,,,"LINESTRING (-58.6081894 -34.4506179, -58.6082305 -34.4505337, -58.6087106 -34.4497901)",,
54291746,Alfredo Palacios,residential,False,False,85.404,40,,"LINESTRING (-58.6095252 -34.4501625, -58.6087106 -34.4497901)",,
54291746,Alfredo Palacios,residential,False,True,105.098,40,,"LINESTRING (-58.6095252 -34.4501625, -58.6105353 -34.4506092)",,
54292556,Santiago Derqui,residential,False,False,92.856,,,"LINESTRING (-58.6095252 -34.4501625, -58.6091052 -34.450828, -58.6090636 -34.4509056)",,
