osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry
61697907,False,RP25,Eugenia Tapia de Cruz,secondary,60,False,86.16,"LINESTRING (-58.7900156 -34.3433772, -58.790886 -34.3436669)"
79869737,False,,Juan Mateo Gelves,residential,,False,136.334,"LINESTRING (-58.7900156 -34.3433772, -58.7908009 -34.3423366)"
61697907,False,RP25,Eugenia Tapia de Cruz,secondary,60,True,86.16,"LINESTRING (-58.790886 -34.3436669, -58.7900156 -34.3433772)"
366601079,False,,San Lorenzo,residential,,True,172.684,"LINESTRING (-58.790886 -34.3436669, -58.7898914 -34.344985)"
368841023,False,,San Lorenzo,residential,,False,125.31,"LINESTRING (-58.790886 -34.3436669, -58.7916183 -34.3427159)"
368841022,False,RP25,Eugenia Tapia de Cruz,secondary,60,False,150.345,"LINESTRING (-58.790886 -34.3436669, -58.790956 -34.3437109, -58.7918962 -34.3445851, -58.7919849 -34.3446676)"
42393431,False,,Asborno,residential,,True,32.057,"LINESTRING (-58.7999672 -34.3428919, -58.8002298 -34.3427019)"
42393431,False,,Asborno,residential,,False,75.166,"LINESTRING (-58.7999672 -34.3428919, -58.7994308 -34.3432717, -58.799326 -34.3433045)"
185863549,True,,Sarmiento,tertiary,40,False,139.112,"LINESTRING (-58.7998819 -34.348442, -58.7987281 -34.349253)"
242420338,False,,César Díaz,residential,40,False,103.574,"LINESTRING (-58.7998819 -34.348442, -58.7991383 -34.3477415)"
280940593,True,,Rivadavia,tertiary,40,False,138.553,"LINESTRING (-58.7979851 -34.3485453, -58.7991383 -34.3477415)"
428834229,True,,Juan Manuel Estrada,residential,40,False,104.141,"LINESTRING (-58.7979851 -34.3485453, -58.7987281 -34.349253)"
280940559,True,,Doctor Travi,residential,40,False,105.351,"LINESTRING (-58.7926519 -34.349149, -58.7919029 -34.3484312)"
559430248,True,,Mitre,residential,,False,138.408,"LINESTRING (-58.7926519 -34.349149, -58.7937806 -34.3483238)"
42393398,True,,Edilfredo Ameghino,residential,40,False,104.063,"LINESTRING (-58.7937806 -34.3483238, -58.7945258 -34.349029)"
559430248,True,,Mitre,residential,,False,138.286,"LINESTRING (-58.7937806 -34.3483238, -58.7949194 -34.3475098)"
559430246,True,,Mitre,residential,,False,140.572,"LINESTRING (-58.7949194 -34.3475098, -58.7960857 -34.3466907)"
559430250,False,,Eugenia Tapia de Cruz,tertiary,60,False,103.862,"LINESTRING (-58.7949194 -34.3475098, -58.795665 -34.3482123)"
559430252,False,,Eugenia Tapia de Cruz,tertiary,60,True,106.724,"LINESTRING (-58.7949194 -34.3475098, -58.7941698 -34.3467762)"
42391763,True,,Juan Manuel Estrada,residential,40,False,102.511,"LINESTRING (-58.7960857 -34.3466907, -58.796815 -34.3473888)"
84830310,True,,Mitre,residential,,False,139.042,"LINESTRING (-58.7960857 -34.3466907, -58.7972316 -34.3458731)"
84830310,True,,Mitre,residential,,False,139.188,"LINESTRING (-58.7972316 -34.3458731, -58.7983853 -34.345061)"
242420338,False,,César Díaz,residential,40,False,103.722,"LINESTRING (-58.7972316 -34.3458731, -58.7965023 -34.3451607)"
242420338,False,,César Díaz,residential,40,True,103.758,"LINESTRING (-58.7972316 -34.3458731, -58.7979588 -34.3465874)"
66791022,True,,Los Lazaristas,residential,,False,103.372,"LINESTRING (-58.7983853 -34.345061, -58.7991208 -34.3457649)"
84830310,True,,Mitre,residential,,False,102.815,"LINESTRING (-58.7983853 -34.345061, -58.7992305 -34.3444544)"
66791032,False,,Peirano,residential,,False,96.463,"LINESTRING (-58.7992305 -34.3444544, -58.7985472 -34.3437954)"
66791032,False,,Peirano,residential,,True,103.34,"LINESTRING (-58.7992305 -34.3444544, -58.7999578 -34.3451637)"
84830310,True,,Mitre,residential,,False,81.803,"LINESTRING (-58.7992305 -34.3444544, -58.7999011 -34.34397)"
66791027,False,,Callao,residential,,True,81.767,"LINESTRING (-58.7999011 -34.34397, -58.7998616 -34.3438993, -58.7993583 -34.3433898)"
42391962,True,,Colón,residential,40,False,138.509,"LINESTRING (-58.795665 -34.3482123, -58.7945258 -34.349029)"
559430250,False,,Eugenia Tapia de Cruz,tertiary,60,True,103.862,"LINESTRING (-58.795665 -34.3482123, -58.7949194 -34.3475098)"
369264149,False,,Eugenia Tapia de Cruz,tertiary,60,False,167.585,"LINESTRING (-58.795665 -34.3482123, -58.7962301 -34.3487436, -58.7962602 -34.3487746, -58.7962871 -34.3488023, -58.7968506 -34.3493581)"
42391962,True,,Colón,residential,40,False,139.755,"LINESTRING (-58.796815 -34.3473888, -58.795665 -34.3482123)"
42391763,True,,Juan Manuel Estrada,residential,40,False,167.571,"LINESTRING (-58.796815 -34.3473888, -58.797402 -34.3479594, -58.7974318 -34.3479865, -58.7979851 -34.3485453)"
42391962,True,,Colón,residential,40,False,137.723,"LINESTRING (-58.7979588 -34.3465874, -58.796815 -34.3473888)"
242420338,False,,César Díaz,residential,40,False,103.758,"LINESTRING (-58.7979588 -34.3465874, -58.7972316 -34.3458731)"
242420338,False,,César Díaz,residential,40,True,167.91199999999998,"LINESTRING (-58.7979588 -34.3465874, -58.7985316 -34.3471478, -58.7985565 -34.3471723, -58.7991383 -34.3477415)"
42391962,True,,Colón,residential,40,False,140.518,"LINESTRING (-58.7991208 -34.3457649, -58.7979588 -34.3465874)"
661611143,False,,Los Lazaristas,residential,,False,71.744,"LINESTRING (-58.7991208 -34.3457649, -58.7996334 -34.3462519)"
42391962,True,,Colón,residential,40,False,101.852,"LINESTRING (-58.7999578 -34.3451637, -58.7991208 -34.3457649)"
66791032,False,,Peirano,residential,,False,103.34,"LINESTRING (-58.7999578 -34.3451637, -58.7992305 -34.3444544)"
66791032,False,,Peirano,residential,,True,72.232,"LINESTRING (-58.7999578 -34.3451637, -58.8004711 -34.345656)"
242420336,True,,Asborno,residential,,False,139.195,"LINESTRING (-58.7919029 -34.3484312, -58.7907649 -34.3492584)"
280940559,True,,Doctor Travi,residential,40,False,104.153,"LINESTRING (-58.7919029 -34.3484312, -58.7911604 -34.347723)"
280940559,True,,Doctor Travi,residential,40,False,107.157,"LINESTRING (-58.7911604 -34.347723, -58.7903959 -34.3469948)"
369193180,True,,Hipólito Yrigoyen,residential,,False,139.771,"LINESTRING (-58.7911604 -34.347723, -58.7923101 -34.346899)"
198959813,False,RP25,Belgrano,secondary,,True,139.246,"LINESTRING (-58.7903959 -34.3469948, -58.7915397 -34.3461724)"
401519086,False,,Los Lazaristas,residential,,False,65.843,"LINESTRING (-58.8003117 -34.3468994, -58.7998447 -34.34645)"
401519086,False,,Los Lazaristas,residential,,True,65.843,"LINESTRING (-58.7998447 -34.34645, -58.8003117 -34.3468994)"
180331570,False,,Juan Manuel Estrada,residential,,False,89.778,"LINESTRING (-58.7916183 -34.3427159, -58.7923708 -34.3432315)"
180331570,False,,Juan Manuel Estrada,residential,,True,86.086,"LINESTRING (-58.7916183 -34.3427159, -58.7908009 -34.3423366)"
368841023,False,,San Lorenzo,residential,,True,125.31,"LINESTRING (-58.7916183 -34.3427159, -58.790886 -34.3436669)"
"[756370241, 368841023]",False,,San Lorenzo,residential,,"[False, True]",192.90699999999998,"LINESTRING (-58.7916183 -34.3427159, -58.7921351 -34.3420347, -58.792228 -34.3419123, -58.792272 -34.3418057, -58.7923738 -34.3416862, -58.7924435 -34.3415932, -58.7926936 -34.3412292)"
79869737,False,,Juan Mateo Gelves,residential,,False,83.085,"LINESTRING (-58.7908009 -34.3423366, -58.7912871 -34.3417064)"
79869737,False,,Juan Mateo Gelves,residential,,True,136.334,"LINESTRING (-58.7908009 -34.3423366, -58.7900156 -34.3433772)"
180331570,False,,Juan Manuel Estrada,residential,,False,86.086,"LINESTRING (-58.7908009 -34.3423366, -58.7916183 -34.3427159)"
42391763,True,,Juan Manuel Estrada,residential,40,False,104.185,"LINESTRING (-58.7953523 -34.3459757, -58.7960857 -34.3466907)"
242420336,True,,Asborno,residential,,False,140.388,"LINESTRING (-58.7953523 -34.3459757, -58.7941698 -34.3467762)"
42391763,True,,Juan Manuel Estrada,residential,40,False,104.702,"LINESTRING (-58.7931163 -34.3438368, -58.7938521 -34.3445562)"
58127749,False,,Moreno,residential,,False,139.01,"LINESTRING (-58.7931163 -34.3438368, -58.7919849 -34.3446676)"
58127749,False,,Moreno,residential,,True,140.632,"LINESTRING (-58.7931163 -34.3438368, -58.7942174 -34.3429576)"
242420338,False,,César Díaz,residential,40,True,103.574,"LINESTRING (-58.7991383 -34.3477415, -58.7998819 -34.348442)"
280940593,True,,Rivadavia,tertiary,40,False,142.733,"LINESTRING (-58.7991383 -34.3477415, -58.8003117 -34.3468994)"
242420338,False,,César Díaz,residential,40,False,167.91199999999998,"LINESTRING (-58.7991383 -34.3477415, -58.7985565 -34.3471723, -58.7985316 -34.3471478, -58.7979588 -34.3465874)"
428834231,True,,Rivadavia,tertiary,40,False,137.899,"LINESTRING (-58.7968506 -34.3493581, -58.7979851 -34.3485453)"
369264149,False,,Eugenia Tapia de Cruz,tertiary,60,True,167.585,"LINESTRING (-58.7968506 -34.3493581, -58.7962871 -34.3488023, -58.7962602 -34.3487746, -58.7962301 -34.3487436, -58.795665 -34.3482123)"
42393398,True,,Edilfredo Ameghino,residential,40,False,103.491,"LINESTRING (-58.7930431 -34.3476199, -58.7937806 -34.3483238)"
242420336,True,,Asborno,residential,,False,138.186,"LINESTRING (-58.7930431 -34.3476199, -58.7919029 -34.3484312)"
42393398,True,,Edilfredo Ameghino,residential,40,False,107.379,"LINESTRING (-58.7915397 -34.3461724, -58.7923101 -34.346899)"
198959813,False,RP25,Belgrano,secondary,,False,139.246,"LINESTRING (-58.7915397 -34.3461724, -58.7903959 -34.3469948)"
198959813,False,RP25,Belgrano,secondary,,True,137.561,"LINESTRING (-58.7915397 -34.3461724, -58.7926697 -34.34536)"
