osmid,oneway,name,highway,reversed,length,ref,geometry,lanes,bridge
193281656,True,Juan Domingo Perón,residential,False,13.504,,"LINESTRING (-54.1980064 -27.2992266, -54.19787 -27.2992191)",,
573296978,True,Avenida Rivadavia,primary,False,15.002,RP13,"LINESTRING (-54.1981696 -27.2966606, -54.1980481 -27.2967415)",,
193280363,True,Avenida San Martín,primary,False,149.071,RP2,"LINESTRING (-54.1981696 -27.2966606, -54.1981208 -27.297376, -54.1980719 -27.2979984)",,
193281657,False,Dari Lucas,residential,True,70.374,,"LINESTRING (-54.1943859 -27.2965481, -54.1950633 -27.2967435)",,
242466979,False,Avenida Costanera,tertiary,True,92.418,,"LINESTRING (-54.1943859 -27.2965481, -54.1940754 -27.2973321)",,
"[193281653, 193281247]",False,"['Avenida Costanera', '25 de Mayo']","['residential', 'tertiary']",False,377.408,,"LINESTRING (-54.1943859 -27.2965481, -54.1944885 -27.2962579, -54.1946955 -27.2956938, -54.1947968 -27.2954002, -54.1950158 -27.2948009, -54.1951906 -27.2943696, -54.1952788 -27.2941587, -54.1953863 -27.2939178, -54.1960351 -27.294137)",,
430869732,False,Avenida Costanera,primary,False,19.18,,"LINESTRING (-54.193996 -27.2974895, -54.1940754 -27.2973321)",,
806891756,False,9 de Julio,residential,True,28.107,,"LINESTRING (-54.1959226 -27.2978524, -54.196206 -27.2978741)",,
190610318,True,Avenida Rivadavia,primary,False,123.364,,"LINESTRING (-54.1959226 -27.2978524, -54.1958136 -27.2978683, -54.1957276 -27.2978692, -54.1955887 -27.2978413, -54.1955395 -27.2978279, -54.194719 -27.2976045)",,
193281247,False,25 de Mayo,residential,False,121.694,,"LINESTRING (-54.1960351 -27.294137, -54.1972594 -27.2942554)",,
193281651,False,Avenida Corrientes,tertiary,True,98.626,,"LINESTRING (-54.1960351 -27.294137, -54.1960817 -27.293251)",,
193281659,False,Avenida Corrientes,tertiary,False,74.634,,"LINESTRING (-54.1960351 -27.294137, -54.1958196 -27.2947803)",,
"[193281653, 193281247]",False,"['Avenida Costanera', '25 de Mayo']","['residential', 'tertiary']",True,377.408,,"LINESTRING (-54.1960351 -27.294137, -54.1953863 -27.2939178, -54.1952788 -27.2941587, -54.1951906 -27.2943696, -54.1950158 -27.2948009, -54.1947968 -27.2954002, -54.1946955 -27.2956938, -54.1944885 -27.2962579, -54.1943859 -27.2965481)",,
193281247,False,25 de Mayo,residential,True,100.745,,"LINESTRING (-54.1982752 -27.2943329, -54.1972594 -27.2942554)",,
411473282,True,25 de Mayo,residential,False,93.646,,"LINESTRING (-54.1982752 -27.2943329, -54.1992185 -27.2944139)",,
193280362,True,Avenida San Martín,primary,False,245.269,RP2,"LINESTRING (-54.1982752 -27.2943329, -54.19832 -27.2945092, -54.1982398 -27.2957177, -54.198194 -27.2963734, -54.1981889 -27.296452, -54.1981838 -27.2965306)",,
193282040,False,Avenida San Martín,primary,False,325.77200000000005,RP2,"LINESTRING (-54.1982752 -27.2943329, -54.1983865 -27.2927716, -54.1983947 -27.2926277, -54.1984304 -27.2920019, -54.1984505 -27.2916504, -54.1984585 -27.2915102, -54.1984653 -27.2914081)",2,
193281242,True,Chacabuco,residential,False,128.315,,"LINESTRING (-54.20034 -27.2954858, -54.2010053 -27.2964768)",,
1176354094,False,Chacabuco,residential,True,14.002,,"LINESTRING (-54.20034 -27.2954858, -54.2002662 -27.2953783)",,
193282035,True,Avenida Rivadavia,primary,False,138.449,RP13,"LINESTRING (-54.20034 -27.2954858, -54.1993552 -27.2960341, -54.1991527 -27.2961469)",,
