osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width
283708275,True,Calle 12,residential,40,False,130.14,"LINESTRING (-57.9581688 -34.9170123, -57.959227 -34.9162269)",,
285554923,True,Calle 46,residential,40,False,136.457,"LINESTRING (-57.9581688 -34.9170123, -57.9591668 -34.9179268)",,
283708275,True,Calle 12,residential,40,False,115.915,"LINESTRING (-57.9572262 -34.9177118, -57.9581688 -34.9170123)",,
285554932,True,Calle 47,residential,40,False,136.98,"LINESTRING (-57.9572262 -34.9177118, -57.9562207 -34.9167965)",,
283708275,True,Calle 12,residential,40,False,112.237,"LINESTRING (-57.9563136 -34.9183892, -57.9572262 -34.9177118)",,
283708331,True,Calle 48,residential,40,False,138.515,"LINESTRING (-57.9563136 -34.9183892, -57.9573253 -34.9193185)",,
336716281,True,Calle 12,residential,40,False,97.25,"LINESTRING (-57.9555228 -34.9189761, -57.9563136 -34.9183892)",,
719084451,True,Calle 49,residential,40,False,87.378,"LINESTRING (-57.9555228 -34.9189761, -57.9549472 -34.9184537, -57.9548801 -34.9183932)",,
336701613,True,Calle 50,secondary,40,False,56.488,"LINESTRING (-57.9548088 -34.9195062, -57.9548681 -34.9195605, -57.9552223 -34.9198845)",3,
336716281,True,Calle 12,residential,40,False,87.82,"LINESTRING (-57.9548088 -34.9195062, -57.9549504 -34.919401, -57.9555228 -34.9189761)",,
23190388,True,Diagonal 73,secondary,40,False,124.985,"LINESTRING (-57.9522392 -34.9213864, -57.9520617 -34.921373, -57.9508699 -34.9213373)",1,
271845563,True,Calle 54,residential,40,False,21.177,"LINESTRING (-57.9522392 -34.9213864, -57.9521546 -34.9213196, -57.9520757 -34.9212512)",,
278863484,True,Calle 55,residential,40,False,137.932,"LINESTRING (-57.9515285 -34.9219398, -57.9515479 -34.9219575, -57.9525414 -34.9228612)",,
287907803,True,Calle 12,residential,30,False,89.911,"LINESTRING (-57.9515285 -34.9219398, -57.9521455 -34.9214966, -57.9522725 -34.9214091)",1,
278585123,True,Calle 56,residential,40,False,136.461,"LINESTRING (-57.9507025 -34.9225526, -57.9496995 -34.9216417)",,
287907803,True,Calle 12,residential,30,False,101.56,"LINESTRING (-57.9507025 -34.9225526, -57.9515285 -34.9219398)",1,
287907803,True,Calle 12,residential,30,False,106.416,"LINESTRING (-57.949837 -34.9231947, -57.9507025 -34.9225526)",1,
285554975,True,Calle 57,residential,40,False,138.75099999999998,"LINESTRING (-57.949837 -34.9231947, -57.9498578 -34.9232136, -57.9508571 -34.9241207)",,
287907803,True,Calle 12,residential,30,False,117.208,"LINESTRING (-57.9488837 -34.9239019, -57.949837 -34.9231947)",1,
285554784,True,Calle 11,residential,40,False,108.252,"LINESTRING (-57.9553409 -34.9174502, -57.9562207 -34.9167965)",,
285554936,True,Calle 48,residential,40,False,136.994,"LINESTRING (-57.9553409 -34.9174502, -57.9563136 -34.9183892)",,
285554784,True,Calle 11,residential,40,False,19.667,"LINESTRING (-57.9547554 -34.9178853, -57.9549152 -34.9177665)",,
285554722,True,Diagonal 74,secondary,60,False,103.643,"LINESTRING (-57.9547554 -34.9178853, -57.9547664 -34.9176886, -57.95479 -34.9172101, -57.954798 -34.9169539)",2,
271454255,True,Calle 11,residential,40,False,29.352,"LINESTRING (-57.9545168 -34.9180625, -57.95466 -34.9179561, -57.9547554 -34.9178853)",,10
285554941,True,Calle 49,residential,40,False,140.82600000000002,"LINESTRING (-57.9545168 -34.9180625, -57.9544495 -34.9180021, -57.9540777 -34.9176647, -57.9534809 -34.9171231)",,
271454250,True,Calle 50,residential,40,False,119.765,"LINESTRING (-57.9538079 -34.9185892, -57.9545693 -34.919287, -57.9546872 -34.9193893)",,
271454255,True,Calle 11,residential,40,False,87.222,"LINESTRING (-57.9538079 -34.9185892, -57.9544627 -34.9181027, -57.9545168 -34.9180625)",,10
271454255,True,Calle 11,residential,40,False,87.384,"LINESTRING (-57.9530977 -34.9191169, -57.9531723 -34.9190614, -57.9538079 -34.9185892)",,10
285555006,True,Avenida 51,tertiary,60,False,141.131,"LINESTRING (-57.9530977 -34.9191169, -57.9535897 -34.9195641, -57.9536837 -34.9196501, -57.9537635 -34.9197232, -57.9538501 -34.9198024, -57.9539475 -34.9198914, -57.9540064 -34.9199454, -57.9540483 -34.9199811, -57.9541375 -34.920057)",2,
271454255,True,Calle 11,residential,40,False,82.573,"LINESTRING (-57.9512352 -34.9205007, -57.9519028 -34.9199989)",,10
272586188,True,Calle 54,residential,40,False,140.915,"LINESTRING (-57.9512352 -34.9205007, -57.9501922 -34.9195655)",2,
271454255,True,Calle 11,residential,40,False,86.444,"LINESTRING (-57.950528 -34.9210185, -57.9512352 -34.9205007)",,10
278250788,True,Calle 55,residential,40,False,28.493,"LINESTRING (-57.950528 -34.9210185, -57.9507351 -34.9212104)",,
285554685,True,Diagonal 73,secondary,40,False,75.175,"LINESTRING (-57.9501278 -34.921315, -57.9496007 -34.9212933, -57.9493042 -34.921283)",1,
285554782,True,Calle 11,residential,40,False,18.444000000000003,"LINESTRING (-57.9501278 -34.921315, -57.9502024 -34.9212598, -57.9502779 -34.9212038)",,
278585123,True,Calle 56,residential,40,False,53.757,"LINESTRING (-57.9496995 -34.9216417, -57.9493042 -34.921283)",,
381226317,True,Calle 11,residential,40,False,53.334,"LINESTRING (-57.9496995 -34.9216417, -57.9501278 -34.921315)",,
285554975,True,Calle 57,residential,40,False,136.378,"LINESTRING (-57.9488344 -34.9222845, -57.949837 -34.9231947)",,
381226317,True,Calle 11,residential,40,False,106.442,"LINESTRING (-57.9488344 -34.9222845, -57.9496995 -34.9216417)",,
285554778,True,Calle 10,residential,40,False,100.657,"LINESTRING (-57.9542989 -34.9165152, -57.9534809 -34.9171231)",,
285554938,True,Calle 48,residential,40,False,66.719,"LINESTRING (-57.9542989 -34.9165152, -57.9547243 -34.9168846, -57.954798 -34.9169539)",,
283708262,True,Calle 10,residential,40,False,86.673,"LINESTRING (-57.9534809 -34.9171231, -57.9527766 -34.9176466)",,10
283708334,True,Calle 49,residential,40,False,137.619,"LINESTRING (-57.9534809 -34.9171231, -57.9525845 -34.9163064, -57.9524713 -34.9162031)",,
271454250,True,Calle 50,residential,40,False,140.81,"LINESTRING (-57.9527766 -34.9176466, -57.9538079 -34.9185892)",,
283708262,True,Calle 10,residential,40,False,87.11,"LINESTRING (-57.9527766 -34.9176466, -57.9521448 -34.9181161, -57.9520687 -34.9181727)",,10
283708262,True,Calle 10,residential,40,False,141.507,"LINESTRING (-57.9520687 -34.9181727, -57.9509187 -34.9190273)",,10
285555006,True,Avenida 51,tertiary,60,False,140.804,"LINESTRING (-57.9520687 -34.9181727, -57.953004 -34.9190282, -57.9530977 -34.9191169)",2,
23144156,True,Avenida 53,secondary,30,False,137.857,"LINESTRING (-57.9508556 -34.9190742, -57.9498497 -34.9181486)",1,6
283708262,True,Calle 10,residential,40,False,81.504,"LINESTRING (-57.9508556 -34.9190742, -57.9501922 -34.9195655)",,10
283708261,True,Calle 10,residential,40,False,86.262,"LINESTRING (-57.9501922 -34.9195655, -57.9494912 -34.9200865)",,10
283708341,True,Calle 54,residential,40,False,137.77599999999998,"LINESTRING (-57.9501922 -34.9195655, -57.9498189 -34.9192248, -57.9494955 -34.9189315, -57.9492714 -34.9187241, -57.949183 -34.9186433)",3,
278250791,True,Calle 55,residential,40,False,140.27,"LINESTRING (-57.9494912 -34.9200865, -57.950528 -34.9210185)",,10
283708261,True,Calle 10,residential,40,False,101.827,"LINESTRING (-57.9494912 -34.9200865, -57.9486637 -34.9207015)",,10
271454250,True,Calle 50,residential,40,False,137.685,"LINESTRING (-57.9517689 -34.9167244, -57.9527766 -34.9176466)",,
285554998,True,Calle 9,residential,40,False,86.381,"LINESTRING (-57.9517689 -34.9167244, -57.952259 -34.9163607, -57.9524713 -34.9162031)",,10
285555006,True,Avenida 51,tertiary,60,False,137.75,"LINESTRING (-57.9510606 -34.91725, -57.9520687 -34.9181727)",2,
285554998,True,Calle 9,residential,40,False,87.10099999999998,"LINESTRING (-57.9510606 -34.91725, -57.9513622 -34.9170262, -57.9513879 -34.9170071, -57.9517169 -34.916763, -57.9517689 -34.9167244)",,10
23144156,True,Avenida 53,secondary,30,False,137.475,"LINESTRING (-57.9498497 -34.9181486, -57.9488464 -34.9172257)",1,6
285555039,True,Calle 9,residential,40,False,6.939,"LINESTRING (-57.9498497 -34.9181486, -57.9499061 -34.9181067)",,10
285555039,True,Calle 9,residential,40,False,81.982,"LINESTRING (-57.949183 -34.9186433, -57.9498497 -34.9181486)",,10
278250791,True,Calle 55,residential,40,False,137.842,"LINESTRING (-57.948479 -34.9191657, -57.9494912 -34.9200865)",,10
285555039,True,Calle 9,residential,40,False,86.57,"LINESTRING (-57.948479 -34.9191657, -57.949183 -34.9186433)",,10
1083074959,True,Calle 8,residential,40,False,142.43,"LINESTRING (-57.9500587 -34.9163333, -57.9489057 -34.9171975)",,
287907737,True,Avenida 51,tertiary,60,False,136.877,"LINESTRING (-57.9500587 -34.9163333, -57.9506228 -34.9168496, -57.9510606 -34.91725)",2,
285554936,True,Calle 48,residential,40,False,21.011,"LINESTRING (-57.954798 -34.9169539, -57.954951 -34.9170952)",,
271454257,True,Calle 12,secondary,40,False,43.38,"LINESTRING (-57.9541375 -34.920057, -57.9544807 -34.9197868)",3,
23144156,True,Avenida 53,secondary,30,False,140.316,"LINESTRING (-57.9519028 -34.9199989, -57.9508556 -34.9190742)",1,6
271454255,True,Calle 11,residential,40,False,8.315,"LINESTRING (-57.9519028 -34.9199989, -57.9519704 -34.9199487)",,10
287907799,True,Calle 12,secondary,40,False,8.462,"LINESTRING (-57.9529491 -34.9209384, -57.9530198 -34.9208891)",3,
23144156,True,Avenida 53,secondary,30,False,141.47099999999998,"LINESTRING (-57.9529491 -34.9209384, -57.9528689 -34.9208664, -57.9519028 -34.9199989)",1,6
278863484,True,Calle 55,residential,40,False,89.966,"LINESTRING (-57.9508699 -34.9213373, -57.9515285 -34.9219398)",,
287907771,True,Diagonal 73,secondary,40,False,67.705,"LINESTRING (-57.9508699 -34.9213373, -57.9501278 -34.921315)",1,
