osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref
475902789,Tuyutí,residential,False,False,21.465,,"LINESTRING (-58.6042793 -34.4115586, -58.6042636 -34.411366)",,
475902789,Tuyutí,residential,False,True,72.293,,"LINESTRING (-58.6042793 -34.4115586, -58.6043386 -34.4122069)",,
54149980,Martín Coronado,residential,False,False,129.914,,"LINESTRING (-58.6044399 -34.4134536, -58.6030347 -34.413599)",,
158627715,Tuyutí,residential,False,True,64.297,,"LINESTRING (-58.6044399 -34.4134536, -58.6047928 -34.4139532)",,
475902789,Tuyutí,residential,False,False,35.235,,"LINESTRING (-58.6044399 -34.4134536, -58.6044189 -34.4131372)",,
54149976,Carriego,residential,False,True,48.062,,"LINESTRING (-58.6128665 -34.4095579, -58.6123426 -34.4095567)",,
54149970,Paulo Toscanelli,residential,False,False,105.705,,"LINESTRING (-58.6123426 -34.4095567, -58.6123336 -34.4105073)",,
54149970,Paulo Toscanelli,residential,False,True,114.798,,"LINESTRING (-58.6123426 -34.4095567, -58.6123408 -34.4085243)",,
54149976,Carriego,residential,False,False,48.062,,"LINESTRING (-58.6123426 -34.4095567, -58.6128665 -34.4095579)",,
54149976,Carriego,residential,False,True,117.166,,"LINESTRING (-58.6123426 -34.4095567, -58.6110655 -34.4095448)",,
54149977,Juan Anchorena,residential,False,False,97.951,40,"LINESTRING (-58.6066895 -34.4120874, -58.6072044 -34.4128591)",,
54149977,Juan Anchorena,residential,False,True,93.85,40,"LINESTRING (-58.6066895 -34.4120874, -58.6062015 -34.4113456)",,
54149983,Martín Coronado,residential,False,False,99.183,40,"LINESTRING (-58.6066895 -34.4120874, -58.6057488 -34.4125271)",,
54149983,Martín Coronado,residential,False,True,85.019,40,"LINESTRING (-58.6066895 -34.4120874, -58.6075036 -34.411722)",,
54149976,Carriego,residential,False,True,92.052,,"LINESTRING (-58.6084352 -34.4094552, -58.6075639 -34.4098658)",,
85130147,General López,residential,False,False,20.685,,"LINESTRING (-58.6084352 -34.4094552, -58.6086309 -34.4093628)",,
54149976,Carriego,residential,False,False,126.28999999999999,,"LINESTRING (-58.6084352 -34.4094552, -58.6084957 -34.4094931, -58.6085813 -34.4095283, -58.608709 -34.4095378, -58.6097858 -34.4095431)",,
85130147,General López,residential,False,True,20.685,,"LINESTRING (-58.6086309 -34.4093628, -58.6084352 -34.4094552)",,
85130147,General López,residential,False,False,90.48899999999999,,"LINESTRING (-58.6086309 -34.4093628, -58.6086559 -34.4093177, -58.6086484 -34.409281, -58.6084124 -34.4088518, -58.6083444 -34.4087148, -58.6083073 -34.4086116)",,
650701007,,residential,False,False,35.405,,"LINESTRING (-58.6086309 -34.4093628, -58.6088212 -34.409243, -58.6089025 -34.4091424)",,
54149972,Galileo Galilei,residential,False,False,95.178,,"LINESTRING (-58.6097858 -34.4095431, -58.6097976 -34.410399)",,
54149972,Galileo Galilei,residential,False,True,114.087,,"LINESTRING (-58.6097858 -34.4095431, -58.609789 -34.4085171)",,
54149976,Carriego,residential,False,False,117.397,,"LINESTRING (-58.6097858 -34.4095431, -58.6110655 -34.4095448)",,
54149976,Carriego,residential,False,True,126.28999999999999,,"LINESTRING (-58.6097858 -34.4095431, -58.608709 -34.4095378, -58.6085813 -34.4095283, -58.6084957 -34.4094931, -58.6084352 -34.4094552)",,
54149983,Martín Coronado,residential,False,False,85.019,40,"LINESTRING (-58.6075036 -34.411722, -58.6066895 -34.4120874)",,
968197121,José Ingenieros,residential,False,False,96.616,40,"LINESTRING (-58.6075036 -34.411722, -58.6070031 -34.4109575)",,
"[968197121, 1262961836, 1263039197]",José Ingenieros,residential,False,True,96.801,40,"LINESTRING (-58.6075036 -34.411722, -58.607902 -34.412311, -58.6079504 -34.4123825, -58.6080178 -34.4124822)",,
54149983,Martín Coronado,residential,False,True,139.591,40,"LINESTRING (-58.6044189 -34.4131372, -58.6057488 -34.4125271)",,
475902789,Tuyutí,residential,False,False,69.726,,"LINESTRING (-58.6044189 -34.4131372, -58.6043671 -34.4125116)",,
475902789,Tuyutí,residential,False,True,35.235,,"LINESTRING (-58.6044189 -34.4131372, -58.6044399 -34.4134536)",,
475902789,Tuyutí,residential,False,False,12.821,,"LINESTRING (-58.6042101 -34.4106071, -58.6041985 -34.4104922)",,
475902789,Tuyutí,residential,False,True,84.529,,"LINESTRING (-58.6042101 -34.4106071, -58.6042636 -34.411366)",,
54149975,Ingeniero White,residential,False,False,116.771,,"LINESTRING (-58.6041985 -34.4104922, -58.6053166 -34.4099903)",,
475902789,Tuyutí,residential,False,False,94.72,,"LINESTRING (-58.6041985 -34.4104922, -58.6041237 -34.4096426)",,
475902789,Tuyutí,residential,False,True,12.821,,"LINESTRING (-58.6041985 -34.4104922, -58.6042101 -34.4106071)",,
54149974,Matheu,residential,False,True,76.94,,"LINESTRING (-58.6041237 -34.4096426, -58.604871 -34.4093285)",,
475902789,Tuyutí,residential,False,False,95.117,,"LINESTRING (-58.6041237 -34.4096426, -58.6040563 -34.408789)",,
475902789,Tuyutí,residential,False,True,94.72,,"LINESTRING (-58.6041237 -34.4096426, -58.6041985 -34.4104922)",,
54149976,Carriego,residential,False,False,57.252,,"LINESTRING (-58.6042636 -34.411366, -58.6048064 -34.4111119)",,
475902789,Tuyutí,residential,False,False,84.529,,"LINESTRING (-58.6042636 -34.411366, -58.6042101 -34.4106071)",,
475902789,Tuyutí,residential,False,True,21.465,,"LINESTRING (-58.6042636 -34.411366, -58.6042793 -34.4115586)",,
54149976,Carriego,residential,False,False,104.065,,"LINESTRING (-58.6065684 -34.4103145, -58.6075639 -34.4098658)",,
54149976,Carriego,residential,False,True,84.307,,"LINESTRING (-58.6065684 -34.4103145, -58.6057672 -34.4106859)",,
968197121,José Ingenieros,residential,False,False,87.761,40,"LINESTRING (-58.6065684 -34.4103145, -58.6061164 -34.4096189)",,
968197121,José Ingenieros,residential,False,True,81.867,40,"LINESTRING (-58.6065684 -34.4103145, -58.6070031 -34.4109575)",,
54149975,Ingeniero White,residential,False,False,100.974,,"LINESTRING (-58.6061164 -34.4096189, -58.6070789 -34.4091784)",,
54149975,Ingeniero White,residential,False,True,84.196,,"LINESTRING (-58.6061164 -34.4096189, -58.6053166 -34.4099903)",,
968197121,José Ingenieros,residential,False,False,85.701,40,"LINESTRING (-58.6061164 -34.4096189, -58.6056622 -34.4089454)",,
968197121,José Ingenieros,residential,False,True,87.761,40,"LINESTRING (-58.6061164 -34.4096189, -58.6065684 -34.4103145)",,
54149974,Matheu,residential,False,False,76.94,,"LINESTRING (-58.604871 -34.4093285, -58.6041237 -34.4096426)",,
54149974,Matheu,residential,False,True,84.161,,"LINESTRING (-58.604871 -34.4093285, -58.6056622 -34.4089454)",,
