osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref,junction
1186110690,False,2,Manuel Belgrano,residential,40,True,117.654,"LINESTRING (-69.2023335 -38.9319225, -69.203691 -38.9318559)",,,
1186110689,False,1,Fermín Godoy,residential,40,False,64.37700000000001,"LINESTRING (-69.2023335 -38.9319225, -69.2023707 -38.9323833, -69.2023716 -38.9324093, -69.2023698 -38.9324341, -69.2023645 -38.9324568, -69.2023565 -38.9324775, -69.2023477 -38.9324981)",,,
1186110690,False,2,Manuel Belgrano,residential,40,False,119.20799999999998,"LINESTRING (-69.2023335 -38.9319225, -69.2022943 -38.9319239, -69.2022542 -38.9319242, -69.2022109 -38.9319221, -69.2021683 -38.9319182, -69.2010537 -38.9317837, -69.2009701 -38.9317736)",,,
115889347,False,1,Santiago Martinelli,residential,40,False,91.874,"LINESTRING (-69.2005409 -38.9331468, -69.2006078 -38.9339714)",,,
115889543,False,1,Arenales,residential,40,False,19.038,"LINESTRING (-69.2005409 -38.9331468, -69.2007606 -38.9331365)",,,
115889543,False,1,Arenales,residential,40,True,56.219,"LINESTRING (-69.2005409 -38.9331468, -69.1998921 -38.933177)",,,
1186110690,False,2,Manuel Belgrano,residential,40,False,99.55900000000001,"LINESTRING (-69.1971551 -38.931913, -69.1971204 -38.9319161, -69.1970849 -38.9319186, -69.1970508 -38.9319204, -69.196127 -38.9319755, -69.1960076 -38.9319826)",,,
1186110690,False,2,Manuel Belgrano,residential,40,True,108.604,"LINESTRING (-69.1971551 -38.931913, -69.1971932 -38.9319092, -69.1972291 -38.9319051, -69.197266 -38.9319002, -69.1983955 -38.9317618)",,,
"[160460874, 396821268]",False,2,Avenida Cutral Có,secondary,40,True,63.357,"LINESTRING (-69.2052434 -38.9344473, -69.2053566 -38.9339715, -69.2053647 -38.9339455, -69.2053769 -38.9339187, -69.2053945 -38.9338912)",yes,,
115889389,False,2,Suipacha,residential,40,True,120.962,"LINESTRING (-69.1951131 -38.9342412, -69.1965088 -38.9341726)",,,
1189277113,False,2,Suipacha,residential,40,False,14.177999999999999,"LINESTRING (-69.1951131 -38.9342412, -69.1950975 -38.9342409, -69.1950822 -38.9342401, -69.1950665 -38.9342379, -69.1950496 -38.9342337, -69.1950072 -38.9342183, -69.1949952 -38.9342133, -69.194982 -38.9342093, -69.1949695 -38.9342073, -69.1949576 -38.9342064)",,,
115889543,False,1,Arenales,residential,40,False,120.436,"LINESTRING (-69.19505 -38.9334025, -69.1964399 -38.9333378)",,,
115889543,False,1,Arenales,residential,40,True,13.136,"LINESTRING (-69.19505 -38.9334025, -69.1948984 -38.9334095)",,,
1189277114,True,2,Avenida Mariano Moreno,primary,40,False,66.096,"LINESTRING (-69.19505 -38.9334025, -69.1950854 -38.9338735, -69.1950946 -38.9339959)",,RP17,
115889262,False,1,Mendoza,residential,40,True,77.384,"LINESTRING (-69.1963826 -38.9326433, -69.1964399 -38.9333378)",,,
1185178819,False,,Neuquén,residential,,False,120.523,"LINESTRING (-69.1963826 -38.9326433, -69.1977744 -38.9325917)",,,
1185178819,False,,Neuquén,residential,,True,142.417,"LINESTRING (-69.1963826 -38.9326433, -69.1951206 -38.9326902, -69.1950841 -38.932695, -69.1950556 -38.9327056, -69.195037 -38.932721, -69.1950246 -38.9327413, -69.1950184 -38.9327625, -69.1950171 -38.9327856, -69.1950196 -38.9328078, -69.1950291 -38.9328531, -69.19503 -38.932863, -69.1950291 -38.9328725, -69.1950258 -38.9328816, -69.1950197 -38.9328889, -69.1950117 -38.9328944, -69.1950028 -38.9328977, -69.1949938 -38.9328992, -69.1949589 -38.932901)",,,
396011874,False,1,Islas Malvinas,residential,40,True,121.986,"LINESTRING (-69.203691 -38.9318559, -69.2027775 -38.9326917)",,,
1186110690,False,2,Manuel Belgrano,residential,40,False,117.654,"LINESTRING (-69.203691 -38.9318559, -69.2023335 -38.9319225)",,,
1186110697,True,1,Islas Malvinas,residential,40,False,26.313000000000002,"LINESTRING (-69.203691 -38.9318559, -69.2038106 -38.931752, -69.2038299 -38.9317324, -69.203848 -38.931711, -69.2038607 -38.9316901, -69.2038688 -38.9316672)",,,
1186110690,False,2,Manuel Belgrano,residential,40,False,108.969,"LINESTRING (-69.1996411 -38.931618, -69.1996115 -38.9316185, -69.1995812 -38.9316196, -69.1995468 -38.9316219, -69.1995228 -38.9316237, -69.1994899 -38.9316274, -69.1983955 -38.9317618)",,,
1186110690,False,2,Manuel Belgrano,residential,40,True,116.272,"LINESTRING (-69.1996411 -38.931618, -69.199672 -38.931619, -69.1997041 -38.9316213, -69.1997362 -38.9316246, -69.2008786 -38.9317625, -69.2009701 -38.9317736)",,,
115889389,False,2,Suipacha,residential,40,False,118.31,"LINESTRING (-69.1992566 -38.9340377, -69.1978915 -38.9341047)",,,
115889389,False,2,Suipacha,residential,40,True,60.719,"LINESTRING (-69.1992566 -38.9340377, -69.1999572 -38.9340033)",,,
839194735,False,1,Juan Miralles,residential,40,False,92.252,"LINESTRING (-69.1992566 -38.9340377, -69.1991895 -38.9332097)",,,
115889347,False,1,Santiago Martinelli,residential,40,True,91.874,"LINESTRING (-69.2006078 -38.9339714, -69.2005409 -38.9331468)",,,
115889389,False,2,Suipacha,residential,40,False,56.386,"LINESTRING (-69.2006078 -38.9339714, -69.1999572 -38.9340033)",,,
115889264,True,1,Comahue,residential,40,False,136.47199999999998,"LINESTRING (-69.2009701 -38.9317736, -69.2009633 -38.9316712, -69.2008891 -38.9305479)",,,
"[1186110688, 115889588]",False,"['1', '2']","['Cerro Colorado', 'Comahue']",residential,40,True,179.26300000000006,"LINESTRING (-69.2009701 -38.9317736, -69.2009758 -38.9318605, -69.2010025 -38.9322643, -69.2010043 -38.9322817, -69.2010088 -38.9323002, -69.2010198 -38.932321, -69.2010344 -38.932338, -69.2010507 -38.9323487, -69.2010723 -38.9323572, -69.2010962 -38.9323629, -69.2011218 -38.9323659, -69.2019749 -38.9324254, -69.2020541 -38.9324327, -69.2021292 -38.9324427, -69.2022047 -38.9324579, -69.2022778 -38.9324768, -69.2023477 -38.9324981)",,,
1186110690,False,2,Manuel Belgrano,residential,40,False,116.272,"LINESTRING (-69.2009701 -38.9317736, -69.2008786 -38.9317625, -69.1997362 -38.9316246, -69.1997041 -38.9316213, -69.199672 -38.931619, -69.1996411 -38.931618)",,,
1186110690,False,2,Manuel Belgrano,residential,40,True,119.20799999999998,"LINESTRING (-69.2009701 -38.9317736, -69.2010537 -38.9317837, -69.2021683 -38.9319182, -69.2022109 -38.9319221, -69.2022542 -38.9319242, -69.2022943 -38.9319239, -69.2023335 -38.9319225)",,,
115889417,True,1,Juan Manuel de Rosas,residential,40,False,115.659,"LINESTRING (-69.2049027 -38.9307853, -69.2059012 -38.9314771)",,,
115889294,True,1,Las Lajas,residential,40,False,7.319,"LINESTRING (-69.2037942 -38.9304158, -69.203789 -38.9303501)",,,
184136629,True,2,Avenida San Martín,trunk,40,False,136.617,"LINESTRING (-69.2037942 -38.9304158, -69.2022175 -38.9304875)",,RN22,
115889262,False,1,Mendoza,residential,40,False,77.384,"LINESTRING (-69.1964399 -38.9333378, -69.1963826 -38.9326433)",,,
115889262,False,1,Mendoza,residential,40,True,93.017,"LINESTRING (-69.1964399 -38.9333378, -69.1965088 -38.9341726)",,,
115889543,False,1,Arenales,residential,40,False,120.211,"LINESTRING (-69.1964399 -38.9333378, -69.1978272 -38.9332732)",,,
115889543,False,1,Arenales,residential,40,True,120.436,"LINESTRING (-69.1964399 -38.9333378, -69.19505 -38.9334025)",,,
1185178785,False,1,Antonio Mérida,residential,40,False,75.917,"LINESTRING (-69.1977744 -38.9325917, -69.1978272 -38.9332732)",,,
1185178819,False,,Neuquén,residential,,True,120.523,"LINESTRING (-69.1977744 -38.9325917, -69.1963826 -38.9326433)",,,
"[1185178819, 839194735]",False,1,"['Juan Miralles', 'Neuquén']",residential,40,"[False, True]",188.312,"LINESTRING (-69.1977744 -38.9325917, -69.1990319 -38.932545, -69.1990608 -38.9325484, -69.1990868 -38.9325562, -69.199109 -38.9325695, -69.199126 -38.9325871, -69.1991374 -38.9326068, -69.1991422 -38.9326274, -69.1991895 -38.9332097)",,,
115889486,True,1,Fermín Godoy,residential,40,False,116.172,"LINESTRING (-69.2022175 -38.9304875, -69.2023018 -38.9315302)",,,
184136629,True,2,Avenida San Martín,trunk,40,False,115.102,"LINESTRING (-69.2022175 -38.9304875, -69.2008891 -38.9305479)",,RN22,
115889262,False,1,Mendoza,residential,40,False,93.017,"LINESTRING (-69.1965088 -38.9341726, -69.1964399 -38.9333378)",,,
115889389,False,2,Suipacha,residential,40,False,120.962,"LINESTRING (-69.1965088 -38.9341726, -69.1951131 -38.9342412)",,,
115889389,False,2,Suipacha,residential,40,True,119.835,"LINESTRING (-69.1965088 -38.9341726, -69.1978915 -38.9341047)",,,
184136629,True,2,Avenida San Martín,trunk,40,False,91.135,"LINESTRING (-69.204846 -38.9303681, -69.2037942 -38.9304158)",,RN22,
1188186600,True,1,Manuel Moreno,residential,40,False,47.026999999999994,"LINESTRING (-69.204846 -38.9303681, -69.2048767 -38.9307201, -69.2048774 -38.9307354, -69.2048796 -38.9307487, -69.204884 -38.9307622, -69.2048919 -38.9307748, -69.2049027 -38.9307853)",,,
115889376,False,1,Buenos Aires,residential,40,False,127.593,"LINESTRING (-69.2023018 -38.9315302, -69.2037737 -38.9314548)",,,
115889486,True,1,Fermín Godoy,residential,40,False,43.708,"LINESTRING (-69.2023018 -38.9315302, -69.2023335 -38.9319225)",,,
115889543,False,1,Arenales,residential,40,False,60.881,"LINESTRING (-69.1991895 -38.9332097, -69.1998921 -38.933177)",,,
115889543,False,1,Arenales,residential,40,True,118.045,"LINESTRING (-69.1991895 -38.9332097, -69.1978272 -38.9332732)",,,
