osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref
50896746,False,Homero Manzi,residential,True,105.012,,,"LINESTRING (-58.2969342 -34.7712681, -58.296324 -34.7720685)",
135977624,False,Avenida José Andrés López,secondary,True,83.832,2,60,"LINESTRING (-58.2969342 -34.7712681, -58.2961686 -34.7708523)",
439915606,False,Avenida José Andrés López,secondary,False,87.245,2,60,"LINESTRING (-58.2969342 -34.7712681, -58.2977379 -34.7716921)",
546929379,False,Homero Manzi,residential,False,121.238,,,"LINESTRING (-58.2969342 -34.7712681, -58.297669 -34.7703601)",
439915607,False,Avenida José Andrés López,secondary,True,14.706,2,60,"LINESTRING (-58.2994474 -34.7725818, -58.2993061 -34.7725184)",
547103418,False,Avenida Ribereña Las Piedras,residential,False,117.11200000000001,,,"LINESTRING (-58.2994474 -34.7725818, -58.2994023 -34.772691, -58.2992691 -34.7736225)",
50891277,False,Calle 849,residential,True,46.362,,,"LINESTRING (-58.2893256 -34.7711481, -58.2897602 -34.7713635)",
50889328,False,Miguel Horacio Chiosso,residential,True,125.699,,,"LINESTRING (-58.290984 -34.7680784, -58.2914706 -34.767021)",
135977624,False,Avenida José Andrés López,secondary,False,80.291,2,60,"LINESTRING (-58.290984 -34.7680784, -58.2917233 -34.768469)",
135977624,False,Avenida José Andrés López,secondary,True,110.634,2,60,"LINESTRING (-58.290984 -34.7680784, -58.2899622 -34.7675442)",
547083790,False,Miguel Horacio Chiosso,residential,False,110.135,,,"LINESTRING (-58.290984 -34.7680784, -58.2906466 -34.7690293)",
547083790,False,Miguel Horacio Chiosso,residential,True,89.507,,,"LINESTRING (-58.2900339 -34.7706272, -58.2903501 -34.7698653)",
547103409,False,Calle 848,residential,True,51.086,,,"LINESTRING (-58.2900339 -34.7706272, -58.2905081 -34.7708708)",
547103421,False,Miguel Horacio Chiosso,residential,False,85.605,,,"LINESTRING (-58.2900339 -34.7706272, -58.2897602 -34.7713635)",
156883439,False,Calle 876,residential,True,99.531,,,"LINESTRING (-58.2892743 -34.7726286, -58.2896038 -34.7717754)",
536994945,False,Calle 850,secondary,False,84.359,2,,"LINESTRING (-58.2892743 -34.7726286, -58.2900477 -34.7730433)",
50890441,False,Doctor L. Vacaro,residential,False,103.767,,,"LINESTRING (-58.2899622 -34.7675442, -58.2893779 -34.7683445)",
50890441,False,Doctor L. Vacaro,residential,True,124.01,,,"LINESTRING (-58.2899622 -34.7675442, -58.2906595 -34.7665873)",
135977624,False,Avenida José Andrés López,secondary,False,110.634,2,60,"LINESTRING (-58.2899622 -34.7675442, -58.290984 -34.7680784)",
135977624,False,Avenida José Andrés López,secondary,True,83.026,2,60,"LINESTRING (-58.2899622 -34.7675442, -58.2892016 -34.7671354)",
50891277,False,Calle 849,residential,False,26.325,,,"LINESTRING (-58.2900102 -34.7714813, -58.2897602 -34.7713635)",
50896492,False,Calle 876,residential,False,81.71,,,"LINESTRING (-58.2900102 -34.7714813, -58.2905081 -34.7708708)",
50896492,False,Calle 876,residential,True,47.427,,,"LINESTRING (-58.2900102 -34.7714813, -58.2897364 -34.7718437)",
50891277,False,Calle 849,residential,False,46.362,,,"LINESTRING (-58.2897602 -34.7713635, -58.2893256 -34.7711481)",
50891277,False,Calle 849,residential,True,26.325,,,"LINESTRING (-58.2897602 -34.7713635, -58.2900102 -34.7714813)",
547103421,False,Miguel Horacio Chiosso,residential,False,47.977,,,"LINESTRING (-58.2897602 -34.7713635, -58.2896038 -34.7717754)",
547103421,False,Miguel Horacio Chiosso,residential,True,85.605,,,"LINESTRING (-58.2897602 -34.7713635, -58.2900339 -34.7706272)",
50891398,False,Calle 849,residential,True,14.296,,,"LINESTRING (-58.2896038 -34.7717754, -58.2897364 -34.7718437)",
156883439,False,Calle 876,residential,False,99.531,,,"LINESTRING (-58.2896038 -34.7717754, -58.2892743 -34.7726286)",
547103421,False,Miguel Horacio Chiosso,residential,True,47.977,,,"LINESTRING (-58.2896038 -34.7717754, -58.2897602 -34.7713635)",
50889582,False,Calle 848,residential,False,83.296,,,"LINESTRING (-58.2936054 -34.7727643, -58.2928383 -34.7723592)",
50889582,False,Calle 848,residential,True,81.631,,,"LINESTRING (-58.2936054 -34.7727643, -58.294356 -34.7731628)",
50893583,False,Arturo Jauretche,residential,False,104.755,,40,"LINESTRING (-58.2936054 -34.7727643, -58.2942371 -34.771978)",
50893583,False,Arturo Jauretche,residential,True,113.028,,40,"LINESTRING (-58.2936054 -34.7727643, -58.2929488 -34.7736259)",
50893583,False,Arturo Jauretche,residential,False,95.519,,40,"LINESTRING (-58.2942371 -34.771978, -58.2947984 -34.7712532)",
50893583,False,Arturo Jauretche,residential,True,104.755,,40,"LINESTRING (-58.2942371 -34.771978, -58.2936054 -34.7727643)",
136036114,False,Amadeo Sabatini,residential,False,84.616,,,"LINESTRING (-58.2942371 -34.771978, -58.2934698 -34.7715516)",
136036114,False,Amadeo Sabatini,residential,True,79.477,,,"LINESTRING (-58.2942371 -34.771978, -58.2949743 -34.7723577)",
50893582,False,Felipe Vallese,residential,True,121.854,,,"LINESTRING (-58.293731 -34.7695634, -58.2944668 -34.7686493)",
135977623,False,Felipe Vallese,residential,False,103.99,,,"LINESTRING (-58.293731 -34.7695634, -58.2931194 -34.7703522)",
135977624,False,Avenida José Andrés López,secondary,False,103.516,2,60,"LINESTRING (-58.293731 -34.7695634, -58.2946836 -34.7700677)",
135977624,False,Avenida José Andrés López,secondary,True,104.456,2,60,"LINESTRING (-58.293731 -34.7695634, -58.29277 -34.7690542)",
50893583,False,Arturo Jauretche,residential,False,123.505,,40,"LINESTRING (-58.2954175 -34.7704617, -58.2961517 -34.769529)",
50893583,False,Arturo Jauretche,residential,True,104.612,,40,"LINESTRING (-58.2954175 -34.7704617, -58.2947984 -34.7712532)",
135977624,False,Avenida José Andrés López,secondary,False,81.198,2,60,"LINESTRING (-58.2954175 -34.7704617, -58.2961686 -34.7708523)",
135977624,False,Avenida José Andrés López,secondary,True,80.082,2,60,"LINESTRING (-58.2954175 -34.7704617, -58.2946836 -34.7700677)",
50893583,False,Arturo Jauretche,residential,True,113.858,,40,"LINESTRING (-58.2994307 -34.7652903, -58.2987693 -34.7661582)",
157028791,False,Abraham Mendelevich,residential,False,76.706,,,"LINESTRING (-58.2994307 -34.7652903, -58.2987281 -34.7649125)",
135977623,False,Felipe Vallese,residential,True,94.953,,,"LINESTRING (-58.2908301 -34.7734786, -58.291277 -34.7727076)",
536994945,False,Calle 850,secondary,True,86.312,2,,"LINESTRING (-58.2908301 -34.7734786, -58.2900477 -34.7730433)",
50891398,False,Calle 849,residential,False,85.382,,,"LINESTRING (-58.2929488 -34.7736259, -58.2921713 -34.7731996)",
50893583,False,Arturo Jauretche,residential,False,113.028,,40,"LINESTRING (-58.2929488 -34.7736259, -58.2936054 -34.7727643)",
