osmid,oneway,name,highway,reversed,length,maxspeed,lanes,geometry
41671766,False,Calle 411,residential,False,121.361,,,"LINESTRING (-58.1272455 -34.8835671, -58.1263257 -34.8827785)"
49689545,False,Calle 143,residential,False,20.737,40,,"LINESTRING (-58.1272455 -34.8835671, -58.1274122 -34.8834403)"
49689545,False,Calle 143,residential,True,78.108,40,,"LINESTRING (-58.1272455 -34.8835671, -58.1266178 -34.8840449)"
45021305,False,Calle 146,residential,False,113.385,,,"LINESTRING (-58.1321082 -34.8834733, -58.1312241 -34.8841901)"
49689544,False,Calle 144,residential,False,124.368,40,,"LINESTRING (-58.1306491 -34.8820828, -58.1296785 -34.8828683)"
49689545,False,Calle 143,residential,False,40.245,40,,"LINESTRING (-58.1238555 -34.8861475, -58.1241797 -34.885902)"
49689545,False,Calle 143,residential,True,60.083,40,,"LINESTRING (-58.1238555 -34.8861475, -58.1233726 -34.886515)"
49689545,False,Calle 143,residential,False,25.174,40,,"LINESTRING (-58.1255688 -34.8848434, -58.1257711 -34.8846894)"
49689545,False,Calle 143,residential,True,73.741,40,,"LINESTRING (-58.1255688 -34.8848434, -58.1249762 -34.8852945)"
49689558,False,Calle 413,residential,False,118.475,,,"LINESTRING (-58.1255688 -34.8848434, -58.1246708 -34.8840736)"
49689545,False,Calle 143,residential,False,29.265,40,,"LINESTRING (-58.1263826 -34.8842239, -58.1266178 -34.8840449)"
49689545,False,Calle 143,residential,True,76.094,40,,"LINESTRING (-58.1263826 -34.8842239, -58.1257711 -34.8846894)"
49689549,False,Calle 412,residential,False,119.872,,,"LINESTRING (-58.1263826 -34.8842239, -58.1254784 -34.8834416)"
49689545,False,Calle 143,residential,False,194.332,40,,"LINESTRING (-58.1274122 -34.8834403, -58.1289752 -34.8822527)"
49689545,False,Calle 143,residential,True,20.737,40,,"LINESTRING (-58.1274122 -34.8834403, -58.1272455 -34.8835671)"
283603114,False,Calle 411,residential,True,99.895,40,,"LINESTRING (-58.1274122 -34.8834403, -58.1281764 -34.8840838)"
49689545,False,Calle 143,residential,True,194.332,40,,"LINESTRING (-58.1289752 -34.8822527, -58.1274122 -34.8834403)"
49689564,False,Calle 409,residential,False,93.814,,,"LINESTRING (-58.1289752 -34.8822527, -58.1296785 -34.8828683)"
41671766,False,Calle 411,residential,False,109.89,,,"LINESTRING (-58.1263257 -34.8827785, -58.1254929 -34.8820644)"
41671766,False,Calle 411,residential,True,121.361,,,"LINESTRING (-58.1263257 -34.8827785, -58.1272455 -34.8835671)"
49689546,False,Calle 142 Bis,residential,False,106.817,,,"LINESTRING (-58.1263257 -34.8827785, -58.1254784 -34.8834416)"
49689546,False,Calle 142 Bis,residential,True,101.809,,,"LINESTRING (-58.1246708 -34.8840736, -58.1254784 -34.8834416)"
49689558,False,Calle 413,residential,False,112.99,,,"LINESTRING (-58.1246708 -34.8840736, -58.1238138 -34.8833399)"
49689558,False,Calle 413,residential,True,118.475,,,"LINESTRING (-58.1246708 -34.8840736, -58.1255688 -34.8848434)"
49689547,False,Calle 142,residential,False,105.289,,,"LINESTRING (-58.1238138 -34.8833399, -58.1229668 -34.8839832)"
49689547,False,Calle 142,residential,True,102.415,,,"LINESTRING (-58.1238138 -34.8833399, -58.1246376 -34.8827141)"
49689558,False,Calle 413,residential,False,114.647,,,"LINESTRING (-58.1238138 -34.8833399, -58.1229453 -34.8825946)"
49689558,False,Calle 413,residential,True,112.99,,,"LINESTRING (-58.1238138 -34.8833399, -58.1246708 -34.8840736)"
49689547,False,Calle 142,residential,False,102.415,,,"LINESTRING (-58.1246376 -34.8827141, -58.1238138 -34.8833399)"
49689547,False,Calle 142,residential,True,106.329,,,"LINESTRING (-58.1246376 -34.8827141, -58.1254929 -34.8820644)"
49689549,False,Calle 412,residential,True,111.471,,,"LINESTRING (-58.1246376 -34.8827141, -58.1254784 -34.8834416)"
49689550,False,Diagonal 146,residential,False,111.714,40,,"LINESTRING (-58.1289571 -34.8873542, -58.1301311 -34.8870679)"
49689550,False,Diagonal 146,residential,True,118.443,40,,"LINESTRING (-58.1289571 -34.8873542, -58.1277049 -34.8876363)"
49689553,False,Calle 147,residential,False,6.953,40,1,"LINESTRING (-58.1289571 -34.8873542, -58.1289549 -34.8872917)"
49689550,False,Diagonal 146,residential,False,104.975,40,,"LINESTRING (-58.1266042 -34.8879121, -58.1277049 -34.8876363)"
49703697,False,Calle 414 Bis,residential,False,100.769,40,,"LINESTRING (-58.1266042 -34.8879121, -58.1258274 -34.8872677)"
283603103,False,Calle 146,residential,True,94.319,40,,"LINESTRING (-58.1266042 -34.8879121, -58.1273537 -34.8873277)"
52405511,False,Calle 414 Bis,residential,False,110.971,40,,"LINESTRING (-58.1266042 -34.8879121, -58.1271794 -34.8884603, -58.1274041 -34.888664)"
49689551,True,Diagonal 146,residential,False,94.383,40,,"LINESTRING (-58.1243955 -34.8884233, -58.1253929 -34.8881972)"
49689552,False,Calle 145,residential,True,82.301,40,,"LINESTRING (-58.1243955 -34.8884233, -58.1250387 -34.8879042)"
49689552,False,Calle 145,residential,False,112.653,40,,"LINESTRING (-58.1313357 -34.8828221, -58.1304553 -34.8835326)"
49689553,False,Calle 147,residential,False,190.198,40,1,"LINESTRING (-58.1304798 -34.8860236, -58.1319442 -34.8848059)"
49689553,False,Calle 147,residential,True,103.194,40,1,"LINESTRING (-58.1304798 -34.8860236, -58.1296853 -34.8866843)"
283603114,False,Calle 411,residential,False,97.297,40,,"LINESTRING (-58.1304798 -34.8860236, -58.1297355 -34.8853968)"
283603114,False,Calle 411,residential,True,115.612,40,,"LINESTRING (-58.1304798 -34.8860236, -58.1313647 -34.886768)"
49689553,False,Calle 147,residential,True,113.28,40,1,"LINESTRING (-58.1328163 -34.8840806, -58.1319442 -34.8848059)"
49689545,False,Calle 143,residential,False,99.203,40,,"LINESTRING (-58.1241797 -34.885902, -58.1249762 -34.8852945)"
49689545,False,Calle 143,residential,True,40.245,40,,"LINESTRING (-58.1241797 -34.885902, -58.1238555 -34.8861475)"
49703697,False,Calle 414 Bis,residential,True,112.087,40,,"LINESTRING (-58.1241797 -34.885902, -58.125037 -34.8866242)"
49689551,True,Diagonal 146,residential,False,114.941,40,,"LINESTRING (-58.1253929 -34.8881972, -58.1266042 -34.8879121)"
49703698,False,Calle 415,residential,False,45.882,40,,"LINESTRING (-58.1253929 -34.8881972, -58.1250387 -34.8879042)"
49689544,False,Calle 144,residential,False,99.768,40,,"LINESTRING (-58.1242556 -34.8872565, -58.1234769 -34.8878866)"
49689544,False,Calle 144,residential,True,100.115,40,,"LINESTRING (-58.1242556 -34.8872565, -58.125037 -34.8866242)"
49703698,False,Calle 415,residential,False,115.26,40,,"LINESTRING (-58.1242556 -34.8872565, -58.1233726 -34.886515)"
49703698,False,Calle 415,residential,True,101.434,40,,"LINESTRING (-58.1242556 -34.8872565, -58.1250387 -34.8879042)"
49689551,True,Diagonal 146,residential,False,19.086,40,,"LINESTRING (-58.1241938 -34.888469, -58.1243955 -34.8884233)"
49703699,False,Calle 416,residential,False,92.03,40,,"LINESTRING (-58.1241938 -34.888469, -58.1234769 -34.8878866)"
49689551,True,Diagonal 146,residential,False,120.938,40,,"LINESTRING (-58.1229158 -34.8887588, -58.1241938 -34.888469)"
49689553,False,Calle 147,residential,False,94.868,40,1,"LINESTRING (-58.1289549 -34.8872917, -58.1296853 -34.8866843)"
49689553,False,Calle 147,residential,True,6.953,40,1,"LINESTRING (-58.1289549 -34.8872917, -58.1289571 -34.8873542)"
49703714,False,Calle 413,residential,False,99.816,40,,"LINESTRING (-58.1289549 -34.8872917, -58.1281797 -34.8866581)"
49689545,False,Calle 143,residential,False,78.108,40,,"LINESTRING (-58.1266178 -34.8840449, -58.1272455 -34.8835671)"
49689545,False,Calle 143,residential,True,29.265,40,,"LINESTRING (-58.1266178 -34.8840449, -58.1263826 -34.8842239)"
49703711,False,Calle 412,residential,False,102.934,40,,"LINESTRING (-58.1266178 -34.8840449, -58.1273965 -34.8847149)"
49689550,False,Diagonal 146,residential,False,117.356,40,,"LINESTRING (-58.1301311 -34.8870679, -58.1313647 -34.886768)"
49689550,False,Diagonal 146,residential,True,111.714,40,,"LINESTRING (-58.1301311 -34.8870679, -58.1289571 -34.8873542)"
49703711,False,Calle 412,residential,True,58.93,40,,"LINESTRING (-58.1301311 -34.8870679, -58.1296853 -34.8866843)"
49689545,False,Calle 143,residential,False,76.094,40,,"LINESTRING (-58.1257711 -34.8846894, -58.1263826 -34.8842239)"
49689545,False,Calle 143,residential,True,25.174,40,,"LINESTRING (-58.1257711 -34.8846894, -58.1255688 -34.8848434)"
49703714,False,Calle 413,residential,True,106.136,40,,"LINESTRING (-58.1257711 -34.8846894, -58.1265954 -34.8853631)"
49689545,False,Calle 143,residential,False,73.741,40,,"LINESTRING (-58.1249762 -34.8852945, -58.1255688 -34.8848434)"
49689545,False,Calle 143,residential,True,99.203,40,,"LINESTRING (-58.1249762 -34.8852945, -58.1241797 -34.885902)"
49703716,False,Calle 414,residential,False,109.167,40,,"LINESTRING (-58.1249762 -34.8852945, -58.1258047 -34.886003)"
49689550,False,Diagonal 146,residential,False,118.443,40,,"LINESTRING (-58.1277049 -34.8876363, -58.1289571 -34.8873542)"
49689550,False,Diagonal 146,residential,True,104.975,40,,"LINESTRING (-58.1277049 -34.8876363, -58.1266042 -34.8879121)"
49703716,False,Calle 414,residential,True,46.943,40,,"LINESTRING (-58.1277049 -34.8876363, -58.1273537 -34.8873277)"
41671766,False,Calle 411,residential,True,109.89,,,"LINESTRING (-58.1254929 -34.8820644, -58.1263257 -34.8827785)"
49689547,False,Calle 142,residential,False,106.329,,,"LINESTRING (-58.1254929 -34.8820644, -58.1246376 -34.8827141)"
49689552,False,Calle 145,residential,False,191.678,40,,"LINESTRING (-58.1304553 -34.8835326, -58.1289574 -34.8847416)"
49689552,False,Calle 145,residential,True,112.653,40,,"LINESTRING (-58.1304553 -34.8835326, -58.1313357 -34.8828221)"
49689564,False,Calle 409,residential,False,101.306,,,"LINESTRING (-58.1304553 -34.8835326, -58.1312241 -34.8841901)"
49689564,False,Calle 409,residential,True,102.357,,,"LINESTRING (-58.1304553 -34.8835326, -58.1296785 -34.8828683)"
