osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,width,junction
627131545,False,2,RN12,Ruta Nacional 12,trunk,False,49.326,,"LINESTRING (-55.0247614 -26.820764, -55.0252569 -26.8207993)",,
"[627131562, 627131543]",True,,RN12,Ruta Nacional 12,trunk,False,122.427,"['60', '80']","LINESTRING (-55.0247614 -26.820764, -55.0242829 -26.8208043, -55.0239926 -26.8208235, -55.0239468 -26.8208253, -55.0235698 -26.8208399, -55.023531 -26.820841)",,
317643873,False,,,Pionero Enrique Graef,residential,True,1.917,40,"LINESTRING (-55.022666 -26.8210314, -55.0226673 -26.8210486)",,
627131553,True,,,,unclassified,False,17.533,,"LINESTRING (-55.022666 -26.8210314, -55.0225079 -26.820961)",,
337372790,False,2,,Avenida San Martín,secondary,False,67.851,40,"LINESTRING (-55.0253081 -26.8132436, -55.0257016 -26.8137426)",,
42325637,True,,,Asunción,residential,False,170.251,,"LINESTRING (-55.0253081 -26.8132436, -55.0242539 -26.8132259, -55.0235928 -26.8132172)",,
42327765,True,,,Gervasio Posadas,residential,False,261.197,,"LINESTRING (-55.0253081 -26.8132436, -55.0257795 -26.8132601, -55.0279393 -26.8132986)",,
337372790,False,2,,Avenida San Martín,secondary,True,64.31,40,"LINESTRING (-55.0253081 -26.8132436, -55.0252704 -26.8131153, -55.0252818 -26.8126697)",,
337372790,False,2,,Avenida San Martín,secondary,True,67.851,40,"LINESTRING (-55.0257016 -26.8137426, -55.0253081 -26.8132436)",,
337372790,False,2,,Avenida San Martín,secondary,False,65.214,40,"LINESTRING (-55.0257016 -26.8137426, -55.0259487 -26.8140581, -55.0260655 -26.8142306)",,
42325374,False,,,Córdoba,residential,True,171.353,,"LINESTRING (-55.0226411 -26.8165968, -55.0226623 -26.8150559)",,
923974632,False,,,Padre Max Von Lassberg,residential,False,40.389,40,"LINESTRING (-55.0226411 -26.8165968, -55.0222341 -26.8165974)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,87.587,40,"LINESTRING (-55.0226411 -26.8165968, -55.0235237 -26.8165926)",,
42325377,False,,,Juan XXIII,residential,False,90.693,40,"LINESTRING (-55.0225967 -26.8204313, -55.0216833 -26.8204592)",,
923974631,False,,,Avenida 9 de Julio,secondary,True,5.635,40,"LINESTRING (-55.0225967 -26.8204313, -55.0225936 -26.8203807)",,
923976324,False,,,Avenida 9 de Julio,secondary,False,3.725,40,"LINESTRING (-55.0225967 -26.8204313, -55.0225962 -26.8204648)",,
42325374,False,,,Córdoba,residential,False,108.111,,"LINESTRING (-55.0227748 -26.8132162, -55.0227345 -26.8141878)",,
42325637,True,,,Asunción,residential,False,110.268,,"LINESTRING (-55.0227748 -26.8132162, -55.0216637 -26.8132089)",,
42325637,True,,,Asunción,residential,False,81.178,,"LINESTRING (-55.0235928 -26.8132172, -55.0227748 -26.8132162)",,
42325638,False,,,Vuelta de Obligado,residential,False,108.039,,"LINESTRING (-55.0235928 -26.8132172, -55.0235989 -26.8141888)",,
42325638,False,,,Vuelta de Obligado,residential,False,98.228,,"LINESTRING (-55.0235989 -26.8141888, -55.0235628 -26.8150716)",,
42325638,False,,,Vuelta de Obligado,residential,True,108.039,,"LINESTRING (-55.0235989 -26.8141888, -55.0235928 -26.8132172)",,
42325650,False,,,José María Suanno,residential,False,85.782,,"LINESTRING (-55.0235989 -26.8141888, -55.0227345 -26.8141878)",,
42325650,False,,,José María Suanno,residential,True,127.731,,"LINESTRING (-55.0235989 -26.8141888, -55.024886 -26.8141855)",,
42325638,False,,,Vuelta de Obligado,residential,False,169.172,,"LINESTRING (-55.0235628 -26.8150716, -55.0235237 -26.8165926)",,
42325638,False,,,Vuelta de Obligado,residential,True,98.228,,"LINESTRING (-55.0235628 -26.8150716, -55.0235989 -26.8141888)",,
42325640,False,,,Facundo Quiroga,residential,False,89.381,,"LINESTRING (-55.0235628 -26.8150716, -55.0226623 -26.8150559)",,
42325640,False,,,Facundo Quiroga,residential,True,124.606,,"LINESTRING (-55.0235628 -26.8150716, -55.0248182 -26.8150502)",,
42325638,False,,,Vuelta de Obligado,residential,True,169.172,,"LINESTRING (-55.0235237 -26.8165926, -55.0235628 -26.8150716)",,
923974632,False,,,Padre Max Von Lassberg,residential,False,87.587,40,"LINESTRING (-55.0235237 -26.8165926, -55.0226411 -26.8165968)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,70.382,40,"LINESTRING (-55.0235237 -26.8165926, -55.0242329 -26.8165984)",,
42325640,False,,,Facundo Quiroga,residential,False,124.606,,"LINESTRING (-55.0248182 -26.8150502, -55.0235628 -26.8150716)",,
42325640,False,,,Facundo Quiroga,residential,True,152.913,,"LINESTRING (-55.0248182 -26.8150502, -55.0263587 -26.8150804)",,
318620625,False,,,Florencio Varela,residential,False,50.053,20,"LINESTRING (-55.0248182 -26.8150502, -55.0247914 -26.8154997)",,
318620625,False,,,Florencio Varela,residential,True,96.386,20,"LINESTRING (-55.0248182 -26.8150502, -55.024886 -26.8141855)",,
42325374,False,,,Córdoba,residential,False,171.353,,"LINESTRING (-55.0226623 -26.8150559, -55.0226411 -26.8165968)",,
42325374,False,,,Córdoba,residential,True,96.794,,"LINESTRING (-55.0226623 -26.8150559, -55.0227345 -26.8141878)",,
42325640,False,,,Facundo Quiroga,residential,False,90.923,,"LINESTRING (-55.0226623 -26.8150559, -55.0217481 -26.8151101)",,
42325640,False,,,Facundo Quiroga,residential,True,89.381,,"LINESTRING (-55.0226623 -26.8150559, -55.0235628 -26.8150716)",,
42325640,False,,,Facundo Quiroga,residential,True,90.923,,"LINESTRING (-55.0217481 -26.8151101, -55.0226623 -26.8150559)",,
323043439,False,,,Avenida 9 de Julio,secondary,False,173.394,40,"LINESTRING (-55.0217481 -26.8151101, -55.0221269 -26.8159734, -55.0221627 -26.8160919, -55.0222341 -26.8165974)",,
42325652,False,,,Independencia,residential,True,119.349,,"LINESTRING (-55.0259582 -26.8165991, -55.0259397 -26.8155259)",,
923974632,False,,,Padre Max Von Lassberg,residential,False,69.853,40,"LINESTRING (-55.0259582 -26.8165991, -55.0252543 -26.8165971)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,25.418,40,"LINESTRING (-55.0259582 -26.8165991, -55.0262143 -26.8166027)",,
42325659,False,,,Pío XII,residential,False,122.358,40,"LINESTRING (-55.0252543 -26.8165971, -55.0252702 -26.8176974)",,
923974632,False,,,Padre Max Von Lassberg,residential,False,47.971,40,"LINESTRING (-55.0252543 -26.8165971, -55.0247709 -26.8165952)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,69.853,40,"LINESTRING (-55.0252543 -26.8165971, -55.0259582 -26.8165991)",,
318620625,False,,,Florencio Varela,residential,True,121.831,20,"LINESTRING (-55.0247709 -26.8165952, -55.0247914 -26.8154997)",,
923974632,False,,,Padre Max Von Lassberg,residential,False,53.39,40,"LINESTRING (-55.0247709 -26.8165952, -55.0242329 -26.8165984)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,47.971,40,"LINESTRING (-55.0247709 -26.8165952, -55.0252543 -26.8165971)",,
42325656,False,,,España,residential,False,59.038,,"LINESTRING (-55.0242329 -26.8165984, -55.0242542 -26.817129)",,
923974632,False,,,Padre Max Von Lassberg,residential,False,70.382,40,"LINESTRING (-55.0242329 -26.8165984, -55.0235237 -26.8165926)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,53.39,40,"LINESTRING (-55.0242329 -26.8165984, -55.0247709 -26.8165952)",,
923974631,False,,,Avenida 9 de Julio,secondary,False,61.019,40,"LINESTRING (-55.0222341 -26.8165974, -55.0222922 -26.8171437)",,
923974632,False,,,Padre Max Von Lassberg,residential,True,40.389,40,"LINESTRING (-55.0222341 -26.8165974, -55.0226411 -26.8165968)",,
323043439,False,,,Avenida 9 de Julio,secondary,True,173.394,40,"LINESTRING (-55.0222341 -26.8165974, -55.0221627 -26.8160919, -55.0221269 -26.8159734, -55.0217481 -26.8151101)",,
42325650,False,,,José María Suanno,residential,False,127.731,,"LINESTRING (-55.024886 -26.8141855, -55.0235989 -26.8141888)",,
318620625,False,,,Florencio Varela,residential,False,96.386,20,"LINESTRING (-55.024886 -26.8141855, -55.0248182 -26.8150502)",,
42325645,True,,,Soler,residential,False,118.117,,"LINESTRING (-55.024886 -26.8141855, -55.0249445 -26.8138254, -55.0249956 -26.8137759, -55.0250997 -26.8137668, -55.0257016 -26.8137426)",,
42325651,False,,,Constitución,residential,True,113.992,,"LINESTRING (-55.0247914 -26.8154997, -55.0259397 -26.8155259)",,
318620625,False,,,Florencio Varela,residential,False,121.831,20,"LINESTRING (-55.0247914 -26.8154997, -55.0247709 -26.8165952)",,
318620625,False,,,Florencio Varela,residential,True,50.053,20,"LINESTRING (-55.0247914 -26.8154997, -55.0248182 -26.8150502)",,
42325374,False,,,Córdoba,residential,False,96.794,,"LINESTRING (-55.0227345 -26.8141878, -55.0226623 -26.8150559)",,
42325374,False,,,Córdoba,residential,True,108.111,,"LINESTRING (-55.0227345 -26.8141878, -55.0227748 -26.8132162)",,
42325650,False,,,José María Suanno,residential,True,85.782,,"LINESTRING (-55.0227345 -26.8141878, -55.0235989 -26.8141888)",,
42325651,False,,,Constitución,residential,False,62.678,,"LINESTRING (-55.0265713 -26.8155259, -55.0259397 -26.8155259)",,
47279958,True,,,Río Grande,residential,False,147.419,,"LINESTRING (-55.0265713 -26.8155259, -55.0280554 -26.815468)",,
337372790,False,2,,Avenida San Martín,secondary,False,135.173,40,"LINESTRING (-55.0265713 -26.8155259, -55.0269718 -26.8161308, -55.0271161 -26.8163848, -55.0272317 -26.8165884)",,
337372790,False,2,,Avenida San Martín,secondary,True,53.843,40,"LINESTRING (-55.0265713 -26.8155259, -55.0263812 -26.8151276, -55.0263587 -26.8150804)",,
42325651,False,,,Constitución,residential,False,113.992,,"LINESTRING (-55.0259397 -26.8155259, -55.0247914 -26.8154997)",,
42325651,False,,,Constitución,residential,True,62.678,,"LINESTRING (-55.0259397 -26.8155259, -55.0265713 -26.8155259)",,
42325652,False,,,Independencia,residential,False,119.349,,"LINESTRING (-55.0259397 -26.8155259, -55.0259582 -26.8165991)",,
42325912,False,,,Verbo Divino,residential,False,59.131,,"LINESTRING (-55.0271547 -26.817683, -55.0265592 -26.8177017)",,
337372790,False,2,,Avenida San Martín,secondary,False,16.929,40,"LINESTRING (-55.0271547 -26.817683, -55.0271056 -26.8178288)",,
337372790,False,2,,Avenida San Martín,secondary,True,49.299,40,"LINESTRING (-55.0271547 -26.817683, -55.027246 -26.8172472)",,
42327769,False,,,,unclassified,True,118.41000000000001,,"LINESTRING (-55.0271547 -26.817683, -55.0274867 -26.8176582, -55.0275082 -26.8176566, -55.0276727 -26.817662, -55.0280938 -26.8176758, -55.028218 -26.817872)",,
42325659,False,,,Pío XII,residential,True,122.358,40,"LINESTRING (-55.0252702 -26.8176974, -55.0252543 -26.8165971)",,
42325912,False,,,Verbo Divino,residential,False,97.748,,"LINESTRING (-55.0252702 -26.8176974, -55.0242852 -26.8177001)",,
42325912,False,,,Verbo Divino,residential,True,127.916,,"LINESTRING (-55.0252702 -26.8176974, -55.0265592 -26.8177017)",,
42325659,False,,,Pío XII,residential,False,153.51399999999998,40,"LINESTRING (-55.0252702 -26.8176974, -55.0252727 -26.8179031, -55.025287 -26.8190779)",,
42325656,False,,,España,residential,True,63.578,,"LINESTRING (-55.0242852 -26.8177001, -55.0242542 -26.817129)",,
42325912,False,,,Verbo Divino,residential,False,87.893,,"LINESTRING (-55.0242852 -26.8177001, -55.0233995 -26.8177003)",,
42325912,False,,,Verbo Divino,residential,True,97.748,,"LINESTRING (-55.0242852 -26.8177001, -55.0252702 -26.8176974)",,
