osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,tunnel
28469571,True,661 - Olavarría,tertiary,40,False,51.749,"LINESTRING (-58.570984 -34.6050581, -58.57104 -34.6055212)",,,
47059820,True,602 - Valentín Gómez,residential,40,False,83.092,"LINESTRING (-58.5638204 -34.6049031, -58.5642763 -34.6049231, -58.5647274 -34.6049348)",,,
"[28614731, 91813613]",True,"['602 - Valentín Gómez', '643 - Avenida del Libertador General José de San Martín']",residential,40,False,242.623,"LINESTRING (-58.5638204 -34.6049031, -58.5621807 -34.6048444, -58.5621373 -34.6048526, -58.5620709 -34.6048842, -58.5620479 -34.604941, -58.5620558 -34.605116, -58.5620692 -34.6054131, -58.5620235 -34.6056085)",,,
47521353,True,661 - Olavarría,tertiary,40,False,115.251,"LINESTRING (-58.571124 -34.6065756, -58.571164 -34.6074997, -58.5711693 -34.6076114)",,,
48024242,True,606 - General Manuel Belgrano,tertiary,40,False,164.38299999999998,"LINESTRING (-58.571124 -34.6065756, -58.5695434 -34.6066423, -58.5695062 -34.6066442, -58.5693304 -34.6066535)",,,
47521355,True,661 - Olavarría,tertiary,40,False,115.217,"LINESTRING (-58.5711693 -34.6076114, -58.5712291 -34.6086464)",,,
47521355,True,661 - Olavarría,tertiary,40,False,116.326,"LINESTRING (-58.5712291 -34.6086464, -58.5713003 -34.6096909)",,,
48024235,True,614 - Nuestra Señora de la Merced,residential,40,False,162.81199999999998,"LINESTRING (-58.5712291 -34.6086464, -58.5695677 -34.608726, -58.5694532 -34.6087326)",,,
47521355,True,661 - Olavarría,tertiary,40,False,115.247,"LINESTRING (-58.5713003 -34.6096909, -58.5713511 -34.6107265)",,,
283230384,False,618 - Bartolomé Mitre,primary,,False,163.458,"LINESTRING (-58.5713003 -34.6096909, -58.5695165 -34.609765)",RP201,,
47521355,True,661 - Olavarría,tertiary,40,False,113.98,"LINESTRING (-58.5713511 -34.6107265, -58.5714074 -34.6117505)",,,
48743354,True,620 - Esteban Merlo,residential,,False,162.473,"LINESTRING (-58.5695786 -34.6108091, -58.5713511 -34.6107265)",,,
48743335,True,659 - General Hornos,residential,40,False,116.238,"LINESTRING (-58.5695786 -34.6108091, -58.5695272 -34.6099381, -58.5695165 -34.609765)",,,
48743335,True,659 - General Hornos,residential,40,False,114.944,"LINESTRING (-58.5695165 -34.609765, -58.5694532 -34.6087326)",,,
283230384,False,618 - Bartolomé Mitre,primary,,True,163.458,"LINESTRING (-58.5695165 -34.609765, -58.5713003 -34.6096909)",RP201,,
283230384,False,618 - Bartolomé Mitre,primary,,False,83.949,"LINESTRING (-58.5695165 -34.609765, -58.5692905 -34.6097813, -58.5686011 -34.6098123)",RP201,,
48024235,True,614 - Nuestra Señora de la Merced,residential,40,False,82.621,"LINESTRING (-58.5694532 -34.6087326, -58.568551 -34.6087591)",,,
48743335,True,659 - General Hornos,residential,40,False,114.666,"LINESTRING (-58.5694532 -34.6087326, -58.5694028 -34.6078466, -58.569395 -34.6077025)",,,
