osmid,name,highway,oneway,reversed,length,lanes,bridge,geometry,maxspeed
51862823,Calle 48,residential,False,False,100.716,,,"LINESTRING (-58.1711452 -34.787151, -58.1705002 -34.7864163)",
136690900,Calle 156,residential,False,True,99.235,,,"LINESTRING (-58.1711452 -34.787151, -58.1720305 -34.7866335)",
51862823,Calle 48,residential,False,True,100.716,,,"LINESTRING (-58.1705002 -34.7864163, -58.1711452 -34.787151)",
51862833,Calle 157,residential,False,False,102.982,,,"LINESTRING (-58.1705002 -34.7864163, -58.1714173 -34.7858774)",
51862842,Calle 47,residential,False,False,101.017,,,"LINESTRING (-58.1720305 -34.7866335, -58.1714173 -34.7858774)",
136690900,Calle 156,residential,False,False,99.235,,,"LINESTRING (-58.1720305 -34.7866335, -58.1711452 -34.787151)",
136690900,Calle 156,residential,False,True,101.368,,,"LINESTRING (-58.1720305 -34.7866335, -58.172956 -34.7861302)",
51862833,Calle 157,residential,False,False,100.104,,,"LINESTRING (-58.1714173 -34.7858774, -58.1723259 -34.7853738)",
51862833,Calle 157,residential,False,True,102.982,,,"LINESTRING (-58.1714173 -34.7858774, -58.1705002 -34.7864163)",
51862842,Calle 47,residential,False,False,99.179,,,"LINESTRING (-58.1714173 -34.7858774, -58.1707895 -34.7851496)",
51862842,Calle 47,residential,False,True,101.017,,,"LINESTRING (-58.1714173 -34.7858774, -58.1720305 -34.7866335)",
411197922,Diagonal Lisandro de la Torre,residential,False,False,170.925,,,"LINESTRING (-58.1780955 -34.7787838, -58.1764653 -34.7795388)",
464800675,Avenida 39,tertiary,False,True,150.378,2,,"LINESTRING (-58.1780955 -34.7787838, -58.1792731 -34.779729)",
136171646,Calle 41,residential,False,False,99.911,,,"LINESTRING (-58.1766148 -34.7818335, -58.1772499 -34.7825651)",
136171646,Calle 41,residential,False,True,70.924,,,"LINESTRING (-58.1766148 -34.7818335, -58.176139 -34.7813294)",
136690914,Calle 158,tertiary,False,False,159.514,,,"LINESTRING (-58.1766148 -34.7818335, -58.1752934 -34.7827716)",
"[161470634, 161470635, 655756157]",Calle 154,tertiary,False,True,172.595,2,yes,"LINESTRING (-58.1766148 -34.7818335, -58.1769544 -34.7815828, -58.1772084 -34.7813916, -58.1773317 -34.7812889, -58.1779778 -34.780759)",
136690897,Calle 44,residential,False,False,76.691,,,"LINESTRING (-58.1721596 -34.7817869, -58.1726322 -34.782357)",40
173108283,Diagonal Lisandro de la Torre,residential,False,True,150.367,,,"LINESTRING (-58.1721596 -34.7817869, -58.1735036 -34.7810058)",40
136171625,Calle 43,residential,False,False,82.721,,,"LINESTRING (-58.1735036 -34.7810058, -58.1741266 -34.7815458)",
173108283,Diagonal Lisandro de la Torre,residential,False,False,150.367,,,"LINESTRING (-58.1735036 -34.7810058, -58.1721596 -34.7817869)",40
173108283,Diagonal Lisandro de la Torre,residential,False,True,67.283,,,"LINESTRING (-58.1735036 -34.7810058, -58.1736895 -34.7808976, -58.1741198 -34.7806745)",40
136171646,Calle 41,residential,False,False,46.318,,,"LINESTRING (-58.1797156 -34.7837178, -58.1800805 -34.7840071)",
136171646,Calle 41,residential,False,True,128.507,,,"LINESTRING (-58.1797156 -34.7837178, -58.1796638 -34.7836757, -58.1791242 -34.7832377, -58.1790143 -34.7831886, -58.1788941 -34.7831615, -58.1787948 -34.7831848, -58.1786158 -34.7832934)",
136690894,Calle 41,residential,False,False,111.20500000000001,,,"LINESTRING (-58.1797156 -34.7837178, -58.1788875 -34.7834295, -58.1786158 -34.7832934)",
136171646,Calle 41,residential,False,True,99.911,,,"LINESTRING (-58.1772499 -34.7825651, -58.1766148 -34.7818335)",
51862833,Calle 157,residential,False,True,148.769,,,"LINESTRING (-58.1772499 -34.7825651, -58.1770403 -34.7826672, -58.1759657 -34.7833852)",
136171646,Calle 41,residential,False,False,50.07599999999999,,,"LINESTRING (-58.1772499 -34.7825651, -58.1775279 -34.7827677, -58.1776387 -34.7828807)",
136171646,Calle 41,residential,False,False,70.924,,,"LINESTRING (-58.176139 -34.7813294, -58.1766148 -34.7818335)",
136171646,Calle 41,residential,False,True,81.141,,,"LINESTRING (-58.176139 -34.7813294, -58.1755178 -34.7808077)",
136690913,Calle 159,residential,False,False,160.55,,,"LINESTRING (-58.176139 -34.7813294, -58.174678 -34.7821324)",40
136171624,Calle 40,residential,False,True,193.625,,,"LINESTRING (-58.1764653 -34.7795388, -58.1779778 -34.780759)",
411197922,Diagonal Lisandro de la Torre,residential,False,True,170.925,,,"LINESTRING (-58.1764653 -34.7795388, -58.1780955 -34.7787838)",
"[173108283, 411197922, 302623755]",Diagonal Lisandro de la Torre,residential,False,False,248.70600000000002,,yes,"LINESTRING (-58.1764653 -34.7795388, -58.1754427 -34.78002, -58.1746986 -34.7803745, -58.1741198 -34.7806745)",40
51862833,Calle 157,residential,False,True,157.911,,,"LINESTRING (-58.1759657 -34.7833852, -58.1746244 -34.7842814)",
136171625,Calle 43,residential,False,False,79.096,,,"LINESTRING (-58.1759657 -34.7833852, -58.1765173 -34.7839336)",
136171625,Calle 43,residential,False,True,91.788,,,"LINESTRING (-58.1759657 -34.7833852, -58.1752934 -34.7827716)",
51862833,Calle 157,residential,False,False,148.769,,,"LINESTRING (-58.1759657 -34.7833852, -58.1770403 -34.7826672, -58.1772499 -34.7825651)",
136171637,Calle 159 A,residential,False,False,151.259,,,"LINESTRING (-58.1755178 -34.7808077, -58.1741266 -34.7815458)",
136171646,Calle 41,residential,False,False,81.141,,,"LINESTRING (-58.1755178 -34.7808077, -58.176139 -34.7813294)",
136171646,Calle 41,residential,False,True,151.226,,,"LINESTRING (-58.1755178 -34.7808077, -58.1749064 -34.7803994, -58.1748637 -34.7803927, -58.1747749 -34.7804119, -58.174371 -34.7806056, -58.1741198 -34.7806745)",
136690892,Calle 153,residential,False,False,33.127,,,"LINESTRING (-58.1805395 -34.782166, -58.1801768 -34.7821697)",
173108284,Calle 153,residential,False,True,38.417,,,"LINESTRING (-58.1805395 -34.782166, -58.1804996 -34.7822367, -58.1804922 -34.7823274, -58.1805352 -34.7825005)",
136690897,Calle 44,residential,False,False,66.147,,,"LINESTRING (-58.1727356 -34.782488, -58.1731589 -34.7829707)",40
136690897,Calle 44,residential,False,True,17.36,,,"LINESTRING (-58.1727356 -34.782488, -58.1726322 -34.782357)",40
173108282,Diagonal Julio Antonio Giménez,residential,False,True,78.046,,,"LINESTRING (-58.1727356 -34.782488, -58.1730434 -34.782651, -58.173207 -34.7827231, -58.1734981 -34.7827912)",
51862833,Calle 157,residential,False,False,157.911,,,"LINESTRING (-58.1746244 -34.7842814, -58.1759657 -34.7833852)",
51862833,Calle 157,residential,False,True,140.492,,,"LINESTRING (-58.1746244 -34.7842814, -58.1732511 -34.7848508)",
136690897,Calle 44,residential,False,False,82.832,,,"LINESTRING (-58.1746244 -34.7842814, -58.1752393 -34.784829)",40
136690897,Calle 44,residential,False,True,104.118,,,"LINESTRING (-58.1746244 -34.7842814, -58.1738631 -34.7835844)",40
136171637,Calle 159 A,residential,False,True,163.594,,,"LINESTRING (-58.1726322 -34.782357, -58.1741266 -34.7815458)",
136690897,Calle 44,residential,False,False,17.36,,,"LINESTRING (-58.1726322 -34.782357, -58.1727356 -34.782488)",40
136690897,Calle 44,residential,False,True,76.691,,,"LINESTRING (-58.1726322 -34.782357, -58.1721596 -34.7817869)",40
136690913,Calle 159,residential,False,False,36.851,,,"LINESTRING (-58.1734981 -34.7827912, -58.1731589 -34.7829707)",40
136690913,Calle 159,residential,False,True,130.299,,,"LINESTRING (-58.1734981 -34.7827912, -58.174678 -34.7821324)",40
173108282,Diagonal Julio Antonio Giménez,residential,False,True,140.16,,,"LINESTRING (-58.1734981 -34.7827912, -58.1750254 -34.7829149)",
173108282,Diagonal Julio Antonio Giménez,residential,False,False,78.046,,,"LINESTRING (-58.1734981 -34.7827912, -58.173207 -34.7827231, -58.1730434 -34.782651, -58.1727356 -34.782488)",
136171624,Calle 40,residential,False,False,49.4,,,"LINESTRING (-58.1805352 -34.7825005, -58.1802568 -34.7822224, -58.1801768 -34.7821697)",
173108284,Calle 153,residential,False,False,38.417,,,"LINESTRING (-58.1805352 -34.7825005, -58.1804922 -34.7823274, -58.1804996 -34.7822367, -58.1805395 -34.782166)",
136171646,Calle 41,residential,False,True,100.343,,,"LINESTRING (-58.1786158 -34.7832934, -58.1776387 -34.7828807)",
173108278,Calle 155,residential,False,False,44.726,,,"LINESTRING (-58.1786158 -34.7832934, -58.17826 -34.7835698)",
