osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry
882201976,True,2,RN35,Rotonda Norte,trunk,30,roundabout,False,53.801,"LINESTRING (-64.2814827 -36.6012085, -64.2814055 -36.6012673, -64.2813303 -36.6012983, -64.2812246 -36.6013146, -64.281127 -36.601313, -64.2810233 -36.6012934, -64.2809339 -36.6012575)"
44438157,False,2,RN35,Avenida Eva Perón,trunk,60,,True,169.334,"LINESTRING (-64.2810943 -36.5934234, -64.2811105 -36.5949462)"
44448875,False,,,,residential,,,False,352.654,"LINESTRING (-64.2810943 -36.5934234, -64.2826982 -36.5934075, -64.2828402 -36.5934293, -64.2835389 -36.5936952, -64.2839163 -36.5938189, -64.2842159 -36.5938914, -64.2849178 -36.5939644)"
60406529,False,,,Esmeralda,residential,,,False,80.148,"LINESTRING (-64.2849178 -36.5939644, -64.2858153 -36.5939813)"
187241226,False,,,Fortineras,residential,,,False,92.774,"LINESTRING (-64.2849178 -36.5939644, -64.2849084 -36.5931301)"
44448875,False,,,,residential,,,True,352.654,"LINESTRING (-64.2849178 -36.5939644, -64.2842159 -36.5938914, -64.2839163 -36.5938189, -64.2835389 -36.5936952, -64.2828402 -36.5934293, -64.2826982 -36.5934075, -64.2810943 -36.5934234)"
92741166,False,,,Raúl B. Díaz,residential,,,False,106.161,"LINESTRING (-64.2897389 -36.5939398, -64.2897485 -36.5948945)"
92741166,False,,,Raúl B. Díaz,residential,,,True,92.695,"LINESTRING (-64.2897389 -36.5939398, -64.2897306 -36.5931062)"
337924134,False,,,Esmeralda,residential,,,True,95.073,"LINESTRING (-64.2897389 -36.5939398, -64.2886742 -36.5939574)"
92741166,False,,,Raúl B. Díaz,residential,,,True,106.161,"LINESTRING (-64.2897485 -36.5948945, -64.2897389 -36.5939398)"
"[337924145, 1076241786]",False,,,Raúl B. Díaz,residential,,,False,31.591,"LINESTRING (-64.2897485 -36.5948945, -64.2897494 -36.5950197, -64.2897505 -36.5951786)"
60406529,False,,,Esmeralda,residential,,,True,77.538,"LINESTRING (-64.2866837 -36.5939698, -64.2858153 -36.5939813)"
337924134,False,,,Esmeralda,residential,,,False,78.207,"LINESTRING (-64.2866837 -36.5939698, -64.2875597 -36.5939668)"
337924138,False,,,Manuel Dorrego,residential,,,False,93.216,"LINESTRING (-64.2866837 -36.5939698, -64.2866783 -36.5931315)"
337924139,False,,,Manuel Dorrego,residential,,,True,129.688,"LINESTRING (-64.2866837 -36.5939698, -64.2866788 -36.5951361)"
337924134,False,,,Esmeralda,residential,,,False,99.504,"LINESTRING (-64.2875597 -36.5939668, -64.2886742 -36.5939574)"
337924134,False,,,Esmeralda,residential,,,True,78.207,"LINESTRING (-64.2875597 -36.5939668, -64.2866837 -36.5939698)"
536510263,False,,,Juan Vaira,residential,,,False,127.841,"LINESTRING (-64.2875597 -36.5939668, -64.2875786 -36.5951164)"
536510263,False,,,Juan Vaira,residential,,,True,92.835,"LINESTRING (-64.2875597 -36.5939668, -64.2874957 -36.5931335)"
60402563,False,,,Capitán Pedro Giachino,residential,,,False,136.181,"LINESTRING (-64.2886742 -36.5939574, -64.2886757 -36.5951821)"
60402563,False,,,Capitán Pedro Giachino,residential,,,True,93.529,"LINESTRING (-64.2886742 -36.5939574, -64.2885706 -36.5931204)"
337924134,False,,,Esmeralda,residential,,,False,95.073,"LINESTRING (-64.2886742 -36.5939574, -64.2897389 -36.5939398)"
337924134,False,,,Esmeralda,residential,,,True,99.504,"LINESTRING (-64.2886742 -36.5939574, -64.2875597 -36.5939668)"
60406529,False,,,Esmeralda,residential,,,False,77.538,"LINESTRING (-64.2858153 -36.5939813, -64.2866837 -36.5939698)"
60406529,False,,,Esmeralda,residential,,,True,80.148,"LINESTRING (-64.2858153 -36.5939813, -64.2849178 -36.5939644)"
60408935,False,,,Melvin Jones,residential,,,False,94.986,"LINESTRING (-64.2858153 -36.5939813, -64.2857971 -36.5931272)"
60410892,False,,,Padre Durando,residential,,,False,103.574,"LINESTRING (-64.2897306 -36.5931062, -64.2885706 -36.5931204)"
92741166,False,,,Raúl B. Díaz,residential,,,False,92.695,"LINESTRING (-64.2897306 -36.5931062, -64.2897389 -36.5939398)"
60402563,False,,,Capitán Pedro Giachino,residential,,,False,93.529,"LINESTRING (-64.2885706 -36.5931204, -64.2886742 -36.5939574)"
60410892,False,,,Padre Durando,residential,,,False,95.975,"LINESTRING (-64.2885706 -36.5931204, -64.2874957 -36.5931335)"
60410892,False,,,Padre Durando,residential,,,True,103.574,"LINESTRING (-64.2885706 -36.5931204, -64.2897306 -36.5931062)"
60410892,False,,,Padre Durando,residential,,,False,72.976,"LINESTRING (-64.2874957 -36.5931335, -64.2866783 -36.5931315)"
60410892,False,,,Padre Durando,residential,,,True,95.975,"LINESTRING (-64.2874957 -36.5931335, -64.2885706 -36.5931204)"
536510263,False,,,Juan Vaira,residential,,,False,92.835,"LINESTRING (-64.2874957 -36.5931335, -64.2875597 -36.5939668)"
60410892,False,,,Padre Durando,residential,,,False,78.673,"LINESTRING (-64.2866783 -36.5931315, -64.2857971 -36.5931272)"
60410892,False,,,Padre Durando,residential,,,True,72.976,"LINESTRING (-64.2866783 -36.5931315, -64.2874957 -36.5931335)"
337924138,False,,,Manuel Dorrego,residential,,,True,93.216,"LINESTRING (-64.2866783 -36.5931315, -64.2866837 -36.5939698)"
60408935,False,,,Melvin Jones,residential,,,True,94.986,"LINESTRING (-64.2857971 -36.5931272, -64.2858153 -36.5939813)"
60410892,False,,,Padre Durando,residential,,,False,79.341,"LINESTRING (-64.2857971 -36.5931272, -64.2849084 -36.5931301)"
60410892,False,,,Padre Durando,residential,,,True,78.673,"LINESTRING (-64.2857971 -36.5931272, -64.2866783 -36.5931315)"
60402563,False,,,Capitán Pedro Giachino,residential,,,True,139.949,"LINESTRING (-64.2887075 -36.5989746, -64.2886802 -36.5977162)"
116671558,False,,,Juan Bonnet,residential,,,False,95.06,"LINESTRING (-64.2887075 -36.5989746, -64.2897697 -36.5990349)"
116671558,False,,,Juan Bonnet,residential,,,True,20.114,"LINESTRING (-64.2887075 -36.5989746, -64.2884823 -36.5989687)"
92739465,False,,,Río de la Plata,residential,,,True,115.759,"LINESTRING (-64.2897851 -36.6009787, -64.2884884 -36.6009694)"
92739465,False,,,Río de la Plata,residential,,,False,110.863,"LINESTRING (-64.2846396 -36.6009725, -64.2858815 -36.6009769)"
337927113,False,,,Tomás Mason,residential,,,False,28.136,"LINESTRING (-64.2846396 -36.6009725, -64.2846347 -36.6007195)"
92739465,False,,,Río de la Plata,residential,,,False,114.829,"LINESTRING (-64.2872021 -36.6009769, -64.2884884 -36.6009694)"
92739465,False,,,Río de la Plata,residential,,,True,117.888,"LINESTRING (-64.2872021 -36.6009769, -64.2858815 -36.6009769)"
337927088,True,,,Almirante Brown,residential,,,False,66.873,"LINESTRING (-64.2872021 -36.6009769, -64.2871994 -36.6003755)"
92739465,False,,,Río de la Plata,residential,,,False,117.888,"LINESTRING (-64.2858815 -36.6009769, -64.2872021 -36.6009769)"
92739465,False,,,Río de la Plata,residential,,,True,110.863,"LINESTRING (-64.2858815 -36.6009769, -64.2846396 -36.6009725)"
