osmid,highway,oneway,reversed,length,geometry,name,bridge
166983505,residential,False,False,196.46900000000002,"LINESTRING (125.5659767 -8.7241103, 125.5661224 -8.7242078, 125.5665903 -8.7247551, 125.5666751 -8.7248753, 125.5667284 -8.7249752, 125.566794 -8.7252661, 125.5668226 -8.7254599, 125.5667813 -8.725576)",,
777117538,primary,False,False,50.789,"LINESTRING (125.5659767 -8.7241103, 125.566047 -8.7242325, 125.5660993 -8.72438, 125.566109 -8.7245396)",Estrada Aileu - Díli,
166983512,residential,False,False,81.321,"LINESTRING (125.567082 -8.7322363, 125.5664588 -8.7323368, 125.5664003 -8.7323124, 125.5663705 -8.7322791)",,
167854072,primary,False,True,139.40800000000002,"LINESTRING (125.567082 -8.7322363, 125.5669501 -8.731155, 125.5669411 -8.7310852, 125.566932 -8.7309914)",Estrada Aileu - Ainaro,
166983501,residential,False,False,362.384,"LINESTRING (125.566109 -8.7245396, 125.5645684 -8.7239793, 125.5644898 -8.7239667, 125.5643986 -8.723964, 125.5642806 -8.7239163, 125.5639802 -8.7237758, 125.5636889 -8.723683, 125.5636449 -8.7236671, 125.5635924 -8.723691, 125.5635484 -8.7237944, 125.5633748 -8.7242586)",,
777117538,primary,False,False,85.938,"LINESTRING (125.566109 -8.7245396, 125.5660952 -8.7246431, 125.5660853 -8.7247065, 125.5660668 -8.7248296, 125.5659482 -8.7251245, 125.5659146 -8.7252836)",Estrada Aileu - Díli,
777117538,primary,False,True,50.789,"LINESTRING (125.566109 -8.7245396, 125.5660993 -8.72438, 125.566047 -8.7242325, 125.5659767 -8.7241103)",Estrada Aileu - Díli,
166983499,residential,False,False,164.238,"LINESTRING (125.5659146 -8.7252836, 125.5645229 -8.7247457)",,
777117538,primary,False,False,12.751,"LINESTRING (125.5659146 -8.7252836, 125.5659262 -8.7253977)",Estrada Aileu - Díli,
777117538,primary,False,True,85.93799999999999,"LINESTRING (125.5659146 -8.7252836, 125.5659482 -8.7251245, 125.5660668 -8.7248296, 125.5660853 -8.7247065, 125.5660952 -8.7246431, 125.566109 -8.7245396)",Estrada Aileu - Díli,
166983505,residential,False,False,71.901,"LINESTRING (125.5667813 -8.725576, 125.5668914 -8.7262134)",,
