osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,junction
59871662,Strada 31 August 1989,secondary,False,False,97.415,"LINESTRING (29.1603499 47.2092854, 29.1609704 47.2100534)",,,,
59871662,Strada 31 August 1989,secondary,False,True,26.362000000000002,"LINESTRING (29.1603499 47.2092854, 29.1602317 47.2091398, 29.1601798 47.2090784)",,,,
75226219,Stradela Alexandru cel Bun,residential,False,True,207.73399999999998,"LINESTRING (29.1603499 47.2092854, 29.1604682 47.2092572, 29.1606921 47.2092044, 29.1608809 47.2091598, 29.1611734 47.2091111, 29.1613962 47.2090918, 29.1618206 47.2090468, 29.1620936 47.2090128, 29.1624579 47.2089616, 29.1630301 47.2088859)",,,,
59871662,Strada 31 August 1989,secondary,False,False,51.127,"LINESTRING (29.1616636 47.2109152, 29.1619953 47.211316)",,,,
59871662,Strada 31 August 1989,secondary,False,True,109.2,"LINESTRING (29.1616636 47.2109152, 29.1613038 47.2104694, 29.1610995 47.2102162, 29.1609704 47.2100534)",,,,
75226193,,residential,False,False,136.376,"LINESTRING (29.1616636 47.2109152, 29.1615789 47.2109498, 29.161139 47.2111153, 29.1606334 47.2113055, 29.1604501 47.2113744, 29.1602625 47.2114429, 29.1600649 47.2114755)",,,,
59871662,Strada 31 August 1989,secondary,False,True,51.127,"LINESTRING (29.1619953 47.211316, 29.1616636 47.2109152)",,,,
75226129,Strada Moldova,residential,False,False,118.399,"LINESTRING (29.1619953 47.211316, 29.1621104 47.2112852, 29.1622053 47.2112746, 29.1625593 47.2112167, 29.1627663 47.2111943, 29.1629059 47.2111867, 29.1630826 47.2111997, 29.1633477 47.2112345, 29.1635283 47.211265)",,,,
25631432,Strada Ștefan cel Mare și Sfînt,residential,False,False,13.543,"LINESTRING (29.1587456 47.2073282, 29.1589142 47.2072868)",,,,
25631440,Strada 31 August 1989,secondary,False,False,10.471,"LINESTRING (29.1587456 47.2073282, 29.1588108 47.2074113)",1,,,
25631440,Strada 31 August 1989,secondary,False,True,238.551,"LINESTRING (29.1587456 47.2073282, 29.1586644 47.2072266, 29.1572389 47.2054428)",1,,,
75226143,Strada Ștefan cel Mare și Sfînt,residential,False,False,89.691,"LINESTRING (29.1550571 47.2086385, 29.1539855 47.2089859)",2,50,8,
42956791,Strada Viilor,residential,False,False,207.322,"LINESTRING (29.1550571 47.2086385, 29.155109 47.2087129, 29.1559138 47.2098675, 29.1562382 47.2103215)",,,,
75226143,Strada Ștefan cel Mare și Sfînt,residential,False,True,190.09,"LINESTRING (29.1550571 47.2086385, 29.1555606 47.2084793, 29.156954 47.2080418, 29.157345 47.2079268)",2,50,8,
25631440,Strada 31 August 1989,secondary,False,True,7.454,"LINESTRING (29.1588551 47.2074712, 29.1588108 47.2074113)",1,,,
42956790,Strada Ștefan cel Mare și Sfînt,residential,True,False,102.0,"LINESTRING (29.1588551 47.2074712, 29.1587109 47.2075274, 29.1583255 47.2076487, 29.1576395 47.2078698)",,,,
59871662,Strada 31 August 1989,secondary,False,False,179.977,"LINESTRING (29.1588551 47.2074712, 29.1589067 47.2075337, 29.1595193 47.2082746, 29.1598503 47.2086749, 29.1600219 47.2088824)",,,,
655934388,,residential,True,False,14.384,"LINESTRING (29.1576395 47.2078698, 29.1576351 47.2078832, 29.157624 47.2078985, 29.1575889 47.2079211, 29.157566 47.2079257, 29.1575425 47.2079304, 29.157495 47.2079243)",,,,roundabout
