osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,bridge
176608086,Strada Vasili Ceapaev,residential,False,False,207.695,"LINESTRING (28.9677031 46.1497551, 28.9680062 46.1516111)",,,,
301435374,Strada Vasili Ceapaev,living_street,False,True,132.751,"LINESTRING (28.9677031 46.1497551, 28.9659975 46.1495845)",,,,
301435374,Strada Vasili Ceapaev,living_street,False,False,254.716,"LINESTRING (28.9677031 46.1497551, 28.9677933 46.149762, 28.9694294 46.149922, 28.9706002 46.150005, 28.9709848 46.1499778)",,,,
176608086,Strada Vasili Ceapaev,residential,False,True,207.695,"LINESTRING (28.9680062 46.1516111, 28.9677031 46.1497551)",,,,
301435377,Strada Vasili Ceapaev,residential,False,True,84.764,"LINESTRING (28.9680062 46.1516111, 28.9669067 46.1515805)",,,,
176608086,Strada Vasili Ceapaev,residential,False,False,218.564,"LINESTRING (28.9680062 46.1516111, 28.968198 46.1526034, 28.9683495 46.1535621)",,,,
1027623064,Strada Vasili Ceapaev,living_street,False,False,243.51299999999998,"LINESTRING (28.9680062 46.1516111, 28.9694112 46.1517765, 28.9699584 46.1518137, 28.9705216 46.1518211, 28.9711437 46.1517981)",,,,
176608085,Strada Iuri Gagarin,residential,False,False,6.19,"LINESTRING (28.9641815 46.1533127, 28.964261 46.1533208)",2,50,6,
176608085,Strada Iuri Gagarin,residential,False,True,6.19,"LINESTRING (28.964261 46.1533208, 28.9641815 46.1533127)",2,50,6,
176608085,Strada Iuri Gagarin,residential,False,False,108.894,"LINESTRING (28.964261 46.1533208, 28.9647288 46.1533811, 28.9649574 46.1534001, 28.9652442 46.1534146, 28.9655573 46.1534206, 28.9656641 46.1534226)",2,50,6,
176608088,Strada Frunze,residential,True,False,194.56599999999997,"LINESTRING (28.964261 46.1533208, 28.9644331 46.1537471, 28.9646453 46.1543043, 28.964881 46.1549037, 28.9648738 46.1550132)",1,50,,
"[916241762, 916241763, 176608085]",Strada Iuri Gagarin,residential,False,False,88.438,"LINESTRING (28.9656641 46.1534226, 28.9662926 46.1534329, 28.9666495 46.1534437, 28.9668113 46.1534516)",2,50,6,yes
176608085,Strada Iuri Gagarin,residential,False,True,108.89399999999999,"LINESTRING (28.9656641 46.1534226, 28.9655573 46.1534206, 28.9652442 46.1534146, 28.9649574 46.1534001, 28.9647288 46.1533811, 28.964261 46.1533208)",2,50,6,
178710627,Strada Iuri Gagarin,residential,False,False,279.34899999999993,"LINESTRING (28.9656641 46.1534226, 28.9656995 46.1527957, 28.9656942 46.1525523, 28.9656606 46.1524622, 28.9655399 46.1522708, 28.9654179 46.152037, 28.9653267 46.1519057, 28.9651796 46.1517413, 28.9650143 46.1515934, 28.9648855 46.1515089, 28.9646883 46.151429, 28.9644902 46.1513582, 28.9643615 46.1513303, 28.9643199 46.1513092)",,,,
301435377,Strada Vasili Ceapaev,residential,False,False,309.36400000000003,"LINESTRING (28.9668113 46.1534516, 28.9666665 46.1532955, 28.9665661 46.1532209, 28.9663607 46.1530549, 28.9662212 46.1528654, 28.9661407 46.1527241, 28.9660549 46.1525216, 28.9660182 46.152325, 28.9658366 46.1521061, 28.9657961 46.1519298, 28.9657813 46.15181, 28.9657947 46.151692, 28.9658618 46.1516121, 28.9659409 46.1515684, 28.9660274 46.151561, 28.9661381 46.1515591, 28.9669067 46.1515805)",,,,
726842673,Strada Vasili Ceapaev,residential,False,False,119.12100000000001,"LINESTRING (28.9668113 46.1534516, 28.9675674 46.1535036, 28.9683495 46.1535621)",2,50,6,
"[916241762, 916241763, 176608085]",Strada Iuri Gagarin,residential,False,True,88.438,"LINESTRING (28.9668113 46.1534516, 28.9666495 46.1534437, 28.9662926 46.1534329, 28.9656641 46.1534226)",2,50,6,yes
176608086,Strada Vasili Ceapaev,residential,False,False,213.229,"LINESTRING (28.9683495 46.1535621, 28.9684957 46.1541697, 28.9687398 46.1554603)",,,,
176608086,Strada Vasili Ceapaev,residential,False,True,218.564,"LINESTRING (28.9683495 46.1535621, 28.968198 46.1526034, 28.9680062 46.1516111)",,,,
726842673,Strada Vasili Ceapaev,residential,False,False,239.32300000000004,"LINESTRING (28.9683495 46.1535621, 28.9691756 46.1536459, 28.9695905 46.1536912, 28.9697708 46.1537181, 28.9699558 46.1537611, 28.970043 46.153793, 28.9702091 46.1538537, 28.9708991 46.1541606, 28.9712033 46.1543017)",2,50,6,
726842673,Strada Vasili Ceapaev,residential,False,True,119.12100000000001,"LINESTRING (28.9683495 46.1535621, 28.9675674 46.1535036, 28.9668113 46.1534516)",2,50,6,
178710636,,residential,False,False,102.379,"LINESTRING (28.9712033 46.1543017, 28.9711684 46.1544993, 28.9711855 46.1547655, 28.9712074 46.1549928, 28.971246 46.1552186)",,,,
726842673,Strada Vasili Ceapaev,residential,False,False,28.102,"LINESTRING (28.9712033 46.1543017, 28.9713469 46.1543574, 28.9715203 46.1544268)",2,50,6,
726842673,Strada Vasili Ceapaev,residential,False,True,239.323,"LINESTRING (28.9712033 46.1543017, 28.9708991 46.1541606, 28.9702091 46.1538537, 28.970043 46.153793, 28.9699558 46.1537611, 28.9697708 46.1537181, 28.9695905 46.1536912, 28.9691756 46.1536459, 28.9683495 46.1535621)",2,50,6,
726842673,Strada Vasili Ceapaev,residential,False,False,33.879,"LINESTRING (28.9715203 46.1544268, 28.9718781 46.154604)",2,50,6,
726842673,Strada Vasili Ceapaev,residential,False,True,28.102,"LINESTRING (28.9715203 46.1544268, 28.9713469 46.1543574, 28.9712033 46.1543017)",2,50,6,
1027623062,Strada Serghei Lazo,residential,False,False,294.008,"LINESTRING (28.9715203 46.1544268, 28.9714729 46.1539529, 28.9713373 46.1533497, 28.9712422 46.1529068, 28.9711437 46.1517981)",,,,
176608087,Strada Frunze,residential,True,False,70.89,"LINESTRING (28.9648738 46.1550132, 28.9648111 46.1549064, 28.9646136 46.1544024)",1,50,,
1027623108,Strada Mihail Frunze,residential,False,False,43.463,"LINESTRING (28.9648738 46.1550132, 28.9649882 46.1553833, 28.964992 46.1553954)",,,,
726842673,Strada Vasili Ceapaev,residential,False,True,4.767,"LINESTRING (28.9735153 46.1553081, 28.9734583 46.1552914)",2,50,6,
176608086,Strada Vasili Ceapaev,residential,False,True,213.229,"LINESTRING (28.9687398 46.1554603, 28.9684957 46.1541697, 28.9683495 46.1535621)",,,,
350548827,Strada Vasili Ceapaev,living_street,False,False,123.452,"LINESTRING (28.9687398 46.1554603, 28.9679652 46.1554197, 28.9671393 46.1554142)",,,,
726842673,Strada Vasili Ceapaev,residential,False,True,33.879,"LINESTRING (28.9718781 46.154604, 28.9715203 46.1544268)",2,50,6,
