osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,ref
216654287,2,Д-р Асен Златаров,residential,50,False,False,184.611,"LINESTRING (23.2068735 41.3973163, 23.2046604 41.3972977)",,,
800699801,,Полковник Дрангов,tertiary,,False,False,92.775,"LINESTRING (23.2068735 41.3973163, 23.2068939 41.3964821)",,,
800699801,,Полковник Дрангов,tertiary,,False,True,53.998,"LINESTRING (23.2068735 41.3973163, 23.2069003 41.3978015)",,,
216654287,2,Д-р Асен Златаров,residential,50,False,True,150.059,"LINESTRING (23.2068735 41.3973163, 23.2084265 41.3973397, 23.2086666 41.3973006)",,,
38652729,2,,tertiary,,True,False,8.698,"LINESTRING (23.2070351 41.3950975, 23.2070847 41.3951095, 23.2071265 41.3951329)",roundabout,,
"[465042704, 465042693, 38740519]",,Цар Борис III,residential,,True,False,57.22,"LINESTRING (23.2070351 41.3950975, 23.207098 41.3950432, 23.2072405 41.3949205, 23.2074857 41.3947095)",,yes,
38893040,,,residential,,True,False,106.747,"LINESTRING (23.207251 41.3940253, 23.2083122 41.3934888)",,,
38733051,,Пролет,residential,,True,False,71.3,"LINESTRING (23.2020126 41.3927578, 23.20116 41.3927125)",,,
38834103,2,Калабак,residential,50,False,True,115.935,"LINESTRING (23.2020126 41.3927578, 23.2020025 41.3938004)",,,
38834103,2,Калабак,residential,50,False,False,46.118,"LINESTRING (23.2020126 41.3927578, 23.2020352 41.3925427, 23.2020602 41.3923446)",,,
668369123,2,Връх Китка,tertiary,50,True,False,29.484,"LINESTRING (23.2068821 41.3951453, 23.2066508 41.3949448)",,,
38652729,2,,tertiary,,True,False,5.303,"LINESTRING (23.2068821 41.3951453, 23.2069033 41.3951275, 23.2069288 41.3951133)",roundabout,,
38652729,2,,tertiary,,True,False,8.186,"LINESTRING (23.2070412 41.395334, 23.2069922 41.3953353, 23.2069449 41.3953254)",roundabout,,
668369121,,Полковник Дрангов,tertiary,,True,False,25.145000000000003,"LINESTRING (23.2070412 41.395334, 23.2069729 41.395458, 23.2069261 41.395543)",,,
38732931,,22-ри октомври,residential,,False,True,74.83,"LINESTRING (23.2020025 41.3938004, 23.2011073 41.393757)",,,
38834103,2,Калабак,residential,50,False,False,115.935,"LINESTRING (23.2020025 41.3938004, 23.2020126 41.3927578)",,,
38834103,2,Калабак,residential,50,False,True,95.025,"LINESTRING (23.2020025 41.3938004, 23.202051 41.3946542)",,,
803446692,,22-ри октомври,residential,,False,False,97.497,"LINESTRING (23.2020025 41.3938004, 23.2031142 41.3940711)",,,
320883142,2,,residential,50,False,False,108.732,"LINESTRING (23.2045363 41.3944509, 23.2043704 41.3954208)",,,
803446692,,22-ри октомври,residential,,False,True,125.919,"LINESTRING (23.2045363 41.3944509, 23.2031142 41.3940711)",,,
38738470,,22-ри октомври,residential,,True,False,152.852,"LINESTRING (23.2045363 41.3944509, 23.2059303 41.3948123, 23.2060519 41.3947905, 23.2062069 41.3946605)",,,
320883142,2,,residential,50,False,True,89.092,"LINESTRING (23.2045363 41.3944509, 23.2048957 41.3937695, 23.2048934 41.3937011)",,,
216647318,2,Връх Китка,tertiary,50,False,False,152.924,"LINESTRING (23.2062069 41.3946605, 23.2048934 41.3937011)",,,
216647318,2,Връх Китка,tertiary,50,False,True,28.945,"LINESTRING (23.2062069 41.3946605, 23.2064683 41.3948317)",,,
38893043,,Цар Борис III,residential,,True,False,52.128,"LINESTRING (23.2083111 41.3939576, 23.2083122 41.3934888)",,,
38893049,,Цар Борис III,residential,,False,False,108.309,"LINESTRING (23.2083111 41.3939576, 23.2077795 41.3944419, 23.2074857 41.3947095)",,,
320883138,,България,tertiary,,False,False,76.39,"LINESTRING (23.2013566 41.3919049, 23.2020602 41.3923446)",,,
38840612,,Цар Симеон,tertiary,,False,False,76.537,"LINESTRING (23.2013566 41.3919049, 23.2011253 41.3921043, 23.2007898 41.3924455)",,,
38731735,,Янтра,residential,,False,False,42.838,"LINESTRING (23.2007898 41.3924455, 23.20116 41.3927125)",,,
38840612,,Цар Симеон,tertiary,,False,True,76.537,"LINESTRING (23.2007898 41.3924455, 23.2011253 41.3921043, 23.2013566 41.3919049)",,,
38731735,,Янтра,residential,,False,True,42.838,"LINESTRING (23.20116 41.3927125, 23.2007898 41.3924455)",,,
38813207,,Янтра,residential,,False,False,116.226,"LINESTRING (23.20116 41.3927125, 23.2011073 41.393757)",,,
38813209,,Генерал Тодоров,residential,,False,True,103.127,"LINESTRING (23.200881 41.3957151, 23.2021097 41.3956123)",,,
906833900,2,Цар Борис III,residential,40,False,False,30.215,"LINESTRING (23.2090276 41.3982193, 23.2089386 41.3979559)",,,
1034437070,2,,residential,50,False,True,28.288,"LINESTRING (23.2090276 41.3982193, 23.2091481 41.3984571)",,,
465020732,,Цар Борис III,residential,,True,False,30.323,"LINESTRING (23.2090276 41.3982193, 23.2089026 41.3983276, 23.2088526 41.3984515)",,,
38732931,,22-ри октомври,residential,,False,False,74.83,"LINESTRING (23.2011073 41.393757, 23.2020025 41.3938004)",,,
38813207,,Янтра,residential,,False,True,116.226,"LINESTRING (23.2011073 41.393757, 23.20116 41.3927125)",,,
465022972,,Атанас Любенов,residential,,False,False,86.355,"LINESTRING (23.2031142 41.3940711, 23.2032373 41.3933)",,,
465022972,,Атанас Любенов,residential,,False,True,160.903,"LINESTRING (23.2031142 41.3940711, 23.2033055 41.395511)",,,
803446692,,22-ри октомври,residential,,False,False,125.919,"LINESTRING (23.2031142 41.3940711, 23.2045363 41.3944509)",,,
803446692,,22-ри октомври,residential,,False,True,97.497,"LINESTRING (23.2031142 41.3940711, 23.2020025 41.3938004)",,,
38813209,,Генерал Тодоров,residential,,False,False,103.127,"LINESTRING (23.2021097 41.3956123, 23.200881 41.3957151)",,,
38813209,,Генерал Тодоров,residential,,False,True,100.381,"LINESTRING (23.2021097 41.3956123, 23.2033055 41.395511)",,,
38834103,2,Калабак,residential,50,False,False,106.648,"LINESTRING (23.2021097 41.3956123, 23.202051 41.3946542)",,,
320883139,,България,tertiary,,False,True,68.595,"LINESTRING (23.2034511 41.3925644, 23.2042624 41.392665)",,,
465022972,,Атанас Любенов,residential,,False,False,85.481,"LINESTRING (23.2034511 41.3925644, 23.2036017 41.391804)",,,
320883139,,България,tertiary,,False,False,118.588,"LINESTRING (23.2034511 41.3925644, 23.2029506 41.3924939, 23.2020602 41.3923446)",,,
465022972,,Атанас Любенов,residential,,False,True,83.779,"LINESTRING (23.2034511 41.3925644, 23.2034137 41.3927524, 23.2032373 41.3933)",,,
38834103,2,Калабак,residential,50,False,True,71.319,"LINESTRING (23.2021266 41.3909706, 23.2020844 41.3916112)",,,
38834103,2,Калабак,residential,50,False,False,71.319,"LINESTRING (23.2020844 41.3916112, 23.2021266 41.3909706)",,,
38834104,2,Васил Левски,residential,50,False,True,128.375,"LINESTRING (23.2020844 41.3916112, 23.2036017 41.391804)",,,
38834103,2,Калабак,residential,50,False,True,81.575,"LINESTRING (23.2020844 41.3916112, 23.2020681 41.3921069, 23.2020602 41.3923446)",,,
38834104,2,Васил Левски,residential,50,False,False,34.27,"LINESTRING (23.2049039 41.3919764, 23.2044987 41.3919256)",,,
216647320,2,,residential,50,False,False,73.546,"LINESTRING (23.2049039 41.3919764, 23.2048768 41.3926375)",,,
216652466,,Атанас Любенов,residential,,False,True,86.915,"LINESTRING (23.2049039 41.3919764, 23.2053613 41.3912741)",,,
803240874,,Княз Борис I,residential,,True,False,13.915,"LINESTRING (23.2062263 41.3911869, 23.2063613 41.3912604)",,,
803240875,,Княз Борис I,residential,,False,False,47.480999999999995,"LINESTRING (23.2062263 41.3911869, 23.205889 41.3909851, 23.2057522 41.3909729)",,,
38893047,,,residential,,True,False,50.993,"LINESTRING (23.2082875 41.3917801, 23.2081725 41.3922305)",,,
38893047,,,residential,,True,False,53.152,"LINESTRING (23.2081725 41.3922305, 23.2080141 41.3926935)",,,
216654286,,Тома Митов,residential,,False,False,15.401,"LINESTRING (23.2107652 41.3973654, 23.2109464 41.3973388)",,,
798722265,,,residential,,False,False,20.638,"LINESTRING (23.2107652 41.3973654, 23.210907 41.3975175)",,,
"[465906976, 798722265]",2,,residential,50,False,True,261.617,"LINESTRING (23.2107652 41.3973654, 23.2104892 41.3970763, 23.2101277 41.3968497, 23.2092093 41.3962679, 23.2090439 41.3960477, 23.2096189 41.3958167)",,,
38652729,2,,tertiary,,True,False,17.79,"LINESTRING (23.2071265 41.3951329, 23.2071517 41.3951587, 23.2071669 41.3951885, 23.2071711 41.3952204, 23.2071639 41.3952519, 23.2071459 41.395281)",roundabout,,
798722265,,,residential,,False,True,20.638,"LINESTRING (23.210907 41.3975175, 23.2107652 41.3973654)",,,
"[795893808, 906835042, 467286531]",2,бул. Рокфелер,primary,50,False,"[False, True]",163.101,"LINESTRING (23.210907 41.3975175, 23.2104033 41.397611, 23.2102973 41.3976285, 23.2096094 41.3977419, 23.2090023 41.3978489)",,yes,198
38834253,1,Цар Борис III,residential,50,False,False,85.809,"LINESTRING (23.2083693 41.3965627, 23.2084624 41.3967403, 23.2086666 41.3973006)",,,
