osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,area,maxspeed
44633672,204,Мара Тасева,tertiary,False,False,85.647,"LINESTRING (26.2313186 43.3462712, 26.2302847 43.3464384)",,,
179341322,,Бенковска,residential,False,False,101.262,"LINESTRING (26.2313186 43.3462712, 26.2310464 43.3453823)",,,
179341322,,Бенковска,residential,False,True,101.902,"LINESTRING (26.2313186 43.3462712, 26.2315838 43.3471671)",,,
179341313,202,Аспарух,tertiary,False,True,79.744,"LINESTRING (26.2215844 43.3485489, 26.2217752 43.3478453)",,,
47097703,202,29-ти юни,tertiary,False,False,80.375,"LINESTRING (26.2215844 43.3485489, 26.2215513 43.3486721, 26.2214108 43.3492606)",,,
299921493,,бул. България,residential,False,False,93.276,"LINESTRING (26.2215844 43.3485489, 26.2217067 43.3485405, 26.2226773 43.3486627, 26.2227223 43.3486684)",,,
46770625,204,Райко Даскалов,tertiary,False,True,215.911,"LINESTRING (26.2218632 43.3466229, 26.2245296 43.346725)",,,
179341355,204,Аспарух,tertiary,False,True,58.616,"LINESTRING (26.2218632 43.3466229, 26.2218724 43.3460958)",,,
"[1237310008, 179341313, 179341332]",202,Аспарух,tertiary,False,False,108.062,"LINESTRING (26.2218632 43.3466229, 26.2218338 43.3469402, 26.2217997 43.3473373, 26.2217847 43.347593)",yes,,
47069301,,,residential,True,False,75.919,"LINESTRING (26.2238257 43.3488055, 26.223987 43.3481329)",,,
51745694,,,residential,False,False,22.407,"LINESTRING (26.2238257 43.3488055, 26.2239293 43.3489924)",,,
299921493,,бул. България,residential,False,False,24.143,"LINESTRING (26.2238257 43.3488055, 26.22412 43.3488421)",,,
299921493,,бул. България,residential,False,True,90.514,"LINESTRING (26.2238257 43.3488055, 26.2227223 43.3486684)",,,
47069301,,,residential,True,False,45.394,"LINESTRING (26.223987 43.3481329, 26.2240455 43.3479366, 26.224326 43.347974)",,,
51076664,,Калакоч,residential,True,False,181.685,"LINESTRING (26.223987 43.3481329, 26.2228868 43.3479898, 26.2217752 43.3478453)",,,
179341313,202,Аспарух,tertiary,False,False,79.744,"LINESTRING (26.2217752 43.3478453, 26.2215844 43.3485489)",,,
179341313,202,Аспарух,tertiary,False,True,28.065,"LINESTRING (26.2217752 43.3478453, 26.2217847 43.347593)",,,
51075340,,Христо Ботев,residential,False,False,165.621,"LINESTRING (26.2219317 43.3456526, 26.2230416 43.3444008)",,,
51744427,,Асен Златаров,residential,False,False,194.82999999999998,"LINESTRING (26.2219317 43.3456526, 26.222242 43.3457773, 26.2224024 43.3458183, 26.224287 43.3457973)",,,
179341355,204,Аспарух,tertiary,False,False,49.583999999999996,"LINESTRING (26.2219317 43.3456526, 26.2218976 43.3457939, 26.2218724 43.3460958)",,,
51040490,202,Каломенска,tertiary,False,False,100.557,"LINESTRING (26.2235885 43.3504838, 26.2223658 43.3503186)",,,
51040490,202,Каломенска,tertiary,False,True,34.779,"LINESTRING (26.2235885 43.3504838, 26.224005 43.3505619)",,,
51745694,,,residential,False,True,102.777,"LINESTRING (26.2235885 43.3504838, 26.2238017 43.3495726)",,,
51040490,202,Каломенска,tertiary,False,False,34.779,"LINESTRING (26.224005 43.3505619, 26.2235885 43.3504838)",,,
51075332,,Левски,residential,False,False,103.705,"LINESTRING (26.224005 43.3505619, 26.225286 43.3506079)",,,
51745572,,,residential,False,False,90.905,"LINESTRING (26.224005 43.3505619, 26.2236829 43.3509609, 26.223349 43.3512197)",,,
299921518,202,Дряновска,tertiary,False,True,133.916,"LINESTRING (26.224005 43.3505619, 26.2244034 43.3506688, 26.2255288 43.3510325)",,,
51075349,,Ал. Стамболийски,residential,False,True,120.548,"LINESTRING (26.2269642 43.3514106, 26.227043 43.350328)",,,
299921518,202,Дряновска,tertiary,False,False,59.098,"LINESTRING (26.2269642 43.3514106, 26.2262759 43.3512318)",,,
299921518,202,Дряновска,tertiary,False,True,44.37,"LINESTRING (26.2269642 43.3514106, 26.2272309 43.3514785, 26.2274821 43.3515425)",,,
51040501,,Цар Освободител,residential,False,False,124.267,"LINESTRING (26.2253144 43.3497699, 26.2238017 43.3495726)",,,
51040501,,Цар Освободител,residential,False,True,92.713,"LINESTRING (26.2253144 43.3497699, 26.226443 43.3499171)",,,
299921523,,Сергей Румянцев,residential,False,True,64.692,"LINESTRING (26.2253144 43.3497699, 26.2254432 43.349371, 26.2254972 43.3492035)",,,
299921514,,Дряновска,tertiary,False,True,26.921,"LINESTRING (26.2295617 43.3519405, 26.2298837 43.3520021)",,,
299921514,,Дряновска,tertiary,False,False,80.733,"LINESTRING (26.2295617 43.3519405, 26.2292533 43.3518815, 26.2285961 43.3517557)",,,
299921514,,Дряновска,tertiary,False,True,93.141,"LINESTRING (26.2274821 43.3515425, 26.2285961 43.3517557)",,,
51042713,202,Марко Николов,tertiary,False,False,158.804,"LINESTRING (26.2274821 43.3515425, 26.2273234 43.3516999, 26.226846 43.3519989, 26.226428 43.3522589, 26.2262386 43.3523759, 26.2260143 43.3524812)",,,
"[51030707, 225104205]",,"['Васил Друмев', 'Филип Тотю']",residential,False,"[False, True]",298.839,"LINESTRING (26.2274821 43.3515425, 26.2279848 43.3507969, 26.2302459 43.351224, 26.2304623 43.351242)",,,
299921518,202,Дряновска,tertiary,False,False,44.37,"LINESTRING (26.2274821 43.3515425, 26.2272309 43.3514785, 26.2269642 43.3514106)",,,
47097703,202,29-ти юни,tertiary,False,False,101.602,"LINESTRING (26.2214108 43.3492606, 26.2211994 43.3501613)",,,
51040501,,Цар Освободител,residential,False,True,98.171,"LINESTRING (26.2214108 43.3492606, 26.2226068 43.3494125)",,,
47097703,202,29-ти юни,tertiary,False,True,80.375,"LINESTRING (26.2214108 43.3492606, 26.2215513 43.3486721, 26.2215844 43.3485489)",,,
51040501,,Цар Освободител,residential,False,False,98.245,"LINESTRING (26.2238017 43.3495726, 26.2226068 43.3494125)",,,
51040501,,Цар Освободител,residential,False,True,124.267,"LINESTRING (26.2238017 43.3495726, 26.2253144 43.3497699)",,,
51745694,,,residential,False,False,102.777,"LINESTRING (26.2238017 43.3495726, 26.2235885 43.3504838)",,,
51745694,,,residential,False,True,65.335,"LINESTRING (26.2238017 43.3495726, 26.2239293 43.3489924)",,,
51075349,,Ал. Стамболийски,residential,False,False,120.548,"LINESTRING (26.227043 43.350328, 26.2269642 43.3514106)",,,
51075349,,Ал. Стамболийски,residential,False,True,36.857,"LINESTRING (26.227043 43.350328, 26.2270518 43.3499966)",,,
"[393202440, 179333744]",,"['Добри Чинтулов', 'Филип Тотю']",residential,False,"[False, True]",159.43599999999998,"LINESTRING (26.227043 43.350328, 26.2276339 43.350453, 26.2277477 43.3504999, 26.2282915 43.350125, 26.2285159 43.3499699, 26.2285876 43.3498605)",,,
51040501,,Цар Освободител,residential,False,False,30.33,"LINESTRING (26.2270518 43.3499966, 26.2266825 43.3499488)",,,
51075349,,Ал. Стамболийски,residential,False,False,36.857,"LINESTRING (26.2270518 43.3499966, 26.227043 43.350328)",,,
51075349,,Ал. Стамболийски,residential,False,True,30.391,"LINESTRING (26.2270518 43.3499966, 26.2270825 43.3497242)",,,
51075349,,Ал. Стамболийски,residential,False,False,30.391,"LINESTRING (26.2270825 43.3497242, 26.2270518 43.3499966)",,,
51075349,,Ал. Стамболийски,residential,False,True,34.361,"LINESTRING (26.2270825 43.3497242, 26.2270867 43.3494152)",,,
51036792,,Кирил и Методий,residential,False,True,122.877,"LINESTRING (26.2270825 43.3497242, 26.228181 43.3498543, 26.2285876 43.3498605)",,,
51036792,,Кирил и Методий,residential,False,False,122.877,"LINESTRING (26.2285876 43.3498605, 26.228181 43.3498543, 26.2270825 43.3497242)",,,
51036792,,Кирил и Методий,residential,False,True,48.57,"LINESTRING (26.2285876 43.3498605, 26.228924 43.349831, 26.2291709 43.3497676)",,,
