osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge
178491020,бул. Св. Княз Борис I,tertiary,False,False,64.665,"LINESTRING (23.1163096 42.2631706, 23.1168769 42.2627682)",,,,
178491020,бул. Св. Княз Борис I,tertiary,False,True,48.577,"LINESTRING (23.1163096 42.2631706, 23.1158891 42.2634772)",,,,
52335729,,residential,False,False,172.19,"LINESTRING (23.1163096 42.2631706, 23.1165594 42.2633543, 23.1168778 42.2635882, 23.1170182 42.2637545, 23.117078 42.2638893, 23.1170851 42.2639052, 23.1170851 42.2640682, 23.1169851 42.2642041, 23.1169635 42.2642335, 23.1167387 42.2644201)",,,,
246855707,,residential,False,True,69.084,"LINESTRING (23.1198802 42.2672548, 23.1200033 42.2671807, 23.1200784 42.2670677, 23.1201636 42.266887, 23.1201696 42.2667005)",,,,
1198866321,Цар Освободител,tertiary,False,True,34.215999999999994,"LINESTRING (23.1198802 42.2672548, 23.1198826 42.2672155, 23.1198384 42.2671629, 23.1196349 42.2670217)",2,50,,
216235066,Св. Иван Рилски,tertiary,False,True,157.823,"LINESTRING (23.1093081 42.2629263, 23.1109293 42.2636846)",2,50,,
74130488,Страхил Войвода,tertiary,False,False,146.232,"LINESTRING (23.1093081 42.2629263, 23.1093329 42.2630722, 23.1092593 42.2638665, 23.109221 42.2642373)",2,50,,
216235066,Св. Иван Рилски,tertiary,False,False,83.879,"LINESTRING (23.1093081 42.2629263, 23.1087839 42.2624545, 23.1086618 42.262343)",2,50,,
332131990,Васил Левски,residential,False,True,15.37,"LINESTRING (23.1090387 42.2642674, 23.109221 42.2642373)",2,50,,
684466063,Хан Аспарух,tertiary,False,True,13.388,"LINESTRING (23.1153101 42.2642742, 23.1152752 42.2643918)",2,,,
178491020,бул. Св. Княз Борис I,tertiary,False,False,60.868,"LINESTRING (23.1153101 42.2642742, 23.1154357 42.2638805, 23.1155323 42.2637568)",,,,
216235066,Св. Иван Рилски,tertiary,False,False,104.326,"LINESTRING (23.1153101 42.2642742, 23.1143209 42.2640794, 23.1140815 42.2640439)",2,50,,
332131992,Крайречна,residential,False,True,30.569,"LINESTRING (23.1100413 42.2657663, 23.1097015 42.2658774)",2,50,,
74130488,Страхил Войвода,tertiary,False,False,98.11,"LINESTRING (23.1100413 42.2657663, 23.1101857 42.2658626, 23.1109761 42.2663134)",2,50,,
74130488,Страхил Войвода,tertiary,False,True,61.534,"LINESTRING (23.1100413 42.2657663, 23.1099319 42.2656407, 23.1096966 42.2652762)",2,50,,
216235068,Руен,residential,False,True,31.363999999999997,"LINESTRING (23.1100413 42.2657663, 23.1101922 42.2656399, 23.1103139 42.265571)",2,50,,
332151571,Цар Симеон Велики,residential,False,True,193.05,"LINESTRING (23.1196633 42.2601419, 23.1194267 42.2592031, 23.1192981 42.2587064, 23.1192281 42.2584359)",,,,
332249289,Одрин,tertiary,False,False,52.687,"LINESTRING (23.1196633 42.2601419, 23.1197883 42.2600944, 23.1199454 42.2600806, 23.1202868 42.2600744)",,,,
332249289,Одрин,tertiary,False,True,77.503,"LINESTRING (23.1196633 42.2601419, 23.1193642 42.2603445, 23.1191175 42.2605208, 23.1190026 42.2606359)",,,,
216198289,Св. Георги,residential,False,True,47.214,"LINESTRING (23.1151461 42.2621419, 23.1151264 42.2621282, 23.1151102 42.2621169, 23.1147278 42.2618513)",,,,
220183714,Булаир,residential,False,False,140.56,"LINESTRING (23.1151461 42.2621419, 23.1151809 42.2621046, 23.115861 42.261458, 23.116005 42.2613037, 23.1161574 42.2611244)",,,,
220183714,Булаир,residential,False,True,241.216,"LINESTRING (23.1151461 42.2621419, 23.1151085 42.2621783, 23.1148548 42.2624367, 23.1148003 42.2624923, 23.1141431 42.2631619, 23.1140157 42.2633181, 23.1138028 42.2636024, 23.1136885 42.2637809, 23.1136495 42.2638419, 23.1135858 42.2639687)",,,,
216235066,Св. Иван Рилски,tertiary,False,True,41.64,"LINESTRING (23.1135858 42.2639687, 23.1140815 42.2640439)",2,50,,
216235066,Св. Иван Рилски,tertiary,False,False,160.899,"LINESTRING (23.1135858 42.2639687, 23.1131625 42.2639249, 23.1128077 42.2639021, 23.111637 42.2638662)",2,50,,
220183714,Булаир,residential,False,False,241.216,"LINESTRING (23.1135858 42.2639687, 23.1136495 42.2638419, 23.1136885 42.2637809, 23.1138028 42.2636024, 23.1140157 42.2633181, 23.1141431 42.2631619, 23.1148003 42.2624923, 23.1148548 42.2624367, 23.1151085 42.2621783, 23.1151461 42.2621419)",,,,
216235066,Св. Иван Рилски,tertiary,False,False,41.64,"LINESTRING (23.1140815 42.2640439, 23.1135858 42.2639687)",2,50,,
801740438,Хан Крум,residential,True,False,88.138,"LINESTRING (23.1140815 42.2640439, 23.113506 42.2647124)",1,50,,
216235066,Св. Иван Рилски,tertiary,False,True,104.326,"LINESTRING (23.1140815 42.2640439, 23.1143209 42.2640794, 23.1153101 42.2642742)",2,50,,
219334292,Ген. Кирил Вазов,residential,False,False,71.029,"LINESTRING (23.1116778 42.2585374, 23.1113188 42.2591183)",,,,
219334301,Княз Ал. Батенберг,residential,False,False,143.559,"LINESTRING (23.1116778 42.2585374, 23.1134047 42.2587198)",,,,
