osmid,ref,name,highway,oneway,reversed,length,geometry,access,junction
30063374,56,Ген. Столетов,secondary,False,True,24.131,"LINESTRING (25.2086436 42.5958881, 25.2088957 42.5957756)",,
243323181,,Трети март,residential,False,True,209.188,"LINESTRING (25.2086436 42.5958881, 25.2068121 42.5945761)",,
30063374,56,Ген. Столетов,secondary,False,False,104.79599999999999,"LINESTRING (25.2086436 42.5958881, 25.2084647 42.5959616, 25.2074996 42.5963108)",,
243326796,,,residential,False,False,50.52,"LINESTRING (25.2064774 42.5981925, 25.2058789 42.5980815)",,
509072688,56,Ген. Столетов,secondary,False,True,74.912,"LINESTRING (25.2064774 42.5981925, 25.2066082 42.5976763, 25.206642 42.5975298)",,
243301862,,Пенчо Славейков,residential,False,True,145.115,"LINESTRING (25.2094445 42.5940734, 25.2083498 42.5930469)",,
243323263,56,Христо Ботев,secondary,False,True,21.599,"LINESTRING (25.2094445 42.5940734, 25.2094705 42.5938801)",,
243323264,56,Христо Ботев,secondary,False,False,100.408,"LINESTRING (25.2094445 42.5940734, 25.2093431 42.5949733)",,
243301853,,,residential,False,False,60.607,"LINESTRING (25.2095898 42.5924096, 25.2088818 42.592569)",,
243323263,56,Христо Ботев,secondary,False,True,57.928,"LINESTRING (25.2095898 42.5924096, 25.209416 42.5919046)",,
243323263,56,Христо Ботев,secondary,False,False,96.167,"LINESTRING (25.2095898 42.5924096, 25.2096111 42.5925061, 25.2096281 42.5925978, 25.2096324 42.5927137, 25.2095718 42.5931278, 25.2095527 42.5932692)",,
153204295,SZR1133,Асен Златаров,unclassified,False,True,44.839,"LINESTRING (25.2102557 42.5951593, 25.2097083 42.5951742)",,
1250948085,,23ти Пехотен Шипченски Полк,residential,True,False,92.793,"LINESTRING (25.2102557 42.5951593, 25.2103247 42.5958515, 25.2103306 42.5959244, 25.2103284 42.5959918)",,
235210776,,,residential,False,True,125.484,"LINESTRING (25.2097803 42.5964946, 25.2094025 42.5975883)",,
509072702,,Трети март,residential,False,True,56.504,"LINESTRING (25.2097803 42.5964946, 25.2091062 42.5963852)",,
235210776,,,residential,False,False,61.612,"LINESTRING (25.2097803 42.5964946, 25.2099323 42.5960521, 25.2099457 42.5960047, 25.2099546 42.5959559)",,
509072702,,Трети март,residential,False,False,29.305999999999997,"LINESTRING (25.2097803 42.5964946, 25.2099304 42.5965243, 25.2101251 42.5965655)",,
509072700,,Княз Павел,residential,False,True,115.942,"LINESTRING (25.2087831 42.5974004, 25.2091062 42.5963852)",,
153204285,,23ти Пехотен Шипченски Полк,residential,False,True,78.013,"LINESTRING (25.2097788 42.5976458, 25.210003 42.5969639)",,
176392054,,Освобождение,residential,False,False,52.492000000000004,"LINESTRING (25.206642 42.5975298, 25.2065381 42.5975383, 25.2064257 42.5975279, 25.2063482 42.5975161, 25.2060271 42.5974246)",yes,
509072688,56,Ген. Столетов,secondary,False,False,74.912,"LINESTRING (25.206642 42.5975298, 25.2066082 42.5976763, 25.2064774 42.5981925)",,
509072688,56,Ген. Столетов,secondary,False,True,74.503,"LINESTRING (25.206642 42.5975298, 25.2067283 42.5971569, 25.2067714 42.5970067, 25.2068413 42.5968784)",,
