osmid,oneway,ref,highway,reversed,length,geometry,lanes,name,maxspeed,bridge
408465868,True,6;208;539,tertiary,False,28.227999999999998,"LINESTRING (27.2486318 42.6986301, 27.2487255 42.6985588, 27.2488322 42.69852, 27.2489221 42.6985075)",,,,
666254500,False,539,tertiary,True,94.12,"LINESTRING (27.2486318 42.6986301, 27.2479767 42.6983131, 27.2476728 42.6981614)",2,Теню Мангъров,90,
1172268426,False,6,primary,False,66.456,"LINESTRING (27.248819 42.699113, 27.2494643 42.6987493)",2,Славянска,50,
105788099,False,6,primary,False,111.631,"LINESTRING (27.248819 42.699113, 27.2487312 42.6991815, 27.2487273 42.6991845, 27.2486309 42.6992587, 27.2484268 42.6994454, 27.2480406 42.6999323)",2,Славянска,50,
408465868,True,6;208;539,tertiary,False,57.496,"LINESTRING (27.248819 42.699113, 27.2487686 42.6990464, 27.248622 42.6987899, 27.2486069 42.6987083, 27.2486318 42.6986301)",,,,
185309114,False,,residential,False,68.96,"LINESTRING (27.2569696 42.7000937, 27.2573603 42.699544)",2,Цар Самуил,50,
185309114,False,,residential,True,37.537,"LINESTRING (27.2569696 42.7000937, 27.2565223 42.7001705)",2,Цар Самуил,50,
585497346,False,,residential,False,79.955,"LINESTRING (27.2569696 42.7000937, 27.257362 42.7002569, 27.2573619 42.7006446)",2,Николай Велков,50,
185309151,False,,residential,False,81.415,"LINESTRING (27.2554376 42.7003912, 27.2558681 42.7010515)",2,Братя Миладинови,50,
185309151,False,,residential,True,72.236,"LINESTRING (27.2554376 42.7003912, 27.254596 42.7001925)",2,Братя Миладинови,50,
185309150,False,,residential,False,132.648,"LINESTRING (27.2554376 42.7003912, 27.2552954 42.6997794, 27.2552038 42.6992111)",2,Ченгелиеви,50,
185309139,False,,residential,True,139.298,"LINESTRING (27.255781 42.6989867, 27.2547228 42.6980046)",2,Караманлиев,50,
209490376,False,,residential,True,53.362,"LINESTRING (27.255781 42.6989867, 27.2552038 42.6992111)",2,,50,
185309139,False,,residential,False,243.06500000000003,"LINESTRING (27.255781 42.6989867, 27.2559312 42.6991444, 27.256473 42.7005479, 27.2564716 42.7006335, 27.2564544 42.7006977, 27.2562852 42.7010605)",2,Караманлиев,50,
185309129,False,,residential,False,62.241,"LINESTRING (27.25469 42.7010594, 27.2549222 42.7015925)",2,Богориди,50,
307806002,False,,residential,False,66.81,"LINESTRING (27.25469 42.7010594, 27.2538987 42.7009083)",2,Ген.Гурко,50,
307806002,False,,residential,True,96.275,"LINESTRING (27.25469 42.7010594, 27.2558681 42.7010515)",2,Ген.Гурко,50,
185309129,False,,residential,True,97.22200000000001,"LINESTRING (27.25469 42.7010594, 27.2545699 42.7002631, 27.254596 42.7001925)",2,Богориди,50,
307806002,False,,residential,True,7.74,"LINESTRING (27.2512983 42.7004861, 27.2513839 42.7004563)",2,Ген.Гурко,50,
1046701533,False,,residential,False,76.147,"LINESTRING (27.2512983 42.7004861, 27.2517003 42.7011039)",,Христо Ботев,,
1046701533,False,,residential,True,156.251,"LINESTRING (27.2512983 42.7004861, 27.2504585 42.6992237)",,Христо Ботев,,
585497340,False,,residential,False,46.375,"LINESTRING (27.2573619 42.7006446, 27.2568683 42.7008504)",2,Ген.Гурко,50,
585497340,False,,residential,True,71.53099999999999,"LINESTRING (27.2573619 42.7006446, 27.2578005 42.7004696, 27.2578617 42.7004452, 27.2578777 42.7004388, 27.2581312 42.7003377)",2,Ген.Гурко,50,
585497346,False,,residential,False,90.74799999999999,"LINESTRING (27.2573619 42.7006446, 27.2573552 42.7009405, 27.2573434 42.7014606)",2,Николай Велков,50,
585497346,False,,residential,True,79.955,"LINESTRING (27.2573619 42.7006446, 27.257362 42.7002569, 27.2569696 42.7000937)",2,Николай Велков,50,
185408530,False,,residential,True,10.3,"LINESTRING (27.2543914 42.7017953, 27.2545161 42.7017818)",2,Паскал Янакиев,50,
185408530,False,,residential,False,30.518,"LINESTRING (27.2543914 42.7017953, 27.254259 42.7018096, 27.2540217 42.7018342)",2,Паскал Янакиев,50,
209490208,False,,residential,False,118.063,"LINESTRING (27.2543914 42.7017953, 27.2544565 42.7020621, 27.2545701 42.7025276, 27.2546464 42.7028404)",2,,50,
185309129,False,,residential,True,70.16,"LINESTRING (27.254596 42.7001925, 27.2548434 42.6995883)",2,Богориди,50,
185309151,False,,residential,False,72.236,"LINESTRING (27.254596 42.7001925, 27.2554376 42.7003912)",2,Братя Миладинови,50,
185309151,False,,residential,True,51.727,"LINESTRING (27.254596 42.7001925, 27.2539927 42.7000517)",2,Братя Миладинови,50,
185309129,False,,residential,False,97.22200000000001,"LINESTRING (27.254596 42.7001925, 27.2545699 42.7002631, 27.25469 42.7010594)",2,Богориди,50,
585497346,False,,residential,False,84.564,"LINESTRING (27.2573434 42.7014606, 27.2573458 42.7022211)",2,Николай Велков,50,
585497346,False,,residential,True,90.74799999999999,"LINESTRING (27.2573434 42.7014606, 27.2573552 42.7009405, 27.2573619 42.7006446)",2,Николай Велков,50,
185309151,False,,residential,True,81.415,"LINESTRING (27.2558681 42.7010515, 27.2554376 42.7003912)",2,Братя Миладинови,50,
307806002,False,,residential,False,96.275,"LINESTRING (27.2558681 42.7010515, 27.25469 42.7010594)",2,Ген.Гурко,50,
238528764,False,,residential,True,34.111999999999995,"LINESTRING (27.2558681 42.7010515, 27.2560186 42.7010587, 27.2561464 42.7010596, 27.2562852 42.7010605)",2,Ген.Гурко,50,
185309120,False,,residential,True,77.937,"LINESTRING (27.2539286 42.6986459, 27.2538007 42.6989709, 27.2536636 42.6993192)",2,Неофит Рилски,50,
"[185309145, 185309109]",False,,residential,False,194.47199999999998,"LINESTRING (27.2539286 42.6986459, 27.2534548 42.6986849, 27.252968 42.698725, 27.2525645 42.6997203)",2,Васил Априлов,50,
185309145,False,,residential,True,105.422,"LINESTRING (27.2539286 42.6986459, 27.2542092 42.6986595, 27.2550579 42.6990603)",2,Васил Априлов,50,
185309126,False,,residential,True,95.225,"LINESTRING (27.2536957 42.7008798, 27.2539927 42.7000517)",2,Райна Княгиня,50,
307806002,False,,residential,False,50.705,"LINESTRING (27.2536957 42.7008798, 27.253091 42.7007776)",2,Ген.Гурко,50,
307806002,False,,residential,True,16.889,"LINESTRING (27.2536957 42.7008798, 27.2538987 42.7009083)",2,Ген.Гурко,50,
185309114,False,,residential,False,73.173,"LINESTRING (27.2573603 42.699544, 27.2577685 42.6989583)",2,Цар Самуил,50,
185309114,False,,residential,True,68.96,"LINESTRING (27.2573603 42.699544, 27.2569696 42.7000937)",2,Цар Самуил,50,
185309152,False,,residential,False,112.385,"LINESTRING (27.2573603 42.699544, 27.2561314 42.6990903)",2,Хан Омуртаг,50,
185309126,False,,residential,False,95.225,"LINESTRING (27.2539927 42.7000517, 27.2536957 42.7008798)",2,Райна Княгиня,50,
185309151,False,,residential,False,51.727,"LINESTRING (27.2539927 42.7000517, 27.254596 42.7001925)",2,Братя Миладинови,50,
185309151,False,,residential,True,50.275,"LINESTRING (27.2539927 42.7000517, 27.2534068 42.6999138)",2,Братя Миладинови,50,
185309128,False,,residential,False,103.445,"LINESTRING (27.2540217 42.7018342, 27.2538987 42.7009083)",2,Щерю Русев,50,
185408530,False,,residential,False,22.38,"LINESTRING (27.2540217 42.7018342, 27.2537531 42.7018735)",2,Паскал Янакиев,50,
185408644,False,,residential,True,109.075,"LINESTRING (27.2540217 42.7018342, 27.2528305 42.7013916)",2,Паисий,50,
185408530,False,,residential,True,30.518,"LINESTRING (27.2540217 42.7018342, 27.254259 42.7018096, 27.2543914 42.7017953)",2,Паскал Янакиев,50,
185309120,False,,residential,False,71.515,"LINESTRING (27.2528305 42.7013916, 27.253091 42.7007776)",2,Неофит Рилски,50,
185408644,False,,residential,False,109.075,"LINESTRING (27.2528305 42.7013916, 27.2540217 42.7018342)",2,Паисий,50,
"[185309148, 185408644]",False,,residential,"[False, True]",101.581,"LINESTRING (27.2528305 42.7013916, 27.2518184 42.7010578, 27.2517003 42.7011039)",2,Паисий,50,
185309128,False,,residential,True,103.445,"LINESTRING (27.2538987 42.7009083, 27.2540217 42.7018342)",2,Щерю Русев,50,
