osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[260481416, 183815075, 574761997]",2,Свети Спас,residential,90,False,"[False, True]",333.68399999999997,yes,"LINESTRING (23.0041942 42.3622543, 23.0041799 42.3624518, 23.0041697 42.3627142, 23.0040496 42.3643473, 23.0041064 42.3646374, 23.0042942 42.3648867, 23.0045428 42.3651568)"
183816369,,Стефан Стамболов,residential,,False,False,48.595,,"LINESTRING (23.0076947 42.3636888, 23.0072202 42.3634279)"
183816369,,Стефан Стамболов,residential,,False,True,188.753,,"LINESTRING (23.0076947 42.3636888, 23.0093362 42.3645648, 23.0094805 42.364656, 23.0095285 42.3647057)"
574785456,,,residential,,False,False,206.85500000000002,,"LINESTRING (23.0076947 42.3636888, 23.0077528 42.3633975, 23.0077907 42.363373, 23.0078476 42.3633642, 23.0079329 42.3633642, 23.008023 42.3633818, 23.0080893 42.3634168, 23.0082102 42.3635043, 23.0084803 42.3636339, 23.0087101 42.3637249, 23.0089566 42.3637949, 23.0092954 42.363879, 23.0094139 42.3638947, 23.0096129 42.3638807, 23.0096698 42.363879)"
183816358,,,residential,,False,False,171.692,,"LINESTRING (23.0111327 42.3663048, 23.0105909 42.3654645, 23.0098453 42.365195)"
572811714,,Комсомолска,residential,,False,False,194.888,,"LINESTRING (23.0098955 42.3675972, 23.0089208 42.3682974, 23.0088152 42.3683341, 23.0085604 42.3683571, 23.007931 42.3682741)"
572811714,,Комсомолска,residential,,False,True,79.304,,"LINESTRING (23.0098955 42.3675972, 23.0101731 42.3673861, 23.0102583 42.3673115, 23.0103715 42.3671768, 23.0104363 42.3670213)"
574700973,,Иван Вазов,residential,,False,False,393.313,,"LINESTRING (23.0098955 42.3675972, 23.0092394 42.3674931, 23.008435 42.367446, 23.007906 42.367436, 23.0071738 42.3674463, 23.0065783 42.367474, 23.0064389 42.3675097, 23.0063852 42.367581, 23.0063452 42.367747, 23.006176 42.368449)"
572820027,,,residential,,False,False,41.593,,"LINESTRING (23.0054572 42.3650523, 23.0053287 42.3654141)"
183816363,,Димитър Благоев,residential,,False,True,227.582,,"LINESTRING (23.0054572 42.3650523, 23.0057415 42.3642081, 23.0058453 42.3639323, 23.0059727 42.3637086, 23.0063664 42.3631298)"
574762018,,Никола Вапцаров,residential,,False,False,344.818,,"LINESTRING (23.0054572 42.3650523, 23.0058277 42.3650523, 23.0058958 42.3650523, 23.0075707 42.3650523, 23.0076941 42.3650206, 23.0088046 42.3650087, 23.0089285 42.3649929, 23.0090577 42.3649478, 23.0095285 42.3647057)"
183816370,,,residential,,False,False,30.369,,"LINESTRING (23.0049636 42.3676682, 23.0051199 42.3675683, 23.0052556 42.3675016)"
183816352,,,residential,,False,False,60.202000000000005,,"LINESTRING (23.0052086 42.3668239, 23.0052963 42.3668229, 23.0059413 42.3668159)"
574761986,2,Димитър Благоев,residential,90,False,False,75.474,,"LINESTRING (23.0052086 42.3668239, 23.0052496 42.36728, 23.0052556 42.3675016)"
574761986,2,Димитър Благоев,residential,90,False,True,128.12199999999999,,"LINESTRING (23.0052086 42.3668239, 23.0052074 42.3663827, 23.005203 42.3663168, 23.0052061 42.3659246, 23.0052061 42.3659101, 23.0051637 42.3657463, 23.0051128 42.3656854)"
183816369,,Стефан Стамболов,residential,,False,True,48.595,,"LINESTRING (23.0072202 42.3634279, 23.0076947 42.3636888)"
183816360,,,residential,,False,True,74.17,,"LINESTRING (23.0072202 42.3634279, 23.0072701 42.3631044, 23.0072983 42.3629272, 23.007324 42.3627653)"
"[183816369, 574762019]",,Стефан Стамболов,residential,,False,False,78.763,,"LINESTRING (23.0072202 42.3634279, 23.0068795 42.3632522, 23.0066747 42.3631782, 23.0063664 42.3631298)"
574754151,,Васил Коларов,residential,,False,True,15.75,,"LINESTRING (23.0106183 42.3670658, 23.0104363 42.3670213)"
183816369,,Стефан Стамболов,residential,,False,False,150.531,,"LINESTRING (23.0106183 42.3670658, 23.0106982 42.3669271, 23.0107089 42.3668002, 23.0106606 42.3666298, 23.0101784 42.3658014)"
572811715,,Васил Коларов,residential,,False,False,213.559,,"LINESTRING (23.0106183 42.3670658, 23.0107352 42.3672002, 23.0107787 42.3673471, 23.0107725 42.3675353, 23.0102637 42.3689069)"
183816369,,Стефан Стамболов,residential,,False,True,72.771,,"LINESTRING (23.0098453 42.365195, 23.0101784 42.3658014)"
183816358,,,residential,,False,True,171.692,,"LINESTRING (23.0098453 42.365195, 23.0105909 42.3654645, 23.0111327 42.3663048)"
183816369,,Стефан Стамболов,residential,,False,False,60.315,,"LINESTRING (23.0098453 42.365195, 23.0095883 42.3647947, 23.0095285 42.3647057)"
183816356,,,residential,,False,False,65.018,,"LINESTRING (23.0093872 42.365814, 23.0101784 42.3658014)"
"[574779994, 572825220]",,,residential,,False,"[False, True]",271.26,,"LINESTRING (23.007277 42.3693754, 23.0070265 42.3696436, 23.0068617 42.3698549, 23.0067404 42.369966, 23.0065658 42.3700699, 23.0063961 42.3701416, 23.0062603 42.3701774, 23.0060576 42.3701869, 23.0060838 42.3700085, 23.00613 42.3698784, 23.0061762 42.3697846, 23.0063783 42.3695393, 23.0064072 42.3694839, 23.0064072 42.3694327, 23.0063898 42.3693858, 23.0063465 42.3693474, 23.0062455 42.369309, 23.0061445 42.3692877, 23.0060244 42.3692881)"
574812897,,,residential,,False,True,135.94799999999998,,"LINESTRING (23.007277 42.3693754, 23.0078499 42.3686528, 23.0079039 42.3685144, 23.007931 42.3682741)"
574762019,,,residential,,False,True,69.62599999999999,,"LINESTRING (23.0064281 42.3625076, 23.0064189 42.3626596, 23.0064273 42.3627666, 23.0064074 42.3629846, 23.0063664 42.3631298)"
183816370,,,residential,,False,False,98.68199999999999,,"LINESTRING (23.0052556 42.3675016, 23.0053107 42.3673983, 23.0054063 42.3671843, 23.0055001 42.3670737, 23.0055984 42.3669842, 23.0057313 42.3669033, 23.0059413 42.3668159)"
183816370,,,residential,,False,True,30.369,,"LINESTRING (23.0052556 42.3675016, 23.0051199 42.3675683, 23.0049636 42.3676682)"
574761986,2,Димитър Благоев,residential,90,False,False,285.549,,"LINESTRING (23.0052556 42.3675016, 23.0052711 42.3677275, 23.0052071 42.3680383, 23.0047806 42.3700411)"
574761986,2,Димитър Благоев,residential,90,False,True,75.474,,"LINESTRING (23.0052556 42.3675016, 23.0052496 42.36728, 23.0052086 42.3668239)"
183816363,,Димитър Благоев,residential,,False,False,227.582,,"LINESTRING (23.0063664 42.3631298, 23.0059727 42.3637086, 23.0058453 42.3639323, 23.0057415 42.3642081, 23.0054572 42.3650523)"
574762019,,,residential,,False,False,69.626,,"LINESTRING (23.0063664 42.3631298, 23.0064074 42.3629846, 23.0064273 42.3627666, 23.0064189 42.3626596, 23.0064281 42.3625076)"
"[183816369, 574762019]",,Стефан Стамболов,residential,,False,True,78.763,,"LINESTRING (23.0063664 42.3631298, 23.0066747 42.3631782, 23.0068795 42.3632522, 23.0072202 42.3634279)"
574700973,,Иван Вазов,residential,,False,False,94.131,,"LINESTRING (23.006176 42.368449, 23.0060244 42.3692881)"
572811714,,Комсомолска,residential,,False,True,152.324,,"LINESTRING (23.006176 42.368449, 23.0071899 42.3681478, 23.0072942 42.3681566, 23.007931 42.3682741)"
574700973,,Иван Вазов,residential,,False,True,393.313,,"LINESTRING (23.006176 42.368449, 23.0063452 42.367747, 23.0063852 42.367581, 23.0064389 42.3675097, 23.0065783 42.367474, 23.0071738 42.3674463, 23.007906 42.367436, 23.008435 42.367446, 23.0092394 42.3674931, 23.0098955 42.3675972)"
183816360,,,residential,,False,False,74.17,,"LINESTRING (23.007324 42.3627653, 23.0072983 42.3629272, 23.0072701 42.3631044, 23.0072202 42.3634279)"
572811715,,Васил Коларов,residential,,False,True,212.038,,"LINESTRING (23.0108597 42.3705813, 23.0106979 42.3705606, 23.0105861 42.3705285, 23.0104556 42.3704275, 23.0103499 42.370253, 23.0101946 42.3695966, 23.0101573 42.3693441, 23.0101884 42.36911, 23.0102637 42.3689069)"
183816356,,,residential,,False,True,65.018,,"LINESTRING (23.0101784 42.3658014, 23.0093872 42.365814)"
183816369,,Стефан Стамболов,residential,,False,False,72.771,,"LINESTRING (23.0101784 42.3658014, 23.0098453 42.365195)"
183816369,,Стефан Стамболов,residential,,False,True,150.531,,"LINESTRING (23.0101784 42.3658014, 23.0106606 42.3666298, 23.0107089 42.3668002, 23.0106982 42.3669271, 23.0106183 42.3670658)"
572811714,,Комсомолска,residential,,False,False,152.324,,"LINESTRING (23.007931 42.3682741, 23.0072942 42.3681566, 23.0071899 42.3681478, 23.006176 42.368449)"
572811714,,Комсомолска,residential,,False,True,194.888,,"LINESTRING (23.007931 42.3682741, 23.0085604 42.3683571, 23.0088152 42.3683341, 23.0089208 42.3682974, 23.0098955 42.3675972)"
574812897,,,residential,,False,False,135.94799999999998,,"LINESTRING (23.007931 42.3682741, 23.0079039 42.3685144, 23.0078499 42.3686528, 23.007277 42.3693754)"
183816352,,,residential,,False,True,60.202000000000005,,"LINESTRING (23.0059413 42.3668159, 23.0052963 42.3668229, 23.0052086 42.3668239)"
183816370,,,residential,,False,True,98.682,,"LINESTRING (23.0059413 42.3668159, 23.0057313 42.3669033, 23.0055984 42.3669842, 23.0055001 42.3670737, 23.0054063 42.3671843, 23.0053107 42.3673983, 23.0052556 42.3675016)"
574754151,,Васил Коларов,residential,,False,False,372.40000000000003,,"LINESTRING (23.0059413 42.3668159, 23.0064549 42.3668121, 23.0071979 42.36681, 23.0078443 42.3668082, 23.0081795 42.3668091, 23.0093142 42.3668121, 23.0099204 42.3668954, 23.0104363 42.3670213)"
183816369,,Стефан Стамболов,residential,,False,False,188.753,,"LINESTRING (23.0095285 42.3647057, 23.0094805 42.364656, 23.0093362 42.3645648, 23.0076947 42.3636888)"
183816369,,Стефан Стамболов,residential,,False,True,60.315,,"LINESTRING (23.0095285 42.3647057, 23.0095883 42.3647947, 23.0098453 42.365195)"
574762018,,Никола Вапцаров,residential,,False,True,344.81800000000004,,"LINESTRING (23.0095285 42.3647057, 23.0090577 42.3649478, 23.0089285 42.3649929, 23.0088046 42.3650087, 23.0076941 42.3650206, 23.0075707 42.3650523, 23.0058958 42.3650523, 23.0058277 42.3650523, 23.0054572 42.3650523)"
574754151,,Васил Коларов,residential,,False,False,15.75,,"LINESTRING (23.0104363 42.3670213, 23.0106183 42.3670658)"
572811714,,Комсомолска,residential,,False,False,79.304,,"LINESTRING (23.0104363 42.3670213, 23.0103715 42.3671768, 23.0102583 42.3673115, 23.0101731 42.3673861, 23.0098955 42.3675972)"
