osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge
1087529068,Бистрица,residential,40,False,False,77.99,,"LINESTRING (23.2822232 41.5622552, 23.2824581 41.5629342)",
1087529068,Бистрица,residential,40,False,True,49.984,,"LINESTRING (23.2822232 41.5622552, 23.2820576 41.5618231)",
1087529069,,residential,50,True,False,191.57600000000002,2,"LINESTRING (23.2822232 41.5622552, 23.2822919 41.5621245, 23.282308 41.5617071, 23.282367 41.5615666, 23.2824475 41.5614462, 23.2825119 41.5613659, 23.2826245 41.5612936, 23.2827318 41.5612415, 23.2829088 41.5611933, 23.2831449 41.5611491, 23.2833241 41.5611011, 23.2834667 41.5610528)",
1087529068,Бистрица,residential,40,False,False,49.984,,"LINESTRING (23.2820576 41.5618231, 23.2822232 41.5622552)",
61421399,Поленишки път,unclassified,50,False,False,265.212,,"LINESTRING (23.2831462 41.5667476, 23.2832198 41.5667219, 23.2832475 41.5666709, 23.2831894 41.5658511, 23.2832457 41.5656665, 23.2834335 41.5655963, 23.2836373 41.5656404, 23.2845895 41.5662585)",
61957539,Бистрица,residential,40,False,True,430.049,,"LINESTRING (23.2831462 41.5667476, 23.2830819 41.5666834, 23.2830287 41.5665811, 23.2829882 41.5663403, 23.2828753 41.5647619, 23.2824581 41.5629342)",
1087529068,Бистрица,residential,40,False,True,77.99,,"LINESTRING (23.2824581 41.5629342, 23.2822232 41.5622552)",
"[213581452, 61957532, 213581453]",Воден,residential,50,False,False,61.003,2,"LINESTRING (23.2824581 41.5629342, 23.2823885 41.5629632, 23.2822299 41.5630293, 23.2819137 41.5631612, 23.2818139 41.5631958)",yes
61957539,Бистрица,residential,40,False,False,430.04900000000004,,"LINESTRING (23.2824581 41.5629342, 23.2828753 41.5647619, 23.2829882 41.5663403, 23.2830287 41.5665811, 23.2830819 41.5666834, 23.2831462 41.5667476)",
60440044,Пере Тошев,residential,,False,False,93.723,,"LINESTRING (23.2772544 41.5622503, 23.2770385 41.5619308, 23.2767643 41.5614915)",
61992745,Даскал Козарев,residential,,False,True,84.959,,"LINESTRING (23.2772544 41.5622503, 23.2770255 41.5621927, 23.2766279 41.5622128, 23.2762824 41.5623332)",
169034120,,residential,,False,True,108.268,,"LINESTRING (23.2772544 41.5622503, 23.2772369 41.5623937, 23.2771508 41.5626508, 23.277078 41.5632128)",
1087531038,Пере Тошев,residential,,True,False,157.974,,"LINESTRING (23.2772544 41.5622503, 23.2775039 41.5624102, 23.2775967 41.5624697, 23.2781841 41.56346)",
61992739,Христо Ботев,residential,,False,False,64.82300000000001,,"LINESTRING (23.2799131 41.5674525, 23.2803309 41.5678192, 23.2803757 41.5679146)",
61992739,Христо Ботев,residential,,False,True,173.399,,"LINESTRING (23.2799131 41.5674525, 23.27887 41.5664359, 23.278574 41.5662682)",
169034121,Васил Кънчев,residential,,False,False,72.988,,"LINESTRING (23.2799131 41.5674525, 23.280042 41.5674136, 23.2801901 41.5673689, 23.2807267 41.5672069)",
169034121,Васил Кънчев,residential,,False,True,143.755,,"LINESTRING (23.2799131 41.5674525, 23.2798664 41.5675442, 23.2798814 41.5681572, 23.2800849 41.5687185)",
169034121,Васил Кънчев,residential,,False,False,33.772,,"LINESTRING (23.2807267 41.5672069, 23.2809247 41.5671714, 23.2811208 41.5671341)",
169034121,Васил Кънчев,residential,,False,True,72.988,,"LINESTRING (23.2807267 41.5672069, 23.2801901 41.5673689, 23.280042 41.5674136, 23.2799131 41.5674525)",
330043511,,residential,,False,True,246.419,,"LINESTRING (23.2807267 41.5672069, 23.2806743 41.5670547, 23.2805659 41.5667402, 23.2795871 41.5662115, 23.2793809 41.5657774, 23.2792244 41.5654262)",
61957536,Св. Св. Кирил и Методий,residential,,False,False,42.276,,"LINESTRING (23.2778887 41.5648856, 23.2777245 41.5645258)",
61957536,Св. Св. Кирил и Методий,residential,,False,True,135.346,,"LINESTRING (23.2778887 41.5648856, 23.278452 41.5660275)",
330043512,Отец Паисий,residential,,False,False,96.979,,"LINESTRING (23.2778887 41.5648856, 23.2768009 41.565199)",
"[330043512, 723033134]",Отец Паисий,residential,,False,"[False, True]",39.119,,"LINESTRING (23.2778887 41.5648856, 23.2781114 41.5648254, 23.2783062 41.5649216)",
61957536,Св. Св. Кирил и Методий,residential,,False,True,97.249,,"LINESTRING (23.2773305 41.5637024, 23.2777245 41.5645258)",
169034120,,residential,,False,False,58.354,,"LINESTRING (23.2773305 41.5637024, 23.277078 41.5632128)",
325849499,Княз Борис,residential,50,True,False,33.164,,"LINESTRING (23.2773305 41.5637024, 23.2769485 41.5637876)",
795645890,Георги Казепов,residential,40,True,False,60.567,2,"LINESTRING (23.277808 41.5611647, 23.278474 41.5609448)",
216611520,Георги Казепов,residential,50,False,True,94.13600000000001,2,"LINESTRING (23.277808 41.5611647, 23.2776291 41.5612235, 23.2767643 41.5614915)",
213581452,Воден,residential,50,False,False,92.759,2,"LINESTRING (23.2818139 41.5631958, 23.2807897 41.5635254)",
"[61957532, 213581452, 213581453]",Воден,residential,50,False,True,61.003,2,"LINESTRING (23.2818139 41.5631958, 23.2819137 41.5631612, 23.2822299 41.5630293, 23.2823885 41.5629632, 23.2824581 41.5629342)",yes
