osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge
945814362,2,Даме Груев,residential,50,False,True,19.13,,"LINESTRING (23.6663237 42.0197784, 23.6661199 42.0198601)",
205010241,2,,secondary,,False,False,172.805,84,"LINESTRING (23.6663237 42.0197784, 23.6659562 42.0195464, 23.6654943 42.0193055, 23.6650689 42.0191096, 23.6645807 42.0189301)",
205010241,2,,secondary,,False,True,426.065,84,"LINESTRING (23.6663237 42.0197784, 23.6669245 42.0202446, 23.6672509 42.0204478, 23.6675559 42.0205796, 23.6678041 42.0206333, 23.6678611 42.0206457, 23.6682066 42.0206676, 23.6685695 42.0206459, 23.6688715 42.0206594, 23.6691931 42.0207135, 23.669483 42.0208075, 23.6707736 42.021422)",
"[205010248, 205010249, 205010247]",,Даме Груев,residential,,False,True,56.254000000000005,,"LINESTRING (23.6663237 42.0197784, 23.6665088 42.0196469, 23.6667368 42.0194785, 23.6668092 42.0194237)",yes
205010241,2,,secondary,,False,True,188.56900000000002,84,"LINESTRING (23.6624725 42.0182868, 23.6626801 42.0183625, 23.662981 42.0184722, 23.6631912 42.0185488, 23.6636388 42.0186848, 23.6641562 42.0188083, 23.6645807 42.0189301)",
"[235656864, 235656849, 253144445]",,Лазарец,residential,,False,True,45.57,,"LINESTRING (23.6624725 42.0182868, 23.6625048 42.0182125, 23.6627232 42.0179797, 23.662761 42.0179408)",yes
205010241,2,,secondary,,False,False,426.065,84,"LINESTRING (23.6707736 42.021422, 23.669483 42.0208075, 23.6691931 42.0207135, 23.6688715 42.0206594, 23.6685695 42.0206459, 23.6682066 42.0206676, 23.6678611 42.0206457, 23.6678041 42.0206333, 23.6675559 42.0205796, 23.6672509 42.0204478, 23.6669245 42.0202446, 23.6663237 42.0197784)",
"[253145877, 205011198, 205011199]",,,residential,,False,False,85.828,,"LINESTRING (23.6707736 42.021422, 23.6708682 42.0212658, 23.6710792 42.0209941, 23.6712694 42.0207444)",yes
235656860,1,Лазарец,residential,50,False,False,13.431,,"LINESTRING (23.6648646 42.0167754, 23.6650121 42.0167246)",
1184230457,2,,residential,50,False,True,9.406,,"LINESTRING (23.6648646 42.0167754, 23.6648284 42.0166952)",
253144445,,Лазарец,residential,,False,False,139.467,,"LINESTRING (23.6648646 42.0167754, 23.6645052 42.0169189, 23.6641059 42.0171123, 23.6634936 42.0174989)",
1184230458,2,Кирил и Методий,residential,50,False,False,68.207,,"LINESTRING (23.6648646 42.0167754, 23.6649451 42.0169607, 23.6651409 42.0173533)",
183760972,,Цар Борис III,residential,,False,False,12.916,,"LINESTRING (23.669822 42.0178683, 23.6699741 42.0178952)",
945814365,,Цар Борис III,residential,,False,True,44.103,,"LINESTRING (23.669822 42.0178683, 23.6692906 42.0178302)",
945814363,,,residential,,False,False,101.148,,"LINESTRING (23.669822 42.0178683, 23.6698375 42.0178254, 23.6699191 42.0173978, 23.6699298 42.0172344, 23.6698387 42.0170591, 23.6697861 42.0169872)",
183760970,,Цар Борис III,residential,,False,False,67.319,,"LINESTRING (23.6683702 42.0178355, 23.6688227 42.0178056, 23.6691827 42.0178211)",
235656861,,Цар Борис III,residential,,False,False,48.730000000000004,,"LINESTRING (23.6683702 42.0178355, 23.6681369 42.0178794, 23.6677882 42.0178933)",
1182850479,,Даме Груев,residential,,False,True,90.158,,"LINESTRING (23.6683702 42.0178355, 23.6684761 42.0176449, 23.668519 42.0174895, 23.6686048 42.0173659, 23.6687014 42.0171986, 23.6687497 42.017079)",
1182850480,,Даме Груев,residential,,False,True,142.809,,"LINESTRING (23.6683702 42.0178355, 23.6677962 42.018525, 23.6673993 42.0188956)",
253144617,2,,residential,50,False,True,100.297,,"LINESTRING (23.6663344 42.0180308, 23.6656237 42.0187621)",
1184230458,2,Кирил и Методий,residential,50,False,True,39.35,,"LINESTRING (23.6663344 42.0180308, 23.6659133 42.0178654)",
253144617,2,,residential,50,False,False,57.167,,"LINESTRING (23.6663344 42.0180308, 23.6664842 42.0179009, 23.6667916 42.0176449)",
1184230458,2,Кирил и Методий,residential,50,False,False,131.066,,"LINESTRING (23.6663344 42.0180308, 23.6666539 42.0182424, 23.666915 42.0184101, 23.6673993 42.0188956)",
205010248,,Даме Груев,residential,,False,False,76.319,,"LINESTRING (23.6673993 42.0188956, 23.6668092 42.0194237)",
235656865,,Кирил и Методий,residential,,False,True,47.146,,"LINESTRING (23.6673993 42.0188956, 23.667923 42.0190641)",
1182850480,,Даме Груев,residential,,False,False,142.809,,"LINESTRING (23.6673993 42.0188956, 23.6677962 42.018525, 23.6683702 42.0178355)",
1184230458,2,Кирил и Методий,residential,50,False,True,131.066,,"LINESTRING (23.6673993 42.0188956, 23.666915 42.0184101, 23.6666539 42.0182424, 23.6663344 42.0180308)",
183760972,,Цар Борис III,residential,,False,False,4.93,,"LINESTRING (23.673078 42.0191871, 23.6731272 42.0192122)",
205011199,,,residential,,False,True,91.975,,"LINESTRING (23.673078 42.0191871, 23.6723404 42.0198067)",
183760972,,Цар Борис III,residential,,False,True,122.31,,"LINESTRING (23.673078 42.0191871, 23.6724325 42.0188639, 23.6718359 42.0185888)",
183760972,,Цар Борис III,residential,,False,False,17.284,,"LINESTRING (23.6709647 42.018203, 23.6711466 42.0182798)",
183760972,,Цар Борис III,residential,,False,True,64.648,,"LINESTRING (23.6709647 42.018203, 23.67024 42.0179836)",
253146019,,,residential,,False,False,63.734,,"LINESTRING (23.6709647 42.018203, 23.6711739 42.0176513)",
187257858,2,Цар Борис III,residential,50,False,False,16.667,,"LINESTRING (23.6625123 42.0154343, 23.662684 42.015513)",
1184230453,2,6-та,residential,50,False,True,58.071,,"LINESTRING (23.6625123 42.0154343, 23.6621609 42.0158866)",
187257858,2,Цар Борис III,residential,50,False,True,159.11,,"LINESTRING (23.6642616 42.0163338, 23.662684 42.015513)",
253144442,2,Васил Априлов,residential,50,False,False,87.992,,"LINESTRING (23.6642616 42.0163338, 23.6651089 42.0158543)",
187257858,2,Цар Борис III,residential,50,False,False,61.758,,"LINESTRING (23.6642616 42.0163338, 23.6646946 42.0165967, 23.6648284 42.0166952)",
