osmid,name,highway,oneway,reversed,length,geometry,access,maxspeed
101975034,Стефан Стамболов,residential,False,False,78.924,"LINESTRING (25.2297222 42.0971773, 25.2287893 42.0970204)",,
101975034,Стефан Стамболов,residential,False,True,38.377,"LINESTRING (25.2297222 42.0971773, 25.2301769 42.09725)",,
135038670,Плиска,residential,False,False,54.502,"LINESTRING (25.2297222 42.0971773, 25.2298572 42.0966975)",,
554708925,Орфей,residential,False,True,19.834,"LINESTRING (25.2297222 42.0971773, 25.2296768 42.0972665, 25.2296128 42.0973346)",,
554704168,Стефан Стамболов,residential,False,True,79.752,"LINESTRING (25.2191139 42.0954127, 25.2200609 42.0955563)",,
1014928927,Иван Асен II,residential,False,False,22.941,"LINESTRING (25.2191139 42.0954127, 25.2189979 42.0956002)",,
216087862,Княз Борис I,residential,False,False,182.33,"LINESTRING (25.2189979 42.0956002, 25.2206531 42.0966866)",,
1014928927,Иван Асен II,residential,False,True,22.941,"LINESTRING (25.2189979 42.0956002, 25.2191139 42.0954127)",,
26359980,,residential,False,False,63.784,"LINESTRING (25.2206531 42.0966866, 25.2212597 42.0970422)",,
216087862,Княз Борис I,residential,False,True,182.33,"LINESTRING (25.2206531 42.0966866, 25.2189979 42.0956002)",,
554847918,Кочо Честименски,residential,False,True,110.924,"LINESTRING (25.2206531 42.0966866, 25.2209514 42.0957139)",,
554847916,Кочо Честименски,residential,False,False,152.298,"LINESTRING (25.2206531 42.0966866, 25.2203205 42.0971045, 25.2197264 42.0978711)",,
26359980,,residential,False,True,63.784,"LINESTRING (25.2212597 42.0970422, 25.2206531 42.0966866)",,
101975012,Княз Борис I,residential,True,False,41.615,"LINESTRING (25.2212597 42.0970422, 25.2216404 42.0972877)",,
555894418,Орфей,residential,False,False,20.799,"LINESTRING (25.2212597 42.0970422, 25.2214887 42.096964)",,
26525004,Стара планина,residential,False,False,26.334,"LINESTRING (25.2214887 42.096964, 25.2215637 42.0967338)",,
555894418,Орфей,residential,False,False,239.757,"LINESTRING (25.2214887 42.096964, 25.2242538 42.097627)",,
555894418,Орфей,residential,False,True,20.799,"LINESTRING (25.2214887 42.096964, 25.2212597 42.0970422)",,
554704168,Стефан Стамболов,residential,False,False,85.964,"LINESTRING (25.2266877 42.0966772, 25.2256754 42.0964943)",,
26360028,Александър Стамболийски,residential,False,True,90.32300000000001,"LINESTRING (25.2266877 42.0966772, 25.2271514 42.0966148, 25.2273613 42.0965865, 25.2277597 42.0965143)",,
101975034,Стефан Стамболов,residential,False,True,112.05799999999999,"LINESTRING (25.2266877 42.0966772, 25.2270858 42.0967427, 25.2280136 42.0968955)",,
135038653,Христо Ботев,residential,False,True,85.639,"LINESTRING (25.2266877 42.0966772, 25.2267501 42.0964943, 25.2269425 42.0959306)",,
554704167,Христо Ботев,residential,False,False,75.8,"LINESTRING (25.2266877 42.0966772, 25.2266436 42.0967872, 25.2264351 42.0973326)",,
101975108,Сливница,residential,False,True,134.233,"LINESTRING (25.2277803 42.0982468, 25.2286998 42.0992427)",,
