osmid,ref,highway,oneway,reversed,length,bridge,maxspeed,geometry,name
118729779,358,tertiary,False,True,71.998,,,"LINESTRING (24.2575521 42.9178817, 24.2584358 42.917861)",
428860654,,residential,False,True,19.711,,,"LINESTRING (24.2575521 42.9178817, 24.2575456 42.9180589)",
118729779,358,tertiary,False,False,33.004,,,"LINESTRING (24.2588339 42.9178053, 24.2584358 42.917861)",
118729779,358,tertiary,False,True,15.394,,,"LINESTRING (24.2588339 42.9178053, 24.2590078 42.917751)",
"[428738728, 428738729, 428738730]",,residential,False,False,72.674,yes,50,"LINESTRING (24.2588339 42.9178053, 24.2588261 42.9177329, 24.2587581 42.9173399, 24.2587085 42.9171587)",
118729779,358,tertiary,False,False,136.103,,,"LINESTRING (24.2619761 42.917469, 24.260321 42.9176394)",
428738733,,residential,False,True,50.485,,,"LINESTRING (24.2619761 42.917469, 24.2618979 42.9179194)",
118729779,358,tertiary,False,True,208.092,,,"LINESTRING (24.2619761 42.917469, 24.2640282 42.9175188, 24.2645303 42.9175254)",
"[428738733, 428738734, 428738735]",,residential,False,False,70.146,yes,,"LINESTRING (24.2619761 42.917469, 24.2619791 42.9174186, 24.2620411 42.9168969, 24.2620515 42.9168407)",
387361242,,residential,False,True,12.811,,,"LINESTRING (24.2645534 42.9162012, 24.2645464 42.9163163)",
118727754,,residential,False,True,155.01000000000002,,,"LINESTRING (24.2645534 42.9162012, 24.2652264 42.9162591, 24.2654175 42.9158147, 24.2654706 42.9153846)",Стърч
387361242,,residential,False,False,46.486,,,"LINESTRING (24.2645534 42.9162012, 24.2645916 42.9160638, 24.2647275 42.9158044)",
1231458623,,residential,False,True,62.74,,,"LINESTRING (24.2673128 42.9178736, 24.26794 42.9175459)",Иван Вазов
118727747,,residential,True,False,161.672,,,"LINESTRING (24.2673128 42.9178736, 24.267168 42.918047, 24.2667384 42.9183963, 24.266025 42.9189763)",Полк. Орлов
118727742,,residential,False,False,99.661,,,"LINESTRING (24.26794 42.9175459, 24.2678062 42.9184368)",23-ти септември
1231458623,,residential,False,False,62.74,,,"LINESTRING (24.26794 42.9175459, 24.2673128 42.9178736)",Иван Вазов
1231458623,,residential,False,True,27.965,,,"LINESTRING (24.26794 42.9175459, 24.2682224 42.9174028)",Иван Вазов
118727764,,residential,False,True,63.75,,,"LINESTRING (24.2671665 42.9187673, 24.2678062 42.9184368)",Ген. Емил Марков
118728308,,residential,False,False,122.48,,,"LINESTRING (24.2671665 42.9187673, 24.2676039 42.9189792, 24.2685557 42.9191491)",Ив. Фурнаджиев
1231460084,,residential,True,False,105.84800000000001,,,"LINESTRING (24.2671665 42.9187673, 24.2664343 42.9190996, 24.2659973 42.9190734)",Ген. Емил Марков
1231458623,,residential,False,False,99.581,,,"LINESTRING (24.2692483 42.9169154, 24.2682224 42.9174028)",Иван Вазов
118727764,,residential,False,False,80.079,,,"LINESTRING (24.2686338 42.9180478, 24.2678062 42.9184368)",Ген. Емил Марков
118727764,,residential,False,True,67.792,,,"LINESTRING (24.2686338 42.9180478, 24.2693379 42.9177225)",Ген. Емил Марков
