osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,junction
25483079,False,Гео Милев,residential,False,137.463,,"LINESTRING (23.6034704 42.6648129, 23.6027174 42.6659182)",,
165334461,False,Новоселци,tertiary,True,116.041,2,"LINESTRING (23.6034704 42.6648129, 23.6045381 42.6655004)",,
25483080,False,Патриарх Евтимий,residential,False,94.176,,"LINESTRING (23.6045381 42.6655004, 23.6043807 42.6663394)",,
165334461,False,Новоселци,tertiary,False,116.041,2,"LINESTRING (23.6045381 42.6655004, 23.6034704 42.6648129)",,
165334461,False,Новоселци,tertiary,True,185.27599999999998,2,"LINESTRING (23.6045381 42.6655004, 23.6057182 42.6662665, 23.6059579 42.6664395, 23.606213 42.666622)",,
34372900,False,Лесновска,tertiary,True,163.603,,"LINESTRING (23.606213 42.666622, 23.6047287 42.6676087)",,
157540130,False,Лесновска,tertiary,False,77.268,,"LINESTRING (23.606213 42.666622, 23.6069172 42.6661586)",,
165334461,False,Новоселци,tertiary,False,185.276,2,"LINESTRING (23.606213 42.666622, 23.6059579 42.6664395, 23.6057182 42.6662665, 23.6045381 42.6655004)",,
165334461,False,Новоселци,tertiary,True,118.693,2,"LINESTRING (23.606213 42.666622, 23.6064501 42.6668586, 23.6069946 42.6674226, 23.6070491 42.667494)",,
25483145,False,Чавдьо войвода,residential,True,84.698,,"LINESTRING (23.6070491 42.667494, 23.6079073 42.6670674)",,
165334461,False,Новоселци,tertiary,False,118.69300000000001,2,"LINESTRING (23.6070491 42.667494, 23.6069946 42.6674226, 23.6064501 42.6668586, 23.606213 42.666622)",,
165334461,False,Новоселци,tertiary,True,17.641,2,"LINESTRING (23.6070491 42.667494, 23.6070791 42.6675666, 23.6070882 42.6676491)",,
225854478,False,Никола Петков,tertiary,False,166.247,,"LINESTRING (23.6070882 42.6676491, 23.6050552 42.6676754)",,
165334461,False,Новоселци,tertiary,False,17.641,2,"LINESTRING (23.6070882 42.6676491, 23.6070791 42.6675666, 23.6070491 42.667494)",,
579680167,False,Новоселци,tertiary,True,199.321,,"LINESTRING (23.6070882 42.6676491, 23.6071234 42.6681759, 23.6071207 42.6684845, 23.6071089 42.6687702, 23.607053 42.6694396)",,
25483107,False,Левски,residential,False,228.695,,"LINESTRING (23.6070025 42.6701785, 23.6042133 42.670023)",,
579680167,False,Новоселци,tertiary,False,27.681,,"LINESTRING (23.6070025 42.6701785, 23.6070203 42.6699299)",,
579680167,False,Новоселци,tertiary,True,108.803,,"LINESTRING (23.6070025 42.6701785, 23.6069525 42.6711563)",,
25482942,False,Екзарх Антим I,residential,False,135.788,,"LINESTRING (23.6069525 42.6711563, 23.605302 42.67102)",,
579680167,False,Новоселци,tertiary,False,108.803,,"LINESTRING (23.6069525 42.6711563, 23.6070025 42.6701785)",,
579680167,False,Новоселци,tertiary,True,116.53399999999999,,"LINESTRING (23.6069525 42.6711563, 23.6069562 42.6714449, 23.6069978 42.6717366, 23.6070818 42.6721986)",,
25482935,False,Хан Аспарух,residential,False,94.912,,"LINESTRING (23.6070818 42.6721986, 23.6059528 42.6723974)",,
579680167,False,Новоселци,tertiary,False,116.534,,"LINESTRING (23.6070818 42.6721986, 23.6069978 42.6717366, 23.6069562 42.6714449, 23.6069525 42.6711563)",,
25482935,False,Хан Аспарух,residential,True,55.451,,"LINESTRING (23.6005035 42.673286, 23.601176 42.6732211)",,
157546705,False,,tertiary,False,64.201,,"LINESTRING (23.6005035 42.673286, 23.6004912 42.6727087)",,
157546705,False,,tertiary,False,57.554,,"LINESTRING (23.6004572 42.6723181, 23.6001763 42.6718435)",,
157546705,False,,tertiary,True,43.522,,"LINESTRING (23.6004572 42.6723181, 23.6004912 42.6727087)",,
397103030,False,Лозенец,residential,True,92.336,,"LINESTRING (23.6004572 42.6723181, 23.6015704 42.6721779)",,
157546705,False,,tertiary,True,57.554,,"LINESTRING (23.6001763 42.6718435, 23.6004572 42.6723181)",,
25482919,False,Климент Охридски,tertiary,False,116.05199999999999,,"LINESTRING (23.6001763 42.6718435, 23.6000397 42.6717722, 23.5999353 42.6717191, 23.5997781 42.6716282, 23.5995224 42.6714948, 23.5993905 42.6714083, 23.5992814 42.6713121, 23.5991454 42.6711454)",,
157540139,False,Иван Вазов,residential,True,125.73299999999999,,"LINESTRING (23.6001763 42.6718435, 23.5999914 42.6718876, 23.5987685 42.6722967)",,
