osmid,name,highway,oneway,reversed,length,bridge,geometry,maxspeed
30063371,Калифер войвода,tertiary,False,False,36.556,,"LINESTRING (24.9712574 42.6123959, 24.9708252 42.612479)",
30063371,Калифер войвода,tertiary,False,True,108.606,,"LINESTRING (24.9712574 42.6123959, 24.9725482 42.6121689)",
172062004,Иван Стрехулов,residential,False,False,71.553,,"LINESTRING (24.9712574 42.6123959, 24.9711718 42.6117555)",
236192061,Девети септември,tertiary,False,True,33.774,,"LINESTRING (24.9772396 42.6096163, 24.9768527 42.609722)",
"[172061944, 172061986, 172061949]",Иванка Ботева,residential,False,"[False, True]",30.006999999999998,yes,"LINESTRING (24.9772396 42.6096163, 24.9772616 42.6096745, 24.9773381 42.609793, 24.97739 42.6098613)",
236192061,Девети септември,tertiary,False,False,47.343,,"LINESTRING (24.9772396 42.6096163, 24.9774154 42.6095355, 24.9775438 42.6094497, 24.977674 42.6093401)",
172061932,Керин ръд,residential,False,False,77.046,,"LINESTRING (24.971281 42.6144869, 24.9708337 42.6138772)",
236311329,Тунджа,tertiary,False,False,98.919,,"LINESTRING (24.971281 42.6144869, 24.9714474 42.6143927, 24.9716924 42.614241, 24.9718191 42.6141403, 24.9719171 42.6140359, 24.972054 42.6138232)",50
236311329,Тунджа,tertiary,False,True,215.836,,"LINESTRING (24.971281 42.6144869, 24.9708459 42.614726, 24.9707056 42.6148305, 24.9704567 42.6150853, 24.9703118 42.6153182, 24.9702823 42.6154702, 24.9703038 42.6156024, 24.9704622 42.6161275)",50
30063371,Калифер войвода,tertiary,False,False,108.606,,"LINESTRING (24.9725482 42.6121689, 24.9712574 42.6123959)",
236311329,Тунджа,tertiary,False,True,30.543,,"LINESTRING (24.9725482 42.6121689, 24.9726048 42.6124404)",50
30063371,Калифер войвода,tertiary,False,True,29.698999999999998,,"LINESTRING (24.9725482 42.6121689, 24.9727231 42.6121258, 24.972882 42.612066)",
236311329,Тунджа,tertiary,False,False,30.543,,"LINESTRING (24.9726048 42.6124404, 24.9725482 42.6121689)",50
236311329,Тунджа,tertiary,False,True,45.734,,"LINESTRING (24.9726048 42.6124404, 24.9727248 42.6128421)",50
172061963,,residential,False,True,122.785,,"LINESTRING (24.9726048 42.6124404, 24.9730745 42.6123385, 24.9731861 42.612326, 24.9733229 42.6123434, 24.9740412 42.6125239)",
172061990,Гълъб войвода,residential,False,True,47.162,,"LINESTRING (24.972054 42.6138232, 24.9716443 42.6135249)",
"[172061953, 172061990, 236311319]",Гълъб войвода,residential,False,"[False, True]",132.091,yes,"LINESTRING (24.972054 42.6138232, 24.9722417 42.6138684, 24.9723798 42.6138812, 24.9726024 42.6138654, 24.9726776 42.6138684, 24.9728596 42.6138988, 24.9736056 42.6140944)",
236311329,Тунджа,tertiary,False,False,123.858,,"LINESTRING (24.972054 42.6138232, 24.9726707 42.6130535, 24.972718 42.6129677, 24.9727366 42.6129093, 24.9727248 42.6128421)",50
236311329,Тунджа,tertiary,False,True,98.91900000000001,,"LINESTRING (24.972054 42.6138232, 24.9719171 42.6140359, 24.9718191 42.6141403, 24.9716924 42.614241, 24.9714474 42.6143927, 24.971281 42.6144869)",50
172061925,Боян Ботев,residential,False,False,84.696,,"LINESTRING (24.9760644 42.6077801, 24.9751208 42.6080929)",
254131600,Драгол Проданов,residential,False,True,22.168,,"LINESTRING (24.9776043 42.6078917, 24.9778733 42.6079151)",
172061969,Добри войвода,residential,False,False,109.20800000000001,,"LINESTRING (24.9776043 42.6078917, 24.9776034 42.6083895, 24.9775927 42.6084675, 24.9775674 42.6085493, 24.9773697 42.6088366)",
236192061,Девети септември,tertiary,False,True,9.781,,"LINESTRING (24.9784562 42.6078964, 24.9783565 42.6079449)",
"[172062008, 172061948]",Ека Караминкова,residential,False,True,19.523,yes,"LINESTRING (24.9784562 42.6078964, 24.9785318 42.6079705, 24.9786094 42.6080306)",
236192061,Девети септември,tertiary,False,False,9.781,,"LINESTRING (24.9783565 42.6079449, 24.9784562 42.6078964)",
254131600,Драгол Проданов,residential,False,False,39.684,,"LINESTRING (24.9783565 42.6079449, 24.9778733 42.6079151)",
236192061,Девети септември,tertiary,False,True,126.18599999999999,,"LINESTRING (24.9783565 42.6079449, 24.9781521 42.6084063, 24.9778381 42.6090133)",
254131600,Драгол Проданов,residential,False,False,22.168,,"LINESTRING (24.9778733 42.6079151, 24.9776043 42.6078917)",
254131600,Драгол Проданов,residential,False,True,39.684,,"LINESTRING (24.9778733 42.6079151, 24.9783565 42.6079449)",
"[172062008, 172061948]",Ека Караминкова,residential,False,False,19.523,yes,"LINESTRING (24.9786094 42.6080306, 24.9785318 42.6079705, 24.9784562 42.6078964)",
172062008,Ека Караминкова,residential,False,True,60.635999999999996,,"LINESTRING (24.9786094 42.6080306, 24.9787251 42.6080633, 24.9790831 42.6081107, 24.9793343 42.6081342)",
236187894,Ген.Иванов,residential,False,True,30.129,,"LINESTRING (24.9786094 42.6080306, 24.978553 42.6081013, 24.9784571 42.6082766)",
172062008,Ека Караминкова,residential,False,False,60.635999999999996,,"LINESTRING (24.9793343 42.6081342, 24.9790831 42.6081107, 24.9787251 42.6080633, 24.9786094 42.6080306)",
172061937,,residential,False,False,104.998,,"LINESTRING (24.9784571 42.6082766, 24.9791953 42.6090489)",
236187894,Ген.Иванов,residential,False,False,30.129,,"LINESTRING (24.9784571 42.6082766, 24.978553 42.6081013, 24.9786094 42.6080306)",
236187894,Ген.Иванов,residential,False,True,129.268,,"LINESTRING (24.9784571 42.6082766, 24.9781639 42.6088652, 24.9780875 42.6090779, 24.9780307 42.6092411, 24.9779991 42.6093864)",
172061925,Боян Ботев,residential,False,False,152.74599999999998,,"LINESTRING (24.975092 42.6084101, 24.9749062 42.6084884, 24.9744486 42.6087038, 24.9738349 42.6090915, 24.9737386 42.6091736, 24.9736609 42.6092706)",
172061925,Боян Ботев,residential,False,True,47.492999999999995,,"LINESTRING (24.975092 42.6084101, 24.9749754 42.6083043, 24.974945 42.6082447, 24.9749349 42.6082024, 24.9749501 42.6081663, 24.9749907 42.6081402, 24.9751208 42.6080929)",
