osmid,name,highway,oneway,reversed,length,ref,lanes,maxspeed,geometry,tunnel
110434705,Георги Кирков,residential,False,False,83.43,,,,"LINESTRING (28.3377706 43.4357194, 28.3379302 43.4364607)",
386756827,Георги Кирков,tertiary,False,False,6.519,296,,,"LINESTRING (28.3377706 43.4357194, 28.3377588 43.4356614)",
254342994,бул. България,secondary,True,False,57.160000000000004,,2,50,"LINESTRING (28.3377706 43.4357194, 28.337315 43.4357725, 28.3370687 43.4357657)",
41921459,,tertiary,False,False,85.052,296,,,"LINESTRING (28.3392877 43.4355303, 28.3393376 43.4357805, 28.3394386 43.4362873)",
254342997,бул. България,secondary,False,False,49.264,,4,,"LINESTRING (28.3392877 43.4355303, 28.3397977 43.4354712, 28.3398902 43.4354605)",
386756826,бул. България,secondary,False,True,75.67399999999999,,4,,"LINESTRING (28.3392877 43.4355303, 28.339043 43.435556, 28.3390209 43.4355583, 28.3383615 43.4356342)",
110434700,Сан Стефано,residential,False,False,8.607,,,,"LINESTRING (28.3445639 43.4332218, 28.3445623 43.4331444)",
110434700,Сан Стефано,residential,False,True,44.897,,,,"LINESTRING (28.3445639 43.4332218, 28.3444236 43.4336125)",
41921363,Сан Стефано,residential,True,False,77.745,,,,"LINESTRING (28.344089 43.4342681, 28.3444236 43.4336125)",
110451144,Дончо Ил. Стойков,residential,False,False,17.506,,,,"LINESTRING (28.344089 43.4342681, 28.3443022 43.4342967)",
110451144,Дончо Ил. Стойков,residential,False,True,84.209,,,,"LINESTRING (28.344089 43.4342681, 28.3430493 43.4342089)",
110362767,Г. С. Раковски,residential,False,False,88.535,,,,"LINESTRING (28.340848 43.4329753, 28.3404887 43.4329518, 28.3400863 43.4329157, 28.3397589 43.4328844)",
110362767,Г. С. Раковски,residential,False,True,43.881,,,,"LINESTRING (28.340848 43.4329753, 28.3411418 43.4329742, 28.341391 43.4329636)",
110451143,Ан. Захариев,residential,False,False,127.321,,,,"LINESTRING (28.340848 43.4329753, 28.3406859 43.4339639, 28.3406721 43.434113)",
110362767,Г. С. Раковски,residential,False,False,43.881,,,,"LINESTRING (28.341391 43.4329636, 28.3411418 43.4329742, 28.340848 43.4329753)",
110362767,Г. С. Раковски,residential,False,True,139.30599999999998,,,,"LINESTRING (28.341391 43.4329636, 28.3424626 43.4328935, 28.3428351 43.4328624, 28.3431052 43.4328277)",
110451142,Кап. Д. Добрев,residential,False,False,131.173,,,,"LINESTRING (28.341391 43.4329636, 28.3413365 43.4339934, 28.3413389 43.4341425)",
110362767,Г. С. Раковски,residential,False,False,114.485,,,,"LINESTRING (28.3444064 43.4324188, 28.3431052 43.4328277)",
110434700,Сан Стефано,residential,False,True,81.659,,,,"LINESTRING (28.3444064 43.4324188, 28.3445623 43.4331444)",
299039832,Авлига,residential,False,True,101.458,,,,"LINESTRING (28.3444064 43.4324188, 28.3442943 43.4321974, 28.3442562 43.4321684, 28.3442004 43.4321701, 28.3434353 43.4323855)",
110362767,Г. С. Раковски,residential,False,True,114.485,,,,"LINESTRING (28.3431052 43.4328277, 28.3444064 43.4324188)",
110362767,Г. С. Раковски,residential,False,False,139.30599999999998,,,,"LINESTRING (28.3431052 43.4328277, 28.3428351 43.4328624, 28.3424626 43.4328935, 28.341391 43.4329636)",
"[299039835, 110451135]","['Чиракман', 'Патриарх Евтимий']",residential,False,"[False, True]",264.955,,,,"LINESTRING (28.3431052 43.4328277, 28.3430662 43.4327376, 28.3429684 43.4325243, 28.3427216 43.4325691, 28.3425056 43.4325954, 28.3422683 43.4326206, 28.3417587 43.4326606, 28.341638 43.4326567, 28.3415092 43.4326324, 28.3406281 43.432424, 28.3402128 43.4323294)",
110451135,Патриарх Евтимий,residential,False,True,35.988,,,,"LINESTRING (28.3431052 43.4328277, 28.3431507 43.4329199, 28.3431681 43.4330228, 28.3431759 43.4331447)",
110426635,Георги Кирков,tertiary,False,True,18.736,296,,,"LINESTRING (28.3374549 43.4339749, 28.3374716 43.4340708, 28.3374811 43.4341423)",
110446473,Георги Кирков,residential,False,False,96.26399999999998,,,,"LINESTRING (28.3374549 43.4339749, 28.3375641 43.4335542, 28.3375992 43.4333997, 28.3376056 43.4332572, 28.3376086 43.4331786, 28.3375859 43.4331211)",
299033965,Любен Каравелов,tertiary,False,False,118.92699999999999,296,,,"LINESTRING (28.3374549 43.4339749, 28.3374251 43.4338683, 28.3373785 43.4337675, 28.3370872 43.4333613, 28.3368496 43.4330451, 28.3368242 43.4330139)",
