osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,width,access,junction
288281161,True,2,бул. Христо Ботев,secondary,False,75.999,,"LINESTRING (23.3163564 42.7009122, 23.3165612 42.7015789)",,,
1041804302,True,,Чипровци,residential,False,9.194,,"LINESTRING (23.3163564 42.7009122, 23.3163224 42.7009177, 23.3162902 42.7009228, 23.3162465 42.7009299)",,,
666250882,True,,Братя Миладинови,residential,False,30.124,30,"LINESTRING (23.3178105 42.7006825, 23.3177481 42.7004155)",,,
22662811,True,,Чипровци,residential,False,121.54,30,"LINESTRING (23.3178105 42.7006825, 23.3167951 42.7008436, 23.3164245 42.7009016, 23.3163564 42.7009122)",,,
528935366,False,4,бул. Александър Стамболийски,secondary,False,84.10900000000001,50,"LINESTRING (23.3178466 42.6972911, 23.3177719 42.6973027, 23.3168396 42.6974474)",,,
528935366,False,4,бул. Александър Стамболийски,secondary,True,94.44,50,"LINESTRING (23.3178466 42.6972911, 23.3188591 42.697134, 23.3189773 42.6971157)",,,
673203907,True,1,Цар Самуил,residential,False,123.889,30,"LINESTRING (23.3178466 42.6972911, 23.317879 42.6974005, 23.3180392 42.6979695, 23.3181226 42.698262, 23.3181356 42.6983076, 23.3181591 42.6983813)",,,
693625369,False,,Три уши,residential,False,42.197,30,"LINESTRING (23.3182047 42.6954906, 23.3176985 42.6955654)",,,
693625371,False,,Три уши,residential,True,33.728,30,"LINESTRING (23.316578 42.695731, 23.3169826 42.6956712)",,,
23095394,False,,Три уши,residential,True,31.419,30,"LINESTRING (23.3176985 42.6955654, 23.3173216 42.6956211)",,,
255064828,False,,пл. Позитано,residential,False,21.841,30,"LINESTRING (23.3176985 42.6955654, 23.3177536 42.6957576)",,,
693625369,False,,Три уши,residential,True,42.197,30,"LINESTRING (23.3176985 42.6955654, 23.3182047 42.6954906)",,,
20310580,False,,Триадица,residential,True,168.54399999999998,30,"LINESTRING (23.3226665 42.6990555, 23.3227202 42.6990451, 23.3232398 42.6989446, 23.323344 42.6989244, 23.3233564 42.698922, 23.324663 42.6986753)",,,
"[158490970, 157756039]",True,,"['Иван Вазов', 'Кузман Шапкарев']",residential,False,149.494,30,"LINESTRING (23.3256061 42.6933023, 23.3256229 42.6933179, 23.3258409 42.6935207, 23.3261851 42.6938374, 23.3263112 42.6939534, 23.3264145 42.6938932, 23.3267392 42.6936973, 23.3268517 42.69363)",,,
247674193,False,,Ген. Йосиф В. Гурко,unclassified,True,69.099,30,"LINESTRING (23.3256061 42.6933023, 23.3250136 42.6936484, 23.3249433 42.6936881)",,,
630209973,True,1,Алабин,unclassified,False,101.314,30,"LINESTRING (23.318324 42.6950271, 23.3182169 42.6950164, 23.3170947 42.6949094)",,,
"[373332009, 694812996]",True,,Княз Борис Ⅰ,residential,False,85.34100000000001,30,"LINESTRING (23.318324 42.6950271, 23.3183196 42.6950072, 23.3183122 42.6949746, 23.3183044 42.6949459, 23.3181004 42.6942775)",,,
672924362,False,,Пиротска,residential,False,10.169,,"LINESTRING (23.3160397 42.7002399, 23.3160822 42.7002317, 23.3161148 42.7002253, 23.31616 42.7002165)",,,
"[672925848, 1167966916, 672924372]",True,2,бул. Христо Ботев,secondary,False,149.174,,"LINESTRING (23.3160397 42.7002399, 23.3160351 42.7002245, 23.3160036 42.7001198, 23.3158007 42.6994448, 23.3157711 42.6993462, 23.3157208 42.6991789, 23.3156873 42.6990671, 23.3156767 42.6990318, 23.3156461 42.6989299)",,,
157755962,False,,Пиротска,residential,False,10.251,30,"LINESTRING (23.3174068 42.6999761, 23.3175277 42.6999515)",,,
267646678,False,,Пиротска,residential,True,12.574,,"LINESTRING (23.3174068 42.6999761, 23.3172809 42.7000002, 23.3172579 42.7000046)",,,
"[672971960, 672971943]",True,,бул. Стефан Стамболов,residential,False,129.49,,"LINESTRING (23.3174068 42.6999761, 23.3174557 42.7000154, 23.3175505 42.7000842, 23.3177991 42.700291, 23.3181505 42.7005834, 23.3182365 42.7006482, 23.318292 42.7006928, 23.3183122 42.7007117, 23.3183236 42.7007326, 23.3183281 42.7007478, 23.3183245 42.70076, 23.3183177 42.7007697, 23.3183058 42.7007808, 23.318291 42.7007888, 23.3182648 42.7007968, 23.3182451 42.7007982, 23.3182266 42.7007962, 23.3181833 42.700784)",,,
22662811,True,,Чипровци,residential,False,17.868,30,"LINESTRING (23.3180248 42.7006506, 23.3178105 42.7006825)",,,
292558506,True,,бул. Стефан Стамболов,residential,False,34.564,,"LINESTRING (23.3180248 42.7006506, 23.3177481 42.7004155)",,,
292558506,True,,бул. Стефан Стамболов,residential,False,19.692,,"LINESTRING (23.3181833 42.700784, 23.3180248 42.7006506)",,,
157755987,True,,Цар Самуил,residential,False,81.28800000000001,30,"LINESTRING (23.3170947 42.6949094, 23.3171062 42.6949442, 23.3171793 42.6951753, 23.3172433 42.695359, 23.3173216 42.6956211)",,,
20310203,True,,Искър,residential,False,49.082,30,"LINESTRING (23.325099 42.6994202, 23.3256951 42.6994742)",,,
673172029,True,,Искър,residential,False,58.900000000000006,30,"LINESTRING (23.325099 42.6994202, 23.325686 42.6992098, 23.3257472 42.6991886)",,,
22804104,True,3,бул. Тодор Александров,primary,False,48.828,50,"LINESTRING (23.3192994 42.6981705, 23.3198782 42.6980615)",,,
668557311,True,3,бул. Тодор Александров,primary,False,119.247,50,"LINESTRING (23.3171825 42.6986437, 23.3158815 42.6988857, 23.3158647 42.6988888, 23.3157679 42.6989068)",,,
668557312,True,3,бул. Тодор Александров,primary,False,93.929,50,"LINESTRING (23.3193212 42.6982419, 23.3182052 42.698444)",,,
672974537,True,3,бул. Тодор Александров,primary,False,96.089,50,"LINESTRING (23.3181591 42.6983813, 23.3192994 42.6981705)",,,
230377104,True,,Кърниградска,residential,False,104.247,30,"LINESTRING (23.319165 42.6934884, 23.3179224 42.6937001)",,,
255060951,False,,Кърниградска,residential,True,84.96,30,"LINESTRING (23.319165 42.6934884, 23.3201802 42.693324)",,,
414615526,True,,Цар Асен,residential,False,66.15,30,"LINESTRING (23.319165 42.6934884, 23.3193456 42.6940683)",,,
"[230377101, 247680135]",False,,"['Княз Александър I', 'Иван Денкоглу']",residential,False,77.312,30,"LINESTRING (23.3225344 42.6936704, 23.3227492 42.6936528, 23.3227887 42.6936557, 23.3228207 42.6936674, 23.3228455 42.6936863, 23.3228601 42.6936973, 23.3228735 42.6937084, 23.3229168 42.6937457, 23.3229258 42.6937534, 23.322939 42.6937648, 23.3232376 42.6940379)",,,
"[1212118740, 230377103]",True,,Иван Денкоглу,residential,False,79.24300000000001,30,"LINESTRING (23.3225344 42.6936704, 23.3224885 42.6936747, 23.322455 42.6936775, 23.3223681 42.6936847, 23.321571 42.6937508)",,,
230377103,True,,Иван Денкоглу,residential,False,185.359,30,"LINESTRING (23.321571 42.6937508, 23.3206735 42.6938576, 23.3205144 42.6938753, 23.32035 42.693902, 23.3193456 42.6940683)",,,
230377103,True,,Иван Денкоглу,residential,False,48.712,30,"LINESTRING (23.3193456 42.6940683, 23.3187647 42.6941664)",,,
414615526,True,,Цар Асен,residential,False,113.67800000000003,30,"LINESTRING (23.3193456 42.6940683, 23.3194615 42.6944396, 23.3195424 42.6946991, 23.3196221 42.6949558, 23.3196355 42.6949991, 23.3196425 42.6950222, 23.3196489 42.6950449, 23.3196536 42.6950652)",,,
"[951531197, 442132583]",False,4,бул. Цар Освободител,secondary,False,69.666,50,"LINESTRING (23.325879 42.6965466, 23.3257586 42.6965956, 23.3251333 42.6968502)",,,
"[375681829, 951531198]",False,5,бул. Цар Освободител,secondary,True,140.602,50,"LINESTRING (23.325879 42.6965466, 23.3259712 42.6965101, 23.3260239 42.6964892, 23.3260902 42.6964629, 23.3273887 42.6959402)",,,
"[255966285, 1046239685]",True,1,Княз Александър I,residential,False,295.84399999999994,30,"LINESTRING (23.325879 42.6965466, 23.3256432 42.6963443, 23.3254868 42.6961849, 23.3253875 42.6960761, 23.3249665 42.6956601, 23.3249254 42.6956209, 23.324896 42.6955929, 23.3248709 42.6955689, 23.3248401 42.6955395, 23.3244145 42.6951403, 23.3242916 42.695027, 23.3241073 42.6948571, 23.3239395 42.6947026, 23.3237048 42.6944789, 23.3236662 42.6944421)",3.1,,
157756035,True,,Георги Бенковски,residential,False,62.902,30,"LINESTRING (23.3268517 42.69363, 23.3273494 42.6940615)",,,
247680135,False,,Княз Александър I,residential,False,56.982,30,"LINESTRING (23.3232376 42.6940379, 23.3235958 42.6943757, 23.3236662 42.6944421)",,,
"[230377101, 247680135]",False,,"['Княз Александър I', 'Иван Денкоглу']",residential,True,77.312,30,"LINESTRING (23.3232376 42.6940379, 23.322939 42.6937648, 23.3229258 42.6937534, 23.3229168 42.6937457, 23.3228735 42.6937084, 23.3228601 42.6936973, 23.3228455 42.6936863, 23.3228207 42.6936674, 23.3227887 42.6936557, 23.3227492 42.6936528, 23.3225344 42.6936704)",,,
157756044,True,,Леге,residential,False,78.861,30,"LINESTRING (23.323446 42.6945716, 23.3234588 42.6946087, 23.3236638 42.6952625)",,,
"[346638996, 1268097653]",True,1,Алабин,unclassified,False,103.03600000000002,30,"LINESTRING (23.323446 42.6945716, 23.3232642 42.6945998, 23.3229982 42.694641, 23.3224823 42.6947161, 23.3223006 42.6947471, 23.3222124 42.6947625)",,,
157756044,True,,Леге,residential,False,107.844,30,"LINESTRING (23.3236638 42.6952625, 23.3239116 42.6960661, 23.3239245 42.6961038, 23.3239599 42.6962076)",,,
566032572,False,,Цар Калоян,residential,False,43.134,30,"LINESTRING (23.3224748 42.6955372, 23.3226019 42.6959137)",,,
1268097650,False,,Цар Калоян,residential,True,9.115,30,"LINESTRING (23.3224748 42.6955372, 23.3224493 42.6954574)",,,
"[162789683, 566032573]",True,,"['Цар Калоян', 'Съборна']",residential,False,161.501,30,"LINESTRING (23.3239599 42.6962076, 23.322775 42.6964478, 23.3227083 42.696242, 23.3226019 42.6959137)",,,
"[497764368, 375682073, 497764376]",True,1,Леге,residential,False,133.993,30,"LINESTRING (23.3239599 42.6962076, 23.3239798 42.6962535, 23.3240846 42.6965427, 23.3241315 42.6966067, 23.32418 42.6966456, 23.324234 42.6966716, 23.324393 42.6967014, 23.324617 42.6967467, 23.32476 42.6967754, 23.3251333 42.6968502)",,,
157756008,True,2,бул. Цар Освободител,secondary,False,85.003,50,"LINESTRING (23.3232666 42.697448, 23.3236397 42.6973789, 23.3239767 42.697295, 23.3240967 42.697253, 23.324253 42.6972105)",,,
554835481,False,5,бул. Княз Александър Дондуков,primary,False,49.616,50,"LINESTRING (23.3232666 42.697448, 23.3233982 42.697436, 23.3235055 42.6974303, 23.3235892 42.6974409, 23.3236649 42.6974628, 23.3237185 42.6974812, 23.3238454 42.6975272)",,,
"[672974536, 609935114, 477273085]",False,"['5', '6']",бул. Княз Александър Дондуков,primary,True,122.009,50,"LINESTRING (23.3232666 42.697448, 23.3230043 42.6974958, 23.322808 42.697531, 23.3220491 42.6976646, 23.3219594 42.6976782, 23.3218954 42.6976892, 23.3218146 42.6977031)",,,
528935366,False,4,бул. Александър Стамболийски,secondary,True,84.10900000000001,50,"LINESTRING (23.3168396 42.6974474, 23.3177719 42.6973027, 23.3178466 42.6972911)",,,
673203616,True,1,Братя Миладинови,residential,False,107.879,30,"LINESTRING (23.3168396 42.6974474, 23.3168176 42.6973576, 23.3167324 42.6970478, 23.3165806 42.6964961)",,,
300225753,True,2,бул. Тодор Александров,primary,False,85.433,50,"LINESTRING (23.3171444 42.6985662, 23.3181591 42.6983813)",,,
317148679,True,,Братя Миладинови,residential,False,127.04200000000002,30,"LINESTRING (23.3171444 42.6985662, 23.3171275 42.698512, 23.3168552 42.6975865, 23.3168442 42.6975493, 23.3168396 42.6974474)",,,
157755962,False,,Пиротска,residential,True,10.251,30,"LINESTRING (23.3175277 42.6999515, 23.3174068 42.6999761)",,,
584430342,True,,,residential,False,6.896,30,"LINESTRING (23.3175277 42.6999515, 23.3175247 42.699943, 23.3175247 42.6999341, 23.3175277 42.6999255, 23.3175334 42.6999177, 23.3175416 42.6999112, 23.3175517 42.6999064, 23.3175632 42.6999036)",,,roundabout
"[22804104, 609935112, 609935109, 1259179085]",True,3,бул. Тодор Александров,primary,False,152.39800000000002,50,"LINESTRING (23.3198782 42.6980615, 23.320431 42.6979542, 23.3207634 42.6978828, 23.3209538 42.6978393, 23.3209918 42.6978302, 23.3211575 42.6977907, 23.3215343 42.697708, 23.3215555 42.6977034, 23.3216141 42.6976952, 23.3216716 42.6976885)",,,
298210247,True,,Лавеле,residential,False,59.941,30,"LINESTRING (23.3198782 42.6980615, 23.3198555 42.6979851, 23.3197245 42.6975344)",,,
296467040,True,,Ломска,residential,False,119.591,30,"LINESTRING (23.3204063 42.6968938, 23.3204235 42.6969886, 23.32048 42.6973621, 23.3204683 42.6974003, 23.3204267 42.6974198, 23.3197245 42.6975344)",,,
"[505244612, 1198097542]",False,4,бул. Александър Стамболийски,secondary,"[False, True]",29.258000000000003,50,"LINESTRING (23.3204063 42.6968938, 23.3205885 42.6968652, 23.3206454 42.6968563, 23.3207564 42.6968388)",,,
"[528935366, 1198097543]",False,4,бул. Александър Стамболийски,secondary,False,69.833,50,"LINESTRING (23.3204063 42.6968938, 23.3202856 42.6969138, 23.3195704 42.6970241)",,,
356654919,True,1,Лавеле,residential,False,58.134,30,"LINESTRING (23.3197245 42.6975344, 23.3196149 42.697155, 23.3196039 42.6971171, 23.3195704 42.6970241)",,,
"[375681829, 951531198]",False,5,бул. Цар Освободител,secondary,False,140.60199999999998,50,"LINESTRING (23.3273887 42.6959402, 23.3260902 42.6964629, 23.3260239 42.6964892, 23.3259712 42.6965101, 23.325879 42.6965466)",,,
230378259,True,,Искър,residential,False,48.884,30,"LINESTRING (23.324507 42.6993571, 23.3250626 42.6994163, 23.325099 42.6994202)",,,
238198912,True,1,бул. Цар Освободител,primary_link,False,39.00299999999999,50,"LINESTRING (23.3240904 42.6973145, 23.3240628 42.6973803, 23.3240586 42.6974314, 23.3240626 42.6974859, 23.3240804 42.6975276, 23.3241036 42.6975692, 23.3241342 42.6975977, 23.3241908 42.6976275)",,,
314726789,True,2,бул. Цар Освободител,secondary,False,31.156000000000002,50,"LINESTRING (23.3240904 42.6973145, 23.3240618 42.6973338, 23.3239766 42.6973917, 23.323934 42.6974357, 23.3239263 42.6974456, 23.3238454 42.6975272)",,,
314726788,False,4,бул. Княз Александър Дондуков,primary,True,30.408,50,"LINESTRING (23.3241908 42.6976275, 23.3240893 42.697604, 23.3239768 42.6975739, 23.3239347 42.6975589, 23.3238454 42.6975272)",,,
"[554835482, 1210604387, 1210604388]",False,"['2', '4']",бул. Княз Александър Дондуков,primary,True,55.144,50,"LINESTRING (23.3241908 42.6976275, 23.3243984 42.6976572, 23.3247488 42.697692, 23.3248575 42.6977028)",,,
157740286,True,,Ген. Йосиф В. Гурко,unclassified,False,133.87800000000001,30,"LINESTRING (23.3249433 42.6936881, 23.3243315 42.6940467, 23.3237364 42.6943999, 23.3236662 42.6944421)",6.6,,
247674193,False,,Ген. Йосиф В. Гурко,unclassified,False,69.099,30,"LINESTRING (23.3249433 42.6936881, 23.3250136 42.6936484, 23.3256061 42.6933023)",,,
297760943,False,,Дякон Игнатий,residential,True,86.836,30,"LINESTRING (23.3249433 42.6936881, 23.324982 42.6937295, 23.325343 42.6941159, 23.3255488 42.6943298)",,,
255060951,False,,Кърниградска,residential,False,84.96,30,"LINESTRING (23.3201802 42.693324, 23.319165 42.6934884)",,,
255064966,True,,пл. Позитано,residential,False,59.509,30,"LINESTRING (23.3179036 42.6962813, 23.3177536 42.6957576)",,,
1180237475,True,1,Позитано,residential,False,28.224,30,"LINESTRING (23.3179036 42.6962813, 23.3175663 42.6963358)",,,
255064828,False,,пл. Позитано,residential,True,21.841,30,"LINESTRING (23.3177536 42.6957576, 23.3176985 42.6955654)",,,
630209973,True,1,Алабин,unclassified,False,39.895,30,"LINESTRING (23.318806 42.6950839, 23.318324 42.6950271)",,,
282699487,True,,Христо Белчев,residential,False,120.85400000000001,30,"LINESTRING (23.3218452 42.6948188, 23.3218376 42.694792, 23.3218345 42.6947811, 23.3218309 42.6947685, 23.3218253 42.6947465, 23.321669 42.6941344, 23.321571 42.6937508)",,,
"[956941954, 673224331]",True,1,Алабин,unclassified,False,181.27,30,"LINESTRING (23.3218452 42.6948188, 23.3210273 42.694929, 23.3210051 42.6949328, 23.3209529 42.6949385, 23.3208947 42.6949465, 23.3208388 42.694954, 23.3207659 42.6949633, 23.3207001 42.694969, 23.3206513 42.6949741, 23.3196536 42.6950652)",10,,
