osmid,oneway,lanes,name,highway,reversed,length,junction,geometry,bridge
171263682,False,2,15 de Agosto,residential,True,79.557,,"LINESTRING (-55.7345039 -22.5538191, -55.7348652 -22.5531862)",
1026566166,False,2,General Bruguéz,residential,False,127.412,,"LINESTRING (-55.7341622 -22.5471208, -55.7336428 -22.5481614)",
1026566163,True,,,secondary,False,3.9269999999999996,roundabout,"LINESTRING (-55.7341622 -22.5471208, -55.7341526 -22.5471164, -55.7341437 -22.5471108, -55.7341357 -22.5471041, -55.7341312 -22.5471005)",
171260485,False,2,Rubio Ñu,residential,False,132.062,,"LINESTRING (-55.7353402 -22.5476868, -55.7347411 -22.5487377)",
171260485,False,2,Rubio Ñu,residential,True,15.974,,"LINESTRING (-55.7353402 -22.5476868, -55.7354155 -22.5475611)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,19.696,,"LINESTRING (-55.7353402 -22.5476868, -55.7352015 -22.5476177, -55.7351714 -22.5476027)",
171263464,False,2,Lomas Valentinas,residential,False,78.536,,"LINESTRING (-55.7363544 -22.5481999, -55.7359921 -22.5488219)",
171263464,False,2,Lomas Valentinas,residential,True,16.545,,"LINESTRING (-55.7363544 -22.5481999, -55.7364358 -22.5480715)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,118.756,,"LINESTRING (-55.7363544 -22.5481999, -55.7353552 -22.5476942, -55.7353402 -22.5476868)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,124.919,,"LINESTRING (-55.7374263 -22.548731, -55.7363544 -22.5481999)",
171263682,False,2,15 de Agosto,residential,False,79.912,,"LINESTRING (-55.7374263 -22.548731, -55.7370654 -22.5493677)",
171263682,False,2,15 de Agosto,residential,True,16.587,,"LINESTRING (-55.7374263 -22.548731, -55.7375057 -22.5486011)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,14.531,,"LINESTRING (-55.7386398 -22.5493294, -55.7385153 -22.5492673)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,32.355,,"LINESTRING (-55.7400142 -22.5499914, -55.7397332 -22.5498598)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,42.779,,"LINESTRING (-55.7403808 -22.5501741, -55.7400142 -22.5499914)",
172034384,True,2,12 de Junio,residential,False,80.881,,"LINESTRING (-55.7403808 -22.5501741, -55.7400124 -22.550817)",
951567716,False,2,Brasil,residential,False,80.911,,"LINESTRING (-55.7418716 -22.5508983, -55.7414973 -22.5515386)",
1218752658,False,2,Brasil,residential,True,36.657,,"LINESTRING (-55.7418716 -22.5508983, -55.7419002 -22.5505697)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,172.982,,"LINESTRING (-55.7418716 -22.5508983, -55.7417758 -22.5508518, -55.7403808 -22.5501741)",
171259921,False,2,General Bruguéz,residential,True,123.189,,"LINESTRING (-55.7342258 -22.5469881, -55.7347579 -22.5459952)",
1026566163,True,,,secondary,False,2.4050000000000002,roundabout,"LINESTRING (-55.7342258 -22.5469881, -55.7342327 -22.5469915, -55.7342392 -22.5469956, -55.7342452 -22.5470001)",
171239480,True,2,Avenida Carlos Dominguez,secondary,False,124.66,,"LINESTRING (-55.7364358 -22.5480715, -55.7375057 -22.5486011)",
171263464,False,2,Lomas Valentinas,residential,False,16.545,,"LINESTRING (-55.7364358 -22.5480715, -55.7363544 -22.5481999)",
171239480,True,2,Avenida Carlos Dominguez,secondary,False,130.247,,"LINESTRING (-55.7375057 -22.5486011, -55.7386234 -22.5491547)",
171263682,False,2,15 de Agosto,residential,False,16.587,,"LINESTRING (-55.7375057 -22.5486011, -55.7374263 -22.548731)",
171239480,True,2,Avenida Carlos Dominguez,secondary,False,9.384,,"LINESTRING (-55.7386234 -22.5491547, -55.7387046 -22.5491934)",
1218752648,False,2,Juan de Ayolas,residential,False,16.706,,"LINESTRING (-55.7398074 -22.5497261, -55.7397332 -22.5498598)",
171239480,True,2,Avenida Carlos Dominguez,secondary,False,75.951,,"LINESTRING (-55.7398074 -22.5497261, -55.7402891 -22.5499247, -55.740485 -22.5499997)",
"[1218752648, 1218752649, 171269270]",False,2,Juan de Ayolas,residential,True,117.666,,"LINESTRING (-55.7398074 -22.5497261, -55.7402029 -22.5490121, -55.740247 -22.5489323, -55.7403292 -22.548784)",yes
1218752658,False,2,Brasil,residential,False,36.657,,"LINESTRING (-55.7419002 -22.5505697, -55.7418716 -22.5508983)",
1218752658,False,2,Brasil,residential,True,106.052,,"LINESTRING (-55.7419002 -22.5505697, -55.7423791 -22.5497247)",
171239480,True,2,Avenida Carlos Dominguez,secondary,False,140.748,,"LINESTRING (-55.7419002 -22.5505697, -55.7424107 -22.550767, -55.7430246 -22.5510177, -55.7431472 -22.5510908)",
172047634,True,2,Avenida Fernando de la Mora,secondary,False,17.033,,"LINESTRING (-55.7429362 -22.5514246, -55.7430198 -22.5512923)",
171238515,True,2,Avenida Carlos Dominguez,secondary,False,124.006,,"LINESTRING (-55.7429362 -22.5514246, -55.7423463 -22.5511361, -55.7418716 -22.5508983)",
171243652,False,2,Vicente Iturbe,residential,False,120.319,,"LINESTRING (-55.7337291 -22.5454775, -55.7347579 -22.5459952)",
171243652,False,2,Vicente Iturbe,residential,False,123.982,,"LINESTRING (-55.7347579 -22.5459952, -55.7358232 -22.5465198)",
171243652,False,2,Vicente Iturbe,residential,True,120.319,,"LINESTRING (-55.7347579 -22.5459952, -55.7337291 -22.5454775)",
171259921,False,2,General Bruguéz,residential,False,123.189,,"LINESTRING (-55.7347579 -22.5459952, -55.7342258 -22.5469881)",
171243652,False,2,Vicente Iturbe,residential,True,123.982,,"LINESTRING (-55.7358232 -22.5465198, -55.7347579 -22.5459952)",
171260815,False,2,Rubio Ñu,residential,False,121.855,,"LINESTRING (-55.7358232 -22.5465198, -55.7352682 -22.5474884)",
171260815,False,2,Rubio Ñu,residential,True,117.126,,"LINESTRING (-55.7358232 -22.5465198, -55.736344 -22.5455827)",
171243653,False,2,Vicente Iturbe,residential,True,123.901,,"LINESTRING (-55.7403292 -22.548784, -55.7392422 -22.5483005)",
171269270,False,2,Juan de Ayolas,residential,True,2.236,,"LINESTRING (-55.7403292 -22.548784, -55.7403389 -22.548766)",
"[1218752648, 1218752649, 171269270]",False,2,Juan de Ayolas,residential,False,117.666,,"LINESTRING (-55.7403292 -22.548784, -55.740247 -22.5489323, -55.7402029 -22.5490121, -55.7398074 -22.5497261)",yes
171269270,False,2,Juan de Ayolas,residential,False,2.236,,"LINESTRING (-55.7403389 -22.548766, -55.7403292 -22.548784)",
171269270,False,2,Juan de Ayolas,residential,True,118.392,,"LINESTRING (-55.7403389 -22.548766, -55.7408721 -22.547822)",
1218752655,False,2,Vicente Iturbe,residential,False,117.883,,"LINESTRING (-55.7403389 -22.548766, -55.7413674 -22.5492368)",
1218752655,False,2,Vicente Iturbe,residential,True,117.883,,"LINESTRING (-55.7413674 -22.5492368, -55.7403389 -22.548766)",
1246217796,False,2,12 de Junio,residential,True,115.511,,"LINESTRING (-55.7413674 -22.5492368, -55.7419101 -22.5483269)",
"[1218752656, 172829396, 1218752655]",False,2,Vicente Iturbe,residential,False,117.208,,"LINESTRING (-55.7413674 -22.5492368, -55.7416399 -22.5493682, -55.7417405 -22.5494167, -55.7423791 -22.5497247)",yes
"[1246217796, 690832462, 690832463]",False,2,12 de Junio,residential,False,113.464,,"LINESTRING (-55.7413674 -22.5492368, -55.7412865 -22.5493747, -55.7412441 -22.549447, -55.7408411 -22.550134)",yes
1218752658,False,2,Brasil,residential,False,106.052,,"LINESTRING (-55.7423791 -22.5497247, -55.7419002 -22.5505697)",
"[1218752656, 172829396, 1218752655]",False,2,Vicente Iturbe,residential,True,117.208,,"LINESTRING (-55.7423791 -22.5497247, -55.7417405 -22.5494167, -55.7416399 -22.5493682, -55.7413674 -22.5492368)",yes
"[1218752658, 1218752659, 1246217794]",False,2,Brasil,residential,True,113.351,,"LINESTRING (-55.7423791 -22.5497247, -55.7424462 -22.5496145, -55.7424748 -22.5495675, -55.7429202 -22.5488362)",yes
171260815,False,2,Rubio Ñu,residential,False,117.126,,"LINESTRING (-55.736344 -22.5455827, -55.7358232 -22.5465198)",
171243835,False,2,Fulgencio Yegros,residential,False,121.673,,"LINESTRING (-55.7398077 -22.5473414, -55.7408721 -22.547822)",
171266294,False,2,Coronel Martínez,residential,False,121.434,,"LINESTRING (-55.7398077 -22.5473414, -55.7392422 -22.5483005)",
171266294,False,2,Coronel Martínez,residential,True,123.799,,"LINESTRING (-55.7398077 -22.5473414, -55.7403901 -22.5463666)",
171243835,False,2,Fulgencio Yegros,residential,False,120.478,,"LINESTRING (-55.7408721 -22.547822, -55.7419101 -22.5483269)",
171243835,False,2,Fulgencio Yegros,residential,True,121.673,,"LINESTRING (-55.7408721 -22.547822, -55.7398077 -22.5473414)",
171269270,False,2,Juan de Ayolas,residential,False,118.392,,"LINESTRING (-55.7408721 -22.547822, -55.7403389 -22.548766)",
171269270,False,2,Juan de Ayolas,residential,True,120.203,,"LINESTRING (-55.7408721 -22.547822, -55.741424 -22.5468687)",
