osmid,highway,maxspeed,oneway,reversed,length,lanes,geometry,name
207773702,residential,40,False,False,121.313,,"LINESTRING (-56.9025266 -24.4463348, -56.9020437 -24.4453363)",
210981361,tertiary,50,True,False,19.664,2,"LINESTRING (-56.9025266 -24.4463348, -56.9025711 -24.4463515, -56.9026799 -24.4464403)",
210981369,residential,,False,True,124.948,,"LINESTRING (-56.9007218 -24.4421332, -56.9018595 -24.442569)",
737408205,residential,,False,True,122.073,,"LINESTRING (-56.9007218 -24.4421332, -56.9002562 -24.4431459)",
210981377,residential,,False,True,116.154,,"LINESTRING (-56.8980475 -24.4423283, -56.8991029 -24.4427382)",
833423179,residential,,False,True,115.848,,"LINESTRING (-56.8980475 -24.4423283, -56.8976285 -24.4432978)",
210981369,residential,,False,False,124.948,,"LINESTRING (-56.9018595 -24.442569, -56.9007218 -24.4421332)",
210981369,residential,,False,True,118.229,,"LINESTRING (-56.9018595 -24.442569, -56.902936 -24.4429814)",
265376579,residential,,False,False,124.891,,"LINESTRING (-56.896492 -24.4429347, -56.895346 -24.4425187)",
737408208,residential,,True,False,122.51899999999999,,"LINESTRING (-56.896492 -24.4429347, -56.8966187 -24.4429403, -56.8976285 -24.4432978)",
833423182,residential,,False,True,107.932,,"LINESTRING (-56.896492 -24.4429347, -56.8962923 -24.4434053, -56.8961029 -24.4438384)",
210981369,residential,,False,False,118.229,,"LINESTRING (-56.902936 -24.4429814, -56.9018595 -24.442569)",
210981369,residential,,False,True,33.083,,"LINESTRING (-56.902936 -24.4429814, -56.9032438 -24.4430814)",
833423168,residential,,False,True,120.751,,"LINESTRING (-56.902936 -24.4429814, -56.9024898 -24.4439885)",
210981377,residential,,False,False,114.265,,"LINESTRING (-56.9002562 -24.4431459, -56.8992025 -24.4427774)",
737408205,residential,,False,False,122.073,,"LINESTRING (-56.9002562 -24.4431459, -56.9007218 -24.4421332)",
737408205,residential,,False,True,116.764,,"LINESTRING (-56.9002562 -24.4431459, -56.899852 -24.4441294)",
265376581,residential,,False,True,245.194,,"LINESTRING (-56.9002562 -24.4431459, -56.9004263 -24.4432191, -56.9014306 -24.4436513, -56.9016441 -24.4437004, -56.9024898 -24.4439885)",
833423178,residential,,True,False,10.008,,"LINESTRING (-56.897555 -24.443358, -56.8976285 -24.4432978)",
737408206,residential,,True,False,118.233,,"LINESTRING (-56.897555 -24.443358, -56.8965885 -24.4430147, -56.896492 -24.4429347)",
265376581,residential,,False,True,126.592,,"LINESTRING (-56.9024898 -24.4439885, -56.9036518 -24.4444093)",
833423168,residential,,False,False,120.751,,"LINESTRING (-56.9024898 -24.4439885, -56.902936 -24.4429814)",
833423168,residential,,False,True,115.895,,"LINESTRING (-56.9024898 -24.4439885, -56.9020712 -24.4449586)",
