osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,bridge,maxspeed
164592531,False,2,residential,False,146.709,"LINESTRING (-57.0865919 -25.2575048, -57.0870764 -25.2587493)",,,,
164592531,False,2,residential,True,148.927,"LINESTRING (-57.0865919 -25.2575048, -57.0861412 -25.256229)",,,,
164592585,False,2,residential,True,142.159,"LINESTRING (-57.0865919 -25.2575048, -57.0853624 -25.2578288, -57.0852389 -25.2578734)",,,,
117108059,False,2,tertiary,True,146.509,"LINESTRING (-57.080441 -25.2619249, -57.0800286 -25.2606612)",,,,
117108077,False,2,residential,False,150.141,"LINESTRING (-57.080441 -25.2619249, -57.0818765 -25.2615537)",,,,
117108077,False,2,residential,True,147.299,"LINESTRING (-57.080441 -25.2619249, -57.0790406 -25.2623133)",,,,
117108059,False,2,tertiary,False,147.05200000000002,"LINESTRING (-57.080441 -25.2619249, -57.0805502 -25.2623271, -57.0808539 -25.2631929)",,,,
1112807783,False,2,primary,False,146.013,"LINESTRING (-57.0828502 -25.2598873, -57.0824288 -25.2586307)",D009,Capitan Pedro Juan Caballero,,
1112807784,False,2,residential,False,146.388,"LINESTRING (-57.0828502 -25.2598873, -57.0842485 -25.2595213)",,Concepción,,
117108062,False,2,primary,True,150.49900000000002,"LINESTRING (-57.0828502 -25.2598873, -57.083072 -25.2605401, -57.0832827 -25.261183)",D009,Capitan Pedro Juan Caballero,,
164592527,False,2,residential,True,148.257,"LINESTRING (-57.0828502 -25.2598873, -57.0821751 -25.260078, -57.0814397 -25.2602751)",,Concepción,,
164593672,False,2,residential,False,150.271,"LINESTRING (-57.0834037 -25.2569608, -57.0838372 -25.2582541)",,,,
164595302,False,2,primary,True,146.613,"LINESTRING (-57.0834037 -25.2569608, -57.0820107 -25.2573498)",D009,Julia Miranda Cueto de Estigarribia,,
164595302,False,2,primary,False,44.535000000000004,"LINESTRING (-57.0834037 -25.2569608, -57.0834296 -25.256954, -57.0838292 -25.2568498)",D009,Julia Miranda Cueto de Estigarribia,,
117108076,False,2,residential,True,146.994,"LINESTRING (-57.0872932 -25.264281, -57.0858952 -25.2646672)",,,,
164593679,False,2,residential,False,151.47899999999998,"LINESTRING (-57.0872932 -25.264281, -57.0870651 -25.263637, -57.08686 -25.2629765)",,Calle Florida,,
117108077,False,2,residential,False,147.299,"LINESTRING (-57.0790406 -25.2623133, -57.080441 -25.2619249)",,,,
117108077,False,2,residential,True,139.688,"LINESTRING (-57.0790406 -25.2623133, -57.0777118 -25.2626794)",,,,
164593682,False,2,residential,False,147.43,"LINESTRING (-57.0790406 -25.2623133, -57.0794497 -25.2635865)",,,,
164593682,False,2,residential,True,151.07100000000003,"LINESTRING (-57.0790406 -25.2623133, -57.0788401 -25.2617171, -57.0786161 -25.2610101)",,,,
164592527,False,2,residential,True,148.256,"LINESTRING (-57.0814397 -25.2602751, -57.0800286 -25.2606612)",,Concepción,,
164595755,False,2,residential,False,148.805,"LINESTRING (-57.0814397 -25.2602751, -57.0818765 -25.2615537)",,14 de Mayo,,
164592527,False,2,residential,False,148.257,"LINESTRING (-57.0814397 -25.2602751, -57.0821751 -25.260078, -57.0828502 -25.2598873)",,Concepción,,
164595755,False,2,residential,True,149.12099999999998,"LINESTRING (-57.0814397 -25.2602751, -57.0811389 -25.2593774, -57.0810198 -25.258989)",,14 de Mayo,,
117108065,False,2,residential,False,52.034,"LINESTRING (-57.0826328 -25.264099, -57.0831325 -25.2639775)",,,,
117108065,False,2,residential,True,143.99,"LINESTRING (-57.0826328 -25.264099, -57.0812579 -25.2644607)",,,,
164595755,False,2,residential,True,147.024,"LINESTRING (-57.0826328 -25.264099, -57.0822558 -25.2628215)",,14 de Mayo,,
117108077,False,2,residential,False,147.295,"LINESTRING (-57.0818765 -25.2615537, -57.0832827 -25.261183)",,,,
117108077,False,2,residential,True,150.141,"LINESTRING (-57.0818765 -25.2615537, -57.080441 -25.2619249)",,,,
164595755,False,2,residential,True,148.805,"LINESTRING (-57.0818765 -25.2615537, -57.0814397 -25.2602751)",,14 de Mayo,,
164595755,False,2,residential,False,146.12900000000002,"LINESTRING (-57.0818765 -25.2615537, -57.0822024 -25.2626958, -57.0822558 -25.2628215)",,14 de Mayo,,
117108058,False,2,residential,False,147.4,"LINESTRING (-57.0780407 -25.2639712, -57.0777118 -25.2626794)",,,,
415837633,False,2,tertiary,False,148.005,"LINESTRING (-57.0780407 -25.2639712, -57.0794497 -25.2635865)",,Calle Palma,,
164595755,False,2,residential,False,147.024,"LINESTRING (-57.0822558 -25.2628215, -57.0826328 -25.264099)",,14 de Mayo,,
279564689,False,2,residential,False,49.947,"LINESTRING (-57.0822558 -25.2628215, -57.0827297 -25.262687)",,Calle Palma,,
279564689,False,2,residential,True,146.9,"LINESTRING (-57.0822558 -25.2628215, -57.0808539 -25.2631929)",,Calle Palma,,
164595755,False,2,residential,True,146.12900000000002,"LINESTRING (-57.0822558 -25.2628215, -57.0822024 -25.2626958, -57.0818765 -25.2615537)",,14 de Mayo,,
117108059,False,2,tertiary,False,146.71,"LINESTRING (-57.0808539 -25.2631929, -57.0812579 -25.2644607)",,,,
279564689,False,2,residential,False,146.9,"LINESTRING (-57.0808539 -25.2631929, -57.0822558 -25.2628215)",,Calle Palma,,
117108059,False,2,tertiary,True,147.05200000000002,"LINESTRING (-57.0808539 -25.2631929, -57.0805502 -25.2623271, -57.080441 -25.2619249)",,,,
415837633,False,2,tertiary,True,147.865,"LINESTRING (-57.0808539 -25.2631929, -57.0795538 -25.2635497, -57.0794497 -25.2635865)",,Calle Palma,,
117108062,False,2,primary,True,144.717,"LINESTRING (-57.0832827 -25.261183, -57.0836561 -25.2624399)",D009,Capitan Pedro Juan Caballero,,
117108077,False,2,residential,False,146.785,"LINESTRING (-57.0832827 -25.261183, -57.0846762 -25.2607901)",,,,
117108077,False,2,residential,True,147.295,"LINESTRING (-57.0832827 -25.261183, -57.0818765 -25.2615537)",,,,
117108062,False,2,primary,False,150.49900000000002,"LINESTRING (-57.0832827 -25.261183, -57.083072 -25.2605401, -57.0828502 -25.2598873)",D009,Capitan Pedro Juan Caballero,,
117108062,False,2,primary,False,144.717,"LINESTRING (-57.0836561 -25.2624399, -57.0832827 -25.261183)",D009,Capitan Pedro Juan Caballero,,
117108062,False,2,primary,True,147.088,"LINESTRING (-57.0836561 -25.2624399, -57.0840716 -25.2637082)",D009,Capitan Pedro Juan Caballero,,
279564689,False,2,residential,True,97.127,"LINESTRING (-57.0836561 -25.2624399, -57.0827297 -25.262687)",,Calle Palma,,
279564689,False,2,residential,False,148.269,"LINESTRING (-57.0836561 -25.2624399, -57.0846124 -25.2621974, -57.0850758 -25.26208)",,Calle Palma,,
117108059,False,2,tertiary,True,146.71,"LINESTRING (-57.0812579 -25.2644607, -57.0808539 -25.2631929)",,,,
117108065,False,2,residential,False,143.99,"LINESTRING (-57.0812579 -25.2644607, -57.0826328 -25.264099)",,,,
164592572,False,2,residential,True,99.884,"LINESTRING (-57.0838292 -25.2568498, -57.0847346 -25.2566191, -57.0847823 -25.2565991)",,Julia Miranda Cueto de Estigarribia,,
164595302,False,2,primary,True,44.535000000000004,"LINESTRING (-57.0838292 -25.2568498, -57.0834296 -25.256954, -57.0834037 -25.2569608)",D009,Julia Miranda Cueto de Estigarribia,,
"[572908486, 572908487]",False,2,primary,False,116.794,"LINESTRING (-57.0838292 -25.2568498, -57.0839472 -25.2567528, -57.0840867 -25.2566072, -57.0845628 -25.2560383)",D009,Ruta Tobatí - Arroyos y Esteros,yes,
117108059,False,2,tertiary,True,152.883,"LINESTRING (-57.0796116 -25.2593786, -57.0791141 -25.2580794)",,,,
164592585,False,2,residential,False,148.092,"LINESTRING (-57.0796116 -25.2593786, -57.0810198 -25.258989)",,,,
117108059,False,2,tertiary,False,148.698,"LINESTRING (-57.0796116 -25.2593786, -57.0797536 -25.2598663, -57.0799626 -25.2604569, -57.0800286 -25.2606612)",,,,
164592585,False,2,residential,True,146.218,"LINESTRING (-57.0796116 -25.2593786, -57.0787049 -25.2596059, -57.0782094 -25.2597264)",,,,
117108062,False,2,primary,False,147.088,"LINESTRING (-57.0840716 -25.2637082, -57.0836561 -25.2624399)",D009,Capitan Pedro Juan Caballero,,
117108065,False,2,residential,False,146.746,"LINESTRING (-57.0840716 -25.2637082, -57.0854752 -25.2633471)",,,,
117108065,False,2,residential,True,99.069,"LINESTRING (-57.0840716 -25.2637082, -57.0831325 -25.2639775)",,,,
117108059,False,2,tertiary,False,146.509,"LINESTRING (-57.0800286 -25.2606612, -57.080441 -25.2619249)",,,,
164592527,False,2,residential,False,148.256,"LINESTRING (-57.0800286 -25.2606612, -57.0814397 -25.2602751)",,Concepción,,
