osmid,highway,oneway,reversed,length,bridge,geometry,name,ref
"[177784003, 177784012, 177783998]",residential,False,True,634.547,yes,"LINESTRING (40.4452461 40.9236581, 40.4450801 40.9239832, 40.4450248 40.9242758, 40.4450432 40.9246846, 40.4450432 40.9248843, 40.444865 40.9252373, 40.4446683 40.9255438, 40.4443916 40.9256924, 40.4434941 40.9260547, 40.4431315 40.9261058, 40.4428548 40.9262033, 40.4424676 40.9264541, 40.4423016 40.9266353, 40.4421664 40.9269372, 40.4420434 40.9272994, 40.441816 40.9276199, 40.4417238 40.9278196, 40.4416851 40.9281455)",,
177784009,residential,False,True,68.92699999999999,,"LINESTRING (40.4405742 40.9275177, 40.4405435 40.9276199, 40.4405681 40.9278289, 40.4406603 40.9281261)",,
"[177784000, 177784006, 177784008]",tertiary,False,False,87.061,yes,"LINESTRING (40.4406603 40.9281261, 40.4408939 40.9281679, 40.4411213 40.9281633, 40.4414963 40.9281261, 40.4416851 40.9281455)",Kalkandere Köprüsü,
177784009,residential,False,False,68.927,,"LINESTRING (40.4406603 40.9281261, 40.4405681 40.9278289, 40.4405435 40.9276199, 40.4405742 40.9275177)",,
177784009,residential,False,True,201.132,,"LINESTRING (40.4406603 40.9281261, 40.4406541 40.9282144, 40.4405312 40.9283816, 40.4403345 40.9285627, 40.4396767 40.928911, 40.4392587 40.9290736, 40.4390928 40.9290736, 40.4388351 40.929002)",,
177784008,tertiary,False,False,58.286,,"LINESTRING (40.4416851 40.9281455, 40.4421295 40.9281912, 40.4423679 40.9282348)",,
"[177784008, 177784006, 177784000]",tertiary,False,True,87.061,yes,"LINESTRING (40.4416851 40.9281455, 40.4414963 40.9281261, 40.4411213 40.9281633, 40.4408939 40.9281679, 40.4406603 40.9281261)",Kalkandere Köprüsü,
"[177784003, 177784012, 177783998]",residential,False,False,634.5469999999998,yes,"LINESTRING (40.4416851 40.9281455, 40.4417238 40.9278196, 40.441816 40.9276199, 40.4420434 40.9272994, 40.4421664 40.9269372, 40.4423016 40.9266353, 40.4424676 40.9264541, 40.4428548 40.9262033, 40.4431315 40.9261058, 40.4434941 40.9260547, 40.4443916 40.9256924, 40.4446683 40.9255438, 40.444865 40.9252373, 40.4450432 40.9248843, 40.4450432 40.9246846, 40.4450248 40.9242758, 40.4450801 40.9239832, 40.4452461 40.9236581)",,
177784007,tertiary,False,False,55.145,,"LINESTRING (40.4423679 40.9282348, 40.4422954 40.9286138, 40.4423196 40.9287253)",,
177784007,tertiary,False,True,141.276,,"LINESTRING (40.4423679 40.9282348, 40.4423815 40.9281633, 40.4427196 40.9276199, 40.4430793 40.9270874)",,
177784008,tertiary,False,True,58.286,,"LINESTRING (40.4423679 40.9282348, 40.4421295 40.9281912, 40.4416851 40.9281455)",,
177784009,residential,False,False,89.77999999999999,,"LINESTRING (40.4384227 40.9283119, 40.4385641 40.9288042, 40.4386748 40.9289575, 40.4388351 40.929002)",,
307329888,secondary,False,False,16.214,,"LINESTRING (40.4423196 40.9287253, 40.4423508 40.9288692)",,53-50
177784007,tertiary,False,True,55.145,,"LINESTRING (40.4423196 40.9287253, 40.4422954 40.9286138, 40.4423679 40.9282348)",,
307329888,secondary,False,True,16.214,,"LINESTRING (40.4423508 40.9288692, 40.4423196 40.9287253)",,53-50
307329889,secondary,True,False,39.7,,"LINESTRING (40.4423508 40.9288692, 40.4425379 40.9290716, 40.4426432 40.9291478)",,53-50
220476171,secondary,True,False,12.857,,"LINESTRING (40.4424922 40.9291666, 40.4426432 40.9291478)",,53-50
307329887,secondary,True,False,35.138,,"LINESTRING (40.4424922 40.9291666, 40.4423508 40.9288692)",,53-50
"[177784001, 177784004, 177784005]",secondary,False,True,512.254,yes,"LINESTRING (40.4424922 40.9291666, 40.4423528 40.9291884, 40.442025 40.929264, 40.4417545 40.9293058, 40.441441 40.9292872, 40.4413918 40.9293383, 40.4413795 40.9294498, 40.4413734 40.9296309, 40.4413119 40.9297888, 40.4411213 40.9299142, 40.4407648 40.9300025, 40.4404267 40.9300257, 40.4395661 40.9299932, 40.4390928 40.9299328, 40.4382322 40.9297656, 40.4379432 40.9297935, 40.437642 40.9298445, 40.43739 40.9298445, 40.4371072 40.9298492)",,53-50
307329890,secondary,False,True,23.074,,"LINESTRING (40.4424922 40.9291666, 40.442576 40.9292399, 40.4426381 40.9292493, 40.44272 40.9292386)",,53-50
307329891,secondary,True,False,11.537,,"LINESTRING (40.44272 40.9292386, 40.4427749 40.9293337)",,53-51
307329890,secondary,False,False,23.073999999999998,,"LINESTRING (40.44272 40.9292386, 40.4426381 40.9292493, 40.442576 40.9292399, 40.4424922 40.9291666)",,53-50
177783997,residential,False,True,82.878,,"LINESTRING (40.4427749 40.9293337, 40.4428917 40.9292501, 40.4429716 40.9292501, 40.4430208 40.9293151, 40.4430208 40.9294498, 40.4431376 40.929552, 40.4433885 40.9296613)",,
307329891,secondary,True,False,160.738,,"LINESTRING (40.4427749 40.9293337, 40.4426335 40.9297377, 40.4424122 40.930021, 40.4421971 40.9301929, 40.4418713 40.9302811, 40.4416064 40.930296)",,53-51
"[177784001, 177784004, 177784005]",secondary,False,False,512.254,yes,"LINESTRING (40.4371072 40.9298492, 40.43739 40.9298445, 40.437642 40.9298445, 40.4379432 40.9297935, 40.4382322 40.9297656, 40.4390928 40.9299328, 40.4395661 40.9299932, 40.4404267 40.9300257, 40.4407648 40.9300025, 40.4411213 40.9299142, 40.4413119 40.9297888, 40.4413734 40.9296309, 40.4413795 40.9294498, 40.4413918 40.9293383, 40.441441 40.9292872, 40.4417545 40.9293058, 40.442025 40.929264, 40.4423528 40.9291884, 40.4424922 40.9291666)",,53-50
307329906,residential,False,False,177.12699999999998,,"LINESTRING (40.4371072 40.9298492, 40.4375188 40.9296372, 40.4379779 40.9295009, 40.4382074 40.9293647, 40.4384861 40.9293089, 40.4386583 40.9291789, 40.4388351 40.929002)",,
177783997,residential,False,False,128.44,,"LINESTRING (40.4448834 40.9298585, 40.4441396 40.929812, 40.4437277 40.929761, 40.4434573 40.9296913, 40.4433885 40.9296613)",,
177784010,secondary,True,False,167.615,,"LINESTRING (40.4416064 40.930296, 40.4420741 40.9301371, 40.4423077 40.9299699, 40.442529 40.9297424, 40.4426028 40.9295891, 40.4425659 40.9293848, 40.4424922 40.9291666)",,53-51
1138273194,residential,False,False,224.00900000000001,,"LINESTRING (40.4416064 40.930296, 40.4415209 40.9304065, 40.4412627 40.9306759, 40.4409492 40.9308802, 40.4404759 40.9310892, 40.4402238 40.931261, 40.4399841 40.9316047, 40.4398026 40.9317244)",,
307329891,secondary,True,False,11.982,,"LINESTRING (40.4426432 40.9291478, 40.44272 40.9292386)",,53-51
177784009,residential,False,False,201.13199999999998,,"LINESTRING (40.4388351 40.929002, 40.4390928 40.9290736, 40.4392587 40.9290736, 40.4396767 40.928911, 40.4403345 40.9285627, 40.4405312 40.9283816, 40.4406541 40.9282144, 40.4406603 40.9281261)",,
177784009,residential,False,True,89.78,,"LINESTRING (40.4388351 40.929002, 40.4386748 40.9289575, 40.4385641 40.9288042, 40.4384227 40.9283119)",,
307329906,residential,False,True,177.12699999999998,,"LINESTRING (40.4388351 40.929002, 40.4386583 40.9291789, 40.4384861 40.9293089, 40.4382074 40.9293647, 40.4379779 40.9295009, 40.4375188 40.9296372, 40.4371072 40.9298492)",,
362008994,residential,False,False,318.134,,"LINESTRING (40.444146 40.9316369, 40.4440236 40.931606, 40.4437554 40.9314519, 40.4435631 40.9311832, 40.4432949 40.9308529, 40.4432774 40.9307692, 40.4433998 40.9306767, 40.4436505 40.930593, 40.4437088 40.9304917, 40.4437846 40.9303508, 40.4438779 40.9302847, 40.4440994 40.9302275, 40.4441169 40.9301306, 40.4439129 40.9300293, 40.4434756 40.9298487, 40.4433885 40.9296613)",,
