osmid,highway,oneway,reversed,length,geometry,ref,maxspeed,name,junction
117330863,residential,False,False,81.152,"LINESTRING (27.8336149 37.5579436, 27.8336382 37.5578514, 27.8336149 37.5577176, 27.8335742 37.5575746, 27.8333589 37.5574132, 27.8332102 37.5573954)",,,,
117330863,residential,False,True,62.181999999999995,"LINESTRING (27.8336149 37.5579436, 27.8335334 37.5582434, 27.8334811 37.5584925)",,,,
117330898,residential,False,False,89.404,"LINESTRING (27.8336149 37.5579436, 27.8338011 37.5579713, 27.8340571 37.5580036, 27.8343713 37.5581466, 27.834562 37.5582024)",,,,
117330898,residential,False,True,59.239000000000004,"LINESTRING (27.8336149 37.5579436, 27.8333414 37.5579482, 27.8332192 37.5579205, 27.8329865 37.5578098)",,,,
117330859,residential,False,False,42.055,"LINESTRING (27.8334811 37.5584925, 27.8339407 37.558594)",,,,
117330859,residential,False,True,12.198,"LINESTRING (27.8334811 37.5584925, 27.8333472 37.5584648)",,,,
117330863,residential,False,False,62.181999999999995,"LINESTRING (27.8334811 37.5584925, 27.8335334 37.5582434, 27.8336149 37.5579436)",,,,
117330863,residential,False,True,77.733,"LINESTRING (27.8334811 37.5584925, 27.8334927 37.5586954, 27.8335334 37.5589076, 27.8334694 37.5591843)",,,,
117330731,residential,False,True,104.845,"LINESTRING (27.8333286 37.5570418, 27.834197 37.5563975)",,,,
117330820,tertiary,False,False,10.659,"LINESTRING (27.8333286 37.5570418, 27.8334242 37.5571005)",,,,
117330820,tertiary,False,True,55.874,"LINESTRING (27.8333286 37.5570418, 27.8327534 37.5568307)",,,,
477564764,residential,False,False,141.25799999999998,"LINESTRING (27.8333286 37.5570418, 27.8331571 37.5568444, 27.8321975 37.556149)",,,,
117330866,residential,False,True,13.793,"LINESTRING (27.8344661 37.5603093, 27.8345424 37.560201)",,,,
117330866,residential,False,False,55.745000000000005,"LINESTRING (27.8344661 37.5603093, 27.8342824 37.5605494, 27.8341872 37.5607566)",,,,
117330892,residential,False,True,137.562,"LINESTRING (27.8344661 37.5603093, 27.8340185 37.5602533, 27.8332757 37.5601976, 27.8329167 37.5601649)",,,,
117330901,residential,False,True,47.266,"LINESTRING (27.8350106 37.5605583, 27.8346371 37.5602533)",,,,
117330857,residential,False,False,96.641,"LINESTRING (27.8350106 37.5605583, 27.834644 37.560928, 27.8346098 37.5609558, 27.8343703 37.5609512, 27.834171 37.5610143)",,,,
117330901,residential,False,False,122.763,"LINESTRING (27.8350106 37.5605583, 27.8355873 37.561012, 27.8356862 37.5612011, 27.8357619 37.5612887, 27.8358557 37.5614179)",,,,
117330581,residential,False,False,109.884,"LINESTRING (27.8363108 37.5630633, 27.8362316 37.5629416, 27.8361851 37.5626944, 27.8359876 37.5621138)",,,,
117330820,tertiary,False,False,23.928,"LINESTRING (27.8344042 37.557694, 27.8346163 37.5578283)",,,,
117330820,tertiary,False,True,29.758,"LINESTRING (27.8344042 37.557694, 27.8341399 37.5575275)",,,,
117330866,residential,False,False,58.235,"LINESTRING (27.8344042 37.557694, 27.8344998 37.5580274, 27.834562 37.5582024)",,,,
117330866,residential,False,False,31.497,"LINESTRING (27.834562 37.5582024, 27.8345791 37.5582899, 27.8346086 37.5584832)",,,,
117330866,residential,False,True,58.235,"LINESTRING (27.834562 37.5582024, 27.8344998 37.5580274, 27.8344042 37.557694)",,,,
117330898,residential,False,True,89.40400000000001,"LINESTRING (27.834562 37.5582024, 27.8343713 37.5581466, 27.8340571 37.5580036, 27.8338011 37.5579713, 27.8336149 37.5579436)",,,,
117330866,residential,False,False,16.299,"LINESTRING (27.8345719 37.5600563, 27.8345424 37.560201)",,,,
117330866,residential,False,True,71.208,"LINESTRING (27.8345719 37.5600563, 27.8344088 37.5594291)",,,,
117330599,residential,False,True,107.649,"LINESTRING (27.8345719 37.5600563, 27.8339943 37.559868, 27.8334085 37.5597779)",,,,
117330820,tertiary,False,True,54.281,"LINESTRING (27.8358914 37.5584346, 27.8353509 37.5582007)",,,,
117330921,secondary,False,False,56.539,"LINESTRING (27.8358914 37.5584346, 27.8361101 37.5579566)",09-30,50,,
117330921,secondary,False,True,72.89399999999999,"LINESTRING (27.8358914 37.5584346, 27.8360653 37.5585509, 27.8361751 37.5586853, 27.836244 37.5589081, 27.8362396 37.5589937)",09-30,50,,
117330866,residential,False,False,27.728,"LINESTRING (27.8346086 37.5584832, 27.8344999 37.5587172)",,,,
117330866,residential,False,True,31.497,"LINESTRING (27.8346086 37.5584832, 27.8345791 37.5582899, 27.834562 37.5582024)",,,,
1019655139,residential,False,False,120.794,"LINESTRING (27.8346086 37.5584832, 27.8349254 37.5585743, 27.8354297 37.5586402, 27.835655 37.5586891, 27.8358988 37.5588116)",,,,
117330876,residential,False,True,95.276,"LINESTRING (27.837409 37.5572664, 27.836341 37.5571347)",,,,
117330834,residential,False,False,28.452,"LINESTRING (27.8340687 37.5591797, 27.8343851 37.5592303)",,,,
117330834,residential,False,True,52.829,"LINESTRING (27.8340687 37.5591797, 27.8334694 37.5591843)",,,,
117330749,residential,False,False,33.158,"LINESTRING (27.8340687 37.5591797, 27.8340978 37.5590414, 27.8340745 37.5588845)",,,,
"[117330861, 117330599]",residential,False,False,71.44200000000001,"LINESTRING (27.8329167 37.5601649, 27.8330657 37.5598479, 27.8331708 37.5597679, 27.8334085 37.5597779)",,,,
