osmid,ref,highway,oneway,reversed,length,name,geometry,bridge
307311736,61-29,secondary,False,False,11.633,,"LINESTRING (40.3671769 40.8869136, 40.3672004 40.8870167)",
238779621,,tertiary,False,False,132.2,,"LINESTRING (40.3682798 40.8893815, 40.3697911 40.8897104)",
238779603,61-29,secondary,False,True,35.72,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.3682798 40.8893815, 40.3681631 40.8892437, 40.3680584 40.8891074)",
238779606,61-29,secondary,True,False,98.345,Ömer Çetin Nuhoğlu Bulvarı ,"LINESTRING (40.3682798 40.8893815, 40.3680949 40.8898518, 40.3679033 40.890218)",
901985373,,tertiary,False,False,83.715,,"LINESTRING (40.3682798 40.8893815, 40.3684746 40.8892442, 40.3687487 40.8889218, 40.3688357 40.8887669)",
901985373,,tertiary,False,True,12.373,,"LINESTRING (40.3687533 40.8886747, 40.3688357 40.8887669)",
238779616,,residential,False,False,76.16499999999999,,"LINESTRING (40.3687533 40.8886747, 40.3686458 40.8887343, 40.3681782 40.8889918, 40.3680584 40.8891074)",
307311736,61-29,secondary,False,True,157.139,,"LINESTRING (40.3675175 40.8884094, 40.3672004 40.8870167)",
"[238779601, 238779603]",61-29,secondary,False,False,46.307,"['Ömer Çetin Nuhoğlu Bulvarı', 'Sarmaşık - Hayrat Yolu']","LINESTRING (40.3675175 40.8884094, 40.3675871 40.8886768, 40.3676393 40.8888152)",yes
307311742,,tertiary,False,False,217.261,,"LINESTRING (40.3675175 40.8884094, 40.3673057 40.8883582, 40.3671392 40.8883582, 40.3669376 40.8884344, 40.3667403 40.8885073, 40.3664335 40.8885139, 40.3661399 40.8884675, 40.3660128 40.8884874, 40.3659953 40.8885769, 40.3660873 40.8887227, 40.3660873 40.8888519, 40.3659602 40.8889977, 40.3657617 40.8891457)",
238779603,61-29,secondary,False,False,47.925,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.3676393 40.8888152, 40.3680584 40.8891074)",
"[238779601, 238779603]",61-29,secondary,False,True,46.307,"['Ömer Çetin Nuhoğlu Bulvarı', 'Sarmaşık - Hayrat Yolu']","LINESTRING (40.3676393 40.8888152, 40.3675871 40.8886768, 40.3675175 40.8884094)",yes
238779624,,residential,False,False,183.92000000000002,Cumhuriyet Caddesi,"LINESTRING (40.3676393 40.8888152, 40.3674485 40.8889356, 40.3673514 40.8891486, 40.3670943 40.8901243, 40.3670116 40.8903622)",
901985373,,tertiary,False,False,12.373,,"LINESTRING (40.3688357 40.8887669, 40.3687533 40.8886747)",
238779627,,residential,False,False,104.505,,"LINESTRING (40.3688357 40.8887669, 40.3695627 40.8890039, 40.3697976 40.8890434, 40.3700069 40.8890626)",
901985373,,tertiary,False,True,83.715,,"LINESTRING (40.3688357 40.8887669, 40.3687487 40.8889218, 40.3684746 40.8892442, 40.3682798 40.8893815)",
238779611,,residential,False,False,74.281,,"LINESTRING (40.3700069 40.8890626, 40.3697911 40.8897104)",
238779627,,residential,False,False,48.417,,"LINESTRING (40.3700069 40.8890626, 40.3702551 40.8890935, 40.370567 40.889161)",
238779627,,residential,False,True,104.505,,"LINESTRING (40.3700069 40.8890626, 40.3697976 40.8890434, 40.3695627 40.8890039, 40.3688357 40.8887669)",
238779627,,residential,False,True,48.417,,"LINESTRING (40.370567 40.889161, 40.3702551 40.8890935, 40.3700069 40.8890626)",
238779603,61-29,secondary,False,True,47.925,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.3680584 40.8891074, 40.3676393 40.8888152)",
238779603,61-29,secondary,False,False,35.72,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.3680584 40.8891074, 40.3681631 40.8892437, 40.3682798 40.8893815)",
238779616,,residential,False,True,76.165,,"LINESTRING (40.3680584 40.8891074, 40.3681782 40.8889918, 40.3686458 40.8887343, 40.3687533 40.8886747)",
238779619,,residential,False,True,158.162,,"LINESTRING (40.3680584 40.8891074, 40.3677593 40.8895088, 40.3674983 40.8898659, 40.3673615 40.8901713, 40.3673161 40.8904)",
238779621,,tertiary,False,True,87.291,,"LINESTRING (40.3707871 40.8895483, 40.3706218 40.8895535, 40.37034 40.8896566, 40.3700085 40.8897205, 40.3697911 40.8897104)",
238779622,,tertiary,False,True,807.978,,"LINESTRING (40.3707871 40.8895483, 40.3707834 40.8896307, 40.3705946 40.8897827, 40.3704814 40.8898941, 40.3702214 40.8900805, 40.3699532 40.8902183, 40.3699019 40.8902693, 40.3699793 40.890314, 40.3700773 40.8903148, 40.3704512 40.8901893, 40.370676 40.8901581, 40.3707073 40.8902185, 40.3705302 40.890328, 40.3704006 40.8904344, 40.370208 40.8905612, 40.3701747 40.8906739, 40.3702032 40.8908005, 40.370273 40.8909504, 40.3703502 40.8910969, 40.3703422 40.8912675, 40.3701396 40.8915573, 40.3701707 40.891623, 40.3703074 40.8916465, 40.3704069 40.8915901, 40.3705829 40.891486, 40.3708623 40.8913987, 40.3709557 40.8913118, 40.3711154 40.8911391, 40.3713503 40.8910204, 40.3714621 40.8910421, 40.3714474 40.8911133, 40.3713547 40.8912269, 40.3712998 40.8913612, 40.371265 40.8915651, 40.3711651 40.8916888, 40.371099 40.8918093, 40.3711522 40.8919442, 40.3712784 40.8921026, 40.3713299 40.8922787, 40.3712782 40.8927123, 40.3712674 40.893111, 40.3713323 40.8933249, 40.3716625 40.8935137)",
238779611,,residential,False,True,74.281,,"LINESTRING (40.3697911 40.8897104, 40.3700069 40.8890626)",
238779621,,tertiary,False,True,132.2,,"LINESTRING (40.3697911 40.8897104, 40.3682798 40.8893815)",
238779621,,tertiary,False,False,87.291,,"LINESTRING (40.3697911 40.8897104, 40.3700085 40.8897205, 40.37034 40.8896566, 40.3706218 40.8895535, 40.3707871 40.8895483)",
238779617,,residential,False,False,25.939,,"LINESTRING (40.3670116 40.8903622, 40.3673161 40.8904)",
238779624,,residential,False,False,75.188,Cumhuriyet Caddesi,"LINESTRING (40.3670116 40.8903622, 40.3669203 40.8905706, 40.3667276 40.8907961, 40.3666367 40.8909713)",
238779624,,residential,False,True,183.92,Cumhuriyet Caddesi,"LINESTRING (40.3670116 40.8903622, 40.3670943 40.8901243, 40.3673514 40.8891486, 40.3674485 40.8889356, 40.3676393 40.8888152)",
238779617,,residential,False,True,25.939,,"LINESTRING (40.3673161 40.8904, 40.3670116 40.8903622)",
238779617,,residential,False,False,27.704,,"LINESTRING (40.3673161 40.8904, 40.3675329 40.8904422, 40.3676163 40.8904913)",
238779619,,residential,False,False,158.162,,"LINESTRING (40.3673161 40.8904, 40.3673615 40.8901713, 40.3674983 40.8898659, 40.3677593 40.8895088, 40.3680584 40.8891074)",
238779617,,residential,False,False,10.104,,"LINESTRING (40.3676163 40.8904913, 40.367643 40.8905799)",
238779617,,residential,False,True,27.704,,"LINESTRING (40.3676163 40.8904913, 40.3675329 40.8904422, 40.3673161 40.8904)",
238779632,61-29,secondary,True,False,135.892,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.3676163 40.8904913, 40.3678517 40.8901049, 40.3681661 40.8894969, 40.3682798 40.8893815)",
238779617,,residential,False,True,10.104,,"LINESTRING (40.367643 40.8905799, 40.3676163 40.8904913)",
238779606,61-29,secondary,True,False,60.647,Ömer Çetin Nuhoğlu Bulvarı ,"LINESTRING (40.367643 40.8905799, 40.3675647 40.8906497, 40.3673949 40.8907686, 40.3670778 40.8909112)",
238779606,61-29,secondary,True,False,41.734,Ömer Çetin Nuhoğlu Bulvarı ,"LINESTRING (40.3670778 40.8909112, 40.3667987 40.8910103, 40.3666277 40.8910696)",
238779615,,residential,False,False,316.98800000000006,,"LINESTRING (40.3670778 40.8909112, 40.3673242 40.8912707, 40.367548 40.8914257, 40.367663 40.891452, 40.3677392 40.891545, 40.3677553 40.891695, 40.3677231 40.8920073, 40.3678089 40.8921492, 40.3679109 40.8926926, 40.3678894 40.8928994, 40.3678304 40.8930576, 40.367707 40.8933536, 40.3677499 40.8935158)",
238779613,,residential,False,True,10.957,,"LINESTRING (40.3666367 40.8909713, 40.3666277 40.8910696)",
238779624,,residential,False,True,75.188,Cumhuriyet Caddesi,"LINESTRING (40.3666367 40.8909713, 40.3667276 40.8907961, 40.3669203 40.8905706, 40.3670116 40.8903622)",
238779632,61-29,secondary,True,False,99.264,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.3666367 40.8909713, 40.3668568 40.8908921, 40.3672847 40.890725, 40.3674656 40.8906204, 40.3676163 40.8904913)",
238779613,,residential,False,False,10.957,,"LINESTRING (40.3666277 40.8910696, 40.3666367 40.8909713)",
238779606,61-29,secondary,True,False,95.42699999999999,Ömer Çetin Nuhoğlu Bulvarı ,"LINESTRING (40.3666277 40.8910696, 40.3664043 40.8912155, 40.3660999 40.8914774, 40.365814 40.8916653)",
238779632,61-29,secondary,True,False,104.268,Ömer Çetin Nuhoğlu Bulvarı,"LINESTRING (40.365814 40.8916653, 40.3662801 40.8912049, 40.3664667 40.8910631, 40.3666367 40.8909713)",
238779622,,tertiary,False,False,11.643,,"LINESTRING (40.3729861 40.8932909, 40.3728576 40.89333)",
238779629,,residential,False,False,74.944,,"LINESTRING (40.3729861 40.8932909, 40.3737202 40.8931683, 40.37386 40.8931683)",
238779622,,tertiary,False,False,807.9779999999998,,"LINESTRING (40.3716625 40.8935137, 40.3713323 40.8933249, 40.3712674 40.893111, 40.3712782 40.8927123, 40.3713299 40.8922787, 40.3712784 40.8921026, 40.3711522 40.8919442, 40.371099 40.8918093, 40.3711651 40.8916888, 40.371265 40.8915651, 40.3712998 40.8913612, 40.3713547 40.8912269, 40.3714474 40.8911133, 40.3714621 40.8910421, 40.3713503 40.8910204, 40.3711154 40.8911391, 40.3709557 40.8913118, 40.3708623 40.8913987, 40.3705829 40.891486, 40.3704069 40.8915901, 40.3703074 40.8916465, 40.3701707 40.891623, 40.3701396 40.8915573, 40.3703422 40.8912675, 40.3703502 40.8910969, 40.370273 40.8909504, 40.3702032 40.8908005, 40.3701747 40.8906739, 40.370208 40.8905612, 40.3704006 40.8904344, 40.3705302 40.890328, 40.3707073 40.8902185, 40.370676 40.8901581, 40.3704512 40.8901893, 40.3700773 40.8903148, 40.3699793 40.890314, 40.3699019 40.8902693, 40.3699532 40.8902183, 40.3702214 40.8900805, 40.3704814 40.8898941, 40.3705946 40.8897827, 40.3707834 40.8896307, 40.3707871 40.8895483)",
238779622,,tertiary,False,True,103.526,,"LINESTRING (40.3716625 40.8935137, 40.3718977 40.8935168, 40.3721815 40.893477, 40.3725075 40.8934365, 40.3728576 40.89333)",
238779606,61-29,secondary,True,False,45.935,Ömer Çetin Nuhoğlu Bulvarı ,"LINESTRING (40.3679033 40.890218, 40.3677663 40.8904403, 40.367643 40.8905799)",
403648262,,residential,False,False,465.05099999999993,,"LINESTRING (40.3679033 40.890218, 40.3684318 40.8905059, 40.3689468 40.8906316, 40.3690433 40.8907086, 40.3690219 40.8907979, 40.3688341 40.8909114, 40.3687054 40.8911183, 40.3686142 40.891321, 40.3686249 40.8915076, 40.3686356 40.8917265, 40.3686785 40.8918441, 40.3687644 40.8918969, 40.368818 40.8917914, 40.3689575 40.8915846, 40.3691774 40.8915116, 40.3692847 40.8915724, 40.3692901 40.8916657, 40.3693437 40.8917874, 40.3694242 40.8920185, 40.3694456 40.8921929, 40.3693544 40.8922862, 40.3692203 40.8923835, 40.3691613 40.8924849, 40.3691238 40.8926998)",
403648262,,residential,False,True,465.051,,"LINESTRING (40.3691238 40.8926998, 40.3691613 40.8924849, 40.3692203 40.8923835, 40.3693544 40.8922862, 40.3694456 40.8921929, 40.3694242 40.8920185, 40.3693437 40.8917874, 40.3692901 40.8916657, 40.3692847 40.8915724, 40.3691774 40.8915116, 40.3689575 40.8915846, 40.368818 40.8917914, 40.3687644 40.8918969, 40.3686785 40.8918441, 40.3686356 40.8917265, 40.3686249 40.8915076, 40.3686142 40.891321, 40.3687054 40.8911183, 40.3688341 40.8909114, 40.3690219 40.8907979, 40.3690433 40.8907086, 40.3689468 40.8906316, 40.3684318 40.8905059, 40.3679033 40.890218)",
307311742,,tertiary,False,True,217.26100000000002,,"LINESTRING (40.3657617 40.8891457, 40.3659602 40.8889977, 40.3660873 40.8888519, 40.3660873 40.8887227, 40.3659953 40.8885769, 40.3660128 40.8884874, 40.3661399 40.8884675, 40.3664335 40.8885139, 40.3667403 40.8885073, 40.3669376 40.8884344, 40.3671392 40.8883582, 40.3673057 40.8883582, 40.3675175 40.8884094)",
238779622,,tertiary,False,True,11.643,,"LINESTRING (40.3728576 40.89333, 40.3729861 40.8932909)",
238779622,,tertiary,False,False,103.526,,"LINESTRING (40.3728576 40.89333, 40.3725075 40.8934365, 40.3721815 40.893477, 40.3718977 40.8935168, 40.3716625 40.8935137)",
405179084,,living_street,False,False,39.417,,"LINESTRING (40.3728576 40.89333, 40.3726723 40.8935618, 40.3726294 40.8936389)",
405179084,,living_street,False,True,39.417,,"LINESTRING (40.3726294 40.8936389, 40.3726723 40.8935618, 40.3728576 40.89333)",
513851353,,residential,False,True,62.927,,"LINESTRING (40.366964 40.8875565, 40.3669238 40.8872159, 40.3669806 40.8869961)",
513851353,,residential,False,False,62.927,,"LINESTRING (40.3669806 40.8869961, 40.3669238 40.8872159, 40.366964 40.8875565)",
513851354,,residential,False,False,110.97,,"LINESTRING (40.3669806 40.8869961, 40.366838 40.8869928, 40.366787 40.887009, 40.3667468 40.88708, 40.3667414 40.8871571, 40.3667119 40.8878506)",
513851354,,residential,False,True,18.633,,"LINESTRING (40.3669806 40.8869961, 40.367015 40.8869969, 40.3672004 40.8870167)",
513851354,,residential,False,True,110.97,,"LINESTRING (40.3667119 40.8878506, 40.3667414 40.8871571, 40.3667468 40.88708, 40.366787 40.887009, 40.366838 40.8869928, 40.3669806 40.8869961)",
307311736,61-29,secondary,False,False,157.139,,"LINESTRING (40.3672004 40.8870167, 40.3675175 40.8884094)",
307311736,61-29,secondary,False,True,11.633,,"LINESTRING (40.3672004 40.8870167, 40.3671769 40.8869136)",
513851354,,residential,False,False,18.633,,"LINESTRING (40.3672004 40.8870167, 40.367015 40.8869969, 40.3669806 40.8869961)",
238779615,,residential,False,True,316.98799999999994,,"LINESTRING (40.3677499 40.8935158, 40.367707 40.8933536, 40.3678304 40.8930576, 40.3678894 40.8928994, 40.3679109 40.8926926, 40.3678089 40.8921492, 40.3677231 40.8920073, 40.3677553 40.891695, 40.3677392 40.891545, 40.367663 40.891452, 40.367548 40.8914257, 40.3673242 40.8912707, 40.3670778 40.8909112)",
238779629,,residential,False,True,74.944,,"LINESTRING (40.37386 40.8931683, 40.3737202 40.8931683, 40.3729861 40.8932909)",
