osmid,oneway,name,highway,reversed,length,lanes,geometry,junction
25412589,True,Süleyman Nazif Sokak,residential,False,93.131,,"LINESTRING (32.8532264 39.884889, 32.8532783 39.8840524)",
231674409,False,Hoşdere Caddesi,secondary,False,68.052,2,"LINESTRING (32.8532264 39.884889, 32.8530849 39.8848908, 32.8525516 39.8849071, 32.85243 39.8849174)",
231674409,False,Hoşdere Caddesi,secondary,True,99.566,2,"LINESTRING (32.8532264 39.884889, 32.8536348 39.88491, 32.8540461 39.8849548, 32.8542392 39.8849824, 32.8543825 39.8850029)",
19713212,True,Simon Bolivar Caddesi,primary,False,71.708,,"LINESTRING (32.8561389 39.8839758, 32.8565137 39.8833986)",
7719788,True,Abidin Daver Sokak,residential,False,132.505,,"LINESTRING (32.8565137 39.8833986, 32.856272 39.8833054, 32.856018 39.8832121, 32.8557648 39.883137, 32.8554801 39.883063, 32.8550663 39.8829768)",
19713212,True,Simon Bolivar Caddesi,primary,False,68.90299999999999,,"LINESTRING (32.8565137 39.8833986, 32.8568087 39.882985, 32.8569105 39.8828591)",
198921252,False,Sedat Simavi Caddesi,residential,True,90.452,,"LINESTRING (32.8569105 39.8828591, 32.8567738 39.8827988, 32.8564917 39.8827062, 32.8559441 39.8825265)",
473374579,False,,primary,False,16.633,,"LINESTRING (32.8569105 39.8828591, 32.8569954 39.8828915, 32.8570851 39.8829256)",
473374580,True,Simon Bolivar Caddesi,primary,False,80.467,,"LINESTRING (32.8569105 39.8828591, 32.8569808 39.882807, 32.857465 39.8824963, 32.8576344 39.8823958)",
15092342,True,Yunus Nadi Sokağı,residential,False,68.54,,"LINESTRING (32.85484 39.8836004, 32.8546468 39.8841987)",
25412607,True,Ahmet Rasim Sokak,residential,False,118.576,,"LINESTRING (32.85484 39.8836004, 32.8552176 39.8836881, 32.8557882 39.8838534, 32.8561389 39.8839758)",
"[10133556, 225754245]",True,Hoşdere Caddesi,secondary,False,60.551,,"LINESTRING (32.8543825 39.8850029, 32.8544482 39.8849954, 32.8545085 39.8849988, 32.8549205 39.8850808, 32.8550713 39.8851147)",
231674409,False,Hoşdere Caddesi,secondary,False,99.566,2,"LINESTRING (32.8543825 39.8850029, 32.8542392 39.8849824, 32.8540461 39.8849548, 32.8536348 39.88491, 32.8532264 39.884889)",
9524041,False,Halide Nusret Zorlutuna Cd.,residential,True,80.314,,"LINESTRING (32.8516336 39.882765, 32.8518446 39.8834689)",
