osmid,ref,highway,oneway,reversed,length,name,geometry,bridge,lanes,maxspeed
114316177,33-57,secondary,False,False,12.839,,"LINESTRING (33.4370961 36.6453612, 33.4370196 36.6452634)",,,
114316153,D715,trunk,True,False,162.891,Silifke-Konya yolu,"LINESTRING (33.4370961 36.6453612, 33.4362578 36.6458863, 33.4359074 36.6460859, 33.4356138 36.6462112)",,,
114316177,33-57,secondary,False,True,62.988,,"LINESTRING (33.4370961 36.6453612, 33.4371853 36.645469, 33.4373019 36.6455928, 33.4375537 36.6457894)",,,
114316153,D715,trunk,True,False,30.668,Silifke-Konya yolu,"LINESTRING (33.437376 36.6452011, 33.4370961 36.6453612)",,,
252178196,,residential,False,False,49.975,,"LINESTRING (33.437376 36.6452011, 33.4377192 36.6455563)",,,
114316140,33-57,secondary,True,False,74.011,,"LINESTRING (33.4380227 36.6463374, 33.4377261 36.645963, 33.4375537 36.6457894)",,,
252921883,,residential,False,True,19.485,,"LINESTRING (33.4380227 36.6463374, 33.4380639 36.6462792, 33.4381766 36.646305, 33.4381933 36.6463099)",,,
"[252963717, 253040942]",33-57,secondary,False,True,36.766,,"LINESTRING (33.4380227 36.6463374, 33.4380506 36.6464226, 33.4380851 36.6465279, 33.4380935 36.6465537, 33.4381274 36.6466572)",yes,,
114316118,33-57,secondary,True,False,19.711,,"LINESTRING (33.4375537 36.6457894, 33.4377305 36.6458957)",,,
114316177,33-57,secondary,False,False,62.988,,"LINESTRING (33.4375537 36.6457894, 33.4373019 36.6455928, 33.4371853 36.645469, 33.4370961 36.6453612)",,,
252178209,,residential,False,True,45.642,,"LINESTRING (33.4334429 36.6406344, 33.4338758 36.6404157)",,,
252909290,,tertiary,False,True,47.422,,"LINESTRING (33.4334429 36.6406344, 33.4329966 36.640866)",,,
252909315,,tertiary,False,False,70.626,Dr İdris Gültekin Caddesi,"LINESTRING (33.4334429 36.6406344, 33.4332479 36.6404359, 33.4330196 36.6402145, 33.4329351 36.6401479)",,,
252178213,,residential,False,False,52.382,,"LINESTRING (33.4396353 36.6423943, 33.4393218 36.641996)",,,
252909318,,residential,False,False,104.897,Hükümet Caddesi,"LINESTRING (33.4396353 36.6423943, 33.4400536 36.6421866, 33.4406552 36.6419258)",,2,50
252909318,,residential,False,True,57.468999999999994,Hükümet Caddesi,"LINESTRING (33.4396353 36.6423943, 33.4393916 36.6425185, 33.4391034 36.6426854)",,2,50
252909326,,residential,False,True,43.5,,"LINESTRING (33.4396353 36.6423943, 33.4397722 36.642529, 33.4399567 36.6426882)",,,
114316100,,tertiary,False,True,8.358,,"LINESTRING (33.4338475 36.6463003, 33.4338537 36.6462253)",,,
114316153,D715,trunk,True,False,115.577,Silifke-Konya yolu,"LINESTRING (33.4338475 36.6463003, 33.4335275 36.6462299, 33.4325938 36.6460386)",,,
1089630126,,residential,False,True,45.683,Gazi İlkokulu Caddesi,"LINESTRING (33.4386367 36.6455553, 33.4390903 36.6453647)",,,
252178221,,residential,False,True,60.403999999999996,,"LINESTRING (33.4386367 36.6455553, 33.4388604 36.6459065, 33.439016 36.6459875)",,,
1089630126,,residential,False,False,65.906,Gazi İlkokulu Caddesi,"LINESTRING (33.4386367 36.6455553, 33.4382237 36.645646, 33.4379728 36.6457928)",,,
114316118,33-57,secondary,True,False,28.297,,"LINESTRING (33.4379293 36.6460942, 33.4380227 36.6463374)",,,
114316116,,residential,False,True,51.987,,"LINESTRING (33.436378 36.6459948, 33.4366016 36.6461383, 33.4368659 36.6462459)",,,
114316100,,tertiary,False,False,62.738,,"LINESTRING (33.4317744 36.6451227, 33.4318433 36.6451392, 33.4324422 36.6452994)",,,
114316114,,residential,False,False,75.572,,"LINESTRING (33.4317744 36.6451227, 33.4317056 36.6453685, 33.4316436 36.645653, 33.4317288 36.6457739)",,,
1202711111,,residential,False,True,77.031,,"LINESTRING (33.4317744 36.6451227, 33.4319907 36.6447851, 33.4320997 36.6444844)",,,
114316104,,tertiary,False,False,18.587,Cumhuriyet Caddesi,"LINESTRING (33.4356558 36.6442939, 33.4357994 36.644415)",,,30
114316104,,tertiary,False,True,47.695,Cumhuriyet Caddesi,"LINESTRING (33.4356558 36.6442939, 33.4351427 36.6441735)",,,30
114316201,,unclassified,True,False,22.745,,"LINESTRING (33.4356558 36.6442939, 33.4355682 36.6441018)",,,
114316147,D715,trunk,True,False,234.44,Silifke-Konya yolu,"LINESTRING (33.4406552 36.6419258, 33.4421637 36.6401995)",,,
252909318,,residential,False,False,10.602,Hükümet Caddesi,"LINESTRING (33.4406552 36.6419258, 33.4407599 36.6419709)",,2,50
252909318,,residential,False,True,104.897,Hükümet Caddesi,"LINESTRING (33.4406552 36.6419258, 33.4400536 36.6421866, 33.4396353 36.6423943)",,2,50
114316150,,residential,True,False,27.782,,"LINESTRING (33.4379352 36.6458444, 33.4379293 36.6460942)",,,
1089630126,,residential,False,True,6.646,Gazi İlkokulu Caddesi,"LINESTRING (33.4379352 36.6458444, 33.4379728 36.6457928)",,,
114316061,,residential,False,True,166.48399999999998,İmar Caddesi,"LINESTRING (33.4406472 36.6444826, 33.4407814 36.6443162, 33.4411289 36.644002, 33.441967 36.643436)",,,
114316182,,residential,False,False,66.702,,"LINESTRING (33.4406472 36.6444826, 33.4404883 36.64441, 33.4400596 36.644115)",,,
252178220,,residential,False,False,59.818,,"LINESTRING (33.4406472 36.6444826, 33.4407404 36.6445111, 33.4410713 36.6445633, 33.4412754 36.6446543)",,,
1089630126,,residential,False,False,51.796,Gazi İlkokulu Caddesi,"LINESTRING (33.4406472 36.6444826, 33.4403242 36.6446801, 33.440174 36.6447513)",,,
114316078,,residential,False,False,18.843,,"LINESTRING (33.4409706 36.6419825, 33.4407599 36.6419709)",,,
114316175,,residential,False,False,51.16,,"LINESTRING (33.4409706 36.6419825, 33.4413205 36.641618)",,,
114316078,,residential,False,True,89.84100000000001,,"LINESTRING (33.4409706 36.6419825, 33.4410933 36.6420838, 33.4412721 36.6422358, 33.4416684 36.642565)",,,
252909318,,residential,False,False,28.22,Hükümet Caddesi,"LINESTRING (33.4388469 36.6428339, 33.4391034 36.6426854)",,2,50
252909318,,residential,False,True,91.7,Hükümet Caddesi,"LINESTRING (33.4388469 36.6428339, 33.4379865 36.643285)",,2,50
252909319,,residential,False,True,118.79899999999999,,"LINESTRING (33.4388469 36.6428339, 33.4390762 36.6430759, 33.4387111 36.6433058, 33.4383953 36.6436049)",,,
114316100,,tertiary,False,False,8.358,,"LINESTRING (33.4338537 36.6462253, 33.4338475 36.6463003)",,,
114316100,,tertiary,False,True,67.935,,"LINESTRING (33.4338537 36.6462253, 33.4339259 36.6456171)",,,
114316147,D715,trunk,True,False,78.158,Silifke-Konya yolu,"LINESTRING (33.4338537 36.6462253, 33.4339035 36.6462367, 33.4342752 36.6463019, 33.4346598 36.6463156, 33.4347184 36.6463116)",,,
114316061,,residential,False,False,42.889,İmar Caddesi,"LINESTRING (33.4422869 36.6431481, 33.441967 36.643436)",,,
114316061,,residential,False,True,51.067,İmar Caddesi,"LINESTRING (33.4422869 36.6431481, 33.4425712 36.6427495)",,,
114316078,,residential,False,True,27.756,,"LINESTRING (33.4422869 36.6431481, 33.442486 36.6433399)",,,
114316078,,residential,False,False,85.71000000000001,,"LINESTRING (33.4422869 36.6431481, 33.441863 36.6428149, 33.4416684 36.642565)",,,
