osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,maxspeed,junction,ref,tunnel,access
209415777,True,Şh.İbrahim Karaoğlanoğlu Caddesi,tertiary,False,48.169999999999995,"LINESTRING (39.7345307 41.0044345, 39.7346117 41.0045176, 39.7346639 41.0045672, 39.7347204 41.0046077, 39.7347835 41.0046466, 39.7348213 41.0046817, 39.7348442 41.0047217, 39.7348708 41.0047757)",,,,,,,
740711068,False,Atatürk Bulvarı,trunk,False,39.096,"LINESTRING (39.7345307 41.0044345, 39.7345241 41.0045478, 39.7345297 41.0046136, 39.7345378 41.0046855, 39.7345544 41.0047848)",,,,,,,
132926639,False,Gazipaşa Caddesi,tertiary,False,34.234,"LINESTRING (39.730163 41.0056944, 39.7301714 41.0057842, 39.7301919 41.0060015)",,,,,,,
216735846,True,Atatürk Meydanı,residential,False,201.75600000000003,"LINESTRING (39.730163 41.0056944, 39.7302287 41.0056904, 39.7306996 41.0056557, 39.7313143 41.0056104, 39.7314446 41.0056008, 39.7318408 41.0055716, 39.731892 41.0055705, 39.7322425 41.0055631, 39.7324049 41.0055764, 39.7325184 41.0056086, 39.732543 41.0056243)",,,,,,,
"[303236873, 135667575]",False,Atatürk Meydanı,tertiary,"[False, True]",80.417,"LINESTRING (39.730163 41.0056944, 39.7301411 41.0054623, 39.730138 41.0054304, 39.7301123 41.0051574, 39.7301397 41.0050776, 39.7301845 41.0050314, 39.7302259 41.0049988)",,,,,,,
"[132926620, 701095629, 135667607]",True,"['Gazipaşa Caddesi', 'Atatürk Bulvarı']",trunk_link,False,328.8379999999999,"LINESTRING (39.730404 41.0078296, 39.7304699 41.0079732, 39.7305874 41.0082368, 39.7306691 41.0083575, 39.7307477 41.0084415, 39.7308233 41.0085009, 39.7308946 41.0085464, 39.7309738 41.0085845, 39.7310548 41.0086159, 39.7311292 41.0086399, 39.73124 41.0086627, 39.7313725 41.0086776, 39.7314852 41.0086642, 39.7315968 41.0086449, 39.7316773 41.0086129, 39.7317455 41.0085716, 39.7317911 41.0085231, 39.7318274 41.0084745, 39.7318425 41.0084183, 39.7318468 41.0083687, 39.7318293 41.008323, 39.7317947 41.008282, 39.7317459 41.0082567, 39.7317109 41.0082396, 39.7316068 41.0082347, 39.7315398 41.0082438, 39.7308423 41.0083434, 39.730475 41.0084022, 39.7303493 41.0084214)",yes,,,,,,
132926639,False,Gazipaşa Caddesi,tertiary,True,50.666,"LINESTRING (39.730404 41.0078296, 39.7303742 41.0077541, 39.7303219 41.0073793)",,,,,,,
"[1080584416, 132926664]",True,Gazipaşa 1 Nolu Sokak,trunk_link,False,58.153,"LINESTRING (39.730404 41.0078296, 39.7305157 41.0078759, 39.7306646 41.0079147, 39.7310725 41.0079235)",yes,,,,,,
500024097,False,Gazipaşa 1 Nolu Sokak,trunk_link,False,47.479,"LINESTRING (39.7312315 41.0079301, 39.7316429 41.0079476, 39.7317961 41.0079375)",,,,,,,
132926659,True,Devlet Sahil Yolu Caddesi,trunk_link,False,166.40800000000002,"LINESTRING (39.7303513 41.0083147, 39.729677 41.0084461, 39.7294435 41.0085077, 39.7292672 41.0085719, 39.7290071 41.0087028, 39.7289883 41.0087166, 39.7286266 41.0089823)",,,,,,,
135667579,True,Cumhuriyet Caddesi,tertiary,False,42.019,"LINESTRING (39.72575 41.0085915, 39.7257922 41.008472, 39.725961 41.008252)",,,,,,,
740129315,True,Devlet Sahil Yolu Caddesi,secondary,False,44.619,"LINESTRING (39.72575 41.0085915, 39.7259558 41.0085826, 39.726254 41.0085566, 39.7262792 41.008554)",,,,,,,
132926669,True,Devlet Sahil Yolu Caddesi,trunk_link,False,30.692,"LINESTRING (39.7270686 41.0084742, 39.7274263 41.0084165)",,,,,,,
"[740711065, 464761812, 466439174]",True,Devlet Sahil Yolu Caddesi,secondary,False,248.03900000000002,"LINESTRING (39.7270686 41.0084742, 39.7271716 41.0085172, 39.7272346 41.0085649, 39.7272499 41.0086415, 39.7272106 41.008709, 39.7271069 41.008759, 39.7270859 41.0087719, 39.7269336 41.0087555, 39.7267185 41.0086797, 39.7265773 41.0086394, 39.7264439 41.0086181, 39.7263186 41.0086121, 39.7260585 41.0086445, 39.725939 41.0086544, 39.7257079 41.0086572, 39.7255172 41.0086606, 39.7253246 41.0086639, 39.7247332 41.0087204)",,,,,,,
"[132926665, 132926659, 132926635]",True,Devlet Sahil Yolu Caddesi,trunk_link,False,342.87499999999994,"LINESTRING (39.7286266 41.0089823, 39.7285738 41.0090144, 39.7284502 41.0090747, 39.7283021 41.0091382, 39.7281653 41.0091884, 39.7279345 41.0092424, 39.7276992 41.009268, 39.7275491 41.0092675, 39.7274002 41.009261, 39.727274 41.0092378, 39.727115 41.0092063, 39.7257346 41.00886, 39.7252532 41.0087654, 39.7251644 41.0087556, 39.7249344 41.0087303, 39.7247332 41.0087204)",yes,,,,,,
132930767,True,Yavuz Selim Bulvarı,secondary,False,213.815,"LINESTRING (39.7336538 41.0013697, 39.7334789 41.0013603, 39.7333082 41.001372, 39.7331674 41.0013963, 39.7331064 41.0014147, 39.7329553 41.0014626, 39.7329115 41.0014907, 39.7328763 41.0015133, 39.732798 41.0015742, 39.7326923 41.0016774, 39.7326542 41.0017113, 39.7326013 41.001797, 39.7325373 41.0019356, 39.7324874 41.0021017, 39.7324037 41.0027278)",,,,,,,
496366572,True,Yavuz Selim Bulvarı,tertiary,False,25.060000000000002,"LINESTRING (39.7336538 41.0013697, 39.7334818 41.0013182, 39.733384 41.0012746)",,,,,,,
216726704,True,Yavuz Selim Bulvarı,secondary,False,21.173,"LINESTRING (39.7324037 41.0027278, 39.7323852 41.0029177)",,,,,,,
135667612,True,Yavuz Selim Bulvarı,secondary_link,False,22.631,"LINESTRING (39.7322068 41.0032122, 39.7321362 41.0032166, 39.7320381 41.0032046, 39.7319452 41.0031778)",,,,,,,
"[216726704, 132930784, 132930812]",True,"['Yavuz Selim Bulvarı', 'Meydan Viyadüğü']",secondary,False,263.663,"LINESTRING (39.7322068 41.0032122, 39.7321157 41.0033608, 39.7320652 41.00346, 39.7320405 41.0035316, 39.731969 41.0037274, 39.7319098 41.0038721, 39.731828 41.0039897, 39.7317259 41.0040914, 39.7315979 41.0041823, 39.7314514 41.0042574, 39.7312603 41.0043125, 39.7308921 41.0043723, 39.7301906 41.0044842, 39.7299747 41.0045171)",yes,,,,,,
770619059,True,Yavuz Selim Bulvarı,secondary,False,29.970999999999997,"LINESTRING (39.7319452 41.0031778, 39.731945 41.0030883, 39.7319825 41.0029105)",,,,,,,
135667554,True,Yavuzhan Sokak,secondary_link,False,101.077,"LINESTRING (39.7291673 41.0045282, 39.7296562 41.0044172, 39.7299292 41.0043787, 39.7303345 41.0043071)",,,,,,,
