osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed
170760850,Sivas Cd.,tertiary,False,True,81.6,"LINESTRING (37.3893085 39.8545403, 37.390261 39.8546025)",,,,
441641691,,tertiary,True,False,25.405,"LINESTRING (37.3893085 39.8545403, 37.3890463 39.8546484)",,,,
170760680,Orta Yol Cd.,tertiary,False,False,15.1,"LINESTRING (37.3872039 39.8515806, 37.3872727 39.8517057)",,,,
170760680,Orta Yol Cd.,tertiary,False,True,56.033,"LINESTRING (37.3883664 39.8539145, 37.3881416 39.8535294, 37.3880975 39.8534548)",,,,
170760767,Orta Yol Cd.,tertiary,True,False,82.488,"LINESTRING (37.3883664 39.8539145, 37.3885361 39.8540998, 37.3887556 39.8543303, 37.3888441 39.8544017, 37.3889695 39.8544909)",,,,
170760860,,tertiary,True,False,7.25,"LINESTRING (37.3889695 39.8544909, 37.3890096 39.8544968, 37.3890472 39.8545145)",roundabout,,,
170760769,,tertiary,True,False,22.489,"LINESTRING (37.3890472 39.8545145, 37.3893085 39.8545403)",,,,
170760860,,tertiary,True,False,16.68,"LINESTRING (37.3890472 39.8545145, 37.3890721 39.8545393, 37.3890854 39.854578, 37.3890797 39.854609, 37.3890605 39.8546367, 37.3890463 39.8546484)",roundabout,,,
170760742,Orta Yol Cd.,tertiary,True,False,65.33300000000001,"LINESTRING (37.3888523 39.8545649, 37.3887207 39.854442, 37.3884578 39.8541333, 37.3884341 39.8540765)",,,,
170760860,,tertiary,True,False,14.003,"LINESTRING (37.3888523 39.8545649, 37.3888665 39.8545356, 37.3888936 39.8545113, 37.3889292 39.854496, 37.3889695 39.8544909)",roundabout,,,
170760860,,tertiary,True,False,4.528,"LINESTRING (37.3890463 39.8546484, 37.3889998 39.854668)",roundabout,,,
170760840,,tertiary,True,False,102.055,"LINESTRING (37.3889486 39.8546701, 37.3886961 39.854741, 37.3878232 39.8549799)",,,,
170760860,,tertiary,True,False,12.972000000000001,"LINESTRING (37.3889486 39.8546701, 37.3889101 39.8546597, 37.3888786 39.8546397, 37.3888624 39.8546208, 37.3888511 39.8545907)",roundabout,,,
170760850,Sivas Cd.,tertiary,False,False,78.836,"LINESTRING (37.3928082 39.8549453, 37.3918977 39.8548265)",,,,
170760850,Sivas Cd.,tertiary,False,True,11.907,"LINESTRING (37.3928082 39.8549453, 37.3929457 39.8549633)",,,,
170760775,Çayboyu Cd.,residential,False,True,19.331,"LINESTRING (37.3928082 39.8549453, 37.3928041 39.8549956, 37.3927939 39.8551188)",,,,
170760692,Ağcıkoğlu Sk.,residential,False,False,152.82899999999998,"LINESTRING (37.3945997 39.855282, 37.3944443 39.8559054, 37.3944528 39.8560749, 37.3945377 39.8563683, 37.3945037 39.8566031, 37.3944852 39.8566332)",,,,
170760850,Sivas Cd.,tertiary,False,False,146.089,"LINESTRING (37.3945997 39.855282, 37.3945234 39.8552573, 37.3941554 39.8551453, 37.3938261 39.8550947, 37.3931083 39.8549845, 37.3929457 39.8549633)",,,,
170760645,Düzyayla yolu,tertiary,False,True,10.104,"LINESTRING (37.3849068 39.8554373, 37.384849 39.8555166)",,,,
170760683,,tertiary,True,False,46.508,"LINESTRING (37.3849068 39.8554373, 37.3853947 39.8554679, 37.3854498 39.8554641)",,,,
170760645,Düzyayla yolu,tertiary,False,False,10.104,"LINESTRING (37.384849 39.8555166, 37.3849068 39.8554373)",,,,
170760645,Düzyayla yolu,tertiary,False,True,81.068,"LINESTRING (37.384849 39.8555166, 37.3847805 39.8556512, 37.3845958 39.8562183)",,,,
170760775,Çayboyu Cd.,residential,False,False,109.995,"LINESTRING (37.3930258 39.8560684, 37.3928729 39.8558402, 37.3927625 39.8555011, 37.3927939 39.8551188)",,,,
170760775,Çayboyu Cd.,residential,False,True,40.273,"LINESTRING (37.3930258 39.8560684, 37.3931872 39.8563683, 37.3931872 39.856406)",,,,
313062785,,residential,False,True,77.14,"LINESTRING (37.3930258 39.8560684, 37.392911 39.8560043, 37.3925542 39.8558416, 37.3922552 39.8557068)",,,,
170760645,Düzyayla yolu,tertiary,False,True,52.104,"LINESTRING (37.3845958 39.8562183, 37.3844478 39.8566729)",,,,
170760645,Düzyayla yolu,tertiary,False,False,81.068,"LINESTRING (37.3845958 39.8562183, 37.3847805 39.8556512, 37.384849 39.8555166)",,,,
170760645,Düzyayla yolu,tertiary,False,False,52.104,"LINESTRING (37.3844478 39.8566729, 37.3845958 39.8562183)",,,,
