osmid,oneway,highway,junction,reversed,length,geometry,name,lanes
788828291,True,trunk,roundabout,False,56.76299999999999,"LINESTRING (35.4825166 38.7208484, 35.4824669 38.7208229, 35.4824251 38.7207899, 35.482393 38.7207508, 35.482372 38.7207074, 35.4823631 38.7206615, 35.4823666 38.7206152, 35.482373 38.7205968, 35.4823823 38.7205704, 35.4824114 38.7205275, 35.4824473 38.7204933, 35.4824938 38.7204643, 35.482547 38.7204435)",,
31805749,False,unclassified,,False,52.456,"LINESTRING (35.48409 38.72086, 35.4842907 38.720415)",Burç Caddesi,
31805241,False,unclassified,,False,114.696,"LINESTRING (35.48409 38.72086, 35.4852867 38.7212201, 35.4853235 38.7212312)",Sur Caddesi,
"[31805241, 155214070]",False,unclassified,,"[False, True]",126.545,"LINESTRING (35.48409 38.72086, 35.4831949 38.7205911, 35.4833846 38.7202306)",Sur Caddesi,
31805749,False,unclassified,,False,17.946,"LINESTRING (35.4842907 38.720415, 35.4843231 38.7202556)",Burç Caddesi,
31805749,False,unclassified,,True,52.456,"LINESTRING (35.4842907 38.720415, 35.48409 38.72086)",Burç Caddesi,
155214065,False,unclassified,,False,31.279,"LINESTRING (35.4842907 38.720415, 35.4839558 38.7203108)",Cumhuriyet Caddesi,
155214065,False,unclassified,,True,94.163,"LINESTRING (35.4842907 38.720415, 35.4853573 38.7205719)",Cumhuriyet Caddesi,
31805748,False,unclassified,,False,32.451,"LINESTRING (35.4843231 38.7202556, 35.4839558 38.7203108)",,
31805748,False,unclassified,,True,24.539,"LINESTRING (35.4843231 38.7202556, 35.4845926 38.7201886)",,
31805749,False,unclassified,,True,17.946,"LINESTRING (35.4843231 38.7202556, 35.4842907 38.720415)",Burç Caddesi,
31805749,False,unclassified,,False,51.239000000000004,"LINESTRING (35.4843231 38.7202556, 35.4842026 38.7200044, 35.4839856 38.7199126)",Burç Caddesi,
31805748,False,unclassified,,False,67.814,"LINESTRING (35.4853374 38.7200035, 35.4845926 38.7201886)",,
61574259,False,residential,,False,27.128,"LINESTRING (35.4853374 38.7200035, 35.485352 38.7202472)",Ulu Camii Caddesi,
61574259,False,residential,,True,68.017,"LINESTRING (35.4853374 38.7200035, 35.4852447 38.7193961)",Ulu Camii Caddesi,
155214125,True,primary,,False,70.179,"LINESTRING (35.482547 38.7204435, 35.4827105 38.7202118, 35.4830185 38.7199349)",İnönü Bulvarı,2
855461478,True,trunk,roundabout,False,33.151,"LINESTRING (35.482547 38.7204435, 35.4826045 38.7204317, 35.482664 38.7204296, 35.4827227 38.7204371, 35.4827781 38.720454, 35.4828278 38.7204795, 35.4828696 38.7205126, 35.4828831 38.7205291)",,
31805252,False,residential,,False,32.36,"LINESTRING (35.4880698 38.7193804, 35.4883902 38.7192314)",Turan Caddesi,
261555359,False,residential,,False,62.343,"LINESTRING (35.4880698 38.7193804, 35.4876653 38.718917)",Nazmi Toker Caddesi,
261555359,False,residential,,True,55.36,"LINESTRING (35.4880698 38.7193804, 35.4883297 38.7198351)",Nazmi Toker Caddesi,
31805249,False,residential,,False,72.406,"LINESTRING (35.489127 38.7188867, 35.4894746 38.7194787)",Millet Caddesi,
31805252,False,residential,,False,34.775,"LINESTRING (35.489127 38.7188867, 35.4894442 38.7186955)",Turan Caddesi,
31805252,False,residential,,True,40.006,"LINESTRING (35.489127 38.7188867, 35.4887315 38.7190717)",Turan Caddesi,
31805249,False,residential,,True,154.14100000000002,"LINESTRING (35.489127 38.7188867, 35.4887726 38.7183713, 35.4884266 38.7179507, 35.488133 38.7177546)",Millet Caddesi,
31805251,False,residential,,False,35.668,"LINESTRING (35.4896895 38.718491, 35.4899493 38.7187396)",Tennuri Sokak,
31805251,False,residential,,True,30.02,"LINESTRING (35.4896895 38.718491, 35.4894506 38.7182957)",Tennuri Sokak,
31805252,False,residential,,True,31.145,"LINESTRING (35.4896895 38.718491, 35.4894442 38.7186955)",Turan Caddesi,
31805249,False,residential,,False,74.753,"LINESTRING (35.4894746 38.7194787, 35.4898417 38.7200869)",Millet Caddesi,
31805249,False,residential,,True,72.406,"LINESTRING (35.4894746 38.7194787, 35.489127 38.7188867)",Millet Caddesi,
254469139,False,residential,,False,38.125,"LINESTRING (35.4894746 38.7194787, 35.4898841 38.7193543)",Kızılay Caddesi,
254469139,False,residential,,True,37.216,"LINESTRING (35.4894746 38.7194787, 35.4890739 38.7195982)",Kızılay Caddesi,
155214067,False,residential,,True,64.265,"LINESTRING (35.4901696 38.7198876, 35.4898841 38.7193543)",Sultan Hamam Caddesi,
254469535,False,residential,,False,36.061,"LINESTRING (35.4901696 38.7198876, 35.4898417 38.7200869)",Mevlevi Caddesi,
254469535,False,residential,,True,88.739,"LINESTRING (35.4901696 38.7198876, 35.4903218 38.7195201, 35.49058 38.7191609)",Mevlevi Caddesi,
792871297,True,primary,,False,37.115,"LINESTRING (35.4827477 38.720859, 35.4825804 38.7211662)",Atatürk Bulvarı,2
857152212,True,trunk,roundabout,False,20.646,"LINESTRING (35.4827477 38.720859, 35.4826902 38.7208707, 35.4826307 38.7208729, 35.482572 38.7208653, 35.4825166 38.7208484)",,
183710406,True,trunk,,False,158.65,"LINESTRING (35.4898133 38.7222751, 35.4901999 38.7223864, 35.4903421 38.7224274, 35.4915289 38.7227692)",Sivas Bulvarı,2
261555359,False,residential,,False,36.676,"LINESTRING (35.4885603 38.7206148, 35.4885183 38.7202866)",Nazmi Toker Caddesi,
40438092,False,residential,,False,46.498,"LINESTRING (35.488133 38.7177546, 35.487967 38.7181522)",Kiçikapı Caddesi,
40438092,False,residential,,True,11.545,"LINESTRING (35.488133 38.7177546, 35.4881075 38.7176527)",Kiçikapı Caddesi,
31805249,False,residential,,False,154.14100000000002,"LINESTRING (35.488133 38.7177546, 35.4884266 38.7179507, 35.4887726 38.7183713, 35.489127 38.7188867)",Millet Caddesi,
31805249,False,residential,,True,8.36,"LINESTRING (35.4898719 38.7201583, 35.4898417 38.7200869)",Millet Caddesi,
406504063,False,residential,,False,43.879,"LINESTRING (35.4898719 38.7201583, 35.489368 38.7201923)",Mevlevi Caddesi,
31805249,False,residential,,False,72.634,"LINESTRING (35.4898719 38.7201583, 35.4901536 38.7204566, 35.4901908 38.7204749, 35.49046 38.7206075)",Millet Caddesi,
261555359,False,residential,,False,52.804,"LINESTRING (35.4885183 38.7202866, 35.4883297 38.7198351)",Nazmi Toker Caddesi,
