osmid,highway,oneway,reversed,length,ref,geometry,name,lanes,access
155466972,residential,False,False,9.846,,"LINESTRING (27.9688492 38.227725, 27.9688176 38.22781)",,,
111653017,primary,True,False,96.995,D310,"LINESTRING (27.9688492 38.227725, 27.9695717 38.2278176, 27.9699485 38.2278446)",,,
155466972,residential,False,True,33.528999999999996,,"LINESTRING (27.9688492 38.227725, 27.9688276 38.2275733, 27.9688394 38.2274247)",,,
155466966,primary,True,False,77.071,,"LINESTRING (27.9686173 38.2278039, 27.9683605 38.2277219, 27.9679822 38.2275176, 27.9678462 38.2274758)",Atatürk Caddesi,,
712607189,residential,False,True,90.958,,"LINESTRING (27.9686173 38.2278039, 27.9683918 38.2279465, 27.9680967 38.2280864, 27.9677438 38.2282459)",,,
111655036,residential,False,True,6.366,,"LINESTRING (27.9657072 38.2243288, 27.9656736 38.224278)",,,
1021701924,residential,False,True,6.863,,"LINESTRING (27.9657072 38.2243288, 27.9656494 38.224287)",,,
111655036,residential,False,False,84.369,,"LINESTRING (27.9657072 38.2243288, 27.9658789 38.2246069, 27.9659781 38.2248198, 27.9661073 38.2250183)",,,
155466964,residential,False,False,133.11499999999998,,"LINESTRING (27.9699036 38.2255855, 27.9700219 38.2260174, 27.9700278 38.2264354, 27.9699982 38.2266676, 27.9699679 38.2267688)",,,
155466964,residential,False,True,195.475,,"LINESTRING (27.9699036 38.2255855, 27.9697026 38.2253068, 27.9692001 38.224782, 27.9686816 38.2242078, 27.9686378 38.224139)",,,
155466967,residential,False,True,211.65200000000002,,"LINESTRING (27.9699036 38.2255855, 27.9698681 38.2253718, 27.9698859 38.2248145, 27.9698832 38.2241909, 27.9698617 38.2239549, 27.9698403 38.2236852)",,,
155466965,residential,False,True,61.713,,"LINESTRING (27.9693575 38.2267037, 27.9691705 38.2272389)",,,
155466963,residential,False,False,62.45,,"LINESTRING (27.9693575 38.2267037, 27.9692474 38.2266769, 27.9689518 38.2266119, 27.9686922 38.2265057)",,,
155466963,residential,False,True,54.033,,"LINESTRING (27.9693575 38.2267037, 27.9694957 38.2267373, 27.9699679 38.2267688)",,,
111655036,residential,False,False,99.604,,"LINESTRING (27.9672546 38.2267125, 27.9674212 38.2268826, 27.9677085 38.2273064, 27.9677752 38.2273875, 27.9678462 38.2274758)",,,
111655036,residential,False,True,68.90499999999999,,"LINESTRING (27.9672546 38.2267125, 27.9670993 38.2265539, 27.9668498 38.2262568, 27.9668137 38.2261998)",,,
155466963,residential,False,True,131.977,,"LINESTRING (27.9672546 38.2267125, 27.9683664 38.2264401, 27.968532 38.2264401, 27.9686922 38.2265057)",,,
155466963,residential,False,False,44.268,,"LINESTRING (27.9715236 38.226728, 27.9710269 38.226807)",,,
155466963,residential,False,True,247.546,,"LINESTRING (27.9715236 38.226728, 27.9718251 38.2266909, 27.9722626 38.2267605, 27.972842 38.2268627, 27.9730793 38.2268711, 27.9732928 38.2268678, 27.9734766 38.2268686, 27.9743239 38.2267869)",,,
790167386,residential,False,True,275.536,,"LINESTRING (27.9715236 38.226728, 27.9717877 38.2262033, 27.9723757 38.2252618, 27.9725905 38.2250486, 27.9728053 38.2249376, 27.9731647 38.2246669)",,,
155466963,residential,False,True,59.567,,"LINESTRING (27.9699679 38.2267688, 27.970649 38.2267951)",,,
