osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,junction
242544972,22-75,Hükümet Caddesi,secondary,False,False,76.389,,"LINESTRING (26.5528611 41.6770032, 26.5528233 41.6776896)",,
1175424039,,,primary_link,False,True,7.709,,"LINESTRING (26.5528611 41.6770032, 26.5528667 41.676934)",,
170151629,D535,Kıyık Caddesi,secondary,False,True,40.241,2,"LINESTRING (26.5621973 41.6769344, 26.5619175 41.6769885, 26.5617247 41.6770127)",,
170151631,D535,Kıyık Caddesi,secondary,True,False,55.837999999999994,1,"LINESTRING (26.5621973 41.6769344, 26.5624373 41.6768242, 26.5625961 41.6767697, 26.5628067 41.6767344)",,
1175424039,,,primary_link,False,False,7.709,,"LINESTRING (26.5528667 41.676934, 26.5528611 41.6770032)",,
1175424043,D-100,Atatürk Bulvarı,primary,True,False,219.111,2,"LINESTRING (26.5528667 41.676934, 26.5530143 41.6769403, 26.5546479 41.6770114, 26.5555002 41.6770519)",50,
53059688,,Atik Ali Paşa Sokak,residential,False,False,117.527,,"LINESTRING (26.5613428 41.6791577, 26.5603768 41.6799301)",,
337648429,,Hatip Sokak,residential,False,False,10.693,,"LINESTRING (26.5613428 41.6791577, 26.5614062 41.6792414)",,
337648429,,Hatip Sokak,residential,False,True,81.79599999999999,,"LINESTRING (26.5613428 41.6791577, 26.5609247 41.678544, 26.5608972 41.6785017)",,
53059688,,Atik Ali Paşa Sokak,residential,False,True,117.527,,"LINESTRING (26.5603768 41.6799301, 26.5613428 41.6791577)",,
1228042893,,Mimar Sinan Caddesi,tertiary,False,True,39.214,,"LINESTRING (26.5603768 41.6799301, 26.5600192 41.6796998)",,
169869873,D535,Kıyık Caddesi,secondary,False,False,26.952,,"LINESTRING (26.5636595 41.676874, 26.5639769 41.6769245)",,
214580797,,Şehit Tacettin Sobacı Sokak,residential,False,True,83.491,,"LINESTRING (26.5636595 41.676874, 26.5633916 41.6775977)",,
170151630,D535,Kıyık Caddesi,secondary,True,False,72.647,1,"LINESTRING (26.5636595 41.676874, 26.5632035 41.6768558, 26.5629474 41.676841, 26.5627862 41.6768413)",,
260689662,,Karanfiloğlu Caddesi,tertiary,False,True,37.096,,"LINESTRING (26.5534691 41.6786924, 26.553714 41.6789714)",,
260689662,,Karanfiloğlu Caddesi,tertiary,False,False,61.887,,"LINESTRING (26.5534691 41.6786924, 26.5533695 41.678738, 26.5532924 41.6787621, 26.5532216 41.6787541, 26.5530444 41.6787219, 26.5529504 41.6787103, 26.552758 41.6786843)",,
214609913,,Gülşen Tekke Sokak,tertiary,False,False,29.065,,"LINESTRING (26.5553835 41.6715662, 26.5555839 41.6715813, 26.5556832 41.671572, 26.5557283 41.6715588)",,
583325540,,Köprübaşı Sokak,tertiary,False,False,29.59,2,"LINESTRING (26.5553835 41.6715662, 26.5553218 41.6716997, 26.5552599 41.6718157)",,
214618600,,Terziler Sokak,residential,False,False,25.777,,"LINESTRING (26.5550995 41.6720878, 26.5549521 41.6722918)",,
1183789669,,Terziler Sokak,tertiary,False,True,25.221,,"LINESTRING (26.5550995 41.6720878, 26.5552254 41.6718814)",,
1183789670,,Çömlekçiler Sokak,tertiary,True,False,133.669,1,"LINESTRING (26.5550995 41.6720878, 26.555148 41.6721529, 26.5551657 41.6722243, 26.5551586 41.6723175, 26.5551312 41.672453, 26.5550507 41.6726202, 26.5548967 41.6729262, 26.5548445 41.6730247, 26.5548357 41.6730657, 26.5548392 41.6731113, 26.5549046 41.6732284)",,
583321021,,Eski İstanbul Caddesi,secondary,False,False,5.482,,"LINESTRING (26.5548482 41.673254, 26.5549046 41.6732284)",,
583321021,,Eski İstanbul Caddesi,secondary,False,True,15.148,,"LINESTRING (26.5548482 41.673254, 26.5546923 41.6733247)",,
583321020,,Çömlekçiler Sokak,tertiary,True,False,136.109,1,"LINESTRING (26.5548482 41.673254, 26.5548054 41.6731881, 26.5547754 41.6731353, 26.554757 41.6730894, 26.5547573 41.673055, 26.5547788 41.6730096, 26.5548894 41.6728214, 26.5549721 41.672646, 26.5550361 41.6724974, 26.5550847 41.6723615, 26.5551024 41.6722722, 26.5551027 41.6721599, 26.5550995 41.6720878)",,
1183789671,,Selamsız Sokak,tertiary,False,True,17.022,2,"LINESTRING (26.555382 41.6744438, 26.5553676 41.6742911)",,
1183789671,,Selamsız Sokak,tertiary,False,False,46.024,2,"LINESTRING (26.555382 41.6744438, 26.555412 41.6746478, 26.5554274 41.6746935, 26.5554694 41.6747539, 26.5554927 41.6747787, 26.5555394 41.6748314)",,
260899312,,Tahmis Sokak,residential,False,False,31.976,,"LINESTRING (26.5555394 41.6748314, 26.5553348 41.675075)",,
214609876,,Tahmis Sokak,residential,True,False,57.958,,"LINESTRING (26.5555394 41.6748314, 26.5558471 41.674551, 26.5559906 41.674434)",,
583321025,,Mutafçılar Sokak,tertiary,False,False,91.837,2,"LINESTRING (26.5555394 41.6748314, 26.5555928 41.6748688, 26.5564031 41.6753468)",,
1183789671,,Selamsız Sokak,tertiary,False,True,46.024,2,"LINESTRING (26.5555394 41.6748314, 26.5554927 41.6747787, 26.5554694 41.6747539, 26.5554274 41.6746935, 26.555412 41.6746478, 26.555382 41.6744438)",,
214609920,,Kurt Dereli Mehmet Sokak,residential,False,False,51.162,,"LINESTRING (26.5564031 41.6753468, 26.5565579 41.6752108, 26.5567592 41.6749727)",,
583321025,,Mutafçılar Sokak,tertiary,False,True,91.837,2,"LINESTRING (26.5564031 41.6753468, 26.5555928 41.6748688, 26.5555394 41.6748314)",,
1183789673,,Kurt Dereli Mehmet Sokak,tertiary,False,True,23.899,2,"LINESTRING (26.5564031 41.6753468, 26.5563813 41.6753827, 26.5563499 41.6754475, 26.5563224 41.6755521)",,
1183789673,,Kurt Dereli Mehmet Sokak,tertiary,False,False,12.047,2,"LINESTRING (26.5563014 41.6756593, 26.5563224 41.6755521)",,
"[214609874, 609005210]",,"['Fil Yokuşu Sokak', 'Adalı Halil Sokak']",residential,False,"[False, True]",101.70499999999998,,"LINESTRING (26.5563014 41.6756593, 26.5565857 41.6757304, 26.5569622 41.6758197, 26.5570054 41.675749, 26.5570573 41.6756607, 26.5570812 41.6756168, 26.5571024 41.675578, 26.5571093 41.6755135, 26.5571008 41.6754463)",,
273385465,,Kurt Dereli Mehmet Sokak,tertiary,True,False,52.111000000000004,1,"LINESTRING (26.5563014 41.6756593, 26.5562786 41.6757549, 26.5562226 41.6760373, 26.5562055 41.6761224)",,
273385464,,İki Kapılıhan Caddesi,tertiary,False,True,15.431,2,"LINESTRING (26.5563658 41.6761925, 26.5562936 41.6761593, 26.5562055 41.6761224)",,
1175188130,,İki Kapılıhan Caddesi,tertiary,True,False,12.183,2,"LINESTRING (26.5563658 41.6761925, 26.5564455 41.6762133, 26.5565028 41.6762315)",,
677315593,,,primary_link,True,False,19.990000000000002,2,"LINESTRING (26.5557325 41.6770519, 26.5558042 41.677072, 26.5558485 41.6770946, 26.5558782 41.6771161, 26.5558858 41.6771276, 26.5558914 41.677136, 26.5558921 41.6771654)",50,
1175424043,D-100,Atatürk Bulvarı,primary,True,False,106.762,2,"LINESTRING (26.5557325 41.6770519, 26.5557964 41.6770523, 26.5558619 41.6770406, 26.5559059 41.6770121, 26.5559916 41.6769392, 26.5562479 41.67671, 26.5564866 41.6764957, 26.5566057 41.6763822)",50,
607953640,D-100,Talat Paşa Caddesi,primary,True,False,9.6,2,"LINESTRING (26.5566057 41.6763822, 26.5566843 41.6763189)",50,
607953641,,İki Kapılıhan Caddesi,tertiary,True,False,29.064,2,"LINESTRING (26.5566057 41.6763822, 26.556561 41.6763388, 26.5564492 41.676251, 26.5563658 41.6761925)",,
1175424043,D-100,Atatürk Bulvarı,primary,True,False,19.296,2,"LINESTRING (26.5555002 41.6770519, 26.5556402 41.6770534, 26.5557325 41.6770519)",50,
170145196,D-100,Atatürk Bulvarı,primary,True,False,7.078,2,"LINESTRING (26.5558921 41.6771654, 26.5558709 41.6771816, 26.5558276 41.6772068)",50,
1102327366,D535,,primary_link,True,False,8.175,,"LINESTRING (26.5566792 41.6764311, 26.5566057 41.6763822)",,
170145196,D-100,Atatürk Bulvarı,primary,True,False,104.643,2,"LINESTRING (26.5566792 41.6764311, 26.5565424 41.6765516, 26.5563447 41.6767379, 26.5560432 41.6770121, 26.5560223 41.6770319, 26.5559896 41.6770628, 26.5559207 41.677131, 26.5558921 41.6771654)",50,
608995653,,Kanlıpınar Sokak,residential,False,False,105.64599999999999,,"LINESTRING (26.5580601 41.6716465, 26.5586358 41.6717276, 26.5592368 41.6717574, 26.5593182 41.6717722)",,
608995653,,Kanlıpınar Sokak,residential,False,False,12.508,,"LINESTRING (26.5593182 41.6717722, 26.5593762 41.6718155, 26.5593975 41.6718642)",,
608995653,,Kanlıpınar Sokak,residential,False,True,105.64599999999999,,"LINESTRING (26.5593182 41.6717722, 26.5592368 41.6717574, 26.5586358 41.6717276, 26.5580601 41.6716465)",,
609001835,,Altunizade Sokak,residential,False,True,51.81,,"LINESTRING (26.5593182 41.6717722, 26.5595276 41.6715769, 26.5596183 41.6714917, 26.5597412 41.671437)",,
214597325,,,residential,False,False,60.586,,"LINESTRING (26.5631124 41.6720204, 26.5634038 41.6725199)",,
598560437,D-100,Atatürk Bulvarı,primary,True,False,191.345,2,"LINESTRING (26.5631124 41.6720204, 26.561421 41.673039, 26.5613177 41.6730993)",50,
214609835,,Tekke Bayırı 1. Çıkmazı,residential,False,False,19.96,,"LINESTRING (26.5606239 41.6718181, 26.5606261 41.6719976)",,
583321021,,Eski İstanbul Caddesi,secondary,False,False,46.391,,"LINESTRING (26.5606239 41.6718181, 26.5611583 41.6716968)",,
583321021,,Eski İstanbul Caddesi,secondary,False,True,102.16000000000001,,"LINESTRING (26.5606239 41.6718181, 26.5595763 41.6718388, 26.5593975 41.6718642)",,
583321021,,Eski İstanbul Caddesi,secondary,False,False,102.16000000000001,,"LINESTRING (26.5593975 41.6718642, 26.5595763 41.6718388, 26.5606239 41.6718181)",,
583321021,,Eski İstanbul Caddesi,secondary,False,True,184.17800000000003,,"LINESTRING (26.5593975 41.6718642, 26.5593041 41.6718879, 26.5576124 41.6723163, 26.5573023 41.672406)",,
608995653,,Kanlıpınar Sokak,residential,False,True,12.508,,"LINESTRING (26.5593975 41.6718642, 26.5593762 41.6718155, 26.5593182 41.6717722)",,
583321021,,Eski İstanbul Caddesi,secondary,False,False,27.908,,"LINESTRING (26.5559398 41.6728004, 26.5562531 41.6727097)",,
583321021,,Eski İstanbul Caddesi,secondary,False,True,22.555,,"LINESTRING (26.5559398 41.6728004, 26.5556902 41.6728803)",,
214609905,,Rıfat Efendi Sokak,residential,False,False,56.236000000000004,,"LINESTRING (26.5559398 41.6728004, 26.556145 41.6731847, 26.5561822 41.6732724)",,
583321021,,Eski İstanbul Caddesi,secondary,False,False,22.555,,"LINESTRING (26.5556902 41.6728803, 26.5559398 41.6728004)",,
583321021,,Eski İstanbul Caddesi,secondary,False,True,16.544,,"LINESTRING (26.5556902 41.6728803, 26.5555153 41.6729515)",,
"[608995651, 214609878]",,Konyalı Mektep Sokak,residential,False,False,77.988,,"LINESTRING (26.5556902 41.6728803, 26.5555053 41.6727745, 26.5554763 41.6726292, 26.5555009 41.6723973, 26.555578 41.6723877, 26.5556904 41.6723568)",,
