osmid,highway,oneway,reversed,length,geometry,ref,bridge,junction,name,lanes
91833234,residential,False,True,41.575,"LINESTRING (37.5115157 36.9693092, 37.5113948 36.968948)",,,,,
1143829813,residential,False,True,136.552,"LINESTRING (37.5115157 36.9693092, 37.5130172 36.9695718)",,,,,
91833154,residential,False,True,84.934,"LINESTRING (37.5143146 36.9613059, 37.5143807 36.9620679)",,,,,
91833160,residential,False,False,60.741,"LINESTRING (37.5143146 36.9613059, 37.5149959 36.9612608)",,,,,
91833160,residential,False,True,60.747,"LINESTRING (37.5143146 36.9613059, 37.5136355 36.9613692)",,,,,
91833149,residential,False,False,113.617,"LINESTRING (37.5140074 36.964311, 37.5152849 36.9642648)",,,,,
91833149,residential,False,True,41.089,"LINESTRING (37.5140074 36.964311, 37.513545 36.9643174)",,,,,
91833194,residential,False,True,59.101,"LINESTRING (37.5140074 36.964311, 37.5140757 36.9648397)",,,,,
91833250,tertiary,False,True,19.332,"LINESTRING (37.5106696 36.9659297, 37.5106641 36.9657559)",,,,,
91833219,residential,False,True,251.38199999999998,"LINESTRING (37.5106696 36.9659297, 37.5103924 36.9663358, 37.5101709 36.9666465, 37.510036 36.9668309, 37.5098695 36.9669749, 37.5096784 36.9670955, 37.5096463 36.9671655, 37.5096359 36.9672299, 37.509556 36.967492, 37.5095855 36.9676264, 37.5096654 36.9677272, 37.5098539 36.967809)",,,,,
91833250,tertiary,False,False,86.23,"LINESTRING (37.5106696 36.9659297, 37.5106798 36.9662515, 37.5106851 36.9665455, 37.5106329 36.9666995)",,,,,
91833151,residential,False,False,33.238,"LINESTRING (37.5117575 36.9652813, 37.5114011 36.9651904)",,,,,
91833151,residential,False,True,30.407,"LINESTRING (37.5117575 36.9652813, 37.5120951 36.9653262)",,,,,
91833181,residential,False,True,59.903,"LINESTRING (37.5117575 36.9652813, 37.5116313 36.9658105)",,,,,
91833181,residential,False,False,64.831,"LINESTRING (37.5117575 36.9652813, 37.5118452 36.9650944, 37.5119625 36.9647226)",,,,,
91833170,residential,False,False,49.506,"LINESTRING (37.513692 36.9620596, 37.5131348 36.9620595)",,,,,
91833170,residential,False,True,61.197,"LINESTRING (37.513692 36.9620596, 37.5143807 36.9620679)",,,,,
91833214,residential,False,False,51.492,"LINESTRING (37.513692 36.9620596, 37.5137482 36.9625205)",,,,,
91833214,residential,False,True,76.933,"LINESTRING (37.513692 36.9620596, 37.5136355 36.9613692)",,,,,
91833166,residential,False,True,107.645,"LINESTRING (37.515942 36.9681794, 37.5147592 36.9683894)",,,,,
91833197,residential,False,False,59.55,"LINESTRING (37.515942 36.9681794, 37.5158558 36.9676483)",,,,,
91833197,residential,False,True,59.432,"LINESTRING (37.515942 36.9681794, 37.5160467 36.9687073)",,,,,
91833197,residential,False,False,35.198,"LINESTRING (37.5158558 36.9676483, 37.5158109 36.9673338)",,,,,
91833197,residential,False,True,59.55,"LINESTRING (37.5158558 36.9676483, 37.515942 36.9681794)",,,,,
91833210,residential,False,False,171.823,"LINESTRING (37.5158558 36.9676483, 37.5143478 36.9678347, 37.5143808 36.9679174, 37.5142984 36.9679857, 37.5141809 36.9680954)",,,,,
91833157,residential,False,False,82.491,"LINESTRING (37.5149694 36.9670202, 37.5140495 36.967121)",,,,,
91833157,residential,False,True,70.524,"LINESTRING (37.5149694 36.9670202, 37.5157534 36.9669208)",,,,,
91833222,residential,False,False,22.96,"LINESTRING (37.5149694 36.9670202, 37.5149484 36.9668144)",,,,,
91833222,residential,False,True,54.619,"LINESTRING (37.5149694 36.9670202, 37.515062 36.9675058)",,,,,
91833153,residential,False,False,50.583,"LINESTRING (37.5130994 36.9625424, 37.5125301 36.9625467)",,,,,
91833153,residential,False,True,57.696,"LINESTRING (37.5130994 36.9625424, 37.5137482 36.9625205)",,,,,
91833252,residential,False,False,62.499,"LINESTRING (37.5130994 36.9625424, 37.5130627 36.9631037)",,,,,
91833252,residential,False,True,53.788,"LINESTRING (37.5130994 36.9625424, 37.5131348 36.9620595)",,,,,
91833187,residential,False,True,56.25,"LINESTRING (37.5124308 36.9630725, 37.5130627 36.9631037)",,,,,
91833218,secondary,False,False,50.591,"LINESTRING (37.5124308 36.9630725, 37.5123778 36.9635255)",27-25,,,,
91833218,secondary,False,True,59.16,"LINESTRING (37.5124308 36.9630725, 37.5124461 36.9629417, 37.5125301 36.9625467)",27-25,,,,
91833160,residential,False,False,51.915,"LINESTRING (37.5149959 36.9612608, 37.5155736 36.9611908)",,,,,
91833160,residential,False,True,60.741,"LINESTRING (37.5149959 36.9612608, 37.5143146 36.9613059)",,,,,
91833197,residential,False,True,90.395,"LINESTRING (37.5149959 36.9612608, 37.5151166 36.962068)",,,,,
91833181,residential,False,True,64.831,"LINESTRING (37.5119625 36.9647226, 37.5118452 36.9650944, 37.5117575 36.9652813)",,,,,
91833218,secondary,False,False,72.925,"LINESTRING (37.5119625 36.9647226, 37.5117417 36.9649621, 37.5115209 36.9651385, 37.5114011 36.9651904)",27-25,,,,
91833218,secondary,False,True,98.668,"LINESTRING (37.5119625 36.9647226, 37.5121833 36.9642942, 37.5123305 36.9638868)",27-25,,,,
