osmid,oneway,lanes,name,highway,reversed,length,geometry,width,tunnel
852394883,True,2,Hacıyolu Sokağı,tertiary,False,65.814,"LINESTRING (32.8616595 39.9132151, 32.8624309 39.9132304)",,
46679134,True,,Bağış Sokak,residential,False,183.67299999999997,"LINESTRING (32.8616595 39.9132151, 32.861609 39.9141898, 32.861499 39.9143729, 32.861389 39.9144799, 32.8612984 39.9145236, 32.8611777 39.9145586, 32.8609733 39.9145728)",,
28195053,True,3,Esat Caddesi,secondary,False,72.591,"LINESTRING (32.8622424 39.9101616, 32.8626248 39.9099832, 32.8629691 39.9098218)",,
227091809,True,,John F. Kennedy Cd.,secondary,False,72.343,"LINESTRING (32.8618697 39.9090847, 32.8617609 39.909096, 32.8613017 39.909127, 32.8610256 39.9091475)",,
509856300,True,3,Tunalı Hilmi Caddesi,secondary,False,107.854,"LINESTRING (32.8618697 39.9090847, 32.861959 39.9096167, 32.8620191 39.9100478)",,
10652796,True,4,Atatürk Bulvarı,primary,False,77.97999999999999,"LINESTRING (32.8558072 39.9102731, 32.8557014 39.9104564, 32.8555266 39.9107551, 32.8555109 39.9107818, 32.8554317 39.9109125)",,
4634904,True,,Karanfil Sokak,residential,False,295.878,"LINESTRING (32.855383 39.9176234, 32.8555965 39.9164092, 32.8557368 39.9156109, 32.8557482 39.9155127, 32.855764 39.9150406, 32.8557667 39.9149813)",,
16252315,True,,Meşrutiyet Caddesi,secondary,False,91.88199999999999,"LINESTRING (32.855383 39.9176234, 32.8554413 39.917633, 32.8564291 39.917821)",,
14536598,True,3,Esat Caddesi,secondary,False,67.789,"LINESTRING (32.8618006 39.9104342, 32.8611076 39.9107327)",,
4634899,True,3,Tunus Caddesi,tertiary,False,244.95700000000002,"LINESTRING (32.8556708 39.9121043, 32.8557859 39.9120007, 32.8559516 39.9118918, 32.8562415 39.9116388, 32.8567055 39.9111712, 32.8570931 39.9106769, 32.8573855 39.9103479)",,
16200836,True,,Libya Caddesi,secondary,False,127.395,"LINESTRING (32.8630594 39.9172865, 32.8630374 39.9170651, 32.8630245 39.9169542, 32.8630181 39.9168992, 32.8630025 39.9168419, 32.8626503 39.9161977)",,
16200863,True,,Bülbülderesi Caddesi,secondary,False,90.146,"LINESTRING (32.8630594 39.9172865, 32.8632659 39.9170548, 32.8634673 39.9168337, 32.8636422 39.9166106)",,
10310382,True,,Kızılırmak Caddesi,residential,False,78.40100000000001,"LINESTRING (32.8595448 39.9175179, 32.8594704 39.9174588, 32.8593832 39.9173816, 32.8592961 39.9172937, 32.8592156 39.9171986, 32.859119 39.9170782, 32.8590211 39.9169419)",,
224417094,True,2,Kızılırmak Caddesi,residential,False,115.712,"LINESTRING (32.8585293 39.9160782, 32.8583822 39.9157346, 32.8582302 39.9153374, 32.8581535 39.915079)",,
224417083,True,2,Olgunlar Caddesi,residential,False,98.804,"LINESTRING (32.8581535 39.915079, 32.8569973 39.9150231)",,
224417102,True,,Kızılırmak Caddesi,residential,False,186.216,"LINESTRING (32.8581535 39.915079, 32.8579899 39.9144276, 32.8579467 39.9139217, 32.8578957 39.9134189)",,
226849210,True,1,,primary_link,False,30.823,"LINESTRING (32.8562461 39.9088949, 32.8562849 39.9088767, 32.8563229 39.9088649, 32.8563569 39.9088585, 32.8563894 39.9088597, 32.8564167 39.9088641, 32.8564411 39.9088721, 32.8564614 39.9088847, 32.8564818 39.9089037, 32.856494 39.9089326, 32.8565039 39.9089742)",,
