osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,ref,bridge
489675469,True,İçmeler Kavşağı,trunk_link,False,134.659,"LINESTRING (29.2958299 40.8513507, 29.2961411 40.8510475, 29.2964951 40.8506895, 29.2967941 40.850384)",,,,,
31550000,True,İçmeler Kavşağı,primary,False,84.88,"LINESTRING (29.2985281 40.8496776, 29.2986857 40.8497766, 29.298809 40.849854, 29.2988775 40.8498921, 29.2990166 40.8499575, 29.2992191 40.8499925, 29.2994066 40.8499902)",,,,,
654324450,True,,trunk_link,False,131.295,"LINESTRING (29.2985281 40.8496776, 29.2986784 40.849705, 29.2987484 40.8497062, 29.2988196 40.8497075, 29.2989294 40.8496959, 29.2990381 40.8496448, 29.2990972 40.8495966, 29.2991252 40.8495335, 29.2991288 40.8494485, 29.2991202 40.8493997, 29.2990836 40.849335, 29.2990387 40.8492951, 29.2989393 40.8492419, 29.2988097 40.8492197, 29.2987289 40.8492266, 29.2985781 40.8492947)",,,,,
489672112,True,İçmeler Kavşağı,trunk_link,False,274.607,"LINESTRING (29.2994631 40.8500832, 29.2992356 40.8501234, 29.2990421 40.8501776, 29.2989163 40.8502397, 29.2988028 40.8503229, 29.2987867 40.8503435, 29.298737 40.8504072, 29.298657 40.8505284, 29.2986245 40.8505697, 29.2985899 40.8506066, 29.2985493 40.8506419, 29.2985005 40.8506727, 29.2984334 40.8507004, 29.298348 40.850725, 29.2981976 40.8507619, 29.2980634 40.8507865, 29.2978967 40.850808, 29.2976264 40.8508357, 29.297352 40.8508526, 29.2971812 40.8508618, 29.2970938 40.850871, 29.2970328 40.8508833, 29.2969373 40.8509049, 29.296854 40.850931, 29.2967726 40.8509679, 29.2966306 40.8510397)",,,,,
630199728,True,Dr. Sadık Ahmet Caddesi,secondary,False,38.671,"LINESTRING (29.2994631 40.8500832, 29.2992582 40.8501457, 29.2991841 40.8502083, 29.2990989 40.8502803)",,,,,
654324456,True,İçmeler Kavşağı,primary,False,77.49000000000001,"LINESTRING (29.2994631 40.8500832, 29.2991807 40.8500942, 29.2990401 40.8500749, 29.2989573 40.850053, 29.2989041 40.8500386, 29.2988714 40.8500237, 29.2987121 40.8499386, 29.2986172 40.8498853)",,,,,
31550007,True,Rauf Orbay Caddesi,primary,False,87.681,"LINESTRING (29.2977161 40.849281, 29.2968913 40.8487988)",,,,,
489675131,True,İçmeler Kavşağı,trunk_link,False,108.40299999999999,"LINESTRING (29.2977161 40.849281, 29.2976153 40.8492592, 29.2975577 40.8492531, 29.2974973 40.8492531, 29.297456 40.849258, 29.2974463 40.8492592, 29.2974034 40.8492703, 29.2973458 40.8492947, 29.2973042 40.849322, 29.2972693 40.8493494, 29.2972425 40.8493799, 29.297221 40.8494123, 29.297209 40.8494478, 29.2972049 40.8494864, 29.297209 40.8495229, 29.2972251 40.8495584, 29.2972465 40.8495868, 29.297272 40.8496102, 29.2973042 40.8496274, 29.2973437 40.8496418, 29.297384 40.8496502, 29.2974354 40.8496518, 29.2974869 40.849645, 29.2975479 40.8496282, 29.2976609 40.849586)",,,,,
489673458,True,İçmeler Kavşağı,trunk_link,False,201.66599999999997,"LINESTRING (29.2976103 40.8501422, 29.2975674 40.8502703, 29.2975542 40.8503313, 29.2975546 40.8503811, 29.2975635 40.850436, 29.2975847 40.8504882, 29.2976201 40.8505404, 29.2976661 40.8505792, 29.2977192 40.8506127, 29.2977776 40.8506394, 29.2978519 40.8506609, 29.2979457 40.8506729, 29.2980271 40.8506702, 29.298128 40.8506595, 29.2981988 40.8506475, 29.2982784 40.850622, 29.2983633 40.8505872, 29.2984306 40.8505498, 29.2984925 40.8505029, 29.2985403 40.8504574, 29.298581 40.8503958, 29.2986058 40.8503369, 29.2986181 40.850274, 29.2986208 40.8502646, 29.2986759 40.8500711, 29.2986647 40.8500028, 29.2986172 40.8498853)",,,,,
661868692,True,,trunk_link,False,129.45100000000002,"LINESTRING (29.2976103 40.8501422, 29.2973504 40.8503656, 29.2971573 40.850545, 29.2969657 40.8507219, 29.2968278 40.8508513, 29.296721 40.8509491, 29.2966306 40.8510397)",,,,,
