osmid,highway,oneway,reversed,length,geometry,bridge,junction
14838000,tertiary,False,False,96.155,"LINESTRING (37.0352977 39.442844, 37.0355683 39.4430062, 37.036065 39.4431895, 37.0362776 39.4432503)",,
1164094127,trunk,True,False,48.529,"LINESTRING (37.0352977 39.442844, 37.0352449 39.4428702, 37.0351836 39.442881, 37.0351213 39.4428751, 37.0350652 39.4428533, 37.0350221 39.4428181, 37.0349969 39.4427736, 37.0349927 39.4427253, 37.0350099 39.4426786, 37.0350466 39.4426393)",,
87898691,residential,False,True,5.525,"LINESTRING (37.0412088 39.4444972, 37.0412677 39.4445172)",,
464613757,tertiary,True,False,22.345,"LINESTRING (37.0412088 39.4444972, 37.0412826 39.4443045)",,
"[14838000, 87898715]",tertiary,False,False,55.155,"LINESTRING (37.0391083 39.4438404, 37.0394191 39.4438927, 37.0397348 39.4439497)",yes,
14838000,tertiary,False,True,44.409000000000006,"LINESTRING (37.0391083 39.4438404, 37.0388375 39.4437968, 37.0386058 39.4437469)",,
87898679,residential,False,False,278.60699999999997,"LINESTRING (37.0369488 39.4491283, 37.0374414 39.4487163, 37.0387291 39.4470449)",,
87898663,residential,False,False,124.488,"LINESTRING (37.041995 39.4416303, 37.0409042 39.4423677)",,
464613754,residential,False,False,49.32,"LINESTRING (37.041995 39.4416303, 37.0422056 39.4418918, 37.0423502 39.4419687)",,
87898679,residential,False,True,32.765,"LINESTRING (37.0390304 39.4468648, 37.0389419 39.4469087, 37.0387291 39.4470449)",,
464613758,tertiary,True,False,15.811,"LINESTRING (37.0390304 39.4468648, 37.0390292 39.4468488, 37.0390408 39.4468186, 37.0390648 39.446793, 37.0390985 39.4467752, 37.039138 39.4467672)",,roundabout
87898663,residential,False,True,78.251,"LINESTRING (37.0397348 39.4439497, 37.0400003 39.4432765)",,
87898666,residential,False,False,29.364,"LINESTRING (37.0397348 39.4439497, 37.0396037 39.4441936)",,
87898695,tertiary,False,False,138.641,"LINESTRING (37.0397348 39.4439497, 37.0412826 39.4443045)",,
"[14838000, 87898715]",tertiary,False,True,55.155,"LINESTRING (37.0397348 39.4439497, 37.0394191 39.4438927, 37.0391083 39.4438404)",yes,
87898711,residential,False,True,134.942,"LINESTRING (37.0395388 39.4456444, 37.0379697 39.4457116)",,
1164094128,residential,False,False,6.987,"LINESTRING (37.0395388 39.4456444, 37.0396095 39.4456755)",,
464613757,tertiary,True,False,89.607,"LINESTRING (37.0395388 39.4456444, 37.0396797 39.4455686, 37.0399071 39.4454399, 37.0403546 39.4451431)",,
464613765,residential,False,True,139.78300000000002,"LINESTRING (37.0395388 39.4456444, 37.0395068 39.4455524, 37.0394035 39.4454104, 37.0391364 39.4452178, 37.0389524 39.445068, 37.0388391 39.4448539, 37.0386764 39.4446048)",,
87898658,residential,False,True,56.081,"LINESTRING (37.0408782 39.4455039, 37.0403909 39.4451681)",,
87898691,residential,False,False,51.166000000000004,"LINESTRING (37.0421326 39.4443297, 37.0416297 39.4445119, 37.0415957 39.4445287)",,
464613038,residential,False,False,67.495,"LINESTRING (37.0421326 39.4443297, 37.0419249 39.4439579, 37.0416981 39.4438571)",,
87898666,residential,False,True,29.364,"LINESTRING (37.0396037 39.4441936, 37.0397348 39.4439497)",,
87898658,residential,False,False,126.258,"LINESTRING (37.0396037 39.4441936, 37.0397154 39.4442721, 37.0398372 39.4445977, 37.0401101 39.4449451, 37.0403546 39.4451431)",,
87898666,residential,False,False,91.844,"LINESTRING (37.0396037 39.4441936, 37.0393509 39.4443024, 37.0390797 39.4444304, 37.0388633 39.44452, 37.0387149 39.4445882, 37.0386764 39.4446048)",,
1164094127,trunk,True,False,49.546,"LINESTRING (37.0350466 39.4426393, 37.0350937 39.4426136, 37.0351489 39.4426005, 37.0352066 39.4426013, 37.035261 39.4426161, 37.0353068 39.4426432, 37.0353394 39.4426799, 37.0353555 39.4427227, 37.0353534 39.4427673, 37.0353335 39.4428091, 37.0352977 39.442844)",,
87898666,residential,False,False,161.963,"LINESTRING (37.0379697 39.4457116, 37.0387291 39.4470449)",,
87898711,residential,False,False,134.942,"LINESTRING (37.0379697 39.4457116, 37.0395388 39.4456444)",,
87898666,residential,False,True,152.869,"LINESTRING (37.0379697 39.4457116, 37.0379611 39.4455455, 37.0380069 39.4452844, 37.0380718 39.4449745, 37.0384006 39.4446519, 37.038624 39.4446274, 37.0386764 39.4446048)",,
87898666,residential,False,True,161.963,"LINESTRING (37.0387291 39.4470449, 37.0379697 39.4457116)",,
87898679,residential,False,False,32.765,"LINESTRING (37.0387291 39.4470449, 37.0389419 39.4469087, 37.0390304 39.4468648)",,
87898679,residential,False,True,278.60699999999997,"LINESTRING (37.0387291 39.4470449, 37.0374414 39.4487163, 37.0369488 39.4491283)",,
87898695,tertiary,False,True,138.641,"LINESTRING (37.0412826 39.4443045, 37.0397348 39.4439497)",,
464613759,tertiary,True,False,23.686,"LINESTRING (37.0412826 39.4443045, 37.0412677 39.4445172)",,
1164094132,tertiary,False,False,61.22,"LINESTRING (37.0412826 39.4443045, 37.0416981 39.4438571)",,
87898658,residential,False,False,4.177,"LINESTRING (37.0403546 39.4451431, 37.0403909 39.4451681)",,
464613757,tertiary,True,False,54.89,"LINESTRING (37.0403546 39.4451431, 37.0408363 39.4448186)",,
87898658,residential,False,True,126.25799999999998,"LINESTRING (37.0403546 39.4451431, 37.0401101 39.4449451, 37.0398372 39.4445977, 37.0397154 39.4442721, 37.0396037 39.4441936)",,
87898663,residential,False,False,78.251,"LINESTRING (37.0400003 39.4432765, 37.0397348 39.4439497)",,
87898663,residential,False,True,132.89,"LINESTRING (37.0400003 39.4432765, 37.0401007 39.4429216, 37.04039 39.4427152, 37.0409042 39.4423677)",,
465779055,residential,False,False,159.447,"LINESTRING (37.0400003 39.4432765, 37.0416916 39.4438553, 37.0416981 39.4438571)",,
1164094132,tertiary,False,False,114.68,"LINESTRING (37.0416981 39.4438571, 37.0424325 39.4429957)",,
1164094132,tertiary,False,True,61.22,"LINESTRING (37.0416981 39.4438571, 37.0412826 39.4443045)",,
464613038,residential,False,True,67.495,"LINESTRING (37.0416981 39.4438571, 37.0419249 39.4439579, 37.0421326 39.4443297)",,
465779055,residential,False,True,159.447,"LINESTRING (37.0416981 39.4438571, 37.0416916 39.4438553, 37.0400003 39.4432765)",,
464613039,residential,False,False,4.385,"LINESTRING (37.0408363 39.4448186, 37.0408786 39.4448407)",,
464613757,tertiary,True,False,47.962,"LINESTRING (37.0408363 39.4448186, 37.0412088 39.4444972)",,
464613039,residential,False,True,234.20600000000002,"LINESTRING (37.0424182 39.4465711, 37.0417059 39.4456282, 37.0412519 39.4451688, 37.0408786 39.4448407)",,
87898691,residential,False,False,28.194,"LINESTRING (37.0415957 39.4445287, 37.0412677 39.4445172)",,
87898691,residential,False,True,51.166000000000004,"LINESTRING (37.0415957 39.4445287, 37.0416297 39.4445119, 37.0421326 39.4443297)",,
464613040,residential,False,False,385.932,"LINESTRING (37.0415957 39.4445287, 37.0420073 39.4450479, 37.0423438 39.4454439, 37.0427156 39.4459879, 37.0430287 39.4465016, 37.043197 39.447091, 37.0434045 39.4476712)",,
