osmid,highway,oneway,reversed,length,geometry,lanes,name,junction
130636242,tertiary,False,False,53.02,"LINESTRING (27.6712377 39.1047819, 27.6718104 39.1049547)",,,
130658403,tertiary,False,False,47.791,"LINESTRING (27.6712377 39.1047819, 27.6711535 39.1052067)",,,
130658403,tertiary,False,True,19.49,"LINESTRING (27.6712377 39.1047819, 27.6712127 39.1046077)",,,
734556299,residential,False,True,31.39,"LINESTRING (27.6712377 39.1047819, 27.6709771 39.1046868, 27.6709235 39.1046452)",,,
130636242,tertiary,False,False,33.835,"LINESTRING (27.6723125 39.1051195, 27.6726818 39.1052218)",,,
130636242,tertiary,False,True,4.884,"LINESTRING (27.6723125 39.1051195, 27.6722594 39.1051043)",,,
130658432,residential,False,False,48.231,"LINESTRING (27.6723125 39.1051195, 27.6722121 39.1055462)",,,
130636242,tertiary,False,True,53.922,"LINESTRING (27.6732632 39.1053996, 27.6726818 39.1052218)",,,
722859037,secondary,False,False,51.722,"LINESTRING (27.6732632 39.1053996, 27.673528 39.1049823)",,,
722859041,tertiary,True,False,20.143,"LINESTRING (27.6732632 39.1053996, 27.6733366 39.1054143, 27.6734899 39.1054428)",,,
734554517,residential,False,True,52.213,"LINESTRING (27.6740663 39.1055737, 27.6741846 39.1051132)",,,
722859039,tertiary,True,False,36.291,"LINESTRING (27.6740663 39.1055737, 27.6738548 39.1056082, 27.6737006 39.1057124)",,,
860728243,tertiary,False,True,68.802,"LINESTRING (27.6738831 39.1059635, 27.6741887 39.106535)",,,
722859040,tertiary,True,False,33.397000000000006,"LINESTRING (27.6738831 39.1059635, 27.673713 39.1058783, 27.6735407 39.1058269)",,,
130658405,tertiary,False,False,5.868,"LINESTRING (27.6731275 39.1073148, 27.6731946 39.1073234)",,,
130658405,tertiary,False,True,95.331,"LINESTRING (27.6731275 39.1073148, 27.6720983 39.107003)",,,
130636190,secondary,True,False,105.76400000000001,"LINESTRING (27.6731275 39.1073148, 27.673161 39.106507, 27.6731716 39.1063643)",2,Bergama-Akhisar Yolu,
130658392,tertiary,False,True,9.069,"LINESTRING (27.6730088 39.1088158, 27.6731135 39.108823)",,,
130636190,secondary,True,False,84.11500000000001,"LINESTRING (27.6730088 39.1088158, 27.6730356 39.1084508, 27.6730693 39.1080608)",2,Bergama-Akhisar Yolu,
130658430,residential,False,True,51.742000000000004,"LINESTRING (27.6730088 39.1088158, 27.6726662 39.1087636, 27.6724185 39.1087344)",,,
130636227,tertiary,False,True,102.958,"LINESTRING (27.6732093 39.1098753, 27.6743087 39.1095153)",,,
130636279,tertiary,False,True,6.897,"LINESTRING (27.6732093 39.1098753, 27.6731317 39.1098902)",,,
130636283,tertiary,False,False,10.926,"LINESTRING (27.6732093 39.1098753, 27.6732351 39.1099715)",,,
130636189,secondary,True,False,16.085,"LINESTRING (27.6731317 39.1098902, 27.6731842 39.110029)",2,Bergama-Akhisar Yolu,
130636279,tertiary,False,False,6.897,"LINESTRING (27.6731317 39.1098902, 27.6732093 39.1098753)",,,
130636279,tertiary,False,True,17.853,"LINESTRING (27.6731317 39.1098902, 27.672952 39.1099698)",,,
130636279,tertiary,False,False,17.853,"LINESTRING (27.672952 39.1099698, 27.6731317 39.1098902)",,,
130636279,tertiary,False,True,24.393,"LINESTRING (27.672952 39.1099698, 27.6727261 39.1101017)",,,
130636190,secondary,True,False,128.536,"LINESTRING (27.672952 39.1099698, 27.6729371 39.1097857, 27.6730088 39.1088158)",2,Bergama-Akhisar Yolu,
130636283,tertiary,False,False,18.962,"LINESTRING (27.6731842 39.110029, 27.6729768 39.1100854)",,,
130636283,tertiary,False,True,7.757,"LINESTRING (27.6731842 39.110029, 27.6732351 39.1099715)",,,
