osmid,ref,highway,oneway,reversed,length,geometry,bridge,junction
220069848,53-03,secondary,False,False,97.793,"LINESTRING (40.7676986 41.0414061, 40.7683028 41.0406539)",,
321548789,,residential,False,True,52.511,"LINESTRING (40.7676986 41.0414061, 40.7676727 41.0416288, 40.7676029 41.0417461, 40.7675031 41.0418397)",,
"[963754307, 596319907, 596319909]",,"['unclassified', 'tertiary']",False,"[False, True]",120.47300000000001,"LINESTRING (40.7676986 41.0414061, 40.7675996 41.0413589, 40.7674887 41.0413078, 40.7667431 41.0408802, 40.7665644 41.0407454)",yes,
1154733533,53-03,secondary,True,False,408.41299999999995,"LINESTRING (40.7676986 41.0414061, 40.7675976 41.0415944, 40.7674178 41.0417927, 40.7669511 41.0421447, 40.7656395 41.0430125, 40.7652318 41.0433241, 40.7644165 41.0440847)",,
321548789,,residential,False,True,105.654,"LINESTRING (40.7649625 41.0443068, 40.7642046 41.0450658)",,
321548789,,residential,False,False,352.736,"LINESTRING (40.7649625 41.0443068, 40.7655269 41.0439916, 40.7659185 41.0435668, 40.7664442 41.0431218, 40.766879 41.0425234, 40.7669844 41.0422858, 40.7670596 41.0421888, 40.7674259 41.041912, 40.7675031 41.0418397)",,
1154733530,,residential,False,True,52.096000000000004,"LINESTRING (40.7649625 41.0443068, 40.7646118 41.0441776, 40.7644165 41.0440847)",,
"[963754307, 596319907, 596319909]",,"['unclassified', 'tertiary']",False,"[False, True]",120.47300000000001,"LINESTRING (40.7665644 41.0407454, 40.7667431 41.0408802, 40.7674887 41.0413078, 40.7675996 41.0413589, 40.7676986 41.0414061)",yes,
1154733513,,unclassified,False,True,718.6089999999999,"LINESTRING (40.7665644 41.0407454, 40.766471 41.0410907, 40.7664335 41.0411756, 40.7663315 41.0412646, 40.7656342 41.0417138, 40.7645345 41.0425756, 40.7634133 41.0434454, 40.7627267 41.0440564, 40.7625818 41.0441858, 40.7624692 41.0445459, 40.7623833 41.0446754, 40.7620883 41.0449869, 40.7618147 41.0452094, 40.7611353 41.0455774)",,
935567092,,residential,False,False,241.34799999999998,"LINESTRING (40.7691318 41.0412879, 40.7688475 41.0412474, 40.7687509 41.0411543, 40.7687134 41.041041, 40.7687509 41.0409844, 40.7690084 41.0408184, 40.7690835 41.0407213, 40.7691372 41.0405594, 40.7691479 41.0404219, 40.7691908 41.0402762, 40.7691854 41.0401993, 40.7691372 41.0401548, 40.7690739 41.0401159, 40.7690149 41.0401297, 40.7686456 41.0404065, 40.768421 41.0405068)",,
