osmid,bridge,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed
99840483,yes,D030,Kastamonu-Amasya yolu,trunk,False,True,53.051,"LINESTRING (34.766592 41.4693572, 34.7669998 41.4689908)",,
231560437,,,,residential,False,True,8.008,"LINESTRING (34.771188 41.46604, 34.7711043 41.4660046)",,
231794715,,,,secondary,False,True,109.336,"LINESTRING (34.771188 41.46604, 34.7710497 41.4670178)",,
99858500,,D030,Kastamonu-Amasya yolu,trunk,True,False,404.88100000000003,"LINESTRING (34.771188 41.46604, 34.77048 41.466366, 34.769644 41.466865, 34.7687801 41.4675365, 34.768396 41.4678525, 34.7676485 41.4685017)",,
681873192,,,,residential,False,True,97.94399999999999,"LINESTRING (34.771188 41.46604, 34.771229 41.466224, 34.7712886 41.4664314, 34.771378 41.4666005, 34.7715656 41.4668658)",,
231794720,,,,residential,False,True,186.103,"LINESTRING (34.769453 41.4712019, 34.769743 41.4728614)",,
231796283,,,,residential,False,False,11.163,"LINESTRING (34.769453 41.4712019, 34.7695155 41.4711131)",,
231794720,,,,residential,False,False,177.713,"LINESTRING (34.769453 41.4712019, 34.7687234 41.4718088, 34.7688521 41.4723072, 34.7686697 41.4725444)",,
231560453,,,,residential,False,True,171.396,"LINESTRING (34.7706965 41.4653789, 34.7724865 41.4646195)",,
231560437,,,,residential,False,False,78.744,"LINESTRING (34.7706965 41.4653789, 34.7709348 41.465857, 34.771047 41.4659778, 34.7711043 41.4660046)",,
231560437,,,,residential,False,True,101.537,"LINESTRING (34.7706965 41.4653789, 34.7705633 41.4650585, 34.7703323 41.4645075)",,
230939947,,,,tertiary,False,False,127.42099999999999,"LINESTRING (34.7695331 41.4650854, 34.7691756 41.4652903, 34.768797 41.4654689, 34.7681838 41.4655828)",,
230939947,,,,tertiary,False,True,93.38,"LINESTRING (34.7695331 41.4650854, 34.7698976 41.4647439, 34.7703323 41.4645075)",,
231560456,,,,residential,False,True,101.52799999999999,"LINESTRING (34.7695331 41.4650854, 34.7692143 41.4656969, 34.7689353 41.4658456)",,
99858581,,,,tertiary,False,False,28.321,"LINESTRING (34.7670724 41.4657893, 34.7672416 41.4660102)",,
231560474,,,,residential,False,True,47.907,"LINESTRING (34.7670724 41.4657893, 34.7665481 41.4656125)",,
99858581,,,,tertiary,False,True,74.895,"LINESTRING (34.7670724 41.4657893, 34.7669248 41.465421, 34.7669248 41.465132)",,
230939947,,,,tertiary,False,True,95.411,"LINESTRING (34.7670724 41.4657893, 34.7679487 41.4656265, 34.7681838 41.4655828)",,
230939947,,,,tertiary,False,False,93.38,"LINESTRING (34.7703323 41.4645075, 34.7698976 41.4647439, 34.7695331 41.4650854)",,
231560437,,,,residential,False,False,101.537,"LINESTRING (34.7703323 41.4645075, 34.7705633 41.4650585, 34.7706965 41.4653789)",,
99858581,,,,tertiary,False,False,37.066,"LINESTRING (34.7669751 41.4648008, 34.7669248 41.465132)",,
99858581,,,,tertiary,False,True,28.321,"LINESTRING (34.7672416 41.4660102, 34.7670724 41.4657893)",,
99858581,,,,tertiary,False,False,37.019,"LINESTRING (34.7672416 41.4660102, 34.7673439 41.4661491, 34.7673813 41.4663211)",,
231560444,,,,residential,False,True,37.693000000000005,"LINESTRING (34.7672416 41.4660102, 34.7676639 41.4660466, 34.767691 41.4660443)",,
