osmid,oneway,name,highway,reversed,length,geometry,width,lanes,bridge
4844193,True,Balıkpazarı Sokak,residential,False,56.911,"LINESTRING (30.7050454 36.8850712, 30.7053995 36.8846449)",,,
42463648,False,Uzuncarşı Sokak,residential,True,161.755,"LINESTRING (30.7050454 36.8850712, 30.7052633 36.8852021, 30.7054106 36.8857215, 30.70547 36.8859416, 30.705603 36.8864086)",,,
159082492,True,Uzuncarşı Geçidi,residential,False,53.510000000000005,"LINESTRING (30.7050454 36.8850712, 30.7048598 36.8849395, 30.70466 36.8848473, 30.7045372 36.8848439)",,,
4844193,True,Balıkpazarı Sokak,residential,False,54.004999999999995,"LINESTRING (30.7053995 36.8846449, 30.7055733 36.8843514, 30.7056862 36.8842182)",,,
358589292,False,,residential,True,89.98,"LINESTRING (30.7053995 36.8846449, 30.7051046 36.8845092, 30.7050017 36.884621, 30.7049065 36.8846708, 30.7047958 36.8847096, 30.7046734 36.8847469, 30.7045413 36.8847531)",,,
42940799,False,Zafer Sokak,residential,True,24.82,"LINESTRING (30.7055612 36.884107, 30.7057725 36.8839612)",,,
159082487,False,Mermerli Banyo Sokak,residential,False,63.56,"LINESTRING (30.7055612 36.884107, 30.7049197 36.8838551)",,,
4844197,False,Seferoğlu Sokak,residential,False,32.161,"LINESTRING (30.7069984 36.8830795, 30.7068019 36.8828367)",,,
42940799,False,Zafer Sokak,residential,False,133.231,"LINESTRING (30.7069984 36.8830795, 30.7068814 36.883143, 30.7067452 36.883286, 30.7065221 36.8834464, 30.7058892 36.8838782)",,,
42940799,False,Zafer Sokak,residential,True,47.714,"LINESTRING (30.7069984 36.8830795, 30.7071281 36.8830499, 30.7074001 36.8829352, 30.7074942 36.8829364)",,,
4844197,False,Seferoğlu Sokak,residential,False,16.16,"LINESTRING (30.7068019 36.8828367, 30.7066833 36.8827266)",,,
4844197,False,Seferoğlu Sokak,residential,True,32.161,"LINESTRING (30.7068019 36.8828367, 30.7069984 36.8830795)",,,
4844197,False,Seferoğlu Sokak,residential,True,16.16,"LINESTRING (30.7066833 36.8827266, 30.7068019 36.8828367)",,,
4844197,False,Seferoğlu Sokak,residential,False,51.594,"LINESTRING (30.7066833 36.8827266, 30.7064611 36.8825421, 30.7062809 36.8823924)",,,
27290526,True,Yenikapı Sokak,residential,False,48.535,"LINESTRING (30.7066833 36.8827266, 30.7067704 36.8826128, 30.7068718 36.8823208)",,,
4844197,False,Seferoğlu Sokak,residential,True,21.267,"LINESTRING (30.7061119 36.8822571, 30.7062809 36.8823924)",,,
"[4844195, 42463653]",False,2. Sakarya Sokak,residential,False,34.445,"LINESTRING (30.7061119 36.8822571, 30.7062902 36.8821093, 30.7062241 36.8820193)",2,,
"[4844195, 34624701]",False,"['2. Sakarya Sokak', 'Hesapci Sokak']",residential,"[False, True]",102.376,"LINESTRING (30.7061119 36.8822571, 30.7056979 36.8825593, 30.7056588 36.8825951, 30.7053038 36.8822791)",2,,
123150748,False,,residential,False,42.232,"LINESTRING (30.7068718 36.8823208, 30.7067355 36.8822372, 30.706666 36.88231, 30.7065309 36.8822048)",,,
705924400,True,Şehit Binbaşı Cengiz Toytunç Caddesi,secondary,False,43.806,"LINESTRING (30.7073714 36.8886854, 30.7078502 36.8885929)",,,
91761564,False,,residential,True,102.065,"LINESTRING (30.7073714 36.8886854, 30.707234 36.8889148, 30.7072393 36.8891039, 30.7073732 36.8891774, 30.7074179 36.8892866, 30.707347 36.8894127, 30.7072419 36.8894484)",,,
705924400,True,Şehit Binbaşı Cengiz Toytunç Caddesi,secondary,False,33.348,"LINESTRING (30.7069981 36.8886571, 30.7073714 36.8886854)",,,
55384255,False,İsmetpaşa Caddesi,tertiary,False,56.498999999999995,"LINESTRING (30.7069981 36.8886571, 30.7068923 36.8887858, 30.7066467 36.8890804)",,,
55384255,False,İsmetpaşa Caddesi,tertiary,False,104.47,"LINESTRING (30.7061663 36.8898319, 30.7060496 36.8900304, 30.7056739 36.8906849)",,,
55384255,False,İsmetpaşa Caddesi,tertiary,True,93.923,"LINESTRING (30.7061663 36.8898319, 30.7065409 36.8892175, 30.7066467 36.8890804)",,,
91761537,False,422 Sokak,residential,False,60.223,"LINESTRING (30.7061663 36.8898319, 30.7062529 36.8898102, 30.7068145 36.8896752)",,,
91735612,False,,residential,False,26.382,"LINESTRING (30.6989901 36.8899913, 30.698866 36.8902068)",,,
91735634,False,Milli Egemenlik Caddesi,tertiary,False,67.964,"LINESTRING (30.6989901 36.8899913, 30.6982813 36.8897628)",,2,
91735634,False,Milli Egemenlik Caddesi,tertiary,True,56.527,"LINESTRING (30.6989901 36.8899913, 30.6995831 36.8901743)",,2,
91735612,False,,residential,True,36.874,"LINESTRING (30.6989901 36.8899913, 30.6990071 36.8899101, 30.6991071 36.889674)",,,
91735622,False,67 Sokak,residential,True,12.015,"LINESTRING (30.698029 36.8901476, 30.6978939 36.8901486)",,,
338642140,False,,residential,True,35.84,"LINESTRING (30.698029 36.8901476, 30.6983976 36.8902779)",,,
24289267,False,,residential,False,48.371,"LINESTRING (30.698029 36.8901476, 30.698202 36.8899055, 30.6982813 36.8897628)",,,
24289264,False,63 Sokak,residential,True,37.67,"LINESTRING (30.6996029 36.8905127, 30.6995831 36.8901743)",,,
338642139,False,,residential,False,62.968,"LINESTRING (30.6996029 36.8905127, 30.6988967 36.8905536)",,,
