osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access
791188851,False,2,Onat Caddesi,secondary,False,49.557,"LINESTRING (27.1523514 38.3919394, 27.1524124 38.3923825)",,
1024599684,False,,Menderes Caddesi,primary,True,70.931,"LINESTRING (27.1523514 38.3919394, 27.1528456 38.3918733, 27.153152 38.391825)",,
1090349134,True,2,Menderes Caddesi,primary,False,71.444,"LINESTRING (27.1523514 38.3919394, 27.1522238 38.3919887, 27.1517101 38.3921217, 27.1515806 38.3921555)",,
23615621,False,,366. Sokak,residential,True,88.697,"LINESTRING (27.1569318 38.3912871, 27.157093 38.3920747)",,
23615647,True,,338. Sokak,residential,False,60.404,"LINESTRING (27.1569318 38.3912871, 27.1568006 38.3907537)",,
387922157,False,,Menderes Caddesi,primary,False,104.436,"LINESTRING (27.1569318 38.3912871, 27.1557494 38.3914396)",,
387922157,False,,Menderes Caddesi,primary,True,103.989,"LINESTRING (27.1569318 38.3912871, 27.1581068 38.3911245)",,
685728198,False,,339. Sokak,residential,True,183.89,"LINESTRING (27.1525657 38.3932239, 27.1546521 38.3929772)",,
791188851,False,2,Onat Caddesi,secondary,False,45.053,"LINESTRING (27.1525657 38.3932239, 27.1526584 38.3936225)",,
791188851,False,2,Onat Caddesi,secondary,True,44.71,"LINESTRING (27.1525657 38.3932239, 27.152482 38.3928272)",,
32801097,True,,335. Sokak,residential,False,219.388,"LINESTRING (27.1524124 38.3923825, 27.1549013 38.392087)",,
791188851,False,2,Onat Caddesi,secondary,False,49.819,"LINESTRING (27.1524124 38.3923825, 27.152482 38.3928272)",,
791188851,False,2,Onat Caddesi,secondary,True,49.557,"LINESTRING (27.1524124 38.3923825, 27.1523514 38.3919394)",,
9256775,True,,Adnan Kahveci Caddesi,secondary,False,24.699,"LINESTRING (27.160472 38.3939029, 27.1601933 38.3939432)",30,
680811825,False,,302. Sokak,residential,True,14.341,"LINESTRING (27.160472 38.3939029, 27.1604295 38.3937783)",30,
1024599679,True,,302/1. Sokak,residential,False,18.123,"LINESTRING (27.160472 38.3939029, 27.1605129 38.3940627)",,
32801636,False,,325. Sokak,residential,True,113.73,"LINESTRING (27.151234 38.3892044, 27.1525325 38.3893056)",,
32827659,False,,Koşu Yolu Caddesi,secondary,False,33.394,"LINESTRING (27.151234 38.3892044, 27.1511981 38.3895034)",,
1158935954,True,,Koşu Yolu Caddesi,secondary,False,25.681,"LINESTRING (27.151234 38.3892044, 27.151187 38.3889764)",,
32801636,False,,325. Sokak,residential,False,6.662,"LINESTRING (27.1526084 38.3893127, 27.1525325 38.3893056)",,
32801636,False,,325. Sokak,residential,True,39.788,"LINESTRING (27.1526084 38.3893127, 27.1530617 38.3893551)",,
"[906487592, 32495413]",False,,"['325/1. Sokak', '354. Sokak']",residential,True,135.35500000000002,"LINESTRING (27.1526084 38.3893127, 27.1526358 38.3890234, 27.1526365 38.3889565, 27.1515479 38.3888468)",,
32801636,False,,325. Sokak,residential,False,95.613,"LINESTRING (27.1541579 38.3893886, 27.1530617 38.3893551)",,
32801636,False,,325. Sokak,residential,True,91.816,"LINESTRING (27.1541579 38.3893886, 27.1552098 38.3894337)",,
906487593,False,,358/3. Sokak,residential,False,47.161,"LINESTRING (27.1541579 38.3893886, 27.1541335 38.3898123)",,
680811814,True,2,Forbes Sokak,tertiary,False,110.725,"LINESTRING (27.1564765 38.3894302, 27.1562254 38.389451, 27.1557131 38.3894678, 27.1556802 38.3894656, 27.1552098 38.3894337)",,
680811814,True,2,Forbes Sokak,tertiary,False,39.051,"LINESTRING (27.1584881 38.3890071, 27.158159 38.3890878, 27.1580601 38.389111)",,
989691412,True,,Forbes Sokak,secondary,False,31.249,"LINESTRING (27.1584881 38.3890071, 27.1582127 38.3889636, 27.1581368 38.3889509)",50,
23615648,False,,298. Sokak,residential,True,43.943,"LINESTRING (27.1609107 38.388463, 27.1610188 38.388849)",50,
32801352,False,,Forbes Sokak,secondary,False,146.243,"LINESTRING (27.1609107 38.388463, 27.1598896 38.3887304, 27.1593096 38.3888549)",50,
