osmid,oneway,name,highway,reversed,length,maxspeed,geometry,junction
243125401,True,Gazi Caddesi,tertiary,False,81.286,,"LINESTRING (40.2368722 37.9148959, 40.2369036 37.9141653)",
93312973,True,Hz. Süleyman Caddesi,tertiary,False,69.253,50,"LINESTRING (40.2368722 37.9148959, 40.2369429 37.914893, 40.2376606 37.9148641)",
214935470,False,,residential,True,51.271,,"LINESTRING (40.2369333 37.9134145, 40.2375176 37.9134044)",
243125401,True,Gazi Caddesi,tertiary,False,41.774,,"LINESTRING (40.2369333 37.9134145, 40.2368677 37.9130424)",
216817006,False,,tertiary,False,101.35900000000001,,"LINESTRING (40.2369333 37.9134145, 40.2365038 37.9134138, 40.2360443 37.9133607, 40.2357829 37.9133661)",
356471758,False,,secondary,True,28.023,,"LINESTRING (40.2339967 37.9150288, 40.2337925 37.9152226)",
644974166,True,İnönü Bulvarı,secondary,False,59.157,,"LINESTRING (40.2339967 37.9150288, 40.2345983 37.9150117, 40.2346704 37.9150068)",
214261823,False,Yeni Kapı Sokak,tertiary,True,12.814,,"LINESTRING (40.2368818 37.910941, 40.236781 37.9110244)",
214261823,False,Yeni Kapı Sokak,tertiary,False,92.32900000000001,,"LINESTRING (40.2368818 37.910941, 40.236946 37.9108925, 40.2374724 37.9107913, 40.2377724 37.9107502, 40.2378062 37.9107338, 40.2378218 37.910722, 40.2378374 37.9106796)",
214935535,False,,residential,True,110.03399999999999,,"LINESTRING (40.2368818 37.910941, 40.2372763 37.9109632, 40.2375646 37.9109524, 40.2375643 37.9114022)",
356471758,False,,secondary,False,28.023,,"LINESTRING (40.2337925 37.9152226, 40.2339967 37.9150288)",
119933122,True,,secondary,False,157.417,,"LINESTRING (40.2337925 37.9152226, 40.2334603 37.9151248, 40.2329615 37.9149678, 40.2324587 37.914825, 40.2321174 37.9147155)",
215511118,False,,residential,True,38.1,,"LINESTRING (40.238882 37.914837, 40.2388498 37.9144953)",
93312973,True,Hz. Süleyman Caddesi,tertiary,False,65.721,50,"LINESTRING (40.238882 37.914837, 40.2390578 37.9148508, 40.2392049 37.9148624, 40.2396241 37.914916)",
243125400,True,Gazi Caddesi,tertiary,False,62.003,,"LINESTRING (40.2355697 37.9067772, 40.2357336 37.9073196)",
120284694,True,,tertiary,False,72.078,,"LINESTRING (40.2355697 37.9067772, 40.2352501 37.9068177, 40.2350578 37.9068215, 40.2347649 37.906753)",
120677804,False,Ali Emiri 3. Sokak,residential,False,9.309,,"LINESTRING (40.2313962 37.9154731, 40.2313098 37.9155217)",
120677804,False,Ali Emiri 3. Sokak,residential,True,110.851,,"LINESTRING (40.2313962 37.9154731, 40.2314633 37.9154325, 40.231673 37.9153056, 40.2318946 37.9151753, 40.2319896 37.9150933, 40.2320671 37.9149312, 40.2321078 37.9147568, 40.2321174 37.9147155)",
214261931,False,,residential,True,61.882999999999996,,"LINESTRING (40.2315686 37.9072271, 40.2315626 37.907627, 40.2316435 37.90777)",
243125400,True,Gazi Caddesi,tertiary,False,27.163,,"LINESTRING (40.2357336 37.9073196, 40.2358039 37.9075575)",
214261863,False,,residential,True,117.047,,"LINESTRING (40.2357336 37.9073196, 40.2363069 37.9072137, 40.2365335 37.9071936, 40.236601 37.9071829, 40.2366897 37.9072013, 40.2367878 37.9072621, 40.2368742 37.90731, 40.2369886 37.9073524)",
214261952,False,,residential,True,106.681,,"LINESTRING (40.2310192 37.9073229, 40.231069 37.907446, 40.2311355 37.9078654, 40.2312179 37.9079087, 40.2312452 37.9082374)",
214261951,False,,residential,True,86.55099999999999,,"LINESTRING (40.2358039 37.9075575, 40.2353026 37.9076475, 40.235028 37.9079508)",
243125400,True,Gazi Caddesi,tertiary,False,111.851,,"LINESTRING (40.2358039 37.9075575, 40.2358579 37.9077346, 40.2359976 37.9082803, 40.2360696 37.9085412)",
214261996,False,,residential,True,67.034,,"LINESTRING (40.2336996 37.907559, 40.2336135 37.9075418, 40.2333595 37.9075364, 40.2333251 37.9077819, 40.2333036 37.9078655)",
214261970,False,,residential,False,50.431999999999995,,"LINESTRING (40.2330165 37.9075795, 40.2330615 37.9076165, 40.2331079 37.9080171)",
214261804,False,,residential,True,51.59,,"LINESTRING (40.2323149 37.9077091, 40.2323741 37.9081707)",
"[214261841, 214261798]",False,,residential,"[False, True]",96.338,,"LINESTRING (40.2316435 37.90777, 40.2321242 37.9077365, 40.2320191 37.9079101, 40.232031 37.9082032)",
214261931,False,,residential,False,61.882999999999996,,"LINESTRING (40.2316435 37.90777, 40.2315626 37.907627, 40.2315686 37.9072271)",
214261931,False,,residential,True,52.979,,"LINESTRING (40.2316435 37.90777, 40.2317794 37.9080356, 40.2318078 37.9082243)",
214261944,False,,residential,False,78.95400000000001,,"LINESTRING (40.2333036 37.9078655, 40.2334107 37.9078804, 40.2334398 37.9079595, 40.233867 37.9079085, 40.2341217 37.9079115)",
214261996,False,,residential,False,67.034,,"LINESTRING (40.2333036 37.9078655, 40.2333251 37.9077819, 40.2333595 37.9075364, 40.2336135 37.9075418, 40.2336996 37.907559)",
214261996,False,,residential,True,30.582,,"LINESTRING (40.2333036 37.9078655, 40.2332977 37.9078884, 40.2332542 37.9080202, 40.2331079 37.9080171)",
214261944,False,,residential,True,78.954,,"LINESTRING (40.2341217 37.9079115, 40.233867 37.9079085, 40.2334398 37.9079595, 40.2334107 37.9078804, 40.2333036 37.9078655)",
214261743,False,,residential,False,73.05,,"LINESTRING (40.235028 37.9079508, 40.234741 37.9079683, 40.234611 37.9079899, 40.2345727 37.9079963, 40.2343559 37.908101, 40.2343606 37.9081945)",
214261951,False,,residential,False,86.55099999999999,,"LINESTRING (40.235028 37.9079508, 40.2353026 37.9076475, 40.2358039 37.9075575)",
214261951,False,,residential,True,77.738,,"LINESTRING (40.235028 37.9079508, 40.2350783 37.9081494, 40.2351699 37.9086407)",
214261970,False,,residential,False,18.909,,"LINESTRING (40.2331079 37.9080171, 40.2330962 37.9081869)",
214261970,False,,residential,True,50.431999999999995,,"LINESTRING (40.2331079 37.9080171, 40.2330615 37.9076165, 40.2330165 37.9075795)",
214261996,False,,residential,False,30.582,,"LINESTRING (40.2331079 37.9080171, 40.2332542 37.9080202, 40.2332977 37.9078884, 40.2333036 37.9078655)",
214261755,False,,residential,False,30.317,,"LINESTRING (40.2323741 37.9081707, 40.232031 37.9082032)",
214261755,False,,residential,True,29.678,,"LINESTRING (40.2323741 37.9081707, 40.2327088 37.9082094)",
214261804,False,,residential,False,51.59,,"LINESTRING (40.2323741 37.9081707, 40.2323149 37.9077091)",
214261886,False,,residential,False,2.67,,"LINESTRING (40.2330962 37.9081869, 40.2330879 37.90821)",
214261970,False,,residential,True,18.909,,"LINESTRING (40.2330962 37.9081869, 40.2331079 37.9080171)",
214261970,False,,residential,False,34.080999999999996,,"LINESTRING (40.2330962 37.9081869, 40.2328318 37.9082038, 40.2327088 37.9082094)",
214261743,False,,residential,False,10.906,,"LINESTRING (40.2343606 37.9081945, 40.2343656 37.9082925)",
214261967,False,,residential,True,23.227,,"LINESTRING (40.2343606 37.9081945, 40.234103 37.9082427)",
214261743,False,,residential,True,73.05,,"LINESTRING (40.2343606 37.9081945, 40.2343559 37.908101, 40.2345727 37.9079963, 40.234611 37.9079899, 40.234741 37.9079683, 40.235028 37.9079508)",
214261755,False,,residential,False,19.722,,"LINESTRING (40.232031 37.9082032, 40.2318078 37.9082243)",
214261755,False,,residential,True,30.317,,"LINESTRING (40.232031 37.9082032, 40.2323741 37.9081707)",
"[214261841, 214261798]",False,,residential,"[False, True]",96.338,,"LINESTRING (40.232031 37.9082032, 40.2320191 37.9079101, 40.2321242 37.9077365, 40.2316435 37.90777)",
214261755,False,,residential,False,29.678,,"LINESTRING (40.2327088 37.9082094, 40.2323741 37.9081707)",
214261755,False,,residential,True,44.064,,"LINESTRING (40.2327088 37.9082094, 40.2327935 37.9086)",
214261970,False,,residential,True,34.080999999999996,,"LINESTRING (40.2327088 37.9082094, 40.2328318 37.9082038, 40.2330962 37.9081869)",
214261886,False,,residential,False,40.496,,"LINESTRING (40.2330879 37.90821, 40.2330385 37.9085721)",
214261886,False,,residential,True,2.67,,"LINESTRING (40.2330879 37.90821, 40.2330962 37.9081869)",
214261967,False,,residential,False,89.22,,"LINESTRING (40.2330879 37.90821, 40.2333005 37.9082173, 40.2336241 37.9082326, 40.233938 37.9082503, 40.234103 37.9082427)",
214261755,False,,residential,False,27.909,,"LINESTRING (40.2318078 37.9082243, 40.23149 37.9082354)",
214261755,False,,residential,True,19.722,,"LINESTRING (40.2318078 37.9082243, 40.232031 37.9082032)",
214261931,False,,residential,False,52.979,,"LINESTRING (40.2318078 37.9082243, 40.2317794 37.9080356, 40.2316435 37.90777)",
214261755,False,,residential,False,21.478,,"LINESTRING (40.23149 37.9082354, 40.2312452 37.9082374)",
214261755,False,,residential,True,27.909,,"LINESTRING (40.23149 37.9082354, 40.2318078 37.9082243)",
214262002,False,,residential,True,55.11,,"LINESTRING (40.23149 37.9082354, 40.2314867 37.9083462, 40.2315737 37.9085629, 40.2315921 37.9087197)",
214261755,False,,residential,True,21.478,,"LINESTRING (40.2312452 37.9082374, 40.23149 37.9082354)",
214261952,False,,residential,False,106.681,,"LINESTRING (40.2312452 37.9082374, 40.2312179 37.9079087, 40.2311355 37.9078654, 40.231069 37.907446, 40.2310192 37.9073229)",
214261967,False,,residential,False,23.227,,"LINESTRING (40.234103 37.9082427, 40.2343606 37.9081945)",
214261967,False,,residential,True,89.22,,"LINESTRING (40.234103 37.9082427, 40.233938 37.9082503, 40.2336241 37.9082326, 40.2333005 37.9082173, 40.2330879 37.90821)",
214261973,False,,residential,False,51.384,,"LINESTRING (40.234103 37.9082427, 40.2340804 37.9084086, 40.2340221 37.9084903, 40.2339056 37.9085746, 40.2338118 37.908595)",
214261743,False,,residential,True,10.906,,"LINESTRING (40.2343656 37.9082925, 40.2343606 37.9081945)",
214261743,False,,residential,False,48.489999999999995,,"LINESTRING (40.2343656 37.9082925, 40.2342588 37.9084074, 40.234262 37.9085555, 40.2342923 37.908699)",
216819367,False,,residential,False,53.03099999999999,,"LINESTRING (40.2343656 37.9082925, 40.2344271 37.908316, 40.2344434 37.908392, 40.2345364 37.9085799, 40.23461 37.9087119)",
214261763,False,Abidin Paşa Sokak,residential,False,79.704,,"LINESTRING (40.2360696 37.9085412, 40.2351699 37.9086407)",
243125400,True,Gazi Caddesi,tertiary,False,78.355,,"LINESTRING (40.2360696 37.9085412, 40.2361259 37.9087592, 40.2362725 37.9092273)",
214261886,False,,residential,False,21.717,,"LINESTRING (40.2330385 37.9085721, 40.2327935 37.9086)",
214261886,False,,residential,True,40.496,,"LINESTRING (40.2330385 37.9085721, 40.2330879 37.90821)",
214261973,False,,residential,True,68.694,,"LINESTRING (40.2330385 37.9085721, 40.2331202 37.9086042, 40.2334284 37.9086028, 40.2338118 37.908595)",
