osmid,highway,oneway,reversed,length,geometry,name,ref,lanes
69992218,living_street,False,False,40.142,"LINESTRING (33.5137431 40.7363238, 33.5141294 40.7361125)",,,
"[69946827, 69720893]","['unclassified', 'living_street']",False,"[False, True]",126.32900000000001,"LINESTRING (33.5137431 40.7363238, 33.5142098 40.7368685, 33.5142928 40.7369166, 33.514299 40.7369316, 33.5146696 40.7366584)",,,
69734975,residential,False,False,48.473,"LINESTRING (33.5150064 40.7359515, 33.5155071 40.7361662)",,,
69734975,residential,False,True,76.862,"LINESTRING (33.5150064 40.7359515, 33.5142845 40.7355289)",,,
69735005,living_street,False,True,72.413,"LINESTRING (33.5150064 40.7359515, 33.5148179 40.7361813, 33.5145065 40.73648)",,,
69734975,residential,False,True,48.473,"LINESTRING (33.5155071 40.7361662, 33.5150064 40.7359515)",,,
69735002,residential,False,False,10.483,"LINESTRING (33.5155071 40.7361662, 33.5155612 40.7360813)",Ünlü Sokağı,,
69735002,residential,False,True,95.032,"LINESTRING (33.5155071 40.7361662, 33.5154813 40.7362415, 33.5153179 40.7364583, 33.5151604 40.7366502, 33.5151551 40.7367191, 33.5150145 40.7369254)",Ünlü Sokağı,,
69734987,residential,False,False,49.473,"LINESTRING (33.5176877 40.7343104, 33.5177635 40.7343599, 33.5182034 40.7345184)",,,
"[69734987, 69736838]",residential,False,True,44.982,"LINESTRING (33.5176877 40.7343104, 33.517656 40.7341335, 33.5173745 40.7342082)",,,
338463815,residential,False,False,53.396,"LINESTRING (33.5176877 40.7343104, 33.5176093 40.7346122, 33.5175164 40.7347698)",,,
69946826,residential,False,False,24.132,"LINESTRING (33.5145065 40.73648, 33.5146696 40.7366584)",Şehit Jandarma Albay Sokağı,,
69946826,residential,False,True,51.763,"LINESTRING (33.5145065 40.73648, 33.5141294 40.7361125)",Şehit Jandarma Albay Sokağı,,
69735005,living_street,False,False,72.413,"LINESTRING (33.5145065 40.73648, 33.5148179 40.7361813, 33.5150064 40.7359515)",,,
71890766,residential,False,False,62.185,"LINESTRING (33.5173745 40.7342082, 33.5170555 40.7337039)",,,
"[69734987, 69736838]",residential,False,False,44.982,"LINESTRING (33.5173745 40.7342082, 33.517656 40.7341335, 33.5176877 40.7343104)",,,
69736840,residential,False,False,59.484,"LINESTRING (33.5173745 40.7342082, 33.5174052 40.7343731, 33.5173611 40.73474)",,,
75530120,residential,False,True,61.216,"LINESTRING (33.5173745 40.7342082, 33.5171767 40.7343554, 33.5171218 40.7346933)",,,
69946826,residential,False,True,24.132,"LINESTRING (33.5146696 40.7366584, 33.5145065 40.73648)",Şehit Jandarma Albay Sokağı,,
69946826,residential,False,False,41.585,"LINESTRING (33.5146696 40.7366584, 33.5147702 40.7367256, 33.5150145 40.7369254)",Şehit Jandarma Albay Sokağı,,
"[69946827, 69720893]","['living_street', 'unclassified']",False,"[False, True]",126.329,"LINESTRING (33.5146696 40.7366584, 33.514299 40.7369316, 33.5142928 40.7369166, 33.5142098 40.7368685, 33.5137431 40.7363238)",,,
69735002,residential,False,False,95.032,"LINESTRING (33.5150145 40.7369254, 33.5151551 40.7367191, 33.5151604 40.7366502, 33.5153179 40.7364583, 33.5154813 40.7362415, 33.5155071 40.7361662)",Ünlü Sokağı,,
69946826,residential,False,False,82.03999999999999,"LINESTRING (33.5150145 40.7369254, 33.5150417 40.7373151, 33.515024 40.7376624)",Şehit Jandarma Albay Sokağı,,
69946826,residential,False,True,41.585,"LINESTRING (33.5150145 40.7369254, 33.5147702 40.7367256, 33.5146696 40.7366584)",Şehit Jandarma Albay Sokağı,,
122795436,residential,False,False,20.821,"LINESTRING (33.5173611 40.73474, 33.5171218 40.7346933)",,,
122795436,residential,False,True,13.498,"LINESTRING (33.5173611 40.73474, 33.5175164 40.7347698)",,,
69736840,residential,False,True,59.484,"LINESTRING (33.5173611 40.73474, 33.5174052 40.7343731, 33.5173745 40.7342082)",,,
122795436,residential,False,True,20.172,"LINESTRING (33.5152689 40.7341365, 33.5154474 40.7342574)",,,
122795436,residential,False,False,125.476,"LINESTRING (33.5152689 40.7341365, 33.5150378 40.733936, 33.5146433 40.7335977, 33.5144959 40.7335086, 33.5142348 40.733446, 33.5141556 40.7334394)",,,
338463816,living_street,False,True,73.36500000000001,"LINESTRING (33.5152689 40.7341365, 33.5153267 40.7343966, 33.5154752 40.7347763)",,,
122795436,residential,False,True,21.599,"LINESTRING (33.5139008 40.7334181, 33.5141556 40.7334394)",,,
69946831,residential,False,False,139.323,"LINESTRING (33.5139008 40.7334181, 33.5138173 40.7336185, 33.5131283 40.7345212)",,,
76232932,secondary,False,True,35.495,"LINESTRING (33.5131283 40.7345212, 33.5135348 40.734605)",Kurşunlu Caddesi,18-75,
69946831,residential,False,True,139.323,"LINESTRING (33.5131283 40.7345212, 33.5138173 40.7336185, 33.5139008 40.7334181)",,,
69734987,residential,False,True,17.141,"LINESTRING (33.5182405 40.7348031, 33.5182839 40.7346525)",,,
122795436,residential,False,False,61.123,"LINESTRING (33.5182405 40.7348031, 33.5175164 40.7347698)",,,
122795436,residential,False,True,29.529,"LINESTRING (33.5182405 40.7348031, 33.5185907 40.7348134)",,,
69734987,residential,False,False,16.381,"LINESTRING (33.5182034 40.7345184, 33.5182839 40.7346525)",,,
69734987,residential,False,True,49.473,"LINESTRING (33.5182034 40.7345184, 33.5177635 40.7343599, 33.5176877 40.7343104)",,,
122797718,residential,False,True,51.331,"LINESTRING (33.5182034 40.7345184, 33.5181576 40.7342076, 33.5180733 40.7340731)",,,
69734987,residential,False,False,17.141,"LINESTRING (33.5182839 40.7346525, 33.5182405 40.7348031)",,,
69734987,residential,False,True,16.381,"LINESTRING (33.5182839 40.7346525, 33.5182034 40.7345184)",,,
338463844,residential,False,True,56.295,"LINESTRING (33.5182839 40.7346525, 33.5183764 40.7345888, 33.5185805 40.7342935, 33.5186043 40.7342174)",,,
76232932,secondary,False,False,58.884,"LINESTRING (33.5181552 40.7358792, 33.5175146 40.7356675)",Kurşunlu Caddesi,18-75,
76232932,secondary,False,True,110.892,"LINESTRING (33.5181552 40.7358792, 33.5193209 40.7363422)",Kurşunlu Caddesi,18-75,
338463798,residential,False,True,82.49,"LINESTRING (33.5181552 40.7358792, 33.5178641 40.7365875)",,,
69974858,residential,False,False,61.224999999999994,"LINESTRING (33.5181552 40.7358792, 33.5182396 40.7356708, 33.5183683 40.7353528)",,,
69735002,residential,False,True,89.242,"LINESTRING (33.5164677 40.7353442, 33.5157202 40.7359128)",Ünlü Sokağı,,
76232932,secondary,False,False,55.641999999999996,"LINESTRING (33.5164677 40.7353442, 33.5159662 40.7352119, 33.5158464 40.7351749)",Kurşunlu Caddesi,18-75,
76232932,secondary,False,True,28.411,"LINESTRING (33.5164677 40.7353442, 33.5166516 40.7353954, 33.5167859 40.7354286)",Kurşunlu Caddesi,18-75,
69974858,residential,False,True,62.838,"LINESTRING (33.5185907 40.7348134, 33.5183683 40.7353528)",,,
122795436,residential,False,False,29.529,"LINESTRING (33.5185907 40.7348134, 33.5182405 40.7348031)",,,
69736839,residential,False,True,114.518,"LINESTRING (33.5185907 40.7348134, 33.518896 40.7348606, 33.5192392 40.7350839, 33.5193352 40.735529)",,,
69974858,residential,False,False,55.952,"LINESTRING (33.5185907 40.7348134, 33.5186567 40.7346976, 33.5190192 40.7344393)",,,
69946826,residential,False,False,35.034,"LINESTRING (33.51388 40.7358604, 33.5141294 40.7361125)",Şehit Jandarma Albay Sokağı,,
69998877,living_street,False,True,45.111,"LINESTRING (33.51388 40.7358604, 33.514099 40.7354902)",,,
69946826,residential,False,True,54.16199999999999,"LINESTRING (33.51388 40.7358604, 33.5138153 40.7357988, 33.5135838 40.7357007, 33.5133393 40.7356075)",Şehit Jandarma Albay Sokağı,,
69992196,living_street,False,False,16.211,"LINESTRING (33.514099 40.7354902, 33.5142845 40.7355289)",,,
69992196,living_street,False,True,10.992,"LINESTRING (33.514099 40.7354902, 33.5139703 40.735474)",,,
69998877,living_street,False,False,45.111,"LINESTRING (33.514099 40.7354902, 33.51388 40.7358604)",,,
69946826,residential,False,True,9.415,"LINESTRING (33.5133393 40.7356075, 33.5132386 40.7355708)",Şehit Jandarma Albay Sokağı,,
69946826,residential,False,False,54.162,"LINESTRING (33.5133393 40.7356075, 33.5135838 40.7357007, 33.5138153 40.7357988, 33.51388 40.7358604)",Şehit Jandarma Albay Sokağı,,
69992198,living_street,False,False,55.651,"LINESTRING (33.5133393 40.7356075, 33.5135519 40.7355309, 33.5139703 40.735474)",,,
