osmid,tunnel,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge
1117898089,,,,primary_link,True,False,58.373,"LINESTRING (41.5279944 40.8106905, 41.5277339 40.8106713, 41.5276457 40.8106841, 41.527524 40.8107018, 41.5273603 40.8108109)",1,50,
1125347798,,,,tertiary,False,True,134.78300000000002,"LINESTRING (41.5279944 40.8106905, 41.5280695 40.8107541, 41.5281259 40.8108151, 41.5282131 40.8109137, 41.5283014 40.8110032, 41.528559 40.8111685, 41.5287679 40.8112225, 41.5289841 40.8112432, 41.5292694 40.811152)",2,50,
1135077434,,,,residential,False,False,333.60799999999995,"LINESTRING (41.5190941 40.8114657, 41.5202471 40.8109139, 41.5202723 40.8104004, 41.520614 40.8098936, 41.5211253 40.8096857, 41.5217049 40.8096076)",,,
1182929341,,,,residential,False,False,39.224,"LINESTRING (41.5217049 40.8096076, 41.5220889 40.8094077)",,,
"[1135077434, 1135077435]",,,,residential,False,False,212.928,"LINESTRING (41.5217049 40.8096076, 41.5215957 40.8096868, 41.5215163 40.8098325, 41.5214538 40.8100072, 41.5214857 40.8102902, 41.5218072 40.8108232, 41.522056 40.8110145, 41.5221542 40.8113293)",,,
1135077434,,,,residential,False,True,333.608,"LINESTRING (41.5217049 40.8096076, 41.5211253 40.8096857, 41.520614 40.8098936, 41.5202723 40.8104004, 41.5202471 40.8109139, 41.5190941 40.8114657)",,,
1135077435,,,,residential,False,False,131.77100000000002,"LINESTRING (41.5221542 40.8113293, 41.5221466 40.8116277, 41.5215625 40.8123962)",,,
1135077436,,,,residential,False,True,478.436,"LINESTRING (41.5221542 40.8113293, 41.5227231 40.8112988, 41.5235288 40.811184, 41.5237003 40.8115951, 41.5228551 40.8122463, 41.5227747 40.8123554, 41.5227201 40.8127159, 41.522579 40.8129215, 41.5223332 40.8130662, 41.5220221 40.8130099, 41.5218188 40.8128044, 41.5216049 40.8124449, 41.5215625 40.8123962)",,,
"[1135077434, 1135077435]",,,,residential,False,True,212.928,"LINESTRING (41.5221542 40.8113293, 41.522056 40.8110145, 41.5218072 40.8108232, 41.5214857 40.8102902, 41.5214538 40.8100072, 41.5215163 40.8098325, 41.5215957 40.8096868, 41.5217049 40.8096076)",,,
1135077435,,,,residential,False,False,277.021,"LINESTRING (41.5200197 40.8128077, 41.5198321 40.8122148, 41.5197339 40.8119077, 41.5200873 40.8118111, 41.5203718 40.8118314, 41.5209294 40.8120632, 41.5215625 40.8123962)",,,
1135077435,,,,residential,False,True,141.787,"LINESTRING (41.5200197 40.8128077, 41.5208732 40.8126793, 41.5212777 40.8126059, 41.5215469 40.8124166, 41.5215625 40.8123962)",,,
1135077438,,,,residential,False,False,666.505,"LINESTRING (41.5200197 40.8128077, 41.5197077 40.8128677, 41.5194725 40.8130468, 41.5193754 40.8131625, 41.5193324 40.8132558, 41.5193335 40.8133419, 41.5193631 40.8133796, 41.5193777 40.8134146, 41.519435 40.8135119, 41.5195095 40.813566, 41.51993 40.8138007, 41.5204085 40.8139014, 41.5211864 40.8139534, 41.5215156 40.8140561, 41.521632 40.8141332, 41.5217828 40.814352, 41.5218343 40.8147288, 41.5218638 40.8149261, 41.5219914 40.815065, 41.5221486 40.8150869, 41.5224045 40.8149947, 41.52264 40.8148234, 41.5229597 40.8145222, 41.523038 40.8142684, 41.5229404 40.813793, 41.5230772 40.8135672, 41.5231722 40.8133979, 41.5231952 40.8133795)",,,
1135077435,,,,residential,False,False,141.78699999999998,"LINESTRING (41.5215625 40.8123962, 41.5215469 40.8124166, 41.5212777 40.8126059, 41.5208732 40.8126793, 41.5200197 40.8128077)",,,
1135077435,,,,residential,False,True,277.0210000000001,"LINESTRING (41.5215625 40.8123962, 41.5209294 40.8120632, 41.5203718 40.8118314, 41.5200873 40.8118111, 41.5197339 40.8119077, 41.5198321 40.8122148, 41.5200197 40.8128077)",,,
1135077435,,,,residential,False,True,131.77100000000002,"LINESTRING (41.5215625 40.8123962, 41.5221466 40.8116277, 41.5221542 40.8113293)",,,
1135077436,,,,residential,False,False,478.436,"LINESTRING (41.5215625 40.8123962, 41.5216049 40.8124449, 41.5218188 40.8128044, 41.5220221 40.8130099, 41.5223332 40.8130662, 41.522579 40.8129215, 41.5227201 40.8127159, 41.5227747 40.8123554, 41.5228551 40.8122463, 41.5237003 40.8115951, 41.5235288 40.811184, 41.5227231 40.8112988, 41.5221542 40.8113293)",,,
"[1135077438, 1135077439]",,,,residential,False,False,874.83,"LINESTRING (41.5231952 40.8133795, 41.5236847 40.8129893, 41.5237966 40.812753, 41.5239933 40.8126205, 41.5248913 40.8122945, 41.526321 40.8118903, 41.5267534 40.811874, 41.527337 40.8121022, 41.527263 40.8123141, 41.527322 40.8124124, 41.5273524 40.8126557, 41.5272944 40.8127168, 41.5271954 40.8128159, 41.5270095 40.8129057, 41.5267526 40.8129261, 41.5258433 40.8128429, 41.5254683 40.8128531, 41.5252156 40.8129728, 41.5250686 40.8131698, 41.5249463 40.8133342, 41.5246298 40.8134637, 41.5241411 40.8133537, 41.5238289 40.8132826, 41.5231952 40.8133795)",,,
"[1135077438, 1135077439]",,,,residential,False,True,874.83,"LINESTRING (41.5231952 40.8133795, 41.5238289 40.8132826, 41.5241411 40.8133537, 41.5246298 40.8134637, 41.5249463 40.8133342, 41.5250686 40.8131698, 41.5252156 40.8129728, 41.5254683 40.8128531, 41.5258433 40.8128429, 41.5267526 40.8129261, 41.5270095 40.8129057, 41.5271954 40.8128159, 41.5272944 40.8127168, 41.5273524 40.8126557, 41.527322 40.8124124, 41.527263 40.8123141, 41.527337 40.8121022, 41.5267534 40.811874, 41.526321 40.8118903, 41.5248913 40.8122945, 41.5239933 40.8126205, 41.5237966 40.812753, 41.5236847 40.8129893, 41.5231952 40.8133795)",,,
1135077438,,,,residential,False,True,666.505,"LINESTRING (41.5231952 40.8133795, 41.5231722 40.8133979, 41.5230772 40.8135672, 41.5229404 40.813793, 41.523038 40.8142684, 41.5229597 40.8145222, 41.52264 40.8148234, 41.5224045 40.8149947, 41.5221486 40.8150869, 41.5219914 40.815065, 41.5218638 40.8149261, 41.5218343 40.8147288, 41.5217828 40.814352, 41.521632 40.8141332, 41.5215156 40.8140561, 41.5211864 40.8139534, 41.5204085 40.8139014, 41.51993 40.8138007, 41.5195095 40.813566, 41.519435 40.8135119, 41.5193777 40.8134146, 41.5193631 40.8133796, 41.5193335 40.8133419, 41.5193324 40.8132558, 41.5193754 40.8131625, 41.5194725 40.8130468, 41.5197077 40.8128677, 41.5200197 40.8128077)",,,
1182929341,,,,residential,False,True,39.224,"LINESTRING (41.5220889 40.8094077, 41.5217049 40.8096076)",,,
1135077440,,,,tertiary,False,False,60.811,"LINESTRING (41.5220889 40.8094077, 41.5223523 40.809405, 41.5227989 40.8093244)",,,
"[1182929340, 1182929342, 1182929343]",,,,tertiary,False,True,503.812,"LINESTRING (41.5220889 40.8094077, 41.522439 40.8096056, 41.5227072 40.8098695, 41.5229486 40.8100888, 41.5231536 40.8103023, 41.5234887 40.8105788, 41.5237322 40.8107159, 41.5238786 40.810839, 41.5240453 40.8109806, 41.5245128 40.811479, 41.5247445 40.8116483, 41.5249641 40.8117344, 41.5252405 40.8117744, 41.5255495 40.8117529, 41.526017 40.8115221, 41.526261 40.8114329, 41.526535 40.8113119)",,,yes
1135077440,,,,tertiary,False,False,285.95599999999996,"LINESTRING (41.5227989 40.8093244, 41.5230876 40.8094514, 41.5238535 40.8096058, 41.5244589 40.8095894, 41.5250913 40.8093722, 41.5256408 40.8090035, 41.5257976 40.8088694)",,,
1135077440,,,,tertiary,False,True,60.811,"LINESTRING (41.5227989 40.8093244, 41.5223523 40.809405, 41.5220889 40.8094077)",,,
1182929335,,,,tertiary,False,True,177.08499999999998,"LINESTRING (41.5227989 40.8093244, 41.5234579 40.8086037, 41.5236081 40.8083658, 41.5237108 40.8081113, 41.52378 40.8079325)",,,
1135077440,,,,tertiary,False,True,248.26199999999997,"LINESTRING (41.5300082 40.8097509, 41.5297024 40.8095769, 41.5295869 40.8094578, 41.5295333 40.8092171, 41.5294861 40.8090076, 41.5294453 40.808952, 41.5292634 40.8087047, 41.5288176 40.8085841, 41.5283236 40.8086653, 41.5280732 40.8088301)",,,
"[1182356855, 1182929337, 1182356854, 1125347799]",,,,tertiary,False,False,192.414,"LINESTRING (41.5300082 40.8097509, 41.5295491 40.8101756, 41.5293848 40.8103215, 41.529206 40.8104726, 41.5290667 40.8105902, 41.5290151 40.8107763, 41.5290309 40.8109242, 41.5291522 40.8110413, 41.5292694 40.811152)",2,50,yes
1182929333,,,,residential,False,True,337.26399999999995,"LINESTRING (41.52674 40.806579, 41.526741 40.806635, 41.526729 40.806681, 41.526701 40.806726, 41.526646 40.806769, 41.52663 40.806779, 41.526537 40.80684, 41.526235 40.807047, 41.526169 40.807108, 41.526131 40.807177, 41.526126 40.807248, 41.526139 40.807299, 41.526165 40.807355, 41.526216 40.807422, 41.526281 40.807481, 41.526456 40.807619, 41.527738 40.80858, 41.5280732 40.8088301)",,,
1182929334,,,,tertiary,False,False,236.025,"LINESTRING (41.52674 40.806579, 41.5257843 40.8070156, 41.5244174 40.8077653)",,,
1135077440,,,,tertiary,False,False,248.26200000000003,"LINESTRING (41.5280732 40.8088301, 41.5283236 40.8086653, 41.5288176 40.8085841, 41.5292634 40.8087047, 41.5294453 40.808952, 41.5294861 40.8090076, 41.5295333 40.8092171, 41.5295869 40.8094578, 41.5297024 40.8095769, 41.5300082 40.8097509)",,,
1135077440,,,,tertiary,False,True,254.51899999999998,"LINESTRING (41.5280732 40.8088301, 41.5277585 40.8090371, 41.5275399 40.8090365, 41.5273811 40.8090061, 41.5271753 40.808877, 41.5269348 40.8085366, 41.526781 40.8084051, 41.5266867 40.8083857, 41.5264246 40.8084536, 41.5260832 40.8086252, 41.5257976 40.8088694)",,,
1182929333,,,,residential,False,False,337.264,"LINESTRING (41.5280732 40.8088301, 41.527738 40.80858, 41.526456 40.807619, 41.526281 40.807481, 41.526216 40.807422, 41.526165 40.807355, 41.526139 40.807299, 41.526126 40.807248, 41.526131 40.807177, 41.526169 40.807108, 41.526235 40.807047, 41.526537 40.80684, 41.52663 40.806779, 41.526646 40.806769, 41.526701 40.806726, 41.526729 40.806681, 41.526741 40.806635, 41.52674 40.806579)",,,
1182929334,,,,tertiary,False,True,236.025,"LINESTRING (41.5244174 40.8077653, 41.5257843 40.8070156, 41.52674 40.806579)",,,
1182929335,,,,tertiary,False,False,66.839,"LINESTRING (41.5244174 40.8077653, 41.5242526 40.8077155, 41.5240471 40.8077084, 41.523879 40.8077932, 41.52378 40.8079325)",,,
1182929336,,,,residential,False,False,169.437,"LINESTRING (41.5244174 40.8077653, 41.5256521 40.8087002, 41.5257976 40.8088694)",,,
1117894555,yes,D050,Yusufeli 1 Tüneli,primary,False,True,269.337,"LINESTRING (41.52378 40.8079325, 41.5256486 40.8098989)",,,
1182929335,,,,tertiary,False,False,177.085,"LINESTRING (41.52378 40.8079325, 41.5237108 40.8081113, 41.5236081 40.8083658, 41.5234579 40.8086037, 41.5227989 40.8093244)",,,
1182929335,,,,tertiary,False,True,66.839,"LINESTRING (41.52378 40.8079325, 41.523879 40.8077932, 41.5240471 40.8077084, 41.5242526 40.8077155, 41.5244174 40.8077653)",,,
1135077440,,,,tertiary,False,False,254.519,"LINESTRING (41.5257976 40.8088694, 41.5260832 40.8086252, 41.5264246 40.8084536, 41.5266867 40.8083857, 41.526781 40.8084051, 41.5269348 40.8085366, 41.5271753 40.808877, 41.5273811 40.8090061, 41.5275399 40.8090365, 41.5277585 40.8090371, 41.5280732 40.8088301)",,,
1135077440,,,,tertiary,False,True,285.956,"LINESTRING (41.5257976 40.8088694, 41.5256408 40.8090035, 41.5250913 40.8093722, 41.5244589 40.8095894, 41.5238535 40.8096058, 41.5230876 40.8094514, 41.5227989 40.8093244)",,,
1182929336,,,,residential,False,True,169.437,"LINESTRING (41.5257976 40.8088694, 41.5256521 40.8087002, 41.5244174 40.8077653)",,,
1182929339,,,,primary_link,True,False,57.61,"LINESTRING (41.526535 40.8113119, 41.5267013 40.8110886, 41.5268084 40.8108397)",,,
"[1182929340, 1182929342, 1182929343]",,,,tertiary,False,False,503.812,"LINESTRING (41.526535 40.8113119, 41.526261 40.8114329, 41.526017 40.8115221, 41.5255495 40.8117529, 41.5252405 40.8117744, 41.5249641 40.8117344, 41.5247445 40.8116483, 41.5245128 40.811479, 41.5240453 40.8109806, 41.5238786 40.810839, 41.5237322 40.8107159, 41.5234887 40.8105788, 41.5231536 40.8103023, 41.5229486 40.8100888, 41.5227072 40.8098695, 41.522439 40.8096056, 41.5220889 40.8094077)",,,yes
