osmid,oneway,ref,name,highway,reversed,length,bridge,geometry,tunnel
"[89022504, 250920536, 89022580]",True,D550,"['İzmir - Aydın Yolu', 'İzmir-Aydın yolu']",trunk,False,436.923,yes,"LINESTRING (27.6098194 37.8718525, 27.6072902 37.872069, 27.6067828 37.8721128, 27.6048715 37.8722819)",
527840386,False,,,residential,False,103.13700000000001,,"LINESTRING (27.6037581 37.8680448, 27.6032528 37.868431, 27.6030186 37.8686888, 27.6029546 37.8687107)",
842585364,False,,,residential,False,82.215,,"LINESTRING (27.6037581 37.8680448, 27.6037224 37.8682556, 27.6035842 37.8685589, 27.6034866 37.8687482)",
232362398,False,,,residential,True,148.478,,"LINESTRING (27.6011647 37.8729416, 27.6028484 37.8728128)",
842585342,False,,,tertiary,True,63.903,,"LINESTRING (27.6011647 37.8729416, 27.6012364 37.8735135)",
527953152,False,,,tertiary,False,147.52800000000002,,"LINESTRING (27.6011647 37.8729416, 27.6000887 37.8730313, 27.599493 37.8730791)",
527953153,False,,,tertiary,False,36.9,,"LINESTRING (27.6011647 37.8729416, 27.6011589 37.8727885, 27.6011655 37.8726099)",
842585342,False,,,tertiary,True,49.534,,"LINESTRING (27.6007161 37.876399, 27.6005255 37.8768183)",
232362395,False,,,residential,True,109.96000000000001,,"LINESTRING (27.6007161 37.876399, 27.6005367 37.8763918, 27.5994777 37.8765291)",
842585342,False,,,tertiary,False,87.697,,"LINESTRING (27.6007161 37.876399, 27.6008336 37.8761409, 27.6010167 37.8756866, 27.6010304 37.8756505)",
291413647,True,D550,İzmir - Aydın Yolu,trunk,False,68.542,,"LINESTRING (27.6011662 37.8725092, 27.6019425 37.8724425)",
527953153,False,,,tertiary,True,11.198,,"LINESTRING (27.6011662 37.8725092, 27.6011655 37.8726099)",
527840390,False,,,tertiary,True,73.046,,"LINESTRING (27.6011662 37.8725092, 27.6011541 37.8724051, 27.6010728 37.8719333, 27.6010698 37.8718571)",
527953153,False,,,tertiary,False,11.198,,"LINESTRING (27.6011655 37.8726099, 27.6011662 37.8725092)",
527953153,False,,,tertiary,True,36.9,,"LINESTRING (27.6011655 37.8726099, 27.6011589 37.8727885, 27.6011647 37.8729416)",
527840385,False,,,residential,True,26.459,,"LINESTRING (27.6016664 37.8686591, 27.6014868 37.8688502)",
527840386,False,,,residential,True,67.799,,"LINESTRING (27.6016664 37.8686591, 27.6022176 37.8686109, 27.6024332 37.8686353)",
527840386,False,,,residential,True,25.994,,"LINESTRING (27.6024332 37.8686353, 27.6027175 37.8687007)",
527840386,False,,,residential,False,67.799,,"LINESTRING (27.6024332 37.8686353, 27.6022176 37.8686109, 27.6016664 37.8686591)",
527840387,False,,,residential,False,88.378,,"LINESTRING (27.6024332 37.8686353, 27.6023127 37.8689619, 27.6022215 37.8694108)",
527840387,False,,,residential,False,38.374,,"LINESTRING (27.6022215 37.8694108, 27.6021733 37.8697538)",
842585361,False,,,residential,False,61.928,,"LINESTRING (27.6022215 37.8694108, 27.602924 37.8694621)",
527840387,False,,,residential,True,88.378,,"LINESTRING (27.6022215 37.8694108, 27.6023127 37.8689619, 27.6024332 37.8686353)",
842585361,False,,,residential,True,110.781,,"LINESTRING (27.6022215 37.8694108, 27.6011332 37.8693385, 27.6009747 37.8692902)",
