osmid,highway,oneway,reversed,length,name,geometry,tunnel,lanes,junction,access,maxspeed
230447963,tertiary,False,False,11.074,,"LINESTRING (29.2343167 40.9885101, 29.2342525 40.9885971)",,,,,
31449732,residential,True,False,7.366,Alparslan,"LINESTRING (29.2312066 40.9922499, 29.2311193 40.9922567)",,,,,
230447915,residential,False,False,51.468,Alparslan Caddesi,"LINESTRING (29.2312066 40.9922499, 29.2318166 40.9922973)",,,,,
230447915,residential,False,True,22.212,Alparslan Caddesi,"LINESTRING (29.2348065 40.9923495, 29.2345459 40.9923147)",,,,,
230447918,residential,False,True,127.624,,"LINESTRING (29.2348065 40.9923495, 29.2348906 40.9919892, 29.2344814 40.991572, 29.2342657 40.9913657)",,,,,
217226324,primary_link,True,False,57.982,,"LINESTRING (29.2240346 40.9862915, 29.2243797 40.9866191, 29.2244659 40.9866988)",,,,,
"[817359200, 517857377, 230449058]",primary,True,False,601.047,"['Ulubatlı Hasan Caddesi', 'Ebubekir Caddesi']","LINESTRING (29.2240346 40.9862915, 29.22461 40.9869901, 29.2248113 40.9872609, 29.2250645 40.9876111, 29.2254334 40.988096, 29.2257513 40.9885338, 29.226118 40.9889492, 29.226506 40.989329, 29.2267823 40.9895494, 29.2269814 40.9896583, 29.2271927 40.9897334, 29.2275827 40.9898529, 29.228314 40.9900675, 29.2286327 40.9901681)",yes,2,,,
225173852,secondary,True,False,128.708,Ebubekir Caddesi,"LINESTRING (29.2307146 40.9922783, 29.2314096 40.9933101)",,,,,
230449057,secondary,False,True,9.447,Ebubekir Caddesi,"LINESTRING (29.2307146 40.9922783, 29.2306118 40.9923129)",,,,,
45991047,residential,True,False,58.186,Alparslan Caddesi,"LINESTRING (29.2305581 40.9920649, 29.2312066 40.9922499)",,,,,
225173852,secondary,True,False,27.122,Ebubekir Caddesi,"LINESTRING (29.2305581 40.9920649, 29.2307146 40.9922783)",,,,,
230447919,primary,True,False,88.015,Ulus Caddesi,"LINESTRING (29.2317234 40.9881167, 29.2316494 40.9882138, 29.2312005 40.9888028)",,,,,
733262827,residential,False,False,43.04,,"LINESTRING (29.2317234 40.9881167, 29.2316931 40.9881027, 29.2313261 40.9878724)",,,,,
733262827,residential,False,True,69.94200000000001,,"LINESTRING (29.2317234 40.9881167, 29.2317897 40.9881765, 29.2322583 40.988599)",,,,,
812989923,primary,True,False,36.727000000000004,,"LINESTRING (29.2290726 40.9901878, 29.2291815 40.9902601, 29.2292387 40.9903138, 29.2292852 40.9904616)",,2,roundabout,,
217115663,residential,False,False,103.639,Mehter Sokağı,"LINESTRING (29.2341546 40.9910864, 29.2330259 40.9914644)",,,,,
230447918,residential,False,False,34.57,,"LINESTRING (29.2341546 40.9910864, 29.2345108 40.9912425)",,,,,
230447918,residential,False,True,43.778,,"LINESTRING (29.2341546 40.9910864, 29.2338878 40.9907481)",,,,,
215211368,residential,False,False,39.48,,"LINESTRING (29.2345108 40.9912425, 29.2346288 40.9908988)",,,,,
230447918,residential,False,False,24.715,,"LINESTRING (29.2345108 40.9912425, 29.2342657 40.9913657)",,,,,
230447918,residential,False,True,34.57,,"LINESTRING (29.2345108 40.9912425, 29.2341546 40.9910864)",,,,,
1050254677,primary,True,False,214.399,Osmangazi Caddesi,"LINESTRING (29.2251917 40.9896051, 29.2249877 40.9898802, 29.2243139 40.9907222, 29.2238651 40.9912524)",,,,,
733262827,residential,False,True,31.894,,"LINESTRING (29.2294501 40.9867805, 29.2297004 40.9869963)",,,,,
517857390,residential,False,False,78.858,,"LINESTRING (29.2294501 40.9867805, 29.2294687 40.9865785, 29.2294875 40.986072)",,,,,
517857390,residential,False,True,70.983,,"LINESTRING (29.2294501 40.9867805, 29.2293627 40.986952, 29.229189 40.9873873)",,,,,
733262827,residential,False,False,97.393,,"LINESTRING (29.2294501 40.9867805, 29.229033 40.9866104, 29.2285307 40.9864919, 29.2283932 40.9864302)",,,,,
733262827,residential,False,True,60.517,,"LINESTRING (29.2322583 40.988599, 29.2319143 40.9890773)",,,,,
733262827,residential,False,False,69.94200000000001,,"LINESTRING (29.2322583 40.988599, 29.2317897 40.9881765, 29.2317234 40.9881167)",,,,,
733262827,residential,False,False,31.894,,"LINESTRING (29.2297004 40.9869963, 29.2294501 40.9867805)",,,,,
733262827,residential,False,True,29.303,,"LINESTRING (29.2297004 40.9869963, 29.2299516 40.9871793)",,,,,
142900190,residential,False,True,62.976,Dedebayır Sokağı,"LINESTRING (29.2297004 40.9869963, 29.2296163 40.9873689, 29.229582 40.9875555)",,,,,
217226321,residential,False,False,44.053,Özmen Sokağı,"LINESTRING (29.2299516 40.9871793, 29.2302479 40.9868523)",,,,,
733262827,residential,False,False,29.303,,"LINESTRING (29.2299516 40.9871793, 29.2297004 40.9869963)",,,,,
733262827,residential,False,True,67.829,,"LINESTRING (29.2299516 40.9871793, 29.2306352 40.9875046)",,,,,
142900186,residential,False,False,56.012,Osman Paşa Caddesi,"LINESTRING (29.229967 40.9913189, 29.2305319 40.9910507)",,,,,
1149484638,secondary,True,False,96.655,Ebubekir Caddesi,"LINESTRING (29.229967 40.9913189, 29.2300276 40.9913958, 29.2305581 40.9920649)",,2,,,
230447923,residential,False,True,38.392,,"LINESTRING (29.2283932 40.9864302, 29.2286093 40.9861259)",,,,,
230447923,residential,False,False,70.162,,"LINESTRING (29.2283932 40.9864302, 29.2283478 40.9865405, 29.2282756 40.9868696, 29.2281899 40.9870396)",,,,,
733262827,residential,False,False,57.289,,"LINESTRING (29.2283932 40.9864302, 29.228223 40.9863869, 29.2280366 40.9863978, 29.2277272 40.9864461)",,,,,
733262827,residential,False,True,97.393,,"LINESTRING (29.2283932 40.9864302, 29.2285307 40.9864919, 29.229033 40.9866104, 29.2294501 40.9867805)",,,,,
142900186,residential,False,False,106.127,Osman Paşa Caddesi,"LINESTRING (29.2313248 40.9906698, 29.2324779 40.9902782)",,,,,
142900186,residential,False,True,30.213,Osman Paşa Caddesi,"LINESTRING (29.2313248 40.9906698, 29.2310207 40.9908152)",,,,,
217115675,residential,False,True,110.73400000000001,Nisan Sokağı,"LINESTRING (29.2313248 40.9906698, 29.2312383 40.9905088, 29.2306754 40.989805)",,,,,
142900196,residential,False,False,8.859,,"LINESTRING (29.2274947 40.9943463, 29.2273894 40.9943518)",,,,,
859640304,secondary,True,False,32.296,Sevenler Caddesi,"LINESTRING (29.2274947 40.9943463, 29.2274521 40.9946023, 29.227447 40.9946345)",,,,yes,
1095021331,residential,False,False,14.991,,"LINESTRING (29.2286455 40.9895804, 29.2286933 40.9897103)",,,,,
1095021331,residential,False,True,99.365,,"LINESTRING (29.2286455 40.9895804, 29.2283026 40.9887251)",,,,,
142900190,residential,False,False,76.31,Dedebayır Sokağı,"LINESTRING (29.2286455 40.9895804, 29.2286899 40.9895465, 29.2290311 40.9891611, 29.2291498 40.9890107)",,,,,
142900186,residential,False,False,30.213,Osman Paşa Caddesi,"LINESTRING (29.2310207 40.9908152, 29.2313248 40.9906698)",,,,,
142900186,residential,False,True,48.671,Osman Paşa Caddesi,"LINESTRING (29.2310207 40.9908152, 29.2305319 40.9910507)",,,,,
217115670,residential,False,True,161.704,Güvercinli Sokağı,"LINESTRING (29.2310207 40.9908152, 29.2304412 40.9899836, 29.230319 40.9898082, 29.2301177 40.9895759, 29.2300895 40.9895434)",,,,,
230447923,residential,False,False,38.392,,"LINESTRING (29.2286093 40.9861259, 29.2283932 40.9864302)",,,,,
230447923,residential,False,True,47.401,,"LINESTRING (29.2286093 40.9861259, 29.2291671 40.9860594)",,,,,
230447951,residential,False,True,42.649,Öz Sokağı,"LINESTRING (29.2274561 40.9861217, 29.2275038 40.9861788, 29.2277272 40.9864461)",,,,,
817531417,primary,True,False,69.681,Osmangazi Caddesi,"LINESTRING (29.2260709 40.9872565, 29.2265079 40.9867237)",,,,,
740408904,residential,False,False,223.18599999999998,Yıldıran Sokağı,"LINESTRING (29.2260709 40.9872565, 29.2261718 40.9873121, 29.2282183 40.9884402)",,,,,
733262827,residential,False,True,107.268,,"LINESTRING (29.2265079 40.9867237, 29.2266778 40.9867005, 29.2271656 40.9866105, 29.2274142 40.9865253, 29.2277272 40.9864461)",,,,,
817531417,primary,True,False,104.25,Osmangazi Caddesi,"LINESTRING (29.2265079 40.9867237, 29.2267363 40.986548, 29.2269384 40.9864098, 29.227257 40.9862293, 29.2274561 40.9861217)",,,,,
142900196,residential,False,True,367.43100000000004,,"LINESTRING (29.2230663 40.9948628, 29.2268725 40.9943787, 29.2273894 40.9943518)",,,,,
217114880,residential,False,True,29.319,,"LINESTRING (29.2260481 40.9919206, 29.2262505 40.9921355)",,,,,
217114879,residential,False,True,58.395,,"LINESTRING (29.2262505 40.9921355, 29.2256967 40.9924534)",,,,,
217114880,residential,False,False,29.319,,"LINESTRING (29.2262505 40.9921355, 29.2260481 40.9919206)",,,,,
217114880,residential,False,True,91.85,,"LINESTRING (29.2262505 40.9921355, 29.2265301 40.9924323, 29.2266008 40.9925254, 29.2268643 40.9928189)",,,,,
230447915,residential,False,False,22.212,Alparslan Caddesi,"LINESTRING (29.2345459 40.9923147, 29.2348065 40.9923495)",,,,,
230447915,residential,False,True,18.523,Alparslan Caddesi,"LINESTRING (29.2345459 40.9923147, 29.2343252 40.9923147)",,,,,
217114887,residential,False,True,114.85000000000001,Begüm Sokağı,"LINESTRING (29.2345459 40.9923147, 29.234317 40.9928711, 29.2342381 40.9930629, 29.2340885 40.9932853)",,,,,
217114879,residential,False,False,58.395,,"LINESTRING (29.2256967 40.9924534, 29.2262505 40.9921355)",,,,,
217114879,residential,False,True,155.068,,"LINESTRING (29.2256967 40.9924534, 29.2254666 40.9924487, 29.2249442 40.9927257, 29.225059 40.9929556, 29.2251183 40.9930379, 29.2252085 40.9930684, 29.2256295 40.9930003)",,,,,
"[230454745, 217114889]",residential,False,"[False, True]",69.761,,"LINESTRING (29.2256967 40.9924534, 29.2255123 40.9925548, 29.225578 40.9927296, 29.2256295 40.9930003)",,,,,
217114879,residential,False,False,105.582,,"LINESTRING (29.2268643 40.9928189, 29.2262098 40.9929182, 29.2256295 40.9930003)",,,,,
217114880,residential,False,False,91.85,,"LINESTRING (29.2268643 40.9928189, 29.2266008 40.9925254, 29.2265301 40.9924323, 29.2262505 40.9921355)",,,,,
217114880,residential,False,True,66.951,,"LINESTRING (29.2268643 40.9928189, 29.2269157 40.9928783, 29.2270458 40.9934003)",,,,,
230454798,residential,False,False,16.323,Haziran Sokağı,"LINESTRING (29.2241972 40.9929603, 29.2241387 40.9928203)",,,,,
"[906681587, 230454798]",residential,False,True,93.539,Haziran Sokağı,"LINESTRING (29.2241972 40.9929603, 29.224523 40.9936123, 29.2245445 40.9936535, 29.2244408 40.9937159)",,,,,
217114889,residential,False,True,64.534,,"LINESTRING (29.2256295 40.9930003, 29.2258714 40.9935512)",,,,,
217114879,residential,False,False,155.06799999999998,,"LINESTRING (29.2256295 40.9930003, 29.2252085 40.9930684, 29.2251183 40.9930379, 29.225059 40.9929556, 29.2249442 40.9927257, 29.2254666 40.9924487, 29.2256967 40.9924534)",,,,,
