osmid,highway,oneway,reversed,length,name,geometry,maxspeed,bridge
205095857,residential,False,False,118.742,,"LINESTRING (30.2019606 37.0657452, 30.2014139 37.0647705)",,
361562174,secondary,False,False,141.929,Fatih Bulvarı,"LINESTRING (30.2019606 37.0657452, 30.201755 37.0657856, 30.2014723 37.0658308, 30.2010476 37.0658874, 30.2003853 37.0659626)",,
205095999,residential,False,True,39.099,,"LINESTRING (30.199726 37.0659786, 30.1993104 37.0660955)",,
1162644692,secondary,False,False,58.525,,"LINESTRING (30.199726 37.0659786, 30.2003853 37.0659626)",,
19803965,secondary,False,False,153.00200000000004,,"LINESTRING (30.199726 37.0659786, 30.199555 37.0662233, 30.1994567 37.066325, 30.1993683 37.0663917, 30.1992533 37.0664817, 30.1991167 37.0665917, 30.1989833 37.0666967, 30.1988633 37.0667817, 30.1987533 37.0668517, 30.1986533 37.0669133, 30.1985456 37.0669567)",,
203478830,residential,False,True,77.572,,"LINESTRING (30.2000439 37.070045, 30.1993005 37.0704122)",,
655254794,primary,True,False,69.357,Mehmet Akif Ersoy Bulvarı,"LINESTRING (30.2000439 37.070045, 30.2000137 37.0699797, 30.1998061 37.0694509)",,
173724845,primary,False,False,52.161,Atatürk Caddesi,"LINESTRING (30.1994423 37.0684906, 30.1991879 37.0680677)",,
203478657,residential,False,True,87.041,,"LINESTRING (30.1994423 37.0684906, 30.1985665 37.0688433)",,
205096067,residential,False,True,43.231,,"LINESTRING (30.1994423 37.0684906, 30.1999002 37.0683577)",,
173724844,primary,True,False,112.31,Mehmet Akif Ersoy Bulvarı,"LINESTRING (30.1994423 37.0684906, 30.199546 37.0685496, 30.1995538 37.0685676, 30.1999196 37.0694077)",,
173724845,primary,False,False,67.393,Atatürk Caddesi,"LINESTRING (30.1991879 37.0680677, 30.198881 37.0675133)",,
173724845,primary,False,True,52.161,Atatürk Caddesi,"LINESTRING (30.1991879 37.0680677, 30.1994423 37.0684906)",,
203478658,residential,False,True,97.294,,"LINESTRING (30.1991879 37.0680677, 30.1986476 37.0682776, 30.1985686 37.0681834, 30.1982497 37.0683053)",,
173724845,primary,False,False,24.896,Atatürk Caddesi,"LINESTRING (30.1975576 37.0660269, 30.1973972 37.0658432)",,
173724845,primary,False,True,8.418,Atatürk Caddesi,"LINESTRING (30.1975576 37.0660269, 30.1976241 37.0660809)",,
203478472,residential,False,True,14.865,,"LINESTRING (30.1975576 37.0660269, 30.1973949 37.065995)",,
173724845,primary,False,True,49.583,Atatürk Caddesi,"LINESTRING (30.197073 37.06548, 30.1973972 37.0658432)",,
203478494,residential,False,True,34.015,,"LINESTRING (30.197073 37.06548, 30.196909 37.0657565)",,
173724845,primary,False,False,99.276,Atatürk Caddesi,"LINESTRING (30.197073 37.06548, 30.1969541 37.0652954, 30.1968228 37.0650472, 30.1967542 37.0648051, 30.1967581 37.0646375)",,
1162644690,primary,True,False,3.738,,"LINESTRING (30.1967581 37.0646375, 30.1967253 37.0646164)",,
173724845,primary,False,True,99.27600000000001,Atatürk Caddesi,"LINESTRING (30.1967581 37.0646375, 30.1967542 37.0648051, 30.1968228 37.0650472, 30.1969541 37.0652954, 30.197073 37.06548)",,
203478181,tertiary,False,True,50.188,Eyüp Sultan Caddesi,"LINESTRING (30.1953629 37.0623903, 30.1958932 37.0622333)",,
507825627,primary,True,False,245.72200000000004,İstiklal Caddesi,"LINESTRING (30.1953629 37.0623903, 30.1964239 37.0639347, 30.1965074 37.0640703, 30.1967546 37.064293)",50,
203478316,residential,False,False,52.917,,"LINESTRING (30.1975509 37.0639863, 30.1969931 37.0638179)",,
