osmid,oneway,highway,reversed,length,geometry,junction,name,bridge
89469546,True,secondary,False,61.833999999999996,"LINESTRING (35.8806913 34.8952083, 35.8803823 34.8951326, 35.8800508 34.8950273)",,,
89901469,False,residential,True,113.426,"LINESTRING (35.8806913 34.8952083, 35.8807249 34.8954017, 35.8807429 34.8955051, 35.8808479 34.8962202)",,,
43197246,True,secondary,False,75.503,"LINESTRING (35.8885046 34.8896047, 35.8889505 34.8899477, 35.8891111 34.8900668)",,,
88389349,True,primary,False,13.018,"LINESTRING (35.8800221 34.8948188, 35.8800517 34.8948494, 35.8800719 34.8948847, 35.8800816 34.8949229)",roundabout,,
53007733,True,primary,False,182.25400000000002,"LINESTRING (35.8797469 34.8948089, 35.879791 34.8946038, 35.8801474 34.8932032)",,شارع الثورة,
88389349,True,primary,False,27.461000000000002,"LINESTRING (35.8797469 34.8948089, 35.8797984 34.8947832, 35.8798567 34.8947709, 35.8799168 34.8947731, 35.8799736 34.8947895, 35.8800221 34.8948188)",roundabout,,
88389349,True,primary,False,6.47,"LINESTRING (35.8797012 34.8948534, 35.8797469 34.8948089)",roundabout,,
88389349,True,primary,False,12.105,"LINESTRING (35.8800816 34.8949229, 35.8800767 34.8949772, 35.8800508 34.8950273)",roundabout,,
89479733,True,secondary,False,213.732,"LINESTRING (35.8800816 34.8949229, 35.8807444 34.8950429, 35.8823802 34.8952964)",,,
88389349,True,primary,False,13.013000000000002,"LINESTRING (35.8800508 34.8950273, 35.880021 34.8950577, 35.8799834 34.8950815, 35.87994 34.8950976)",roundabout,,
88388824,True,primary,False,140.81799999999998,"LINESTRING (35.87994 34.8950976, 35.8798457 34.895648, 35.8799571 34.8963527)",,شارع الثورة,
88389349,True,primary,False,24.689,"LINESTRING (35.87994 34.8950976, 35.8798731 34.8951055, 35.8798066 34.895095, 35.8797479 34.8950673, 35.8797035 34.8950254)",roundabout,,
89469546,True,secondary,False,298.228,"LINESTRING (35.8858986 34.895817, 35.8826571 34.8954638)",,,
89900758,False,tertiary,True,70.302,"LINESTRING (35.8858986 34.895817, 35.8856024 34.8964007)",,,
275096991,True,primary,False,39.163,"LINESTRING (35.8862303 34.896294, 35.8863117 34.8961439, 35.8864272 34.8959816)",,شارع 6 تشرين,
1026468857,True,primary_link,False,22.721000000000004,"LINESTRING (35.8862303 34.896294, 35.8862781 34.8963056, 35.8863225 34.8963242, 35.886362 34.8963491, 35.8863953 34.8963794, 35.8864213 34.8964143)",,,
89476105,True,primary,False,2.13,"LINESTRING (35.8864491 34.8958308, 35.886467 34.8958185)",roundabout,,
89476105,True,primary,False,3.994,"LINESTRING (35.8866862 34.8958648, 35.8866992 34.8958991)",roundabout,,
89476105,True,primary,False,14.424000000000001,"LINESTRING (35.8866992 34.8958991, 35.8866977 34.8959423, 35.8866779 34.8959824, 35.8866422 34.8960142)",roundabout,,
89476590,True,secondary,False,17.532,"LINESTRING (35.8866992 34.8958991, 35.8867838 34.8959363, 35.8868723 34.8959673)",,,
89476881,True,primary,False,46.174,"LINESTRING (35.8866107 34.8960292, 35.8864213 34.8964143)",,شارع 6 تشرين,
89476105,True,primary,False,19.011,"LINESTRING (35.8866107 34.8960292, 35.8865599 34.8960387, 35.8865082 34.8960332, 35.8864621 34.8960134, 35.8864272 34.8959816)",roundabout,,
89476105,True,primary,False,6.024,"LINESTRING (35.8864272 34.8959816, 35.8864056 34.8959304)",roundabout,,
89469546,True,secondary,False,47.928,"LINESTRING (35.8864056 34.8959304, 35.8858986 34.895817)",,,
89476105,True,primary,False,12.123000000000001,"LINESTRING (35.8864056 34.8959304, 35.8864076 34.8958941, 35.8864225 34.8958599, 35.8864491 34.8958308)",roundabout,,
89478489,False,residential,False,36.258,"LINESTRING (35.8901061 34.8968461, 35.8899955 34.8971593)",,,
"[205409517, 89476589, 205409529]",True,secondary,False,153.108,"LINESTRING (35.8901061 34.8968461, 35.8891646 34.8966135, 35.8885919 34.8964924, 35.8884911 34.8964711)",,,yes
89478149,False,residential,True,139.025,"LINESTRING (35.8884911 34.8964711, 35.8881412 34.897688)",,,
205409529,True,secondary,False,80.683,"LINESTRING (35.8884911 34.8964711, 35.8876343 34.8962904)",,,
89478308,False,residential,True,49.662,"LINESTRING (35.8876343 34.8962904, 35.8875605 34.8967329)",,,
205409529,True,secondary,False,95.551,"LINESTRING (35.8876343 34.8962904, 35.8868159 34.8960619, 35.8866422 34.8960142)",,,
89477403,False,residential,False,39.511,"LINESTRING (35.8867529 34.8971658, 35.8871453 34.8973164)",,,
