osmid,bridge,ref,highway,oneway,reversed,length,geometry,name,junction
"[82587937, 354560740]",yes,217,primary,False,"[False, True]",190.51999999999998,"LINESTRING (36.8685523 36.5094471, 36.8696218 36.509673, 36.8706101 36.5098942)",,
"[232643240, 558411260]",,,residential,False,"[False, True]",176.928,"LINESTRING (36.8685523 36.5094471, 36.868378 36.5099096, 36.8683424 36.5101131, 36.8683753 36.5103883, 36.8680656 36.5109626)",,
777310888,,217,primary,False,True,63.492000000000004,"LINESTRING (36.8685523 36.5094471, 36.8683804 36.5094113, 36.8682103 36.5093702, 36.8680423 36.5093238, 36.8678768 36.5092721)",,
232824418,,,residential,False,True,48.14,"LINESTRING (36.8731929 36.5040446, 36.8732665 36.504093, 36.8734595 36.5042533, 36.8735647 36.5043565)",,
415270364,,62,secondary,False,True,24.157,"LINESTRING (36.8731929 36.5040446, 36.8732148 36.5041252, 36.8731975 36.5042078, 36.8731715 36.5042543)",طريق دير سمعان - عين دارة,
415270364,,62,secondary,False,False,24.157,"LINESTRING (36.8731715 36.5042543, 36.8731975 36.5042078, 36.8732148 36.5041252, 36.8731929 36.5040446)",طريق دير سمعان - عين دارة,
415270378,,62,secondary,True,False,121.49600000000001,"LINESTRING (36.8731715 36.5042543, 36.8731319 36.5044065, 36.8730758 36.5045201, 36.8727688 36.5050193, 36.8726459 36.5052577)",طريق دير سمعان - عين دارة,
155829607,,,tertiary,False,True,22.504,"LINESTRING (36.8710396 36.5075246, 36.8707899 36.5074986)",طريق دير سمعان - عين دارة,
415270380,,,tertiary,True,False,13.938,"LINESTRING (36.8710396 36.5075246, 36.8711929 36.5075016)",طريق دير سمعان - عين دارة,
354560722,,217,primary,True,False,67.247,"LINESTRING (36.8706101 36.5098942, 36.8710631 36.5099881, 36.8713353 36.5100549)",,
"[82587937, 354560740]",yes,217,primary,False,"[False, True]",190.51999999999998,"LINESTRING (36.8706101 36.5098942, 36.8696218 36.509673, 36.8685523 36.5094471)",,
1149101553,,,residential,False,True,6.301,"LINESTRING (36.8714705 36.5096934, 36.8714 36.5096926)",,
415270320,,62,secondary,True,False,46.351,"LINESTRING (36.8714705 36.5096934, 36.8714925 36.5098848, 36.8715281 36.5101076)",طريق دير سمعان - عين دارة,
"[1149101553, 232824386]",,,residential,False,"[False, True]",107.667,"LINESTRING (36.8714705 36.5096934, 36.8720115 36.5096742, 36.8719885 36.5091415)",,
133102910,,,residential,False,False,38.582,"LINESTRING (36.8678768 36.5092721, 36.8677102 36.5095922)",,
777310888,,217,primary,False,False,63.492000000000004,"LINESTRING (36.8678768 36.5092721, 36.8680423 36.5093238, 36.8682103 36.5093702, 36.8683804 36.5094113, 36.8685523 36.5094471)",,
777310888,,217,primary,False,True,55.64,"LINESTRING (36.8678768 36.5092721, 36.8676867 36.5092052, 36.8675005 36.5091315, 36.8673188 36.509051)",,
133102910,,,residential,False,False,52.556,"LINESTRING (36.8677102 36.5095922, 36.8674993 36.5100334)",,
133102910,,,residential,False,True,38.582,"LINESTRING (36.8677102 36.5095922, 36.8678768 36.5092721)",,
777328302,,,residential,False,False,70.175,"LINESTRING (36.8677102 36.5095922, 36.8669592 36.509408)",,
182391842,,,unclassified,False,True,44.152,"LINESTRING (36.8706018 36.5060158, 36.8705732 36.5056194)",,
232824305,,,residential,False,False,135.395,"LINESTRING (36.8706018 36.5060158, 36.8714173 36.5060213, 36.8721159 36.5060471)",,
777331918,,,unclassified,False,False,165.77100000000002,"LINESTRING (36.8706018 36.5060158, 36.8706297 36.5063659, 36.8707899 36.5074986)",,
232643213,,62,secondary,True,False,50.241,"LINESTRING (36.8721159 36.5060471, 36.872332 36.50563)",طريق دير سمعان - عين دارة,
232824305,,,residential,False,True,135.395,"LINESTRING (36.8721159 36.5060471, 36.8714173 36.5060213, 36.8706018 36.5060158)",,
784185673,,217,primary,True,False,41.289,"LINESTRING (36.8648232 36.5069753, 36.8645106 36.5067019)",,
777297403,,,residential,False,True,111.903,"LINESTRING (36.8650723 36.5071686, 36.8658004 36.5063499)",,
1149347244,,217,primary,False,True,43.762,"LINESTRING (36.8650723 36.5071686, 36.8653992 36.5074616)",,
784185673,,217,primary,True,False,30.978,"LINESTRING (36.8650723 36.5071686, 36.8649901 36.5071116, 36.864915 36.5070545, 36.8648232 36.5069753)",,
232824434,,,residential,False,False,12.039,"LINESTRING (36.8646477 36.5082873, 36.8645596 36.5083692)",,
232824434,,,residential,False,True,7.069,"LINESTRING (36.8646477 36.5082873, 36.8646967 36.5082374)",,
232643252,,,residential,False,False,133.891,"LINESTRING (36.8680313 36.5100155, 36.8675015 36.5111418)",,
232643237,,,residential,False,False,22.839,"LINESTRING (36.8653864 36.5104614, 36.8655702 36.5106041)",,
232643237,,,residential,False,True,51.201,"LINESTRING (36.8653864 36.5104614, 36.8649391 36.5101737)",,
232643263,,,residential,False,False,49.63,"LINESTRING (36.8653864 36.5104614, 36.8650359 36.5108076)",,
232643280,,,unclassified,False,False,43.504,"LINESTRING (36.8661647 36.5104901, 36.8665713 36.5107052)",,
415270309,,,secondary,True,False,43.385,"LINESTRING (36.8661647 36.5104901, 36.8658816 36.5107728, 36.8658601 36.5107939)",طريق راجو,
232643280,,,unclassified,False,False,60.465,"LINESTRING (36.8665713 36.5107052, 36.8671487 36.5109886)",,
232643280,,,unclassified,False,True,43.504,"LINESTRING (36.8665713 36.5107052, 36.8661647 36.5104901)",,
1145692197,,,residential,False,False,41.941,"LINESTRING (36.8665713 36.5107052, 36.8663168 36.5110221)",,
232643237,,,residential,False,False,48.061,"LINESTRING (36.8658601 36.5107939, 36.8663168 36.5110221)",,
232643237,,,residential,False,True,6.075,"LINESTRING (36.8658601 36.5107939, 36.8658069 36.5107599)",,
415270309,,,secondary,True,False,40.592,"LINESTRING (36.8658601 36.5107939, 36.8655729 36.5110767)",طريق راجو,
232643263,,,residential,False,False,40.895,"LINESTRING (36.8650359 36.5108076, 36.8647518 36.5110959)",,
232643263,,,residential,False,True,49.63,"LINESTRING (36.8650359 36.5108076, 36.8653864 36.5104614)",,
232643282,,,residential,False,False,48.252,"LINESTRING (36.8650359 36.5108076, 36.8654827 36.5110512)",,
232643260,,,residential,False,False,42.918,"LINESTRING (36.8671487 36.5109886, 36.8669191 36.5113276)",,
232643280,,,unclassified,False,False,35.838,"LINESTRING (36.8671487 36.5109886, 36.8675015 36.5111418)",,
232643280,,,unclassified,False,True,60.465,"LINESTRING (36.8671487 36.5109886, 36.8665713 36.5107052)",,
232643237,,,residential,False,False,63.651,"LINESTRING (36.8663168 36.5110221, 36.8669191 36.5113276)",,
232643237,,,residential,False,True,48.061,"LINESTRING (36.8663168 36.5110221, 36.8658601 36.5107939)",,
1145692197,,,residential,False,False,40.379,"LINESTRING (36.8663168 36.5110221, 36.8660586 36.5113201)",,
1145692197,,,residential,False,True,41.941,"LINESTRING (36.8663168 36.5110221, 36.8665713 36.5107052)",,
232643282,,,residential,False,False,51.154,"LINESTRING (36.8655729 36.5110767, 36.8660586 36.5113201)",,
232643282,,,residential,False,True,8.546,"LINESTRING (36.8655729 36.5110767, 36.8654827 36.5110512)",,
415270309,,,secondary,True,False,42.138,"LINESTRING (36.8655729 36.5110767, 36.8652606 36.5113606)",طريق راجو,
232643263,,,residential,False,True,40.895,"LINESTRING (36.8647518 36.5110959, 36.8650359 36.5108076)",,
