osmid,oneway,highway,reversed,length,junction,geometry
55982194,True,unclassified,False,10.188,,"LINESTRING (36.3898926 35.364405, 36.389895 35.3643134)"
55982194,True,unclassified,False,71.453,,"LINESTRING (36.3901473 35.3684283, 36.3900382 35.3677919)"
171727192,True,tertiary,False,8.821,roundabout,"LINESTRING (36.3901473 35.3684283, 36.3901587 35.3684092, 36.3901825 35.3683876, 36.3902133 35.368373)"
151333563,True,primary,False,5.614,roundabout,"LINESTRING (36.396832 35.3643792, 36.396779 35.3644053)"
151333563,True,primary,False,29.646,roundabout,"LINESTRING (36.3962729 35.3641305, 36.3964057 35.3640951, 36.3965051 35.3640865, 36.3965923 35.3640837)"
191227303,True,primary,False,58.948,,"LINESTRING (36.3962729 35.3641305, 36.3962438 35.3639247, 36.3962132 35.3636027)"
151333563,True,primary,False,30.107999999999997,roundabout,"LINESTRING (36.3967646 35.3641387, 36.3968243 35.3641873, 36.3968618 35.3642693, 36.3968585 35.3643296, 36.396832 35.3643792)"
5130487,True,primary,False,93.278,,"LINESTRING (36.3963082 35.3643997, 36.3960038 35.3643522, 36.3957121 35.3643334, 36.3953622 35.3643308, 36.395286 35.3643324)"
151333563,True,primary,False,29.933,roundabout,"LINESTRING (36.3963082 35.3643997, 36.3962238 35.3643116, 36.396219 35.3642225, 36.3962476 35.3641584)"
151333563,True,primary,False,24.096,roundabout,"LINESTRING (36.3965599 35.3644603, 36.3964004 35.3644392, 36.3963082 35.3643997)"
171374481,True,residential,False,12.909,roundabout,"LINESTRING (36.3973559 35.3664783, 36.3973196 35.3664638, 36.3972923 35.3664397, 36.3972764 35.3664046, 36.3972769 35.3663917)"
350360193,True,residential,False,42.843,,"LINESTRING (36.3973559 35.3664783, 36.3971445 35.3666398, 36.3969817 35.3667076)"
171374479,True,tertiary,False,29.970000000000002,roundabout,"LINESTRING (36.3984072 35.3655575, 36.3984989 35.3655492, 36.3985886 35.3655669, 36.3986654 35.3656085, 36.3986973 35.3656438)"
171374479,True,tertiary,False,22.686,roundabout,"LINESTRING (36.3982573 35.3658809, 36.3982224 35.3658112, 36.3982166 35.3657579, 36.3982357 35.3656843)"
171374483,False,residential,False,86.92,,"LINESTRING (36.3982573 35.3658809, 36.3979821 35.3660559, 36.3975157 35.366376)"
171374479,True,tertiary,False,22.707,roundabout,"LINESTRING (36.398743 35.365724, 36.3987446 35.3657992, 36.3987146 35.3658704, 36.3986812 35.3659167)"
171374482,False,unclassified,False,18.884,,"LINESTRING (36.3967782 35.3667437, 36.3969817 35.3667076)"
171374482,False,unclassified,True,56.17700000000001,,"LINESTRING (36.3967782 35.3667437, 36.3963781 35.366699, 36.3961831 35.3666238)"
171788767,False,residential,False,103.636,,"LINESTRING (36.3967782 35.3667437, 36.3971339 35.3667754, 36.3975711 35.3667433, 36.3979095 35.3666839)"
171374480,True,tertiary,False,143.136,,"LINESTRING (36.3977472 35.3653068, 36.3970862 35.3648398, 36.3967268 35.3646036, 36.3965599 35.3644603)"
171374486,False,residential,True,93.527,,"LINESTRING (36.3977472 35.3653068, 36.3976566 35.3655488, 36.3974349 35.3661084)"
171374479,True,tertiary,False,10.501,roundabout,"LINESTRING (36.3986812 35.3659167, 36.3985825 35.3659661)"
171788760,True,tertiary,False,73.812,,"LINESTRING (36.3986812 35.3659167, 36.3991223 35.3664746)"
55982194,True,unclassified,False,29.506,,"LINESTRING (36.3899501 35.3656938, 36.3899391 35.3654286)"
171374482,False,unclassified,False,8.649,,"LINESTRING (36.3899501 35.3656938, 36.390045 35.365686)"
171374482,False,unclassified,True,18.884,,"LINESTRING (36.3969817 35.3667076, 36.3967782 35.3667437)"
350360194,True,residential,False,44.165,,"LINESTRING (36.3969817 35.3667076, 36.3970843 35.3666008, 36.3972769 35.3663917)"
171374479,True,tertiary,False,21.622999999999998,roundabout,"LINESTRING (36.3982357 35.3656843, 36.3982846 35.3656205, 36.3983245 35.365591, 36.3984072 35.3655575)"
171374480,True,tertiary,False,61.319,,"LINESTRING (36.3982357 35.3656843, 36.3981698 35.3656054, 36.3977472 35.3653068)"
171374481,True,residential,False,15.702000000000002,roundabout,"LINESTRING (36.3972769 35.3663917, 36.3972777 35.3663728, 36.3972922 35.3663438, 36.3973174 35.3663209, 36.3973501 35.3663065, 36.3973863 35.3663017)"
171374482,False,unclassified,False,14.836,,"LINESTRING (36.3933311 35.3662484, 36.3934859 35.3662052)"
171374482,False,unclassified,True,49.221,,"LINESTRING (36.3933311 35.3662484, 36.3928001 35.3663403)"
