osmid,highway,junction,oneway,reversed,length,geometry,name,ref,bridge
844976619,primary,roundabout,True,False,9.530000000000001,"LINESTRING (77.4815483 15.7675227, 77.4815732 15.7675595, 77.4816072 15.7675855)",,,
844988119,secondary,roundabout,True,False,12.839,"LINESTRING (77.4792551 15.7674454, 77.4792604 15.767468, 77.4792727 15.7674878, 77.4792908 15.7675029, 77.4793129 15.7675119, 77.4793368 15.7675139)",Main Road,,
844976617,secondary,roundabout,True,False,18.232,"LINESTRING (77.4828316 15.7681597, 77.4828243 15.7681861, 77.482826 15.7682134, 77.4828365 15.7682387, 77.4828548 15.7682597, 77.4828789 15.768274, 77.4829066 15.7682803)",Kalugatla Road,,
844519722,secondary,,False,True,21.843,"LINESTRING (77.4834071 15.7723066, 77.4832161 15.7723759)",Teru Bazzar Road,,
844976614,primary,,False,True,9.223,"LINESTRING (77.4834071 15.7723066, 77.4833805 15.7722277)",Kalugatla Road,SH,
844976614,primary,,False,False,17.761,"LINESTRING (77.483048 15.7694511, 77.483051 15.7696108)",Kalugatla Road,SH,
844976614,primary,,False,True,21.814,"LINESTRING (77.483048 15.7694511, 77.4830536 15.769255)",Kalugatla Road,SH,
844929889,residential,,False,False,44.343,"LINESTRING (77.483048 15.7694511, 77.4828182 15.7694572, 77.4827721 15.7694484, 77.4827332 15.7694316, 77.4826769 15.7693993, 77.4826487 15.7693916)",,,
844929849,residential,,False,True,25.824,"LINESTRING (77.483226 15.7716302, 77.4829883 15.7716703)",,,
844976614,primary,,False,False,14.523,"LINESTRING (77.483226 15.7716302, 77.4832568 15.7717574)",Kalugatla Road,SH,
844976614,primary,,False,True,34.913,"LINESTRING (77.483226 15.7716302, 77.4831664 15.7713215)",Kalugatla Road,SH,
844976614,primary,,False,False,16.671,"LINESTRING (77.4831379 15.7711741, 77.4831664 15.7713215)",Kalugatla Road,SH,
439177915,residential,,False,False,35.828,"LINESTRING (77.4831379 15.7711741, 77.4833539 15.7711156, 77.4834065 15.7711057, 77.4834632 15.771102)",,,
844976614,primary,,False,True,45.262,"LINESTRING (77.4831379 15.7711741, 77.4830949 15.770916, 77.4830776 15.7707713)",Kalugatla Road,SH,
158320130,primary,,False,False,58.108000000000004,"LINESTRING (77.4784995 15.7719439, 77.4783815 15.7719284, 77.4782796 15.7719078, 77.4781294 15.7718819, 77.4780382 15.7718613, 77.4779661 15.7718474)",,,
158320130,primary,,False,True,21.479999999999997,"LINESTRING (77.4784995 15.7719439, 77.4785693 15.7719491, 77.4786444 15.7719336, 77.4786968 15.7719214)",,,
126179715,secondary,,False,False,23.569,"LINESTRING (77.4790411 15.7709529, 77.4790571 15.7711643)",Hospital Road,,
844976571,residential,,False,False,113.105,"LINESTRING (77.4790411 15.7709529, 77.4800861 15.7708003)",,,
126179715,secondary,,False,True,252.93300000000002,"LINESTRING (77.4790411 15.7709529, 77.4790473 15.7705839, 77.4790514 15.7700896, 77.4790621 15.7695708, 77.4790929 15.768928, 77.4791216 15.7686806)",Hospital Road,,
126179715,secondary,,False,True,34.836,"LINESTRING (77.479122 15.7718214, 77.4790787 15.7715109)",Hospital Road,,
126180208,primary,,False,False,8.944,"LINESTRING (77.479122 15.7718214, 77.4792041 15.7718063)",,,
158320130,primary,,False,False,46.839,"LINESTRING (77.479122 15.7718214, 77.4786968 15.7719214)",,,
126179715,secondary,,False,False,61.95,"LINESTRING (77.4792158 15.7681309, 77.4791216 15.7686806)",Hospital Road,,
844147768,residential,,False,True,65.853,"LINESTRING (77.4792158 15.7681309, 77.4786005 15.7681407)",,,
126179715,secondary,,False,True,70.02600000000001,"LINESTRING (77.4792158 15.7681309, 77.4793208 15.7677147, 77.4793252 15.7676438, 77.4793323 15.7675859, 77.4793368 15.7675139)",Hospital Road,,
844980523,primary,,False,False,10.093,"LINESTRING (77.4795565 15.7716655, 77.4796299 15.7716085)",,,
844980523,primary,,False,True,8.182,"LINESTRING (77.4795565 15.7716655, 77.4794909 15.7717033)",,,
158320153,secondary,,False,False,32.687000000000005,"LINESTRING (77.4795565 15.7716655, 77.4796412 15.7717619, 77.4796984 15.7717881, 77.4797432 15.7718024, 77.4798051 15.771817)",Teru Bazzar Road,,
158320153,secondary,,False,True,78.28699999999999,"LINESTRING (77.4808469 15.7721072, 77.4806598 15.7720324, 77.480612 15.7720155, 77.4805548 15.772002, 77.4801945 15.7719388, 77.4801432 15.7719262)",Teru Bazzar Road,,
844519723,secondary,roundabout,True,False,20.571,"LINESTRING (77.4808469 15.7721072, 77.480843 15.7721378, 77.4808502 15.7721678, 77.4808676 15.7721937, 77.4808931 15.7722124, 77.4809237 15.7722216, 77.4809557 15.7722202)",Teru Bazzar Road,,
844519722,secondary,,False,False,37.849999999999994,"LINESTRING (77.4812993 15.7723437, 77.4813343 15.7723598, 77.4813667 15.7723708, 77.4815659 15.7724228, 77.481638 15.7724395)",Teru Bazzar Road,,
844519722,secondary,,False,True,36.282,"LINESTRING (77.4812993 15.7723437, 77.481268 15.7723237, 77.4811463 15.77223, 77.4811125 15.7722162, 77.4810794 15.7722067, 77.4810071 15.7721899)",Teru Bazzar Road,,
844519717,residential,,False,False,55.882,"LINESTRING (77.4801432 15.7719262, 77.4802451 15.7724191)",,,
158320153,secondary,,False,False,78.28699999999999,"LINESTRING (77.4801432 15.7719262, 77.4801945 15.7719388, 77.4805548 15.772002, 77.480612 15.7720155, 77.4806598 15.7720324, 77.4808469 15.7721072)",Teru Bazzar Road,,
158320153,secondary,,False,True,21.726,"LINESTRING (77.4801432 15.7719262, 77.4800861 15.771907, 77.4799521 15.7718602)",Teru Bazzar Road,,
844519722,secondary,,False,False,105.38299999999998,"LINESTRING (77.481638 15.7724395, 77.4817058 15.7724464, 77.4822202 15.7724774, 77.4822528 15.7724813, 77.4822847 15.7724947, 77.4823206 15.7725225, 77.4823452 15.7725317, 77.4823719 15.7725332, 77.4825059 15.7724927, 77.4825955 15.7724657)",Teru Bazzar Road,,
844519722,secondary,,False,True,37.849999999999994,"LINESTRING (77.481638 15.7724395, 77.4815659 15.7724228, 77.4813667 15.7723708, 77.4813343 15.7723598, 77.4812993 15.7723437)",Teru Bazzar Road,,
844980523,primary,,False,False,8.182,"LINESTRING (77.4794909 15.7717033, 77.4795565 15.7716655)",,,
844980524,primary,,True,False,35.362,"LINESTRING (77.4794909 15.7717033, 77.4794698 15.7716942, 77.4794425 15.7716891, 77.4794193 15.7716918, 77.4792239 15.7717684, 77.4792108 15.771783, 77.4792041 15.7718063)",,,
844929866,residential,,False,False,79.688,"LINESTRING (77.4808343 15.7641003, 77.4800996 15.7642171)",,,
844976620,primary,,False,False,54.009,"LINESTRING (77.4808343 15.7641003, 77.4806916 15.763887, 77.4805611 15.7636919)",,,
844976620,primary,,False,True,54.528000000000006,"LINESTRING (77.4808343 15.7641003, 77.4809297 15.7642303, 77.4810827 15.764527)",,,
844976623,primary,,True,False,19.825,"LINESTRING (77.4815391 15.769494, 77.4815726 15.7694763, 77.481593 15.769447, 77.4816021 15.7694123, 77.4816128 15.7693426)",,,
844980520,primary,,False,True,96.904,"LINESTRING (77.4815391 15.769494, 77.4814421 15.7697283, 77.4814131 15.769794, 77.4812226 15.7703103)",Tank bund road,,
776883394,residential,,False,False,38.141000000000005,"LINESTRING (77.4863139 15.7693208, 77.4862328 15.7691782, 77.4861475 15.7690175)",,,
"[158320141, 844976550, 844976551]",secondary,,False,True,63.706999999999994,"LINESTRING (77.4863139 15.7693208, 77.4862738 15.7693283, 77.4861637 15.7693747, 77.4858517 15.7695157, 77.4857687 15.7695482)",,,yes
158320141,secondary,,False,False,75.628,"LINESTRING (77.483051 15.7696108, 77.4837488 15.769503)",,,
844976614,primary,,False,True,17.761,"LINESTRING (77.483051 15.7696108, 77.483048 15.7694511)",Kalugatla Road,SH,
844976614,primary,,False,False,69.258,"LINESTRING (77.483051 15.7696108, 77.4830322 15.7700931, 77.4830342 15.7702333)",Kalugatla Road,SH,
844976586,residential,,False,False,41.967,"LINESTRING (77.4810046 15.7711203, 77.4811452 15.7711499, 77.4812061 15.7711427, 77.4812564 15.7711287, 77.4813797 15.7710769)",,,
844980520,primary,,False,False,18.665,"LINESTRING (77.4810046 15.7711203, 77.4810403 15.7710847, 77.4810959 15.7709791)",Tank bund road,,
844980520,primary,,False,True,20.488,"LINESTRING (77.4810046 15.7711203, 77.48098 15.7711425, 77.4808434 15.7712184)",Tank bund road,,
844976619,primary,roundabout,True,False,9.027999999999999,"LINESTRING (77.4816072 15.7675855, 77.4816483 15.7675991, 77.4816892 15.767599)",,,
844976622,primary,,True,False,124.915,"LINESTRING (77.4816072 15.7675855, 77.4816145 15.7677165, 77.4816188 15.7678267, 77.481598 15.7687084)",,,
158320141,secondary,,False,True,60.496,"LINESTRING (77.4857687 15.7695482, 77.485245 15.7697531)",,,
"[158320141, 844976550, 844976551]",secondary,,False,False,63.707,"LINESTRING (77.4857687 15.7695482, 77.4858517 15.7695157, 77.4861637 15.7693747, 77.4862738 15.7693283, 77.4863139 15.7693208)",,,yes
439177915,residential,,False,True,48.88400000000001,"LINESTRING (77.4857687 15.7695482, 77.4858012 15.7697321, 77.4858119 15.769825, 77.4858172 15.7699024, 77.485812 15.7699843)",,,
844976580,residential,,False,False,54.714,"LINESTRING (77.4812226 15.7703103, 77.4817327 15.7702766)",,,
844980520,primary,,False,True,36.135,"LINESTRING (77.4812226 15.7703103, 77.4811778 15.7706324)",Tank bund road,,
844980520,primary,,False,False,96.904,"LINESTRING (77.4812226 15.7703103, 77.4814131 15.769794, 77.4814421 15.7697283, 77.4815391 15.769494)",Tank bund road,,
844929848,residential,,False,True,32.514,"LINESTRING (77.4855302 15.7705855, 77.4854627 15.7703004)",,,
439177915,residential,,False,False,44.855000000000004,"LINESTRING (77.4855302 15.7705855, 77.4855868 15.7705689, 77.485864 15.7705184, 77.4858894 15.7705046, 77.485897 15.7704824, 77.4858938 15.7704591)",,,
439177915,residential,,False,True,43.009,"LINESTRING (77.4855302 15.7705855, 77.4854789 15.7706131, 77.4851747 15.7707659)",,,
439177915,residential,,False,True,5.406,"LINESTRING (77.4851747 15.7707659, 77.4851296 15.7707878)",,,
844976558,residential,,False,True,19.444,"LINESTRING (77.4851747 15.7707659, 77.4852299 15.7709325)",,,
439177915,residential,,False,False,43.009,"LINESTRING (77.4851747 15.7707659, 77.4854789 15.7706131, 77.4855302 15.7705855)",,,
844980517,residential,,False,False,18.854,"LINESTRING (77.4842005 15.7709954, 77.4842535 15.7711571)",,,
439177915,residential,,False,False,59.295,"LINESTRING (77.4842005 15.7709954, 77.4842727 15.7710105, 77.4843199 15.7710105, 77.4843641 15.7710051, 77.4847381 15.770904)",,,
439177915,residential,,False,True,41.02799999999999,"LINESTRING (77.4842005 15.7709954, 77.4841591 15.7709929, 77.4841223 15.771001, 77.4838872 15.7710639, 77.4838293 15.7710796)",,,
844976560,residential,,False,True,62.488,"LINESTRING (77.4842005 15.7709954, 77.4842218 15.7709155, 77.4842413 15.7708934, 77.4842678 15.7708729, 77.4843298 15.7708303, 77.4843475 15.7708099, 77.4843572 15.770773, 77.484325 15.7704949)",,,
844976565,residential,,False,False,60.153,"LINESTRING (77.4838293 15.7710796, 77.4837994 15.7705394)",,,
439177915,residential,,False,False,41.028,"LINESTRING (77.4838293 15.7710796, 77.4838872 15.7710639, 77.4841223 15.771001, 77.4841591 15.7709929, 77.4842005 15.7709954)",,,
439177915,residential,,False,True,39.255,"LINESTRING (77.4838293 15.7710796, 77.4837559 15.7710841, 77.4834632 15.771102)",,,
844976566,residential,,False,False,64.287,"LINESTRING (77.4838293 15.7710796, 77.4838007 15.7712156, 77.4837969 15.7712766, 77.4838064 15.7713487, 77.4838357 15.771653)",,,
844976583,residential,,False,False,19.828,"LINESTRING (77.4834632 15.771102, 77.4834466 15.7709244)",,,
439177915,residential,,False,False,39.255,"LINESTRING (77.4834632 15.771102, 77.4837559 15.7710841, 77.4838293 15.7710796)",,,
439177915,residential,,False,True,35.828,"LINESTRING (77.4834632 15.771102, 77.4834065 15.7711057, 77.4833539 15.7711156, 77.4831379 15.7711741)",,,
844519719,residential,,False,False,65.096,"LINESTRING (77.4808434 15.7712184, 77.4808931 15.7715115, 77.48089 15.7715356, 77.480878 15.7715536, 77.4808453 15.7715666, 77.4808301 15.7715885, 77.480831 15.7716092, 77.4808828 15.771763)",,,
