osmid,highway,oneway,reversed,length,ref,geometry,junction,name,maxspeed,access
164617292,tertiary,False,False,231.14300000000003,,"LINESTRING (72.8669017 22.6870235, 72.8674113 22.6870829, 72.867937 22.6872116, 72.8689227 22.6874917, 72.8690756 22.6875467)",,New Rahul Hospital Road,10,yes
930997419,residential,False,False,84.438,,"LINESTRING (72.8686236 22.6885825, 72.8693845 22.688872)",,,,
164617502,secondary,False,False,124.914,,"LINESTRING (72.8686236 22.6885825, 72.8687417 22.6881816, 72.8688489 22.6879144, 72.8690756 22.6875467)",,Nana Kumbhnath Road,30,yes
164617502,secondary,False,True,34.979,,"LINESTRING (72.8686236 22.6885825, 72.8685163 22.6888547, 72.8684988 22.6888737)",,Nana Kumbhnath Road,30,yes
930997416,residential,False,True,28.983,,"LINESTRING (72.8704905 22.688147, 72.8703929 22.6883916)",,,,
164617594,tertiary,False,False,159.785,,"LINESTRING (72.8704905 22.688147, 72.870351 22.6880925, 72.869895 22.6879045, 72.8696375 22.6877906, 72.8690756 22.6875467)",,Alkapuri Road,20,yes
164617594,tertiary,False,True,200.18299999999996,,"LINESTRING (72.8704905 22.688147, 72.870925 22.6882806, 72.871338 22.688444, 72.871912 22.6886667, 72.8722115 22.6887905, 72.8722846 22.6888436)",,Alkapuri Road,20,yes
470843242,residential,False,False,98.332,,"LINESTRING (72.8746902 22.6867243, 72.8738596 22.686283)",,,,
915798351,primary,True,False,45.769999999999996,SH89,"LINESTRING (72.8746902 22.6867243, 72.8745918 22.6868256, 72.8743899 22.6870287)",,,,
164617594,tertiary,False,False,200.183,,"LINESTRING (72.8722846 22.6888436, 72.8722115 22.6887905, 72.871912 22.6886667, 72.871338 22.688444, 72.870925 22.6882806, 72.8704905 22.688147)",,Alkapuri Road,20,yes
915798351,primary,True,False,121.02100000000002,SH89,"LINESTRING (72.8722846 22.6888436, 72.8719712 22.689096, 72.8716926 22.6892714, 72.8715543 22.6893431, 72.8713184 22.6894599)",,,,
446121366,unclassified,False,True,40.507,,"LINESTRING (72.8665117 22.6921144, 72.8665794 22.6920821, 72.8666331 22.6920197, 72.8667306 22.6918252)",,,,
471984054,residential,False,False,100.375,,"LINESTRING (72.8665117 22.6921144, 72.8664256 22.6923921, 72.8664686 22.6927509, 72.8665463 22.6929934)",,,,
470843404,unclassified,False,False,12.058,,"LINESTRING (72.8697207 22.6929505, 72.8698292 22.6929922)",,,,
933708403,unclassified,False,True,25.093,,"LINESTRING (72.8697207 22.6929505, 72.8696474 22.6927352)",,,,
446122214,unclassified,False,False,82.848,,"LINESTRING (72.8697207 22.6929505, 72.8693452 22.6930297, 72.8689429 22.6931485)",,,,
446122214,unclassified,False,False,30.889,,"LINESTRING (72.8689429 22.6931485, 72.8686653 22.6932561)",,,,
470843400,residential,False,False,67.335,,"LINESTRING (72.8689429 22.6931485, 72.8689147 22.6937535)",,,,
446122214,unclassified,False,True,82.848,,"LINESTRING (72.8689429 22.6931485, 72.8693452 22.6930297, 72.8697207 22.6929505)",,,,
931294990,residential,False,True,79.191,,"LINESTRING (72.8689429 22.6931485, 72.8688707 22.6929802, 72.8688443 22.6929502, 72.868763 22.6929014, 72.8686979 22.692862, 72.8686715 22.6928245, 72.868639 22.6927495, 72.8685679 22.6925545)",,,,
470843209,residential,False,False,51.162,,"LINESTRING (72.8752385 22.6879095, 72.8757139 22.6880485)",,,,
470843223,residential,False,True,48.116,,"LINESTRING (72.8752385 22.6879095, 72.8755331 22.6875728)",,,,
470843223,residential,False,False,89.236,,"LINESTRING (72.8752385 22.6879095, 72.8750503 22.6880776, 72.8746368 22.6884887)",,,,
470843210,residential,False,True,93.692,,"LINESTRING (72.8729451 22.6906013, 72.8738463 22.6904647)",,,,
470843218,residential,False,True,75.507,,"LINESTRING (72.8729451 22.6906013, 72.8723561 22.6901941)",,,,
470843218,residential,False,False,134.08800000000002,,"LINESTRING (72.8729451 22.6906013, 72.872985 22.6906289, 72.8732398 22.6917647)",,,,
470843210,residential,False,False,93.692,,"LINESTRING (72.8738463 22.6904647, 72.8729451 22.6906013)",,,,
470843223,residential,False,False,132.099,,"LINESTRING (72.8738463 22.6904647, 72.8738674 22.6906833, 72.8738996 22.6911956, 72.8737494 22.6913985, 72.873795 22.6916039)",,,,
470843223,residential,False,True,215.76099999999997,,"LINESTRING (72.8738463 22.6904647, 72.8738299 22.6902948, 72.8737253 22.6896292, 72.8739023 22.6892802, 72.8743932 22.6887309)",,,,
470843211,residential,False,False,34.207,,"LINESTRING (72.8730065 22.692173, 72.8729094 22.6918787)",,,,
470843211,residential,False,True,36.796,,"LINESTRING (72.8730065 22.692173, 72.8730506 22.6925014)",,,,
471984196,residential,False,True,52.33,,"LINESTRING (72.8730065 22.692173, 72.8734839 22.6920072)",,,,
470843212,residential,False,True,74.988,,"LINESTRING (72.8730065 22.692173, 72.8725344 22.6923438, 72.8725642 22.6925485)",,,,
470843212,residential,False,False,42.128,,"LINESTRING (72.8726524 22.6931555, 72.8725978 22.69278)",,,,
470843213,residential,False,True,51.723,,"LINESTRING (72.8721453 22.6921259, 72.872234 22.6925838)",,,,
470843217,residential,False,False,46.736,,"LINESTRING (72.8721453 22.6921259, 72.8725752 22.6919868)",,,,
470843217,residential,False,True,12.525,,"LINESTRING (72.8721453 22.6921259, 72.8720301 22.6921632)",,,,
470843213,residential,False,False,51.723,,"LINESTRING (72.872234 22.6925838, 72.8721453 22.6921259)",,,,
470843218,residential,False,False,75.507,,"LINESTRING (72.8723561 22.6901941, 72.8729451 22.6906013)",,,,
470843214,residential,False,True,171.857,,"LINESTRING (72.8723561 22.6901941, 72.8724271 22.6905695, 72.8719363 22.6906289, 72.8719389 22.6908986, 72.8719704 22.6913357)",,,,
470843218,residential,False,True,101.68299999999999,,"LINESTRING (72.8723561 22.6901941, 72.872065 22.6899929, 72.8715911 22.6896135)",,,,
470843215,residential,False,True,112.975,,"LINESTRING (72.8727141 22.6908788, 72.8729094 22.6918787)",,,,
470843211,residential,False,True,34.207,,"LINESTRING (72.8729094 22.6918787, 72.8730065 22.692173)",,,,
470843215,residential,False,False,112.975,,"LINESTRING (72.8729094 22.6918787, 72.8727141 22.6908788)",,,,
470843217,residential,False,True,36.331,,"LINESTRING (72.8729094 22.6918787, 72.8725752 22.6919868)",,,,
470843217,residential,False,False,36.216,,"LINESTRING (72.8729094 22.6918787, 72.8731701 22.6917944, 72.8732398 22.6917647)",,,,
470843217,residential,False,False,24.122,,"LINESTRING (72.8738105 22.6915998, 72.8740364 22.6915396)",,,,
470843217,residential,False,True,1.654,,"LINESTRING (72.8738105 22.6915998, 72.873795 22.6916039)",,,,
470843216,residential,False,True,128.529,,"LINESTRING (72.8738105 22.6915998, 72.8739345 22.6922597, 72.8734222 22.6923735)",,,,
470843216,residential,False,False,128.529,,"LINESTRING (72.8734222 22.6923735, 72.8739345 22.6922597, 72.8738105 22.6915998)",,,,
470843217,residential,False,True,24.122,,"LINESTRING (72.8740364 22.6915396, 72.8738105 22.6915998)",,,,
470843214,residential,False,False,92.218,,"LINESTRING (72.8720301 22.6921632, 72.8719704 22.6913357)",,,,
470843217,residential,False,False,12.525,,"LINESTRING (72.8720301 22.6921632, 72.8721453 22.6921259)",,,,
470843217,residential,False,True,72.587,,"LINESTRING (72.8720301 22.6921632, 72.8713442 22.6923235)",,,,
222694897,primary,False,True,9.037,SH12,"LINESTRING (72.8713442 22.6923235, 72.8712953 22.6922559)",,,,
470843217,residential,False,False,72.587,,"LINESTRING (72.8713442 22.6923235, 72.8720301 22.6921632)",,,,
222694897,primary,False,False,167.67999999999998,SH12,"LINESTRING (72.8713442 22.6923235, 72.8714279 22.6924393, 72.8717964 22.692943, 72.8718317 22.693103, 72.8718246 22.6933424, 72.8717963 22.6935753, 72.8717538 22.6936929)",,,,
470843217,residential,False,False,59.697,,"LINESTRING (72.8732398 22.6917647, 72.873795 22.6916039)",,,,
470843217,residential,False,True,36.216,,"LINESTRING (72.8732398 22.6917647, 72.8731701 22.6917944, 72.8729094 22.6918787)",,,,
470843218,residential,False,True,134.08800000000002,,"LINESTRING (72.8732398 22.6917647, 72.872985 22.6906289, 72.8729451 22.6906013)",,,,
470843219,residential,False,True,108.046,,"LINESTRING (72.8728992 22.6897158, 72.8720701 22.6891166)",,,,
470843219,residential,False,False,108.046,,"LINESTRING (72.8720701 22.6891166, 72.8728992 22.6897158)",,,,
923753640,primary,True,False,44.751,SH89,"LINESTRING (72.8720701 22.6891166, 72.8721474 22.6890494, 72.8723992 22.6888526)",,,,
923753640,primary,True,False,31.138,SH89,"LINESTRING (72.8718233 22.6892796, 72.8720701 22.6891166)",,,,
"[931016116, 470843220]",residential,False,False,142.91400000000002,,"LINESTRING (72.8718233 22.6892796, 72.8728589 22.6900548, 72.872891 22.690101)",,,,
470843221,residential,False,False,126.167,,"LINESTRING (72.8732908 22.6896341, 72.8723992 22.6888526)",,,,
470843222,residential,False,True,112.699,,"LINESTRING (72.8734785 22.6893198, 72.872651 22.6886532)",,,,
470843217,residential,False,False,1.654,,"LINESTRING (72.873795 22.6916039, 72.8738105 22.6915998)",,,,
470843217,residential,False,True,59.697,,"LINESTRING (72.873795 22.6916039, 72.8732398 22.6917647)",,,,
470843223,residential,False,True,132.099,,"LINESTRING (72.873795 22.6916039, 72.8737494 22.6913985, 72.8738996 22.6911956, 72.8738674 22.6906833, 72.8738463 22.6904647)",,,,
470843223,residential,False,True,36.74,,"LINESTRING (72.8743932 22.6887309, 72.8746368 22.6884887)",,,,
470843224,residential,False,False,14.933,,"LINESTRING (72.8743932 22.6887309, 72.8744834 22.6888363)",,,,
470843223,residential,False,False,215.76099999999997,,"LINESTRING (72.8743932 22.6887309, 72.8739023 22.6892802, 72.8737253 22.6896292, 72.8738299 22.6902948, 72.8738463 22.6904647)",,,,
470843224,residential,False,True,125.856,,"LINESTRING (72.8743932 22.6887309, 72.8738058 22.6882211, 72.8734681 22.6879902)",,,,
470843250,residential,False,True,29.356,,"LINESTRING (72.8723227 22.6868097, 72.8720474 22.6867377)",,,,
470843225,residential,False,True,75.26599999999999,,"LINESTRING (72.8723227 22.6868097, 72.8722474 22.6870629, 72.8718156 22.6869491)",,,,
470843250,residential,False,False,186.494,,"LINESTRING (72.8723227 22.6868097, 72.8729314 22.6869689, 72.8740046 22.6874328)",,,,
470843225,residential,False,False,75.26599999999999,,"LINESTRING (72.8718156 22.6869491, 72.8722474 22.6870629, 72.8723227 22.6868097)",,,,
470843226,residential,False,True,55.339,,"LINESTRING (72.8716975 22.6872188, 72.8715554 22.6876989)",,,,
470843226,residential,False,False,36.113,,"LINESTRING (72.8715071 22.6880206, 72.8715554 22.6876989)",,,,
470843227,residential,False,True,174.676,,"LINESTRING (72.8731905 22.688137, 72.8715554 22.6876989)",,,,
915798351,primary,True,False,121.754,SH89,"LINESTRING (72.8731905 22.688137, 72.8728948 22.688376, 72.8725974 22.6886197, 72.8723864 22.6887722, 72.8722846 22.6888436)",,,,
470843226,residential,False,False,55.339,,"LINESTRING (72.8715554 22.6876989, 72.8716975 22.6872188)",,,,
470843226,residential,False,True,36.113,,"LINESTRING (72.8715554 22.6876989, 72.8715071 22.6880206)",,,,
470843227,residential,False,False,174.676,,"LINESTRING (72.8715554 22.6876989, 72.8731905 22.688137)",,,,
470843228,residential,False,False,42.546,,"LINESTRING (72.8736395 22.6852501, 72.8740415 22.6853441)",,,,
470843229,residential,False,True,88.794,,"LINESTRING (72.8736395 22.6852501, 72.8735563 22.6855262, 72.8732772 22.6859687)",,,,
470843244,residential,False,False,40.925,,"LINESTRING (72.8732772 22.6859687, 72.872934 22.6857811)",,,,
470843244,residential,False,True,37.062,,"LINESTRING (72.8732772 22.6859687, 72.873588 22.6861386)",,,,
470843229,residential,False,False,88.794,,"LINESTRING (72.8732772 22.6859687, 72.8735563 22.6855262, 72.8736395 22.6852501)",,,,
470843232,residential,False,False,27.162,,"LINESTRING (72.8727665 22.6851325, 72.8726712 22.6853604)",,,,
470843233,residential,False,False,58.186,,"LINESTRING (72.8727665 22.6851325, 72.8733095 22.6852836)",,,,
470843233,residential,False,True,58.186,,"LINESTRING (72.8733095 22.6852836, 72.8727665 22.6851325)",,,,
470843236,residential,False,True,51.352,,"LINESTRING (72.8720338 22.6854434, 72.8715849 22.6852391)",,,,
470843249,residential,False,True,38.981,,"LINESTRING (72.8720338 22.6854434, 72.8718927 22.6857689)",,,,
"[470843248, 470843249]",residential,False,"[False, True]",47.083,,"LINESTRING (72.8720338 22.6854434, 72.8721267 22.6852292, 72.8723288 22.6852779)",,,,
470843236,residential,False,False,51.352,,"LINESTRING (72.8715849 22.6852391, 72.8720338 22.6854434)",,,,
470843236,residential,False,False,104.224,,"LINESTRING (72.8715849 22.6852391, 72.8714762 22.6854161, 72.8712711 22.6853133, 72.8714266 22.6850758, 72.8715742 22.6851574, 72.8715849 22.6852391)",,,,
470843236,residential,False,True,104.22399999999999,,"LINESTRING (72.8715849 22.6852391, 72.8715742 22.6851574, 72.8714266 22.6850758, 72.8712711 22.6853133, 72.8714762 22.6854161, 72.8715849 22.6852391)",,,,
164617502,secondary,False,False,15.833,,"LINESTRING (72.8692018 22.6873887, 72.8692934 22.6872741)",,Nana Kumbhnath Road,30,yes
164617502,secondary,False,True,21.824,,"LINESTRING (72.8692018 22.6873887, 72.8690756 22.6875467)",,Nana Kumbhnath Road,30,yes
470843237,residential,False,True,105.133,,"LINESTRING (72.8692018 22.6873887, 72.8701177 22.6878128)",,,,
470843237,residential,False,False,105.133,,"LINESTRING (72.8701177 22.6878128, 72.8692018 22.6873887)",,,,
470843238,residential,False,True,135.74200000000002,,"LINESTRING (72.8704683 22.6872894, 72.8704879 22.6871694, 72.8702706 22.6870976, 72.8703752 22.6868254, 72.8697419 22.6866998)",,,,
470843249,residential,False,False,12.661000000000001,,"LINESTRING (72.8704683 22.6872894, 72.8705013 22.6872708, 72.870572 22.6873139)",,,,
470843249,residential,False,True,113.944,,"LINESTRING (72.8704683 22.6872894, 72.8703082 22.6873797, 72.86944 22.6870906)",,,,
164617502,secondary,False,False,22.749,,"LINESTRING (72.8697419 22.6866998, 72.8698514 22.6865219)",,Nana Kumbhnath Road,30,yes
164617502,secondary,False,True,53.407,,"LINESTRING (72.8697419 22.6866998, 72.8697072 22.6867562, 72.86944 22.6870906)",,Nana Kumbhnath Road,30,yes
470843238,residential,False,False,135.742,,"LINESTRING (72.8697419 22.6866998, 72.8703752 22.6868254, 72.8702706 22.6870976, 72.8704879 22.6871694, 72.8704683 22.6872894)",,,,
470843239,residential,False,True,57.176,,"LINESTRING (72.870572 22.6873139, 72.8706568 22.6870456, 72.8707749 22.6868377)",,,,
470843249,residential,False,False,165.084,,"LINESTRING (72.870572 22.6873139, 72.8707695 22.6874341, 72.8709707 22.6875133, 72.8710511 22.687444, 72.8711557 22.6871025, 72.8715312 22.6866027)",,,,
470843249,residential,False,True,12.661000000000001,,"LINESTRING (72.870572 22.6873139, 72.8705013 22.6872708, 72.8704683 22.6872894)",,,,
470843239,residential,False,False,57.176,,"LINESTRING (72.8707749 22.6868377, 72.8706568 22.6870456, 72.870572 22.6873139)",,,,
470843240,residential,False,True,82.676,,"LINESTRING (72.8750608 22.6863421, 72.8743502 22.6859914)",,,,
915798351,primary,True,False,57.024,SH89,"LINESTRING (72.8750608 22.6863421, 72.8746902 22.6867243)",,,,
470843240,residential,False,False,82.676,,"LINESTRING (72.8743502 22.6859914, 72.8750608 22.6863421)",,,,
470843241,residential,False,True,45.409,,"LINESTRING (72.8738596 22.686283, 72.8736395 22.6866373)",,,,
470843242,residential,False,False,32.159,,"LINESTRING (72.8738596 22.686283, 72.873588 22.6861386)",,,,
470843242,residential,False,True,98.332,,"LINESTRING (72.8738596 22.686283, 72.8746902 22.6867243)",,,,
"[470843241, 931016114]",residential,False,False,96.206,,"LINESTRING (72.8738596 22.686283, 72.874204 22.6857886, 72.8742053 22.6857544, 72.8741876 22.6857315, 72.8739858 22.6856237)",,,,
470843241,residential,False,False,45.409,,"LINESTRING (72.8736395 22.6866373, 72.8738596 22.686283)",,,,
470843243,residential,False,True,39.787,,"LINESTRING (72.8730494 22.6854395, 72.872934 22.6857811)",,,,
470843243,residential,False,False,86.15,,"LINESTRING (72.8726986 22.6865248, 72.872934 22.6857811)",,,,
470843245,residential,False,False,127.78899999999999,,"LINESTRING (72.8726986 22.6865248, 72.8727785 22.6865408, 72.8731298 22.6866868, 72.8731891 22.6866813, 72.8732639 22.6866373, 72.873588 22.6861386)",,,,
470843245,residential,False,True,42.59,,"LINESTRING (72.8726986 22.6865248, 72.8725317 22.6864913, 72.8722876 22.6865012)",,,,
470843243,residential,False,False,39.787,,"LINESTRING (72.872934 22.6857811, 72.8730494 22.6854395)",,,,
470843243,residential,False,True,86.15,,"LINESTRING (72.872934 22.6857811, 72.8726986 22.6865248)",,,,
470843244,residential,False,True,40.925,,"LINESTRING (72.872934 22.6857811, 72.8732772 22.6859687)",,,,
470843242,residential,False,True,32.159,,"LINESTRING (72.873588 22.6861386, 72.8738596 22.686283)",,,,
470843244,residential,False,False,37.062,,"LINESTRING (72.873588 22.6861386, 72.8732772 22.6859687)",,,,
470843245,residential,False,False,64.743,,"LINESTRING (72.873588 22.6861386, 72.8738954 22.6856301)",,,,
470843245,residential,False,True,127.78900000000002,,"LINESTRING (72.873588 22.6861386, 72.8732639 22.6866373, 72.8731891 22.6866813, 72.8731298 22.6866868, 72.8727785 22.6865408, 72.8726986 22.6865248)",,,,
470843245,residential,False,True,64.743,,"LINESTRING (72.8738954 22.6856301, 72.873588 22.6861386)",,,,
470843246,residential,False,True,25.858,,"LINESTRING (72.8721267 22.6858553, 72.8718927 22.6857689)",,,,
470843246,residential,False,False,25.858,,"LINESTRING (72.8718927 22.6857689, 72.8721267 22.6858553)",,,,
470843249,residential,False,False,38.981,,"LINESTRING (72.8718927 22.6857689, 72.8720338 22.6854434)",,,,
470843249,residential,False,True,33.184,,"LINESTRING (72.8718927 22.6857689, 72.8717726 22.686046)",,,,
470843247,residential,False,True,42.152,,"LINESTRING (72.8723288 22.6852779, 72.8722072 22.68564)",,,,
470843248,residential,False,True,36.306,,"LINESTRING (72.8723288 22.6852779, 72.8726712 22.6853604)",,,,
"[470843248, 470843249]",residential,False,"[False, True]",47.083,,"LINESTRING (72.8723288 22.6852779, 72.8721267 22.6852292, 72.8720338 22.6854434)",,,,
470843247,residential,False,False,42.152,,"LINESTRING (72.8722072 22.68564, 72.8723288 22.6852779)",,,,
470843232,residential,False,True,27.162,,"LINESTRING (72.8726712 22.6853604, 72.8727665 22.6851325)",,,,
470843248,residential,False,False,36.306,,"LINESTRING (72.8726712 22.6853604, 72.8723288 22.6852779)",,,,
470843248,residential,False,True,132.816,,"LINESTRING (72.8726712 22.6853604, 72.8722876 22.6865012)",,,,
470843248,residential,False,False,132.816,,"LINESTRING (72.8722876 22.6865012, 72.8726712 22.6853604)",,,,
470843248,residential,False,True,36.039,,"LINESTRING (72.8722876 22.6865012, 72.8720474 22.6867377)",,,,
470843245,residential,False,False,42.59,,"LINESTRING (72.8722876 22.6865012, 72.8725317 22.6864913, 72.8726986 22.6865248)",,,,
470843248,residential,False,False,36.039,,"LINESTRING (72.8720474 22.6867377, 72.8722876 22.6865012)",,,,
470843250,residential,False,False,29.356,,"LINESTRING (72.8720474 22.6867377, 72.8723227 22.6868097)",,,,
470843250,residential,False,True,55.044,,"LINESTRING (72.8720474 22.6867377, 72.8715312 22.6866027)",,,,
164617502,secondary,False,True,25.348,,"LINESTRING (72.86944 22.6870906, 72.8692934 22.6872741)",,Nana Kumbhnath Road,30,yes
164617502,secondary,False,False,53.407,,"LINESTRING (72.86944 22.6870906, 72.8697072 22.6867562, 72.8697419 22.6866998)",,Nana Kumbhnath Road,30,yes
470843249,residential,False,False,113.944,,"LINESTRING (72.86944 22.6870906, 72.8703082 22.6873797, 72.8704683 22.6872894)",,,,
470843250,residential,False,True,186.494,,"LINESTRING (72.8740046 22.6874328, 72.8729314 22.6869689, 72.8723227 22.6868097)",,,,
915798351,primary,True,False,114.53,SH89,"LINESTRING (72.8740046 22.6874328, 72.8737472 22.6876732, 72.8736533 22.6877536, 72.8733482 22.6880033, 72.8731905 22.688137)",,,,
470843249,residential,False,False,22.239,,"LINESTRING (72.8715312 22.6866027, 72.8716117 22.686417)",,,,
470843250,residential,False,False,55.044,,"LINESTRING (72.8715312 22.6866027, 72.8720474 22.6867377)",,,,
470843250,residential,False,True,77.735,,"LINESTRING (72.8715312 22.6866027, 72.8708436 22.686309)",,,,
470843249,residential,False,True,165.08399999999997,,"LINESTRING (72.8715312 22.6866027, 72.8711557 22.6871025, 72.8710511 22.687444, 72.8709707 22.6875133, 72.8707695 22.6874341, 72.870572 22.6873139)",,,,
164617502,secondary,False,True,29.677,,"LINESTRING (72.8701615 22.6860177, 72.8700187 22.6862498)",,Nana Kumbhnath Road,30,yes
470843250,residential,False,False,77.111,,"LINESTRING (72.8701615 22.6860177, 72.8708436 22.686309)",,,,
164617502,secondary,False,False,34.775,,"LINESTRING (72.8701615 22.6860177, 72.8702705 22.6858406, 72.8703328 22.6857479)",,Nana Kumbhnath Road,30,yes
470843223,residential,False,False,48.116,,"LINESTRING (72.8755331 22.6875728, 72.8752385 22.6879095)",,,,
470843255,residential,False,False,10.202,,"LINESTRING (72.8755331 22.6875728, 72.8756258 22.6875396)",,,,
470843255,residential,False,True,117.984,,"LINESTRING (72.8755331 22.6875728, 72.8746771 22.6868642)",,,,
22867478,primary,False,False,84.678,,"LINESTRING (72.8689344 22.6905101, 72.8681607 22.6902448)",,,,
470843397,residential,False,False,85.486,,"LINESTRING (72.8689344 22.6905101, 72.8688396 22.6912739)",,,,
22867478,primary,False,True,59.07300000000001,,"LINESTRING (72.8689344 22.6905101, 72.869142 22.6905458, 72.8693119 22.6905671, 72.8695048 22.6905573)",,,,
470843397,residential,False,True,85.486,,"LINESTRING (72.8688396 22.6912739, 72.8689344 22.6905101)",,,,
470843398,residential,False,True,62.859,,"LINESTRING (72.8688396 22.6912739, 72.8694523 22.6912795)",,,,
470843398,residential,False,False,99.06599999999999,,"LINESTRING (72.8688396 22.6912739, 72.8683998 22.691759, 72.8683729 22.6920163)",,,,
470843398,residential,False,False,62.859,,"LINESTRING (72.8694523 22.6912795, 72.8688396 22.6912739)",,,,
933708403,unclassified,False,False,164.792,,"LINESTRING (72.8694523 22.6912795, 72.8694364 22.6914262, 72.8694257 22.6918865, 72.8695437 22.6924309, 72.8696474 22.6927352)",,,,
933708403,unclassified,False,True,81.26899999999999,,"LINESTRING (72.8694523 22.6912795, 72.8694686 22.6911293, 72.8695383 22.690763, 72.8695048 22.6905573)",,,,
933708403,unclassified,False,False,25.093,,"LINESTRING (72.8696474 22.6927352, 72.8697207 22.6929505)",,,,
470843399,unclassified,False,True,155.496,,"LINESTRING (72.8696474 22.6927352, 72.8693171 22.6927537, 72.8690971 22.6926597, 72.8684183 22.6920566)",,,,
933708403,unclassified,False,True,164.792,,"LINESTRING (72.8696474 22.6927352, 72.8695437 22.6924309, 72.8694257 22.6918865, 72.8694364 22.6914262, 72.8694523 22.6912795)",,,,
470843399,unclassified,False,False,6.463,,"LINESTRING (72.8683729 22.6920163, 72.8684183 22.6920566)",,,,
470843398,residential,False,True,99.06599999999999,,"LINESTRING (72.8683729 22.6920163, 72.8683998 22.691759, 72.8688396 22.6912739)",,,,
470843399,unclassified,False,True,58.335,,"LINESTRING (72.8683729 22.6920163, 72.8679062 22.6918678, 72.8678313 22.6918651)",,,,
470843399,unclassified,False,False,55.769,,"LINESTRING (72.8667306 22.6918252, 72.8672738 22.6918449)",,,,
446121366,unclassified,False,False,40.507000000000005,,"LINESTRING (72.8667306 22.6918252, 72.8666331 22.6920197, 72.8665794 22.6920821, 72.8665117 22.6921144)",,,,
446121366,unclassified,False,True,85.98599999999999,,"LINESTRING (72.8667306 22.6918252, 72.8668152 22.6916812, 72.8669907 22.6910936)",,,,
470843400,residential,False,True,67.335,,"LINESTRING (72.8689147 22.6937535, 72.8689429 22.6931485)",,,,
446122214,unclassified,False,False,13.009,,"LINESTRING (72.8675366 22.6938658, 72.8674391 22.6939406)",,,,
446122214,unclassified,False,True,135.365,,"LINESTRING (72.8675366 22.6938658, 72.8676071 22.6938117, 72.8677949 22.6936484, 72.8683045 22.693396, 72.8686653 22.6932561)",,,,
470843404,unclassified,False,True,12.058,,"LINESTRING (72.8698292 22.6929922, 72.8697207 22.6929505)",,,,
